Date,OMAN DOMESTIC SMALL CAP
2002-05-31,232.51957152721698
2002-06-03,229.43302854234238
2002-06-04,228.40418088071758
2002-06-05,226.34648555746784
2002-06-06,226.34648555746784
2002-06-07,226.34648555746784
2002-06-10,225.31763789584298
2002-06-11,220.17339958771873
2002-06-12,220.17339958771873
2002-06-13,223.25994257259322
2002-06-14,223.25994257259322
2002-06-17,223.25994257259322
2002-06-18,223.25994257259322
2002-06-19,223.25994257259322
2002-06-20,224.28879023421808
2002-06-21,224.28879023421808
2002-06-24,224.28879023421808
2002-06-25,222.23109491096838
2002-06-26,222.23109491096838
2002-06-27,222.23109491096838
2002-06-28,222.23109491096838
2002-07-01,220.17339958771868
2002-07-02,221.2022472493435
2002-07-03,221.2022472493435
2002-07-04,221.2022472493435
2002-07-05,221.2022472493435
2002-07-08,220.17339958771868
2002-07-09,220.11622654186365
2002-07-10,221.2022472493435
2002-07-11,229.43302854234236
2002-07-12,229.43302854234236
2002-07-15,229.43302854234236
2002-07-16,227.37533321909262
2002-07-17,227.37533321909262
2002-07-18,229.43302854234236
2002-07-19,229.43302854234236
2002-07-22,231.4907238655921
2002-07-23,232.51957152721695
2002-07-24,232.51957152721695
2002-07-25,229.43302854234236
2002-07-26,229.43302854234236
2002-07-29,229.43302854234236
2002-07-30,229.43302854234236
2002-07-31,229.43302854234236
2002-08-01,229.43302854234236
2002-08-02,229.43302854234236
2002-08-05,229.43302854234236
2002-08-06,231.4306120183146
2002-08-07,231.49072386559206
2002-08-08,231.49072386559206
2002-08-09,231.52079150085194
2002-08-12,226.34648555746787
2002-08-13,231.49072386559214
2002-08-14,229.43302854234244
2002-08-15,227.3753332190927
2002-08-16,227.3753332190927
2002-08-19,222.23109491096847
2002-08-20,222.23109491096847
2002-08-21,222.23109491096847
2002-08-22,224.2887902342182
2002-08-23,224.2887902342182
2002-08-26,235.57552028867747
2002-08-27,226.34648555746796
2002-08-28,226.3170937271138
2002-08-29,226.3170937271138
2002-08-30,226.3170937271138
2002-09-02,225.28837966471775
2002-09-03,226.4052921268515
2002-09-04,226.31709372711373
2002-09-05,225.2883796647177
2002-09-06,225.31763789584303
2002-09-09,226.34648555746787
2002-09-10,226.28770952901877
2002-09-11,226.3170937271137
2002-09-12,226.3170937271137
2002-09-13,226.28770952901877
2002-09-16,225.28837966471767
2002-09-17,225.28837966471767
2002-09-18,224.25966560232175
2002-09-19,224.25966560232175
2002-09-20,224.28879023421814
2002-09-23,223.25994257259325
2002-09-24,223.2309515399257
2002-09-25,221.17352341513376
2002-09-26,221.20224724934351
2002-09-27,221.20224724934351
2002-09-30,221.20224724934351
2002-10-01,221.17352341513376
2002-10-02,221.20224724934351
2002-10-03,221.20224724934351
2002-10-04,221.20224724934351
2002-10-07,221.08739665367926
2002-10-08,221.2309785452585
2002-10-09,221.20224724934351
2002-10-10,221.14480703972285
2002-10-11,221.14480703972285
2002-10-14,221.20224724934351
2002-10-15,223.23095153992568
2002-10-16,225.31763789584292
2002-10-17,225.31763789584292
2002-10-18,225.31763789584292
2002-10-21,226.34648555746776
2002-10-22,226.34648555746776
2002-10-23,226.3170937271136
2002-10-24,226.3170937271136
2002-10-25,226.3464855574678
2002-10-28,226.3464855574678
2002-10-29,226.3464855574678
2002-10-30,226.3464855574678
2002-10-31,226.3464855574678
2002-11-01,226.3464855574678
2002-11-04,226.3464855574678
2002-11-05,226.3464855574678
2002-11-06,223.2599425725932
2002-11-07,221.2022472493435
2002-11-08,221.2022472493435
2002-11-11,221.2022472493435
2002-11-12,221.17352341513373
2002-11-13,222.23109491096838
2002-11-14,221.14480703972282
2002-11-15,221.14480703972282
2002-11-18,219.14455192609378
2002-11-19,219.14455192609378
2002-11-20,217.08685660284408
2002-11-21,219.0876460440044
2002-11-22,219.0876460440044
2002-11-25,219.0876460440044
2002-11-26,221.14480703972274
2002-11-27,221.14480703972274
2002-11-28,221.2022472493434
2002-11-29,221.14480703972274
2002-12-02,221.84324314197823
2002-12-03,222.50888087901362
2002-12-04,224.1519028928298
2002-12-05,224.1519028928298
2002-12-06,224.1519028928298
2002-12-09,224.1519028928298
2002-12-10,224.50965682257598
2002-12-11,224.53881392086464
2002-12-12,224.74905480370293
2002-12-13,224.74905480370293
2002-12-16,218.74366635540883
2002-12-17,218.74366635540883
2002-12-18,217.78612971550598
2002-12-19,217.78612971550598
2002-12-20,217.78612971550598
2002-12-23,215.64809156170514
2002-12-24,215.62008895275025
2002-12-25,215.62008895275025
2002-12-26,216.20749263416445
2002-12-27,216.17942103034284
2002-12-30,213.6312979620113
2002-12-31,213.6312979620113
2003-01-01,213.6312979620113
2003-01-02,213.39633648944564
2003-01-03,213.39633648944564
2003-01-06,212.4711806019131
2003-01-07,211.1368415694536
2003-01-08,210.34468104717413
2003-01-09,209.66357767627008
2003-01-10,209.69080317655266
2003-01-13,210.1215658762564
2003-01-14,210.1215658762564
2003-01-15,210.1215658762564
2003-01-16,210.14885439130526
2003-01-17,210.094284447293
2003-01-20,207.3573733959953
2003-01-21,209.0006087615858
2003-01-22,208.76564728902014
2003-01-23,208.09992311675074
2003-01-24,208.09992311675074
2003-01-27,206.53187825366697
2003-01-28,206.08310179407428
2003-01-29,205.96562105779142
2003-01-30,208.33652480053206
2003-01-31,208.33652480053206
2003-02-03,208.33652480053206
2003-02-04,208.4540055368149
2003-02-05,208.05016796119003
2003-02-06,207.27274442847917
2003-02-07,207.27274442847917
2003-02-10,207.27274442847917
2003-02-11,207.27274442847917
2003-02-12,207.29966296671665
2003-02-13,207.29966296671665
2003-02-14,207.2727444284792
2003-02-17,207.29966296671668
2003-02-18,207.15526369219637
2003-02-19,207.15526369219637
2003-02-20,206.37784015948557
2003-02-21,206.40464247638943
2003-02-24,206.05215449582548
2003-02-25,206.02539795063709
2003-02-26,207.26479574060272
2003-02-27,207.29171324654308
2003-02-28,207.26479574060275
2003-03-03,207.77378864324137
2003-03-04,207.77378864324137
2003-03-05,208.319357504052
2003-03-06,208.64474876399723
2003-03-07,208.67184548461594
2003-03-10,208.80457097132128
2003-03-11,208.83168844807082
2003-03-12,208.80457097132128
2003-03-13,208.80457097132128
2003-03-14,208.80457097132128
2003-03-17,208.80457097132128
2003-03-18,208.92205170760414
2003-03-19,210.1090941917812
2003-03-20,210.22657492806405
2003-03-21,210.22657492806405
2003-03-24,210.2417480499588
2003-03-25,211.13460164570836
2003-03-26,211.68284508169495
2003-03-27,214.34083200710515
