Date,ESTONIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1011.2289541507704
2010-12-02,1018.193572218344
2010-12-03,1030.1438785297223
2010-12-06,1008.4169958885892
2010-12-07,1011.788511088132
2010-12-08,1001.9154459178408
2010-12-09,987.5802718744891
2010-12-10,1001.4559370398877
2010-12-13,1024.922590255376
2010-12-14,1029.7918365527237
2010-12-15,1008.5392364822943
2010-12-16,987.7513773892027
2010-12-17,990.5997054786889
2010-12-20,995.5043642920251
2010-12-21,991.8977220475679
2010-12-22,990.8992168024855
2010-12-23,988.2844935471885
2010-12-24,992.1792480174731
2010-12-27,990.0614561107195
2010-12-28,988.6996730986197
2010-12-29,997.4939734343423
2010-12-30,1017.2935814100174
2010-12-31,1027.5185997143567
2011-01-03,1071.197521884018
2011-01-04,1089.5541532377836
2011-01-05,1073.1640955111095
2011-01-06,1097.306998029016
2011-01-07,1097.2427772033166
2011-01-10,1104.589430071386
2011-01-11,1104.5715096840331
2011-01-12,1118.7199070980178
2011-01-13,1148.8565284157437
2011-01-14,1154.4940274309215
2011-01-17,1161.5929016393907
2011-01-18,1188.5581454126939
2011-01-19,1192.6536790091166
2011-01-20,1165.3035626203678
2011-01-21,1182.3051150114493
2011-01-24,1161.8874535717457
2011-01-25,1172.0070101445683
2011-01-26,1154.3251082017136
2011-01-27,1178.547769569227
2011-01-28,1178.4442083833367
2011-01-31,1171.9500332578737
2011-02-01,1185.5885295086875
2011-02-02,1193.7263595314198
2011-02-03,1169.7995983791452
2011-02-04,1180.2843634264173
2011-02-07,1177.1763025122984
2011-02-08,1189.061811863314
2011-02-09,1195.4593811273205
2011-02-10,1182.2246665052992
2011-02-11,1181.5814426825518
2011-02-14,1183.787320446522
2011-02-15,1191.9992555336232
2011-02-16,1203.7494098388813
2011-02-17,1206.6749290927266
2011-02-18,1225.5974985664461
2011-02-21,1206.50399587237
2011-02-22,1181.3684944392924
2011-02-23,1185.087677635925
2011-02-24,1187.5418993197375
2011-02-25,1185.8876886962066
2011-02-28,1188.8434534439905
2011-03-01,1180.8970586125092
2011-03-02,1163.187786672969
2011-03-03,1185.231791148729
2011-03-04,1186.5693780205704
2011-03-07,1185.1140850817274
2011-03-08,1171.7878870438421
2011-03-09,1167.88837940108
2011-03-10,1158.0803477132747
2011-03-11,1135.4380084467807
2011-03-14,1136.1683311960076
2011-03-15,1077.0706226623677
2011-03-16,1126.993369518704
2011-03-17,1146.7518609301965
2011-03-18,1184.8520657245372
2011-03-21,1202.4725714931124
2011-03-22,1216.1376235141609
2011-03-23,1190.800218321714
2011-03-24,1192.5249691097915
2011-03-25,1190.5482901627195
2011-03-28,1189.262815500724
2011-03-29,1185.06015051839
2011-03-30,1196.0406851928437
2011-03-31,1209.930972534815
2011-04-01,1196.8518205474986
2011-04-04,1200.6203547737578
2011-04-05,1198.5676400258628
2011-04-06,1212.1780437772236
2011-04-07,1205.2109614623855
2011-04-08,1215.0430793148278
2011-04-11,1216.4298199609132
2011-04-12,1226.731671420937
2011-04-13,1237.2869100736416
2011-04-14,1220.177808557789
2011-04-15,1219.8803553484813
2011-04-18,1196.5860096720075
2011-04-19,1199.2488931710848
2011-04-20,1213.9276701226245
2011-04-21,1218.4769443252635
2011-04-22,1218.4769443252635
2011-04-25,1217.5988682183752
2011-04-26,1215.2226820579351
2011-04-27,1217.6924145569653
2011-04-28,1235.2568092094823
2011-04-29,1225.3620858820884
2011-05-02,1224.264397531949
2011-05-03,1199.5877020715056
2011-05-04,1199.6892063529135
2011-05-05,1183.5073333166656
2011-05-06,1177.13218093994
2011-05-09,1147.6848951091702
2011-05-10,1158.3277477035338
2011-05-11,1167.1585728265247
2011-05-12,1171.7789349980549
2011-05-13,1170.639240230782
2011-05-16,1162.5592578075398
2011-05-17,1161.7398682418254
2011-05-18,1168.0525704039803
2011-05-19,1157.6574783309163
2011-05-20,1135.9107719652986
2011-05-23,1109.0280431441076
2011-05-24,1105.9698643735353
2011-05-25,1119.883523538239
2011-05-26,1139.0466491247478
2011-05-27,1170.0855568865286
2011-05-30,1145.5793938423749
2011-05-31,1158.2521066258435
2011-06-01,1151.61131978263
2011-06-02,1152.768878559577
2011-06-03,1165.5010868980735
2011-06-06,1158.3218022583458
2011-06-07,1163.2542524078058
2011-06-08,1167.6831891195848
2011-06-09,1167.6589561922535
2011-06-10,1171.8893560262509
2011-06-13,1187.3558315994392
2011-06-14,1206.167023870414
2011-06-15,1200.703190657414
2011-06-16,1173.2552573377855
2011-06-17,1177.7310322150147
2011-06-20,1180.1307720351222
2011-06-21,1186.2559382607758
2011-06-22,1193.6146000889623
2011-06-23,1170.0052770790273
2011-06-24,1171.3697388291637
2011-06-27,1172.8280915374173
2011-06-28,1158.4872749515898
2011-06-29,1149.945857224465
2011-06-30,1170.8345986809397
2011-07-01,1178.1039169581386
2011-07-04,1190.706791122358
2011-07-05,1187.0186571526413
2011-07-06,1181.6912623999
2011-07-07,1197.2204109631546
2011-07-08,1195.8319449310245
2011-07-11,1140.4478343594296
2011-07-12,1148.6263833872054
2011-07-13,1164.5840450183186
2011-07-14,1159.6138243232942
2011-07-15,1154.4301558147965
2011-07-18,1149.775299758646
2011-07-19,1158.8995686001265
2011-07-20,1162.8216393382158
2011-07-21,1177.8341374551148
2011-07-22,1185.906371517766
2011-07-25,1181.1084879266189
2011-07-26,1189.4236611319732
2011-07-27,1190.7197476573892
2011-07-28,1182.6280542498685
2011-07-29,1191.46580312617
2011-08-01,1180.6160368592389
2011-08-02,1169.3617858124023
2011-08-03,1150.3443486679296
2011-08-04,1109.5358023663543
2011-08-05,1078.192476876842
2011-08-08,1018.4506350739296
2011-08-09,997.9811911521696
2011-08-10,1035.177971361504
2011-08-11,1011.515520603025
2011-08-12,1044.653511866643
2011-08-15,1095.6653361805281
2011-08-16,1062.3671557137225
2011-08-17,1076.4411888481075
2011-08-18,1025.7304110432183
2011-08-19,1003.8461638587155
2011-08-22,1018.2256758295405
2011-08-23,1032.3455305810799
2011-08-24,1031.7099574914685
2011-08-25,1023.0082945661019
2011-08-26,1015.4994028924528
2011-08-29,1042.142880518021
2011-08-30,1046.3267111195553
2011-08-31,1058.4521366134568
2011-09-01,1042.6255831264098
2011-09-02,1022.865098781865
2011-09-05,1000.5557062940522
2011-09-06,987.1575665576887
2011-09-07,1001.6649181989612
2011-09-08,990.5957085340099
2011-09-09,978.6485629131197
2011-09-12,936.09292488704
2011-09-13,940.464525665695
2011-09-14,935.9338157748473
2011-09-15,964.5151872685606
2011-09-16,958.3172984363162
2011-09-19,934.2528009610703
2011-09-20,933.6433112412784
2011-09-21,930.8715400388131
2011-09-22,876.0822109017539
2011-09-23,866.3454768740661
2011-09-26,869.3147650920907
2011-09-27,891.4556983787919
2011-09-28,897.5139027481741
2011-09-29,901.6753182226173
2011-09-30,887.5530106221854
2011-10-03,865.904808144515
2011-10-04,856.2620209640762
2011-10-05,873.0441762800863
2011-10-06,895.6709098879928
2011-10-07,919.0839726356081
2011-10-10,942.0811456284291
2011-10-11,953.2860502165337
2011-10-12,962.1042329619168
2011-10-13,944.6245460790325
2011-10-14,978.3456650720348
2011-10-17,1004.4195784856657
2011-10-18,981.4870634911017
2011-10-19,1008.7926370529876
2011-10-20,998.6355827155485
2011-10-21,1020.4491508705357
2011-10-24,1022.5981705040139
2011-10-25,1029.9903877633265
2011-10-26,1010.5392764680735
2011-10-27,1080.1531703459993
2011-10-28,1058.320666399077
2011-10-31,1001.9815856779095
2011-11-01,965.3360077590816
2011-11-02,1003.0156914686634
2011-11-03,1018.3321972738605
2011-11-04,1031.016966205029
2011-11-07,1027.864966415182
2011-11-08,1040.5086282584687
2011-11-09,1014.6702083142802
2011-11-10,1013.5416947458361
2011-11-11,1031.8476459094873
2011-11-14,1033.6817751946949
2011-11-15,1013.7091637648981
2011-11-16,1005.9289327639499
2011-11-17,991.0524012360225
2011-11-18,997.3043860177396
2011-11-21,981.962406524706
2011-11-22,963.4611655917155
2011-11-23,937.6047463573
2011-11-24,942.7428591915537
2011-11-25,918.8793828141972
2011-11-28,953.318012052549
2011-11-29,953.298307677121
2011-11-30,970.8703768371341
2011-12-01,957.5796414749243
2011-12-02,975.4634705525482
2011-12-05,971.235669491312
2011-12-06,953.7073977334849
2011-12-07,966.7938395786261
2011-12-08,957.6724276734511
2011-12-09,963.1895240420129
2011-12-12,952.2670402035714
2011-12-13,939.206976929584
2011-12-14,914.3646107556983
2011-12-15,905.463615896205
2011-12-16,909.4504536807976
2011-12-19,895.1342045805396
2011-12-20,913.2523373091188
2011-12-21,919.9234105998714
2011-12-22,908.7678454648935
2011-12-23,906.8848446098676
2011-12-26,906.8848446098676
2011-12-27,910.808000898911
2011-12-28,897.0063939507241
2011-12-29,892.7466768629506
2011-12-30,895.0808641615719
2012-01-02,915.1697236106667
2012-01-03,935.6531747529691
2012-01-04,911.0816156532051
2012-01-05,904.5115211776853
2012-01-06,908.3225373175374
2012-01-09,901.6980214779621
2012-01-10,905.4820143795074
2012-01-11,895.5207067568786
2012-01-12,902.5113175858704
2012-01-13,890.9436760492385
2012-01-16,879.6432464734273
2012-01-17,897.9998992851238
2012-01-18,900.1804978620984
2012-01-19,910.3628295284514
2012-01-20,911.381187346956
2012-01-23,906.0111315879291
2012-01-24,900.7730057663592
2012-01-25,898.2196800368404
2012-01-26,908.5683458028088
2012-01-27,894.6713791881989
2012-01-30,898.7935388067607
2012-01-31,900.4918173451597
2012-02-01,909.3347270284146
2012-02-02,915.5679802137151
2012-02-03,922.2814776388426
2012-02-06,930.9424191174732
2012-02-07,980.6033624043353
2012-02-08,1028.345921099119
2012-02-09,1000.8277546539236
2012-02-10,1000.9664694777601
2012-02-13,1034.7404212280085
2012-02-14,1027.0242198496069
2012-02-15,1022.9492697267364
2012-02-16,1009.1538017126333
2012-02-17,1044.0556373774398
2012-02-20,1050.2868723238782
2012-02-21,1051.1291785359722
2012-02-22,1041.8815857742973
2012-02-23,1040.7037783474773
2012-02-24,1052.350530861656
2012-02-27,1037.5713105933469
2012-02-28,1043.936023339076
