Date,OMAN SMALL CAP
2002-05-31,232.92315944688366
2002-06-03,229.83125910024359
2002-06-04,228.80062565136362
2002-06-05,226.73935875360357
2002-06-06,226.73935875360357
2002-06-07,226.73935875360357
2002-06-10,225.70872530472352
2002-06-11,220.55555806032345
2002-06-12,220.55555806032345
2002-06-13,223.64745840696344
2002-06-14,223.64745840696344
2002-06-17,223.64745840696344
2002-06-18,223.64745840696344
2002-06-19,223.64745840696344
2002-06-20,224.6780918558435
2002-06-21,224.6780918558435
2002-06-24,224.6780918558435
2002-06-25,222.61682495808344
2002-06-26,222.61682495808344
2002-06-27,222.61682495808344
2002-06-28,222.61682495808344
2002-07-01,220.55555806032342
2002-07-02,221.5861915092034
2002-07-03,221.5861915092034
2002-07-04,221.5861915092034
2002-07-05,221.5861915092034
2002-07-08,220.55555806032342
2002-07-09,220.49828577830309
2002-07-10,221.5861915092034
2002-07-11,229.83125910024356
2002-07-12,229.83125910024356
2002-07-15,229.83125910024356
2002-07-16,227.76999220248348
2002-07-17,227.76999220248348
2002-07-18,229.83125910024356
2002-07-19,229.83125910024356
2002-07-22,231.89252599800363
2002-07-23,232.92315944688363
2002-07-24,232.92315944688363
2002-07-25,229.83125910024356
2002-07-26,229.83125910024356
2002-07-29,229.83125910024356
2002-07-30,229.83125910024356
2002-07-31,229.83125910024356
2002-08-01,229.83125910024356
2002-08-02,229.83125910024356
2002-08-05,229.83125910024356
2002-08-06,231.8323098136364
2002-08-07,231.8925259980036
2002-08-08,231.8925259980036
2002-08-09,231.92264582213636
2002-08-12,226.7393587536036
2002-08-13,231.89252599800366
2002-08-14,229.83125910024364
2002-08-15,227.7699922024836
2002-08-16,227.7699922024836
2002-08-19,222.61682495808353
2002-08-20,222.61682495808353
2002-08-21,222.61682495808353
2002-08-22,224.67809185584358
2002-08-23,224.67809185584358
2002-08-26,235.9844124672293
2002-08-27,226.73935875360365
2002-08-28,226.7099159073819
2002-08-29,226.7099159073819
2002-08-30,226.7099159073819
2002-09-02,225.67941628962106
2002-09-03,226.7982673944853
2002-09-04,226.70991590738188
2002-09-05,225.679416289621
2002-09-06,225.70872530472357
2002-09-09,226.7393587536036
2002-09-10,226.6804807066668
2002-09-11,226.70991590738186
2002-09-12,226.70991590738186
2002-09-13,226.6804807066668
2002-09-16,225.67941628962097
2002-09-17,225.67941628962097
2002-09-18,224.64891667186018
2002-09-19,224.64891667186018
2002-09-20,224.67809185584355
