Date,BULGARIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1005.01196862252
2010-12-02,987.202765865064
2010-12-03,1019.9946209161429
2010-12-06,1009.119682068708
2010-12-07,1013.8239199805219
2010-12-08,1003.9952662501338
2010-12-09,1002.8424898212845
2010-12-10,1006.1301646054085
2010-12-13,1021.7244683160749
2010-12-14,1028.0661598923057
2010-12-15,1017.7067273342609
2010-12-16,1007.3394794203789
2010-12-17,1002.3694869434777
2010-12-20,996.9985368011261
2010-12-21,999.4755517993896
2010-12-22,998.0600056576432
2010-12-23,994.5337690958081
2010-12-24,998.5368567519143
2010-12-27,1000.7859648472004
2010-12-28,997.9946229960699
2010-12-29,997.9034760658623
2010-12-30,1007.509079031476
2010-12-31,1017.7368960077199
2011-01-03,1025.6668468716762
2011-01-04,1010.3218171657733
2011-01-05,997.2501399265078
2011-01-06,988.8098501813699
2011-01-07,991.0673082205576
2011-01-10,981.4257101404309
2011-01-11,977.1368902477253
2011-01-12,988.3326848293818
2011-01-13,1003.4649659967886
2011-01-14,1013.3354531750516
2011-01-17,1006.194036231434
2011-01-18,999.6966395452187
2011-01-19,1023.3664011646089
2011-01-20,1024.3110306045712
2011-01-21,1036.8549827125125
2011-01-24,1041.949944732601
2011-01-25,1042.497911213618
2011-01-26,1030.3673236880088
2011-01-27,1030.2070660299128
2011-01-28,1033.4739992266175
2011-01-31,1031.8841630709355
2011-02-01,1049.436997579752
2011-02-02,1064.184089824616
2011-02-03,1091.5354602727907
2011-02-04,1073.945563600736
2011-02-07,1063.2685319160114
2011-02-08,1086.5974561207952
2011-02-09,1094.442571629144
2011-02-10,1126.8140616756991
2011-02-11,1142.1737613731937
2011-02-14,1171.0613977520998
2011-02-15,1220.5073832059613
2011-02-16,1228.8988371497237
2011-02-17,1247.57744374584
2011-02-18,1223.444861608522
2011-02-21,1226.3950851162801
2011-02-22,1218.5622164763026
2011-02-23,1224.030077632612
2011-02-24,1192.1560810063436
2011-02-25,1222.8986747094527
2011-02-28,1247.4430157802456
2011-03-01,1232.333453213291
2011-03-02,1236.9251853845967
2011-03-03,1242.170689716615
2011-03-04,1246.5686189878384
2011-03-07,1257.1494219931662
2011-03-08,1250.803568584499
2011-03-09,1245.263575108997
2011-03-10,1236.3284243717412
2011-03-11,1148.4215329357678
2011-03-14,1226.7662389019126
2011-03-15,1205.9693773895053
2011-03-16,1198.7103330453224
2011-03-17,1217.2175265007186
2011-03-18,1208.8284636688377
2011-03-21,1217.72148733465
2011-03-22,1242.175933464433
2011-03-23,1222.6932131248352
2011-03-24,1230.9710267729183
2011-03-25,1227.9562572548189
2011-03-28,1205.9515460789714
2011-03-29,1202.871930218395
2011-03-30,1204.9956141767686
2011-03-31,1219.789310945223
2011-04-01,1217.913626631518
2011-04-04,1242.631540644785
2011-04-05,1228.5996912216024
2011-04-06,1234.9820358827071
2011-04-07,1230.3717355511405
2011-04-08,1242.8121154744222
2011-04-11,1244.3274040213319
2011-04-12,1256.6504653409174
2011-04-13,1252.4596115911563
2011-04-14,1248.499959845961
2011-04-15,1244.8644457719531
2011-04-18,1226.4206701210358
2011-04-19,1232.352648001806
2011-04-20,1252.4929367963166
2011-04-21,1258.0336889589914
2011-04-22,1258.0336889589914
2011-04-25,1257.0503745782216
2011-04-26,1236.4126790926994
2011-04-27,1234.2746796849378
2011-04-28,1249.5230329355552
2011-04-29,1277.4119293472922
2011-05-02,1281.9338275442053
2011-05-03,1268.7195855789853
2011-05-04,1254.4193948298814
2011-05-05,1231.922801909338
2011-05-06,1222.967018771686
2011-05-09,1202.6704768421155
2011-05-10,1225.3431254057703
2011-05-11,1213.7845328587575
2011-05-12,1204.9798834932017
2011-05-13,1197.2988777044718
2011-05-16,1191.3423542241032
2011-05-17,1194.0493824076732
2011-05-18,1202.9406259382602
2011-05-19,1201.2683544558236
2011-05-20,1196.2482938283374
2011-05-23,1185.2271139927436
2011-05-24,1192.0645518236015
2011-05-25,1171.01934731501
2011-05-26,1186.497670083877
2011-05-27,1201.7499651238638
2011-05-30,1197.7346119541737
2011-05-31,1211.5629471624318
2011-06-01,1215.9407557001632
2011-06-02,1216.3835345669643
2011-06-03,1217.8712734700102
2011-06-06,1171.5572277173198
2011-06-07,1196.3154107686598
2011-06-08,1175.8729652413658
2011-06-09,1154.014279666387
2011-06-10,1136.3043322655815
2011-06-13,1168.0575887722478
2011-06-14,1173.5849585472508
2011-06-15,1157.222303340803
2011-06-16,1154.9341219915245
2011-06-17,1168.9415630890212
2011-06-20,1156.4138543283743
2011-06-21,1153.099983780592
2011-06-22,1157.9082902925375
2011-06-23,1140.0376944497734
2011-06-24,1123.7698404496057
2011-06-27,1125.8000030422556
2011-06-28,1124.1945910132865
2011-06-29,1130.5184600791458
2011-06-30,1155.789212511062
2011-07-01,1157.5069899260645
2011-07-04,1166.726734173883
2011-07-05,1156.4534370649992
2011-07-06,1134.822948433423
2011-07-07,1128.0655894100732
2011-07-08,1146.5413847437233
2011-07-11,1121.2659942818948
