Date,PAKISTAN SMALL VALUE
2017-05-31,1000.0
2017-06-01,962.3139973482466
2017-06-02,959.6742760158554
2017-06-05,982.8623217427797
2017-06-06,974.3179740098443
2017-06-07,968.455249242088
2017-06-08,968.099708596127
2017-06-09,965.7417144065315
2017-06-12,924.8429747117499
2017-06-13,929.6758255309893
2017-06-14,912.718354736705
2017-06-15,911.2676498143917
2017-06-16,895.5141921142272
2017-06-19,893.823856980719
2017-06-20,863.3751056976122
2017-06-21,881.5488071074033
2017-06-22,896.369101011712
2017-06-23,896.3691010117122
2017-06-26,896.3691010117125
2017-06-27,896.3691010117127
2017-06-28,896.3691010117129
2017-06-29,897.0133586288565
2017-06-30,887.7043392202092
2017-07-03,850.3007060352172
2017-07-04,872.4534318306921
2017-07-05,864.1261355317934
2017-07-06,863.5514096883087
2017-07-07,869.7276805238179
2017-07-10,897.2198716834595
2017-07-11,852.5357188304073
2017-07-12,848.8548572664043
2017-07-13,851.6666871237034
2017-07-14,867.1584331126201
2017-07-17,871.0019396436373
2017-07-18,892.5460217254526
2017-07-19,883.7528476031637
2017-07-20,875.4473174025279
2017-07-21,879.4598357839332
2017-07-24,885.6129969967046
2017-07-25,889.0369442929851
2017-07-26,892.1702168711445
2017-07-27,893.6909656994667
2017-07-28,905.7295996935927
2017-07-31,908.1380895870346
2017-08-01,930.5247307331128
2017-08-02,933.5059365764401
2017-08-03,938.5210223843654
2017-08-04,936.0421974613118
2017-08-07,929.7262821842222
2017-08-08,929.2842334521126
2017-08-09,938.8833967850932
2017-08-10,931.0126924726576
2017-08-11,922.3434697709615
2017-08-14,922.3434697709614
2017-08-15,898.242911176895
2017-08-16,905.7623829869201
2017-08-17,885.526566942948
2017-08-18,885.7012090458495
2017-08-21,868.3066094514902
2017-08-22,866.3327921970034
2017-08-23,885.4205198883797
2017-08-24,877.8727079538927
2017-08-25,885.7791258937618
2017-08-28,874.8928077490372
2017-08-29,858.518367558619
2017-08-30,862.4873870781929
2017-08-31,864.8638017964754
2017-09-01,864.6583221571797
2017-09-04,864.6583221571797
2017-09-05,875.7971024245181
2017-09-06,873.0753128414598
2017-09-07,865.9533692150175
2017-09-08,871.6908081395628
2017-09-11,867.3186395075928
2017-09-12,870.8967417626845
2017-09-13,890.9845882551746
2017-09-14,903.4744516892664
2017-09-15,901.9087127818955
2017-09-18,904.5795418129595
2017-09-19,921.6737863056659
2017-09-20,927.8161808971478
2017-09-21,913.7471363262964
2017-09-22,910.3394793721552
2017-09-25,916.0392319107565
2017-09-26,916.6976503106845
2017-09-27,910.1639854434738
2017-09-28,913.4133109121882
2017-09-29,912.256010411994
2017-10-02,905.7089936542777
2017-10-03,893.0881256278253
2017-10-04,883.4560137941572
2017-10-05,884.7387351651514
2017-10-06,903.8869210119134
2017-10-09,900.4860790618733
2017-10-10,890.6655925066253
2017-10-11,893.5851384979682
2017-10-12,888.0319177023383
2017-10-13,889.1061569663608
2017-10-16,909.0944293160479
2017-10-17,903.5300630388132
2017-10-18,895.4718325704816
2017-10-19,910.2270532021298
2017-10-20,921.1513030474943
2017-10-23,912.5401928088851
2017-10-24,914.7261977092242
2017-10-25,921.323325521734
2017-10-26,919.5176358686357
2017-10-27,913.0686265601676
2017-10-30,900.9173278816619
2017-10-31,884.362285271991
2017-11-01,904.4295857462499
2017-11-02,903.9921288808656
2017-11-03,919.516726230136
2017-11-06,919.3427798059737
2017-11-07,918.4160515988679
2017-11-08,924.5939371906775
2017-11-09,929.8527843815244
2017-11-10,926.3164388538778
2017-11-13,920.0946377662327
2017-11-14,917.5703292470572
2017-11-15,912.8111352490729
2017-11-16,914.4826856616534
2017-11-17,911.0027290628149
2017-11-20,899.2373737168682
2017-11-21,898.4932492656028
2017-11-22,894.6523942236245
2017-11-23,882.4591879608723
2017-11-24,887.9396326965231
2017-11-27,877.0246552731509
2017-11-28,865.3901676852358
2017-11-29,862.3788867240833
2017-11-30,874.1043161089538
2017-12-01,874.1043161089538
2017-12-04,874.8049235784976
2017-12-05,868.8570315145734
2017-12-06,867.8727959574942
2017-12-07,838.2660012985242
2017-12-08,839.0449893796341
2017-12-11,805.9793772157374
2017-12-12,797.3858137821105
2017-12-13,804.8186136634584
2017-12-14,784.4924094097863
2017-12-15,798.8225830400994
2017-12-18,790.4110858108216
2017-12-19,769.3147130832209
2017-12-20,767.4248435393039
2017-12-21,778.3128095360944
2017-12-22,803.5996333307903
2017-12-25,803.5996333307903
2017-12-26,804.9523874208273
2017-12-27,819.4194840345514
2017-12-28,822.7407743337545
2017-12-29,821.2486369146428
2018-01-01,824.5871895749654
2018-01-02,838.2184251383326
2018-01-03,840.8919176368107
2018-01-04,844.767491805232
2018-01-05,855.6709145496554
2018-01-08,870.6089269553963
2018-01-09,869.4316614614803
2018-01-10,883.8116771398406
2018-01-11,872.4609787788677
2018-01-12,859.6010363824157
2018-01-15,844.3374613260387
2018-01-16,859.3929746198961
2018-01-17,869.7507854167137
2018-01-18,871.5703445995496
2018-01-19,881.8305302464755
2018-01-22,901.3404646750487
2018-01-23,901.9923594658248
2018-01-24,904.6091056644017
2018-01-25,895.7630157514986
2018-01-26,892.5333577292524
2018-01-29,884.9584453677761
2018-01-30,886.397627408959
2018-01-31,892.9504631038567
2018-02-01,897.1492077574206
2018-02-02,893.126425826335
2018-02-05,893.1264258263352
2018-02-06,883.0668908696387
2018-02-07,887.6480409873946
2018-02-08,881.2167318312935
2018-02-09,880.7728280014752
