Date,PAKISTAN SMALL GROWTH
2017-05-31,1000.0
2017-06-01,961.4479781312972
2017-06-02,952.5392878875574
2017-06-05,995.824037098593
2017-06-06,998.6876599304329
2017-06-07,999.2311946251401
2017-06-08,995.8308577893258
2017-06-09,988.6791337582041
2017-06-12,949.3951624150671
2017-06-13,945.7548563456346
2017-06-14,935.3734128270588
2017-06-15,937.1052050065847
2017-06-16,928.7864993359835
2017-06-19,908.5896643902347
2017-06-20,868.5496399520459
2017-06-21,887.819547294227
2017-06-22,901.4150457611221
2017-06-23,901.4150457611223
2017-06-26,901.4150457611225
2017-06-27,901.4150457611228
2017-06-28,901.415045761123
2017-06-29,896.5557610272699
2017-06-30,894.9046730791275
2017-07-03,855.99599423384
2017-07-04,877.2450812942851
2017-07-05,832.6976107960211
2017-07-06,833.2732807596943
2017-07-07,840.7969230996379
2017-07-10,870.7208724764622
2017-07-11,828.4249474057702
2017-07-12,809.9123649454432
2017-07-13,805.1333878111648
2017-07-14,816.0877882822707
2017-07-17,821.2305433755382
2017-07-18,846.6793805354953
2017-07-19,840.5260570651101
2017-07-20,827.0197763982411
2017-07-21,832.1115100950967
2017-07-24,836.7356817561639
2017-07-25,851.8401142694205
2017-07-26,847.147926055903
2017-07-27,845.8098319309375
2017-07-28,844.2526141212533
2017-07-31,854.4914998356384
2017-08-01,871.7251475871122
2017-08-02,881.3955919642918
2017-08-03,879.3377842823168
2017-08-04,875.5698361457744
2017-08-07,864.4417128792069
2017-08-08,845.2608559854514
2017-08-09,846.2958595672671
2017-08-10,832.7575661860204
2017-08-11,825.2752540315788
2017-08-14,825.275254031579
2017-08-15,790.489912771083
2017-08-16,794.3048965229561
2017-08-17,768.9484252814447
2017-08-18,760.0485448872905
2017-08-21,730.7199892577023
2017-08-22,717.8373120225551
2017-08-23,744.8283060422742
2017-08-24,726.7866851188599
2017-08-25,740.8148715177921
2017-08-28,728.4559724107586
2017-08-29,718.1518682745033
2017-08-30,725.0467397298559
2017-08-31,730.8005824835685
2017-09-01,730.6269544050502
2017-09-04,730.6269544050502
2017-09-05,753.0703381331996
2017-09-06,741.6908228685055
2017-09-07,726.9955326591769
2017-09-08,733.5227449588068
2017-09-11,720.0407123321899
2017-09-12,716.9407218363447
2017-09-13,734.1377836439813
2017-09-14,728.6339091028451
2017-09-15,728.776079889936
2017-09-18,724.7908427404387
2017-09-19,731.8949264932814
2017-09-20,735.4560724267628
2017-09-21,726.1568304218364
2017-09-22,724.9657520576351
2017-09-25,724.6550801067222
2017-09-26,721.0638878161789
2017-09-27,713.3981745546422
2017-09-28,713.6825781888379
2017-09-29,716.1199138303941
2017-10-02,712.1733481739799
2017-10-03,691.5654903311827
2017-10-04,671.0211793649509
2017-10-05,671.0160925781335
2017-10-06,687.9595327330453
2017-10-09,680.7578052500287
2017-10-10,669.6906438293724
2017-10-11,669.1772340480849
2017-10-12,659.0338367775552
2017-10-13,642.9708225374607
2017-10-16,666.8109229932442
2017-10-17,671.9774104238634
2017-10-18,674.5477361327411
2017-10-19,696.8386559976218
2017-10-20,709.5358746235363
2017-10-23,693.3830956409147
2017-10-24,683.3178483338224
2017-10-25,691.393192481761
2017-10-26,688.1511099214997
2017-10-27,687.4160572934121
2017-10-30,671.6207981572204
2017-10-31,657.1898877983464
2017-11-01,669.2253857330069
2017-11-02,663.3024970609079
2017-11-03,674.8139232022963
2017-11-06,670.8461724231951
2017-11-07,668.7634429647802
2017-11-08,679.3203891279032
2017-11-09,692.1230407372572
2017-11-10,687.9728844207975
2017-11-13,683.5309761588217
2017-11-14,683.1364975502386
2017-11-15,679.4857334366765
2017-11-16,677.6297182960401
2017-11-17,675.8592487093207
2017-11-20,664.7090251843498
2017-11-21,669.2203421896764
2017-11-22,669.3139743025577
2017-11-23,663.6403773300176
2017-11-24,661.91367502354
2017-11-27,657.5865274451438
2017-11-28,651.9302445016415
2017-11-29,649.6130671069592
2017-11-30,656.8239355634036
2017-12-01,656.8239355634034
2017-12-04,654.6871623505957
2017-12-05,656.3801308192171
2017-12-06,654.9838504072127
2017-12-07,633.5484515479352
2017-12-08,633.6580838755136
2017-12-11,608.4398564228728
2017-12-12,597.2300183002824
2017-12-13,604.738883817629
2017-12-14,593.980926058902
2017-12-15,606.4739779002357
2017-12-18,602.6947925644777
2017-12-19,585.6473778603026
2017-12-20,587.0388713725029
2017-12-21,597.4696244376951
2017-12-22,607.9994927599446
2017-12-25,607.9994927599446
2017-12-26,608.0640099604917
2017-12-27,618.3274014753324
2017-12-28,617.0597376832634
2017-12-29,616.029784519141
2018-01-01,619.030337082218
2018-01-02,628.3265200329031
2018-01-03,629.2189046257482
2018-01-04,636.2934655210106
2018-01-05,647.3074403571823
2018-01-08,656.5913631346986
2018-01-09,652.3915272580108
2018-01-10,669.3139769542901
2018-01-11,665.9500196948121
2018-01-12,656.9898386709725
2018-01-15,650.2261890133468
2018-01-16,656.3165148259433
2018-01-17,664.0669475362705
2018-01-18,669.9453242324921
2018-01-19,688.2090318537249
2018-01-22,704.7372634807145
2018-01-23,701.4693863743416
2018-01-24,699.9056361159279
2018-01-25,694.786303439846
2018-01-26,690.8864797267847
2018-01-29,685.3708074771172
2018-01-30,688.1252364648371
2018-01-31,685.725676011398
2018-02-01,688.1641491919997
2018-02-02,686.7831642649915
2018-02-05,686.7831642649915
2018-02-06,679.5467481196067
2018-02-07,680.1467844770757
2018-02-08,676.0959512472529
2018-02-09,676.0520990756062
2018-02-12,669.19379131279
2018-02-13,670.6642528147358
2018-02-14,661.7531300085656
2018-02-15,651.309571330901
2018-02-16,660.653873921869
2018-02-19,658.6482073432911
2018-02-20,655.0877740479108
2018-02-21,648.2369911185722
2018-02-22,661.0288233735535
2018-02-23,658.1232002666665
2018-02-26,651.3006547084179
2018-02-27,651.9875632329819
2018-02-28,659.647136112131
2018-03-01,667.8601314633253
2018-03-02,670.6787792816797
2018-03-05,672.4054482507023
2018-03-06,672.5015167893549
2018-03-07,666.2810714080271
2018-03-08,660.6505505439167
2018-03-09,659.5514349208735
2018-03-12,666.86122293653
2018-03-13,671.8643340844466
