Date,JORDAN SMALL CAP
1996-05-31,429.40912610293583
1996-06-28,402.8123189911514
1996-07-31,403.5813398309373
1996-08-30,411.28363225000754
1996-09-30,431.5625371789365
1996-10-31,421.8480278675982
1996-11-29,422.8464950324449
1996-12-31,438.44719212751914
1997-01-01,438.44719212751914
1997-01-02,438.44719212751914
1997-01-03,438.44719212751914
1997-01-06,434.41762543892764
1997-01-07,438.7931409588833
1997-01-08,437.7229092675944
1997-01-09,437.7229092675944
1997-01-10,437.7229092675944
1997-01-13,433.659142095198
1997-01-14,434.036703994222
1997-01-15,435.9678285564494
1997-01-16,435.9678285564494
1997-01-17,435.9678285564494
1997-01-20,435.8049056369766
1997-01-21,437.932807302636
1997-01-22,438.34997418093724
1997-01-23,438.34997418093724
1997-01-24,438.34997418093724
1997-01-27,438.86158370213013
1997-01-28,437.4344898522612
1997-01-29,436.7963447147967
1997-01-30,436.7963447147967
1997-01-31,436.7963447147967
1997-02-03,442.34834514695433
1997-02-04,443.2031699714582
1997-02-05,443.96722470756595
1997-02-06,443.96722470756595
1997-02-07,443.96722470756595
1997-02-10,443.96722470756595
1997-02-11,443.96722470756595
1997-02-12,447.3164746482683
1997-02-13,447.3164746482683
1997-02-14,447.3164746482683
1997-02-17,448.5455184694819
1997-02-18,446.4798285877445
1997-02-19,444.30067092172766
1997-02-20,444.30067092172766
1997-02-21,444.30067092172766
1997-02-24,446.7799400495261
1997-02-25,445.55819799811206
1997-02-26,443.9613389930911
1997-02-27,443.9613389930911
1997-02-28,443.9613389930911
1997-03-03,437.83552788737126
1997-03-04,437.9313226554827
1997-03-05,438.1491831010538
1997-03-06,438.1491831010538
1997-03-07,438.1491831010538
1997-03-10,439.3738297267959
1997-03-11,438.58830040020933
1997-03-12,440.6839182507356
1997-03-13,440.6839182507356
1997-03-14,440.6839182507356
1997-03-17,436.63964580460583
1997-03-18,435.0355234260578
1997-03-19,434.2618405656408
1997-03-20,434.2618405656408
1997-03-21,434.2618405656408
1997-03-24,439.463524804627
1997-03-25,437.3202141777961
1997-03-26,436.69449965056214
1997-03-27,436.69449965056214
1997-03-28,436.69449965056214
1997-03-31,434.547015146591
1997-04-01,434.8770999190855
1997-04-02,433.8885438056086
1997-04-03,433.8885438056086
1997-04-04,433.8885438056086
1997-04-07,428.69561653640517
1997-04-08,427.6829582750871
1997-04-09,428.8823160683591
1997-04-10,428.8823160683591
1997-04-11,428.8823160683591
1997-04-14,430.31009178486715
1997-04-15,430.21450162450674
1997-04-16,430.21450162450674
1997-04-17,430.21450162450674
1997-04-18,430.21450162450674
1997-04-21,431.89330381583636
1997-04-22,432.19202306696263
1997-04-23,433.05032939457305
1997-04-24,433.05032939457305
1997-04-25,433.05032939457305
1997-04-28,430.3910497895307
1997-04-29,425.2408935950107
1997-04-30,428.4643478550127
1997-05-01,428.4643478550127
1997-05-02,428.4643478550127
1997-05-05,424.6242928729702
1997-05-06,425.63741469242683
1997-05-07,427.66365833134006
1997-05-08,427.66365833134006
1997-05-09,427.66365833134006
1997-05-12,427.0675663099635
1997-05-13,433.19997962083823
1997-05-14,436.3226736758001
1997-05-15,436.3226736758001
1997-05-16,436.3226736758001
1997-05-19,441.6415572063023
1997-05-20,444.96913899405376
1997-05-21,442.6919907007238
1997-05-22,442.6919907007238
1997-05-23,442.6919907007238
1997-05-26,447.8059864984364
