Date,MOROCCO SMALL CAP
1997-05-30,217.16154779899702
1997-06-02,215.77404495309642
1997-06-03,216.85053449646637
1997-06-04,218.8826318669779
1997-06-05,218.80017956261034
1997-06-06,217.714938917448
1997-06-09,220.29985691403687
1997-06-10,219.67191983277183
1997-06-11,218.6731251777906
1997-06-12,218.1928106384452
1997-06-13,213.81476670961524
1997-06-16,213.60429019740164
1997-06-17,213.11113482558326
1997-06-18,214.50947518236214
1997-06-19,214.88096111172973
1997-06-20,215.9960056272884
1997-06-23,217.05180592164695
1997-06-24,217.0830527112318
1997-06-25,216.11540815411556
1997-06-26,215.41007182977245
1997-06-27,214.8973862892122
1997-06-30,213.1126119934991
1997-07-01,213.97131037258652
1997-07-02,212.39631469927332
1997-07-03,213.1621004673426
1997-07-04,213.202776630587
1997-07-07,213.63090523532247
1997-07-08,213.12880262258062
1997-07-09,212.78221921149222
1997-07-10,214.50020332071753
1997-07-11,212.19529821729196
1997-07-14,211.2453749092846
1997-07-15,210.56069113390285
1997-07-16,210.56069113390285
1997-07-17,211.39530795905958
1997-07-18,212.02231869916304
1997-07-21,211.079793768704
1997-07-22,210.20309555521484
1997-07-23,210.69696570470933
1997-07-24,211.77948106391844
1997-07-25,211.91788833950523
1997-07-28,211.30003031259005
1997-07-29,212.16795558622042
1997-07-30,212.5539492629869
1997-07-31,213.36378840878527
1997-08-01,213.74330130255203
1997-08-04,211.86184133963383
1997-08-05,212.14118194969487
1997-08-06,213.39656739778897
1997-08-07,213.40546927758092
1997-08-08,217.0295266065982
1997-08-11,217.3435175743572
1997-08-12,217.68526584776455
1997-08-13,218.45329200582336
1997-08-14,218.7886994687124
1997-08-15,220.90937957397037
1997-08-18,223.9489840766185
1997-08-19,222.34126499108424
1997-08-20,220.36341665683074
1997-08-21,220.66977228367335
1997-08-22,224.60452703745463
1997-08-25,223.76882882357518
1997-08-26,226.83246418562504
1997-08-27,224.42503986003229
1997-08-28,225.55889510978488
1997-08-29,228.77680944908357
1997-09-01,230.6562240641825
1997-09-02,229.32845835112397
1997-09-03,232.30774470550557
1997-09-04,234.71122115331994
1997-09-05,240.43275079946628
1997-09-08,241.01816121382413
1997-09-09,240.8714721574567
1997-09-10,239.49404568202246
1997-09-11,240.27331644503852
1997-09-12,240.513340391713
1997-09-15,242.28349898157774
1997-09-16,242.49320025822382
1997-09-17,241.49080484280975
1997-09-18,241.40252488624614
1997-09-19,241.22090488980987
1997-09-22,240.677940873595
1997-09-23,237.58539510008285
1997-09-24,239.87020186697058
1997-09-25,239.19138228307366
1997-09-26,239.87305268588176
1997-09-29,238.08803685246914
1997-09-30,238.48534767522318
1997-10-01,237.23844766686096
1997-10-02,237.796527955932
1997-10-03,238.60051899355432
1997-10-06,239.60451489307667
1997-10-07,239.30707010026222
1997-10-08,239.38741581116457
1997-10-09,239.9684556276464
1997-10-10,240.3697167286818
1997-10-13,240.81527257562794
1997-10-14,240.1975601504164
1997-10-15,240.8763091806543
1997-10-16,241.50382856648625
1997-10-17,238.68035808507028
1997-10-20,240.20899348262955
1997-10-21,237.63307203702308
1997-10-22,238.7060111099813
1997-10-23,240.38606938742225
1997-10-24,239.42020166129197
1997-10-27,240.84106018166
1997-10-28,242.79953553073716
1997-10-29,241.93253117897652
1997-10-30,243.13978095796335
1997-10-31,242.87091084821
1997-11-03,240.85207720390864
1997-11-04,242.28861656118252
1997-11-05,241.9175762533385
1997-11-06,242.20508816228175
1997-11-07,243.92531764653535
1997-11-10,244.25312315129204
1997-11-11,243.72546833980533
1997-11-12,243.31442584211422
1997-11-13,245.16852299554407
1997-11-14,245.31891187903176
1997-11-17,244.90743244977358
1997-11-18,246.03669610374484
1997-11-19,245.45746680472038
1997-11-20,245.2285823357694
1997-11-21,244.32021001406795
1997-11-24,245.44947498191416
1997-11-25,242.9960885053941
1997-11-26,241.46928656507757
1997-11-27,241.78052014632328
1997-11-28,242.06505876913587
1997-12-01,240.91181598259516
1997-12-02,240.65359945679245
1997-12-03,240.56238470691503
1997-12-04,240.44511243855817
1997-12-05,239.10340859535543
1997-12-08,239.04705472638793
1997-12-09,238.6166273719572
1997-12-10,239.47218693735633
1997-12-11,241.40314896560074
1997-12-12,240.62824615551645
1997-12-15,241.78214154706833
1997-12-16,240.6663686156679
1997-12-17,242.98460127530015
1997-12-18,243.0566930577749
1997-12-19,243.68657032573537
1997-12-22,241.5534091115123
1997-12-23,242.85164593228384
1997-12-24,242.76178305655802
1997-12-25,242.1312344433856
1997-12-26,243.37896009567228
1997-12-29,242.62127401915114
1997-12-30,242.49849134617676
1997-12-31,241.63378618222484
1998-01-01,241.63378618222484
1998-01-02,242.74815570568555
1998-01-05,240.73729944976486
1998-01-06,240.6363370124028
1998-01-07,240.56309016665983
1998-01-08,240.62720355210675
1998-01-09,242.03012023197198
1998-01-12,241.40073467422883
1998-01-13,241.59524029835757
1998-01-14,242.34573048012678
1998-01-15,242.44742057501023
1998-01-16,243.98287464847493
1998-01-19,241.99464150332676
1998-01-20,241.72124022547638
1998-01-21,242.7729323524595
1998-01-22,244.77154980650602
1998-01-23,249.19235330600782
1998-01-26,248.6107646285232
1998-01-27,248.35907311233922
1998-01-28,246.36259894172204
1998-01-29,244.85826282448275
1998-01-30,244.64722092283927
1998-02-02,245.11568159870748
1998-02-03,246.08781704496263
1998-02-04,247.0714366219327
1998-02-05,250.42944111086217
1998-02-06,251.49527151782723
1998-02-09,251.90563926540585
1998-02-10,253.16235578653104
1998-02-11,252.34782051146286
1998-02-12,254.32431947116766
1998-02-13,255.26393123628128
1998-02-16,255.48375956289001
1998-02-17,254.00770077139765
1998-02-18,252.95960633802494
1998-02-19,255.60316375284037
1998-02-20,256.4381589304004
1998-02-23,259.1459158273237
1998-02-24,258.3256489159568
1998-02-25,258.3981285551139
1998-02-26,259.77991183887326
1998-02-27,260.9594259564109
1998-03-02,261.1845082986956
1998-03-03,261.77194981406353
1998-03-04,262.0891970922886
1998-03-05,260.64519442483174
1998-03-06,260.60892695787294
1998-03-09,263.1099750600019
1998-03-10,264.12528986991
1998-03-11,263.8574907468361
1998-03-12,266.34446572335077
1998-03-13,269.8010900351201
1998-03-16,271.60614642576166
1998-03-17,273.78171051011674
1998-03-18,274.6141738365755
1998-03-19,275.23145346982733
1998-03-20,275.03610306963617
1998-03-23,274.74724138495833
1998-03-24,275.82984904067
1998-03-25,275.34458132049707
1998-03-26,275.88094984766093
1998-03-27,281.63177591078085
1998-03-30,276.69185959667107
1998-03-31,279.315276009433
1998-04-01,282.19955030871375
1998-04-02,284.6752548689602
1998-04-03,284.8576211941791
1998-04-06,287.16144668673695
1998-04-07,287.74338179930686
1998-04-08,289.2201222127038
1998-04-09,290.1158329337001
1998-04-10,290.032772475957
1998-04-13,291.42387110158586
1998-04-14,295.64682035628675
1998-04-15,297.72171168332216
1998-04-16,302.0409090767836
1998-04-17,305.6922638338437
1998-04-20,311.7962950491407
1998-04-21,322.81832251599724
1998-04-22,323.3533090989373
1998-04-23,326.42227448591234
1998-04-24,327.5360732386685
1998-04-27,329.8164554463995
1998-04-28,329.14034162568134
1998-04-29,325.83421779052617
1998-04-30,328.49940732036583
1998-05-01,330.1303300665112
1998-05-04,330.92967782970766
1998-05-05,335.2206496992601
1998-05-06,339.91860264212016
1998-05-07,341.90535336154284
