Date,TRINIDAD AND TOBAGO SMALL CAP
2023-09-21,1005.41070360395
2023-09-22,990.4051178290148
2023-09-25,989.2017183393098
2023-09-26,988.3641216260673
2023-09-27,977.9579275534174
2023-09-28,988.5838508721104
2023-09-29,988.74988981988
2023-10-02,987.5411580788372
2023-10-03,990.8012461897581
2023-10-04,978.671514973496
2023-10-05,989.6052518180421
2023-10-06,971.2595855838734
2023-10-09,968.0179546245743
2023-10-10,959.8471790686477
2023-10-11,899.8092939969077
2023-10-12,898.5016249461358
2023-10-13,969.711287094747
2023-10-16,971.4844824229572
2023-10-17,969.5663188334005
2023-10-18,970.1488050700259
2023-10-19,965.8927785868723
2023-10-20,965.0789503316565
2023-10-23,967.431371386832
2023-10-24,964.0885045689862
2023-10-25,962.7917354905503
2023-10-26,964.3289115718721
2023-10-27,963.3979026778658
2023-10-30,889.7456556419274
2023-10-31,890.2467072016982
2023-11-01,888.1749551381425
2023-11-02,890.915237248502
2023-11-03,962.8450770484236
2023-11-06,959.3717999614742
2023-11-07,888.1899946555342
2023-11-08,884.0043679135194
2023-11-09,878.8621052136938
2023-11-10,894.5165900349117
2023-11-13,892.7506468933617
2023-11-14,930.50795808716
2023-11-15,962.1063697969446
2023-11-16,921.0765942355433
2023-11-17,920.4425773210688
2023-11-20,919.2111295467273
2023-11-21,922.6825788447582
2023-11-22,929.7336897130168
2023-11-23,958.5640272579358
2023-11-24,959.208718667506
2023-11-27,958.9819151636539
2023-11-28,946.5162558731271
2023-11-29,944.1533691440519
2023-11-30,946.6285745198529
2023-12-01,948.8735045291593
2023-12-04,947.781379443193
2023-12-05,931.8565804844955
2023-12-06,922.210453949022
2023-12-07,920.2995329918131
2023-12-08,944.2684810848218
2023-12-11,959.4143520280047
2023-12-12,958.4649208737111
2023-12-13,960.1951427558047
2023-12-14,960.1951427558047
2023-12-15,960.5504679020711
2023-12-18,960.6144543587134
2023-12-19,961.3402304419745
2023-12-20,958.9960872403706
2023-12-21,950.6213900029084
2023-12-22,948.7846301139656
2023-12-25,948.7846301139663
2023-12-26,949.7091325475849
2023-12-27,938.8600827030166
2023-12-28,938.115269223596
2023-12-29,938.4211884682734
2024-01-01,938.4211884682732
2024-01-02,966.2572605894143
2024-01-03,965.6246156808776
2024-01-04,965.3301434820552
2024-01-05,1011.2899045968654
2024-01-08,1005.023069632828
2024-01-09,993.5074744940558
2024-01-10,984.7452157778504
2024-01-11,983.0399535433041
2024-01-12,983.9938805193644
2024-01-15,983.229135417816
2024-01-16,977.3497612077005
2024-01-17,976.4986703447718
2024-01-18,983.1927486333393
2024-01-19,980.9420157021461
2024-01-22,998.0402023393275
2024-01-23,980.5727205659837
2024-01-24,985.3345243909034
2024-01-25,985.0653172474478
2024-01-26,1002.6887001683489
2024-01-29,1006.948591341194
2024-01-30,1001.8805578969512
2024-01-31,1002.4390446510411
2024-02-01,1003.2518229890258
2024-02-02,997.8342295568351
2024-02-05,996.4669283756781
2024-02-06,966.9310513951017
2024-02-07,988.085938095678
2024-02-08,940.7710459139333
2024-02-09,988.6717699285975
2024-02-12,989.9557020706729
2024-02-13,989.9557020706729
2024-02-14,922.8400612523221
2024-02-15,921.9711549573922
2024-02-16,922.8880013515345
2024-02-19,922.2172928883691
2024-02-20,923.4381506979422
2024-02-21,922.4612855373047
2024-02-22,987.5408545074855
2024-02-23,920.3246005501281
2024-02-26,978.1805118861469
2024-02-27,978.0215286469216
2024-02-28,985.2016982179007
2024-02-29,986.1362722864961
2024-03-01,988.6053312087645
2024-03-04,972.6571021205244
2024-03-05,952.6273106498656
2024-03-06,957.642276742025
2024-03-07,956.0821021166761
2024-03-08,963.2156033967157
2024-03-11,933.5137224752561
