Date,ZIMBABWE SMALL CAP
2010-11-30,1000.0
2010-12-01,972.909813624475
2010-12-02,955.9020507121921
2010-12-03,952.7076073928446
2010-12-06,952.7076073928446
2010-12-07,904.5163467624621
2010-12-08,891.51783470988
2010-12-09,884.2860585757521
2010-12-10,878.8940994798213
2010-12-13,883.7133496825165
2010-12-14,883.7133496825165
2010-12-15,874.8895308508038
2010-12-16,883.9826098617299
2010-12-17,886.3784423512406
2010-12-20,891.9687181600987
2010-12-21,899.9570748826267
2010-12-22,899.9570748826267
2010-12-23,876.5163715084688
2010-12-24,868.9709463635355
2010-12-27,868.9709463635355
2010-12-28,885.2221286874183
2010-12-29,886.0205146748392
2010-12-30,908.5233491980035
2010-12-31,915.4275715906189
2011-01-03,911.5538266669015
2011-01-04,912.3526623391542
2011-01-05,940.9745576461663
2011-01-06,967.2088806262309
2011-01-07,1006.1358556038642
2011-01-10,1045.2897768627415
2011-01-11,1093.6295554918013
2011-01-12,1089.6353771305373
2011-01-13,1064.9398990324435
2011-01-14,1040.9389784369669
2011-01-17,1040.9389784369669
2011-01-18,1033.5980498185052
2011-01-19,1008.1079619436908
2011-01-20,1016.369360766111
2011-01-21,1023.8142184051112
2011-01-24,1030.314691334664
2011-01-25,1067.668567820392
2011-01-26,1084.9629488883375
2011-01-27,1081.7648501941467
2011-01-28,1089.890441356088
2011-01-31,1084.7995713475268
2011-02-01,1087.0356816710703
2011-02-02,1082.8040090709517
2011-02-03,1085.4788729518966
2011-02-04,1080.4485895219411
2011-02-07,1076.4544111606772
2011-02-08,1065.9509127231715
2011-02-09,1061.719464965469
2011-02-10,1052.7950381312746
2011-02-11,1046.1675330416454
2011-02-14,1046.1675330416454
2011-02-15,1045.051513993639
2011-02-16,1044.2526783213862
2011-02-17,1048.9545874086423
2011-02-18,1048.9545874086423
2011-02-21,1056.1418600347583
2011-02-22,1056.1418600347583
2011-02-23,1062.5262997609098
2011-02-24,1069.1578067460152
2011-02-25,1096.5033766606825
2011-02-28,1096.2637259590067
2011-03-01,1094.78569201469
2011-03-02,1102.9054329139003
2011-03-03,1099.697146769457
2011-03-04,1103.291423887211
2011-03-07,1108.1102466370291
2011-03-08,1108.7952146793523
2011-03-09,1122.9668263742244
2011-03-10,1131.1605225811682
2011-03-11,1150.7651224389863
2011-03-14,1163.3387051500395
2011-03-15,1179.0151918015838
2011-03-16,1190.425161382575
2011-03-17,1205.8710216915658
2011-03-18,1213.6065220248954
2011-03-21,1196.0669141667968
2011-03-22,1188.1190288460612
2011-03-23,1172.0084057855101
2011-03-24,1172.0084057855101
2011-03-25,1172.157455705045
2011-03-28,1623.6365985296588
2011-03-29,1577.2445459148848
2011-03-30,1580.7308173722224
2011-03-31,1549.1802024687536
2011-04-01,1549.182181603633
2011-04-04,1536.673254821016
2011-04-05,1516.3876092740816
2011-04-06,1510.0470495564975
2011-04-07,1499.5882351844848
2011-04-08,1510.0470495564975
2011-04-11,1513.425946622994
2011-04-12,1516.088310356426
2011-04-13,1521.514922622703
2011-04-14,1521.514922622703
2011-04-15,1531.4613913364208
2011-04-18,1531.4613913364208
2011-04-19,1527.0513064906445
2011-04-20,1532.9974560476874
2011-04-21,1545.6946261811963
2011-04-22,1545.6946261811963
2011-04-25,1545.6946261811963
2011-04-26,1556.7673939170797
2011-04-27,1560.8650508080912
2011-04-28,1577.5623310603032
2011-04-29,1571.6362126020356
2011-05-02,1571.6362126020356
2011-05-03,1548.4677184985503
2011-05-04,1537.2028260520376
2011-05-05,1530.983514548366
2011-05-06,1526.8832897271577
2011-05-09,1503.1113727228856
2011-05-10,1518.025075538451
2011-05-11,1532.609896080871
2011-05-12,1531.97791288378
2011-05-13,1559.3435523734286
2011-05-16,1569.2655714284342
2011-05-17,1546.0929474292539
2011-05-18,1537.0781022690287
2011-05-19,1554.4265970048812
2011-05-20,1543.9677826328684
2011-05-23,1540.9748345852486
2011-05-24,1543.023663030754
2011-05-25,1543.023663030754
2011-05-26,1536.1618477934376
2011-05-27,1554.8993226511811
2011-05-30,1546.297830273804
2011-05-31,1557.560820495459
2011-06-01,1564.657926134074
2011-06-02,1574.405155897887
2011-06-03,1595.211798124151
2011-06-06,1589.8022826152821
2011-06-07,1604.789061109731
2011-06-08,1607.7294927757482
2011-06-09,1608.7889019832705
2011-06-10,1609.8092749500897
2011-06-13,1606.3617825892775
2011-06-14,1596.9283687542209
2011-06-15,1593.4895305019572
2011-06-16,1591.097347945305
2011-06-17,1603.3830516351436
2011-06-20,1617.3880210760112
2011-06-21,1609.9432739774836
2011-06-22,1614.7585633562312
2011-06-23,1588.1495657736675
2011-06-24,1579.9721762203192
2011-06-27,1563.2151774958804
2011-06-28,1583.308276757262
2011-06-29,1610.7836057914474
2011-06-30,1615.8048022764517
2011-07-01,1609.6519048684968
2011-07-04,1616.6670719350445
2011-07-05,1590.619804397623
2011-07-06,1602.9281763877852
2011-07-07,1605.9140093184246
2011-07-08,1606.9752087263043
2011-07-11,1600.4277949117545
2011-07-12,1590.9228390853498
2011-07-13,1584.5230956100827
2011-07-14,1576.5888776656477
2011-07-15,1575.355617306168
2011-07-18,1577.4505859543842
2011-07-19,1575.9246564486673
2011-07-20,1585.689560502688
2011-07-21,1601.2894848435883
2011-07-22,1608.6757115435382
2011-07-25,1621.4667486058936
2011-07-26,1610.009883399587
2011-07-27,1585.178803257204
2011-07-28,1587.6756941353851
2011-07-29,1607.0633898932806
2011-08-01,1610.5438733826843
2011-08-02,1604.2581496011626
2011-08-03,1618.9506525845197
2011-08-04,1610.8705775049636
2011-08-05,1600.4813397936607
2011-08-08,1600.4813397936607
2011-08-09,1600.4813397936607
2011-08-10,1600.4813397936607
2011-08-11,1596.4573705985863
2011-08-12,1594.5126865188968
2011-08-15,1590.4078634867506
2011-08-16,1605.2831195852227
2011-08-17,1604.6822977173263
2011-08-18,1598.9396777417915
2011-08-19,1595.062790175647
2011-08-22,1640.092916161802
2011-08-23,1605.2262982362893
2011-08-24,1594.44243913216
2011-08-25,1579.1377638959727
2011-08-26,1575.9729577195283
2011-08-29,1586.7568168236576
2011-08-30,1585.0013597868242
2011-08-31,1574.9205442554328
2011-09-01,1578.36279533121
2011-09-02,1575.8678245911467
2011-09-05,1572.7659155544225
2011-09-06,1572.7659155544225
2011-09-07,1593.7426737644626
2011-09-08,1593.7426737644626
2011-09-09,1629.1734749174004
2011-09-12,1624.5579315174189
2011-09-13,1613.288126832742
2011-09-14,1602.2869242194222
2011-09-15,1608.3794628777332
2011-09-16,1592.1275994100324
2011-09-19,1559.2966866718143
2011-09-20,1581.6336268843424
2011-09-21,1592.6089510587992
2011-09-22,1590.5995988529578
2011-09-23,1578.0291350947498
2011-09-26,1570.5210843122518
2011-09-27,1570.5210843122518
2011-09-28,1548.6969662503454
2011-09-29,1544.4421317278259
2011-09-30,1539.2398828156142
2011-10-03,1521.897897098785
2011-10-04,1516.5758516112628
2011-10-05,1516.5082216312185
2011-10-06,1512.4734415796906
2011-10-07,1501.8162641370861
2011-10-10,1469.3707071922868
2011-10-11,1447.0965660902327
2011-10-12,1439.027005987177
2011-10-13,1446.7859027274228
2011-10-14,1437.4929840734098
2011-10-17,1412.9966143785573
2011-10-18,1399.7368913900082
2011-10-19,1400.530321404305
2011-10-20,1382.2969172069445
2011-10-21,1386.9892346992938
2011-10-24,1378.919674596238
2011-10-25,1392.6127691743302
2011-10-26,1383.974577521643
2011-10-27,1350.7686252859155
2011-10-28,1364.7949950877367
2011-10-31,1358.1885087086039
2011-11-01,1352.2367333701673
2011-11-02,1357.8111736846568
2011-11-03,1345.504363877307
2011-11-04,1342.7632034141823
2011-11-07,1347.8158517477043
2011-11-08,1367.2856912229197
2011-11-09,1383.3921403478762
2011-11-10,1374.786966839248
2011-11-11,1382.1611634009616
2011-11-14,1394.9012712288675
2011-11-15,1387.113781894325
2011-11-16,1342.9214700625512
2011-11-17,1374.791366724024
2011-11-18,1373.7834920499138
2011-11-21,1382.7934210251235
2011-11-22,1361.5811143161218
2011-11-23,1370.6004139144375
2011-11-24,1373.536630082941
2011-11-25,1369.63754201571
2011-11-28,1372.5169392332725
2011-11-29,1395.1513647598103
2011-11-30,1423.0421577330048
2011-12-01,1401.4091680991967
2011-12-02,1398.4541526174467
2011-12-05,1404.4952339722302
2011-12-06,1393.7028692536003
2011-12-07,1384.9188029860077
2011-12-08,1346.8201092710713
2011-12-09,1323.4048734555536
2011-12-12,1300.4119191112122
2011-12-13,1285.9559429978083
2011-12-14,1293.3326134398221
2011-12-15,1272.9764127828914
2011-12-16,1274.600657979225
2011-12-19,1262.8456474425338
2011-12-20,1273.8139673899746
2011-12-21,1276.7454086047273
2011-12-22,1276.7454086047273
2011-12-23,1276.6249662928976
2011-12-26,1276.6249662928976
2011-12-27,1276.6249662928976
2011-12-28,1284.983553927837
2011-12-29,1418.631039980173
2011-12-30,1409.2663904967117
2012-01-02,1409.2663904967117
2012-01-03,1409.2663904967117
2012-01-04,1384.3361244522785
2012-01-05,1328.0783739509359
2012-01-06,1343.6116731232391
2012-01-09,1339.525032116932
2012-01-10,1341.5105771566803
2012-01-11,1349.4846778711858
2012-01-12,1377.157981195359
