Date,CROATIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1009.8344455799502
2010-12-02,1020.2537711237512
2010-12-03,1048.0180965535988
2010-12-06,1045.1081960694319
2010-12-07,1046.9387704479766
2010-12-08,1048.4741584965652
2010-12-09,1066.7987570171729
2010-12-10,1073.8263736982647
2010-12-13,1093.8524947483372
2010-12-14,1118.824140724686
2010-12-15,1123.1946489755437
2010-12-16,1086.584053165154
2010-12-17,1081.5958006914557
2010-12-20,1085.3310472018516
2010-12-21,1086.7654143655277
2010-12-22,1078.755142294547
2010-12-23,1077.8018425326677
2010-12-24,1078.6861779149083
2010-12-27,1080.839873150125
2010-12-28,1082.1392739420319
2010-12-29,1085.736435697636
2010-12-30,1098.4503359208006
2010-12-31,1116.337503314459
2011-01-03,1119.00404968985
2011-01-04,1125.0037341971415
2011-01-05,1121.0756805685653
2011-01-06,1110.8987530796744
2011-01-07,1108.129683840708
2011-01-10,1118.5196303463792
2011-01-11,1144.3323554407555
2011-01-12,1164.575828227117
2011-01-13,1200.3985233968544
2011-01-14,1187.477359360332
2011-01-17,1172.0901761890275
2011-01-18,1208.5829633418941
2011-01-19,1222.2345468308008
2011-01-20,1194.4501906748285
2011-01-21,1219.3565138377255
2011-01-24,1228.1567805570714
2011-01-25,1230.0480233507758
2011-01-26,1233.0216352032055
2011-01-27,1226.706572805841
2011-01-28,1215.4784362526798
2011-01-31,1212.5062871143593
2011-02-01,1226.5369123439123
2011-02-02,1234.5348412320068
2011-02-03,1208.7511692253736
2011-02-04,1203.5799867030883
2011-02-07,1212.5233677791687
2011-02-08,1224.2088852095787
2011-02-09,1231.1129574292759
2011-02-10,1229.8746450202052
2011-02-11,1217.8014038804747
2011-02-14,1213.1267558701495
2011-02-15,1205.8833949284224
2011-02-16,1184.747763458096
2011-02-17,1188.0690371179014
2011-02-18,1197.7386625381296
2011-02-21,1233.572085516794
2011-02-22,1228.9692336537407
2011-02-23,1220.2894645472477
2011-02-24,1216.1968175273673
2011-02-25,1210.5894277071925
2011-02-28,1214.1932417475039
2011-03-01,1209.511342381632
2011-03-02,1208.9373321616201
2011-03-03,1205.4767516743464
2011-03-04,1220.7936383491333
2011-03-07,1219.596188774271
2011-03-08,1210.0815653683867
2011-03-09,1218.9865025624435
2011-03-10,1213.1977617617722
2011-03-11,1208.9908893411412
2011-03-14,1217.1979746732704
2011-03-15,1193.2774375141264
2011-03-16,1198.5791152971128
2011-03-17,1216.755984075296
2011-03-18,1240.1256092058325
2011-03-21,1250.7411735419428
2011-03-22,1257.2798675179272
2011-03-23,1245.4189292992492
2011-03-24,1252.4160942282208
2011-03-25,1254.2396644765897
2011-03-28,1247.9998475864622
2011-03-29,1235.7261362412091
2011-03-30,1242.2567086789072
2011-03-31,1252.1093622814362
2011-04-01,1236.7424017687035
2011-04-04,1232.7725012553344
2011-04-05,1232.9666086431396
2011-04-06,1249.530978028446
2011-04-07,1241.1679376972836
2011-04-08,1255.3947659082453
2011-04-11,1250.085102886106
2011-04-12,1243.8253175611862
2011-04-13,1253.7737275931365
2011-04-14,1249.4322693982094
2011-04-15,1245.3766907496106
2011-04-18,1216.3944710889775
2011-04-19,1222.6408587372227
2011-04-20,1239.2636210709818
2011-04-21,1240.0215274969953
2011-04-22,1246.5360663093356
2011-04-25,1245.4753315105684
2011-04-26,1247.1406338830825
2011-04-27,1251.3060699860584
2011-04-28,1265.954609372991
2011-04-29,1266.1566589778588
2011-05-02,1267.6585461587385
2011-05-03,1265.0643473126624
2011-05-04,1271.5488882122638
2011-05-05,1247.950966401173
2011-05-06,1235.5891663983384
2011-05-09,1214.182074352413
2011-05-10,1226.0239877448469
2011-05-11,1212.906176682604
2011-05-12,1207.0187542207047
2011-05-13,1207.7681594700537
2011-05-16,1205.4765049082303
2011-05-17,1198.4066782402367
2011-05-18,1211.8059399762578
2011-05-19,1234.1688267396594
2011-05-20,1231.9339940716497
2011-05-23,1205.8776985905781
2011-05-24,1198.3942411177704
2011-05-25,1200.06496536161
2011-05-26,1215.2459162894436
2011-05-27,1233.1099058477241
2011-05-30,1244.4970072174592
2011-05-31,1270.680685952121
2011-06-01,1279.4119430186024
2011-06-02,1263.470353341892
2011-06-03,1278.1552675360085
2011-06-06,1275.3315325051392
2011-06-07,1277.9038799631821
2011-06-08,1277.2201734284063
2011-06-09,1274.4617626469815
2011-06-10,1281.3090565095908
2011-06-13,1258.1409736249275
2011-06-14,1264.8562388602372
2011-06-15,1241.9447989311689
2011-06-16,1215.8589708713998
2011-06-17,1232.0804150644908
2011-06-20,1235.7393052263933
2011-06-21,1238.6367133009344
2011-06-22,1243.746890479002
2011-06-23,1223.2138974118852
2011-06-24,1223.6565821469837
2011-06-27,1226.5106761692366
2011-06-28,1236.0903832397976
2011-06-29,1238.8577460006636
2011-06-30,1242.3258531813915
2011-07-01,1238.7556030766732
2011-07-04,1232.454628095078
2011-07-05,1226.4818549168601
2011-07-06,1206.9594840932775
2011-07-07,1213.3753155047812
2011-07-08,1214.1199115106322
2011-07-11,1174.669381109852
2011-07-12,1157.236250200148
2011-07-13,1169.6793092446524
2011-07-14,1171.3574661773273
2011-07-15,1168.237340048183
2011-07-18,1149.011476703454
2011-07-19,1156.827215000008
2011-07-20,1149.1444087765324
2011-07-21,1172.803166549654
2011-07-22,1161.5417910760516
2011-07-25,1141.9912270449677
2011-07-26,1145.9519633054522
2011-07-27,1128.0045914444242
2011-07-28,1112.5170385134024
2011-07-29,1135.3642014820823
2011-08-01,1127.823535589496
2011-08-02,1127.5130950720109
2011-08-03,1121.0357037577733
2011-08-04,1110.336260969249
2011-08-05,1112.991277226461
2011-08-08,1037.8195580571692
2011-08-09,984.9992113265763
