Date,BANGLADESH SMALL CAP
2010-11-30,1000.0
2010-12-01,1017.3506851707413
2010-12-02,1036.6814570959716
2010-12-03,1036.6814570959716
2010-12-06,1008.0997166979813
2010-12-07,983.3669440605945
2010-12-08,967.1170284243487
2010-12-09,980.9450356015457
2010-12-10,980.9450356015457
2010-12-13,948.8684250408539
2010-12-14,953.6786732781424
2010-12-15,931.4132569543837
2010-12-16,931.4132569543837
2010-12-17,931.4132569543837
2010-12-20,896.1651366115118
2010-12-21,920.4570585396219
2010-12-22,925.5622239115302
2010-12-23,921.2696597299644
2010-12-24,921.2696597299644
2010-12-27,936.7917945145667
2010-12-28,940.7739334715285
2010-12-29,947.1723062904354
2010-12-30,958.8922761665347
2010-12-31,958.8922761665347
2011-01-03,937.8135303073169
2011-01-04,905.8214856823619
2011-01-05,905.1132955995034
2011-01-06,874.7614202429926
2011-01-07,874.7614202429926
2011-01-10,713.2010456584877
2011-01-11,830.7482610791142
2011-01-12,864.1387029958502
2011-01-13,851.6740931879697
2011-01-14,851.6740931879697
2011-01-17,819.2441382843556
2011-01-18,791.55085978
2011-01-19,762.30965693
2011-01-20,679.09909229
2011-01-21,679.09909229
2011-01-24,677.80984496
2011-01-25,733.5738702337236
2011-01-26,792.5401078484359
2011-01-27,803.5915416415038
2011-01-28,803.5915416415038
2011-01-31,825.5240803503283
2011-02-01,804.6462155429583
2011-02-02,808.9647142243178
2011-02-03,787.1843614673195
2011-02-04,787.1843614673195
2011-02-07,701.4434639446757
2011-02-08,756.6512391977163
2011-02-09,743.6024513820591
2011-02-10,730.6693077944033
2011-02-11,730.6693077944033
2011-02-14,621.6812477890005
2011-02-15,665.5531731477028
2011-02-16,665.5531731477028
2011-02-17,665.5531731477028
2011-02-18,665.5531731477028
2011-02-21,665.5531731477028
2011-02-22,701.7830859944763
2011-02-23,681.7976411240198
2011-02-24,660.2092134754829
2011-02-25,660.2092134754829
2011-02-28,581.49769053815
2011-03-01,624.9170890667883
2011-03-02,589.4243683402239
2011-03-03,603.3563260189791
2011-03-04,603.3563260189791
2011-03-07,643.8444479250467
2011-03-08,675.9934108848728
