Date,NIGERIA SMALL CAP
2010-11-30,1000.0
2010-12-01,994.5958865835028
2010-12-02,992.5872575307615
2010-12-03,989.0161316236428
2010-12-06,981.7204280832578
2010-12-07,978.7246171706004
2010-12-08,976.1613311227752
2010-12-09,967.2135594079483
2010-12-10,961.3498850791444
2010-12-13,954.7790970689905
2010-12-14,954.4020009659723
2010-12-15,945.9181891455811
2010-12-16,950.9320784451531
2010-12-17,946.8473949065287
2010-12-20,949.0369084986737
2010-12-21,953.572590665988
2010-12-22,972.846348611153
2010-12-23,978.1218178120305
2010-12-24,968.8034492397493
2010-12-27,968.9294478675604
2010-12-28,968.9294478675604
2010-12-29,972.6148798424555
2010-12-30,979.3200292758179
2010-12-31,984.922937497818
2011-01-03,984.922937497818
2011-01-04,1008.6883109411663
2011-01-05,1050.1994550951822
2011-01-06,1076.0520158809227
2011-01-07,1054.1788409469236
2011-01-10,1046.5740459326084
2011-01-11,1046.7839308239436
2011-01-12,1054.0585722240833
2011-01-13,1062.7291806027567
2011-01-14,1086.9518203113869
2011-01-17,1072.3823582015125
2011-01-18,1057.9219352397834
2011-01-19,1074.8887316013877
2011-01-20,1088.670122813601
2011-01-21,1093.6691552286075
2011-01-24,1094.7157684219899
2011-01-25,1099.9652495141427
2011-01-26,1110.3954157551022
2011-01-27,1099.6656208288218
2011-01-28,1092.0693347376473
2011-01-31,1062.7724119877892
2011-02-01,1067.9482926336216
2011-02-02,1081.4821349302335
2011-02-03,1082.3857542277572
2011-02-04,1083.8775664432949
2011-02-07,1074.4412721826911
2011-02-08,1071.635329626421
2011-02-09,1073.5506248526028
2011-02-10,1064.7821544178569
2011-02-11,1070.7448770636888
2011-02-14,1064.5459111159785
2011-02-15,1064.5459111159785
2011-02-16,1061.9418279005088
2011-02-17,1064.381440194935
2011-02-18,1056.4214445117161
2011-02-21,1055.7674921269584
2011-02-22,1049.3743432102424
2011-02-23,1054.3304235056823
2011-02-24,1046.6075465022664
2011-02-25,1035.7623136747259
2011-02-28,1022.8074186797111
2011-03-01,1025.5878782655236
2011-03-02,1005.1753158062972
2011-03-03,996.2053289568896
2011-03-04,985.6032674983854
2011-03-07,988.5284486448279
2011-03-08,989.4656251565401
2011-03-09,996.6654013084362
2011-03-10,1011.2685160049913
2011-03-11,1018.3984337312296
2011-03-14,1003.2486791811004
2011-03-15,965.1619444083647
2011-03-16,939.3545934090339
2011-03-17,924.0272394139946
2011-03-18,913.1729735994595
2011-03-21,915.3239388504641
2011-03-22,944.6912496575166
2011-03-23,945.1967734383549
2011-03-24,939.4860970111523
2011-03-25,944.3841448393024
2011-03-28,927.1481661882632
2011-03-29,922.9105693264156
2011-03-30,919.0235388952633
2011-03-31,924.3283358498852
2011-04-01,941.2121991031368
2011-04-04,935.0550942224028
2011-04-05,945.6106866851067
2011-04-06,944.5039237672075
2011-04-07,938.80065039327
2011-04-08,936.6216830226825
2011-04-11,935.5845429590083
2011-04-12,928.7487334675498
2011-04-13,930.104575679226
2011-04-14,944.1127627567187
2011-04-15,955.9138223000871
2011-04-18,972.8554287141714
2011-04-19,986.9287201734139
2011-04-20,979.3584092468836
2011-04-21,986.1334625803023
2011-04-22,986.1334625803023
2011-04-25,986.1334625803023
2011-04-26,986.1334625803023
2011-04-27,990.012355257028
2011-04-28,1001.1887624780991
2011-04-29,996.3498348874557
2011-05-02,996.3498348874557
2011-05-03,994.5217694951126
2011-05-04,1001.821142837373
2011-05-05,1009.7885428638028
2011-05-06,1018.7403558425021
2011-05-09,1012.6480254161823
2011-05-10,1029.6433144400291
2011-05-11,1035.6660190666598
2011-05-12,1027.384721678314
2011-05-13,1039.15387752364
2011-05-16,1038.5478445723384
2011-05-17,1030.6580740235736
2011-05-18,1013.4451600583535
2011-05-19,1013.3070131364699
2011-05-20,1009.1964490192829
2011-05-23,1008.0035982207253
2011-05-24,991.2464870900789
2011-05-25,985.8627029926596
2011-05-26,1004.1196120186444
