Date,AC PACIFIC SMALL VALUE
1994-05-31,597.7667874404583
1994-06-30,641.754249045059
1994-07-29,628.5779440743173
1994-08-31,624.2779623550247
1994-09-30,606.41453642928
1994-10-31,612.7990673772135
1994-11-30,566.4341695365742
1994-12-30,576.9810384405174
1995-01-31,560.9030187451397
1995-02-28,529.1874615789692
1995-03-31,555.3225243736968
1995-04-28,563.0353268042147
1995-05-31,528.2835624624312
1995-06-30,506.76016264622086
1995-07-31,535.4502430095619
1995-08-31,521.9656630502925
1995-09-29,514.3786887254221
1995-10-31,494.43779689113154
1995-11-30,512.8523892988304
1995-12-29,540.7386511553584
1996-01-31,554.9707499945282
1996-02-29,550.6811510786794
1996-03-29,558.6831076817315
1996-04-30,611.9029587282295
1996-05-31,594.5948033343797
1996-06-28,595.7862411200682
1996-07-31,571.2261662888045
1996-08-30,552.6955399641067
1996-09-30,548.9716226358657
1996-10-31,520.9917599233567
1996-11-29,513.1135851643913
1996-12-31,473.441263381831
1997-01-01,473.4637282037426
1997-01-02,474.3340961545217
1997-01-03,472.85920113088355
1997-01-06,474.81641993302355
1997-01-07,474.95067002999724
1997-01-08,469.0296372189749
1997-01-09,461.33680975043643
1997-01-10,454.653476892229
1997-01-13,456.8931522469022
1997-01-14,456.4181499911391
1997-01-15,456.6845520357616
1997-01-16,461.9808038939497
1997-01-17,460.62898904705503
1997-01-20,456.93237407746506
1997-01-21,454.0933923401302
1997-01-22,453.847725557089
1997-01-23,449.9051587248993
1997-01-24,449.0672570780323
1997-01-27,444.22891738599975
1997-01-28,439.74257746578377
1997-01-29,437.4677093486654
1997-01-30,436.2471452264771
1997-01-31,440.50805241775333
1997-02-03,440.22677328613383
1997-02-04,442.18415059418254
1997-02-05,436.46554307087615
1997-02-06,434.49416326242135
1997-02-07,429.2776413399217
1997-02-10,434.2706284578859
1997-02-11,434.06810343137636
1997-02-12,431.90426862681085
1997-02-13,429.7442743186649
1997-02-14,429.4992303702447
1997-02-17,430.1632868788338
1997-02-18,429.51725644659297
1997-02-19,428.85941454107194
1997-02-20,435.61055545872625
1997-02-21,437.46536422990516
