Date,AC ASIA ex JAPAN SMALL VALUE
1994-05-31,482.3395713282419
1994-06-30,467.74217691222464
1994-07-29,478.0207167907275
1994-08-31,495.9978741417646
1994-09-30,493.77639168424355
1994-10-31,496.2179007272165
1994-11-30,455.1125240370494
1994-12-30,443.28812817475074
1995-01-31,407.70917946467586
1995-02-28,413.82021437616874
1995-03-31,406.9172382062275
1995-04-28,392.0292428832023
1995-05-31,418.91134072814214
1995-06-30,417.473547752389
1995-07-31,436.8233909651153
1995-08-31,424.4943005393851
1995-09-29,424.39545662702045
1995-10-31,410.38958520023266
1995-11-30,398.3130785395126
1995-12-29,405.5362053518811
1996-01-31,429.24371622279716
1996-02-29,436.2518099755684
1996-03-29,427.9954522935764
1996-04-30,437.4662849375566
1996-05-31,437.3507252721858
1996-06-28,433.14723216569246
1996-07-31,409.6565085540543
1996-08-30,411.9179071487063
1996-09-30,414.4886874135933
1996-10-31,413.56332760394724
1996-11-29,428.6321498632212
1996-12-31,427.38115232028304
1997-01-01,427.4603239904035
1997-01-02,429.7932189879014
1997-01-03,429.90281969090694
1997-01-06,430.791194474403
1997-01-07,429.98461123219647
1997-01-08,431.47504441737516
1997-01-09,432.477424809839
1997-01-10,435.5131106642536
1997-01-13,439.25302525920335
1997-01-14,440.20877107218644
1997-01-15,446.0058873766703
1997-01-16,446.4876622228703
1997-01-17,444.9487371001262
1997-01-20,449.3802274674366
1997-01-21,444.4345609116982
1997-01-22,445.1748622966343
1997-01-23,442.0458841236867
1997-01-24,440.41175949043253
1997-01-27,439.46895331060466
1997-01-28,440.7690354488399
1997-01-29,438.397789508224
1997-01-30,438.6827653774535
1997-01-31,438.4829093913265
1997-02-03,437.34537565358147
1997-02-04,438.28778895527006
1997-02-05,439.98724426499354
1997-02-06,440.77475906470374
1997-02-07,440.8244324955666
1997-02-10,442.7542888143307
1997-02-11,444.2823580203831
1997-02-12,446.92822431232713
1997-02-13,446.28186653047015
1997-02-14,443.6469365566447
1997-02-17,447.4266225590448
1997-02-18,443.68323995473924
1997-02-19,446.1645587546981
1997-02-20,449.0939100848632
1997-02-21,449.1811203252735
1997-02-24,447.9014494131425
1997-02-25,449.1856666542399
1997-02-26,448.6649939313144
1997-02-27,448.24505270125064
1997-02-28,450.8170320309069
1997-03-03,454.35735970944916
1997-03-04,454.6090004152236
1997-03-05,454.7412739908593
1997-03-06,453.98529456292385
1997-03-07,456.22589165743943
1997-03-10,453.83605161227837
1997-03-11,453.84624509062417
1997-03-12,453.60813958676766
1997-03-13,450.07459825073227
1997-03-14,445.826980945881
1997-03-17,449.9956835645341
1997-03-18,449.17369380659403
1997-03-19,446.10426116715354
1997-03-20,442.8328480712344
1997-03-21,437.3934944209593
1997-03-24,434.60655169639494
1997-03-25,435.28102640167504
1997-03-26,439.51940447052294
1997-03-27,438.98824182844066
1997-03-28,439.2421259229668
1997-03-31,437.0126131634224
1997-04-01,434.30927732328973
1997-04-02,436.7375052082798
1997-04-03,436.86125577738784
1997-04-04,437.2854285525073
1997-04-07,438.46051320889694
1997-04-08,438.9466032406571
1997-04-09,442.9985974644959
1997-04-10,440.71373142243044
1997-04-11,441.43150948074725
1997-04-14,440.48709665866573
1997-04-15,440.0594697620584
1997-04-16,442.94240271465867
1997-04-17,441.9757125382227
1997-04-18,441.2341284615096
1997-04-21,443.11631989271837
1997-04-22,441.0066649164614
1997-04-23,442.5701157077899
1997-04-24,442.0207402898691
1997-04-25,442.93271808095454
1997-04-28,441.250434087009
1997-04-29,439.7915432477245
1997-04-30,441.72539761515026
1997-05-01,443.64898729552726
1997-05-02,441.10624850467985
1997-05-05,443.8001878957305
1997-05-06,444.0074176233074
1997-05-07,444.23286395099353
1997-05-08,444.3019129939634
1997-05-09,444.8989963473885
1997-05-12,441.0507889849507
1997-05-13,440.0891605464123
1997-05-14,441.4774015141751
1997-05-15,439.76955729227836
1997-05-16,439.832161182878
1997-05-19,443.67243147051715
1997-05-20,444.9249172161767
1997-05-21,445.26294612750297
1997-05-22,444.9583040634686
1997-05-23,446.56745034455776
1997-05-26,446.7475439442284
1997-05-27,445.07434075093596
1997-05-28,444.2247410679707
1997-05-29,442.03387913440423
1997-05-30,444.359673595842
1997-06-02,448.72138199497255
1997-06-03,447.58270384192724
1997-06-04,448.33882138902965
1997-06-05,450.814454169204
1997-06-06,452.30723642621774
1997-06-09,453.28733460728296
1997-06-10,453.1696808069777
1997-06-11,450.2434904856027
1997-06-12,443.485892077503
1997-06-13,446.3521137772318
1997-06-16,449.8662937566977
1997-06-17,449.3928240729817
1997-06-18,447.4832817349509
1997-06-19,448.62209868152945
1997-06-20,451.31021775032843
1997-06-23,451.36675955988306
1997-06-24,450.798627833282
1997-06-25,452.1631658095856
1997-06-26,450.0937094985425
1997-06-27,450.4289157836719
1997-06-30,453.8241530918631
1997-07-01,454.5417549055692
1997-07-02,456.2695821137462
1997-07-03,457.7431858752746
1997-07-04,457.4937109578623
1997-07-07,459.1080151895336
1997-07-08,457.3346952786366
1997-07-09,455.9900818960199
1997-07-10,459.2422195652009
1997-07-11,460.1777384608788
1997-07-14,459.71058119562235
1997-07-15,457.4442848571411
1997-07-16,452.77283699225393
1997-07-17,453.4221927247148
1997-07-18,452.8136050005913
1997-07-21,455.137610046005
1997-07-22,453.6126421165302
1997-07-23,453.10887431742657
1997-07-24,455.2457900559076
1997-07-25,455.94881172797534
1997-07-28,460.76747068498025
1997-07-29,459.7049377345019
1997-07-30,462.2064629368272
1997-07-31,463.8103293239409
1997-08-01,464.60458192704095
1997-08-04,467.66415937385995
1997-08-05,469.4944731760025
1997-08-06,471.3066643352002
1997-08-07,470.5759741216498
1997-08-08,469.68360521889923
1997-08-11,469.045988676362
1997-08-12,466.7073226531148
1997-08-13,464.0469821608949
1997-08-14,462.9614786236278
1997-08-15,462.44866567488435
1997-08-18,458.06890443269526
1997-08-19,449.65251258623385
1997-08-20,458.14371134347965
1997-08-21,458.3601771275129
1997-08-22,457.4058223077437
1997-08-25,461.31312153837575
1997-08-26,461.89087102655475
1997-08-27,460.10674941986514
1997-08-28,450.1068758680836
1997-08-29,443.1812738412352
1997-09-01,429.77927732581077
1997-09-02,416.8718156454722
1997-09-03,428.92356681153404
1997-09-04,422.27014617427466
1997-09-05,427.4644362675435
1997-09-08,433.7492400180435
1997-09-09,438.8739404064036
1997-09-10,437.6031177467552
1997-09-11,434.52475540804545
1997-09-12,437.01749353823254
1997-09-15,436.9889754067254
1997-09-16,434.5342517141009
1997-09-17,433.229125118368
1997-09-18,429.77158561179186
1997-09-19,427.26999786413165
1997-09-22,419.6044442110071
1997-09-23,417.9046310679675
1997-09-24,416.6274479551699
1997-09-25,419.81679671368454
1997-09-26,417.4875673205425
1997-09-29,415.3373445265142
1997-09-30,417.64448329689696
1997-10-01,412.54578291221964
1997-10-02,409.53208285581246
1997-10-03,406.77426220715637
1997-10-06,401.7453724488727
1997-10-07,398.298140134288
1997-10-08,397.0696413869851
1997-10-09,393.80141972091343
1997-10-10,395.4034572142153
1997-10-13,390.4177497613586
1997-10-14,387.7202711004787
1997-10-15,377.52622801043424
1997-10-16,374.07899541359603
1997-10-17,374.7026366452549
1997-10-20,360.2727105843715
1997-10-21,354.480078344563
1997-10-22,348.0038885036872
1997-10-23,331.8673167482834
1997-10-24,331.2464980945858
1997-10-27,323.4589002519558
1997-10-28,299.0735222017407
1997-10-29,306.53327610870343
1997-10-30,305.21236031981596
1997-10-31,310.118550156267
1997-11-03,325.56471401171905
1997-11-04,327.20250257908225
1997-11-05,326.9057171244711
1997-11-06,325.149213652892
1997-11-07,317.9680272358611
1997-11-10,313.9012308019421
1997-11-11,312.058712644605
1997-11-12,306.87104362699336
1997-11-13,305.3877111455412
1997-11-14,307.6574677616428
1997-11-17,306.69730515985424
1997-11-18,302.62760487587576
1997-11-19,298.04419317600684
1997-11-20,291.5047648547839
1997-11-21,295.2476526693794
1997-11-24,289.66235052259873
1997-11-25,284.6572981556091
1997-11-26,285.0231548808978
1997-11-27,284.3893677438205
1997-11-28,280.926462380633
1997-12-01,275.673410336505
1997-12-02,275.281100806074
1997-12-03,277.3061732376743
1997-12-04,283.4987841869906
1997-12-05,284.9643132255993
1997-12-08,284.5500862455394
1997-12-09,278.25319877974346
1997-12-10,275.1523782738973
1997-12-11,265.78277380942274
1997-12-12,261.9181899024213
1997-12-15,258.21504997434806
1997-12-16,256.9062210283949
1997-12-17,259.1875594051724
1997-12-18,261.8558144117095
1997-12-19,256.18586253420193
1997-12-22,251.24459200890036
1997-12-23,247.395139269514
1997-12-24,246.6311507700797
1997-12-25,246.62709208800155
1997-12-26,250.8555978602403
1997-12-29,251.17878089305017
1997-12-30,251.21967567680596
1997-12-31,251.83363943067715
1998-01-01,251.6775089553147
1998-01-02,251.7408034230414
1998-01-05,246.4249441722516
1998-01-06,239.26120212584217
1998-01-07,230.63247701911655
1998-01-08,220.84226276011276
1998-01-09,214.7130202105191
1998-01-12,200.3213661654824
1998-01-13,203.71023328827812
1998-01-14,212.64072821539
1998-01-15,208.33684201768966
1998-01-16,209.34558122225138
1998-01-19,216.6245734337949
1998-01-20,213.1376581241428
1998-01-21,212.06170114613755
1998-01-22,206.5446820756423
1998-01-23,203.80311598235218
1998-01-26,206.10842735434542
1998-01-27,208.96675739036456
1998-01-28,209.38486576525398
1998-01-29,209.18065960564323
1998-01-30,213.9502111219404
1998-02-02,228.16574337564958
1998-02-03,234.17173789853294
1998-02-04,234.02976134874822
1998-02-05,239.89547903980463
1998-02-06,246.4846282337692
1998-02-09,251.52873771121008
1998-02-10,254.38773984818278
1998-02-11,257.6921315484698
1998-02-12,252.5520895460924
1998-02-13,245.67386747830142
1998-02-16,240.47585605508644
1998-02-17,242.15030315452077
1998-02-18,246.60000981661605
1998-02-19,250.9769629801231
1998-02-20,251.24742312668707
1998-02-23,254.03629657710073
1998-02-24,255.75934004581615
1998-02-25,257.08769416199004
1998-02-26,263.3580289178369
1998-02-27,267.5018460553619
1998-03-02,270.5050413062722
1998-03-03,268.03112138172725
1998-03-04,266.3946134120213
1998-03-05,256.8880773832129
1998-03-06,257.011361173646
1998-03-09,257.400596423178
1998-03-10,258.1501929704359
1998-03-11,259.5094560376826
1998-03-12,259.4532151809132
1998-03-13,265.218993347152
1998-03-16,266.24208965691463
1998-03-17,266.29661334874953
1998-03-18,265.0482651300758
1998-03-19,269.13502964341995
1998-03-20,271.4080851692113
1998-03-23,276.1674633567851
1998-03-24,275.65783259702664
1998-03-25,281.7940152355403
1998-03-26,280.4820282708637
1998-03-27,281.26722147274563
1998-03-30,275.85254734460466
1998-03-31,275.3830505260077
1998-04-01,272.070223491576
1998-04-02,268.38221997125527
1998-04-03,267.17402732602443
1998-04-06,267.606668909117
1998-04-07,269.833699903016
1998-04-08,272.3685676838314
1998-04-09,274.65899486803363
1998-04-10,276.70602179311777
1998-04-13,278.40687815561404
1998-04-14,275.02907982362996
1998-04-15,276.70280717547433
1998-04-16,272.7515589040066
1998-04-17,271.67837968534405
1998-04-20,269.37502166675324
1998-04-21,268.75064996556375
1998-04-22,267.5620165304879
1998-04-23,263.57790153290534
1998-04-24,262.28627977642435
1998-04-27,257.24120268477947
1998-04-28,255.8861090697649
1998-04-29,253.4894528008717
1998-04-30,253.39322449420894
1998-05-01,253.46214521428325
1998-05-04,251.36588690988822
1998-05-05,249.30757073114597
1998-05-06,242.96610061211953
1998-05-07,241.18276848091418
1998-05-08,239.86352187093198
1998-05-11,239.33388108891307
1998-05-12,233.61149865799013
1998-05-13,224.89221454894087
1998-05-14,226.43375754261157
1998-05-15,224.65617298531927
1998-05-18,222.6240476567677
1998-05-19,223.4256708981727
1998-05-20,228.17261232188213
1998-05-21,229.66407741164542
1998-05-22,229.016070926576
1998-05-25,228.00441441082583
1998-05-26,224.62080926321102
1998-05-27,219.99281704846055
1998-05-28,216.88802908447477
1998-05-29,215.46053756558794
1998-06-01,208.86689269522915
1998-06-02,206.5523500239083
1998-06-03,208.0374232384763
1998-06-04,204.65116735599258
1998-06-05,202.58509703283352
1998-06-08,199.83156983019853
1998-06-09,197.54100830170376
1998-06-10,189.87042768704677
1998-06-11,187.85692449075083
1998-06-12,185.84479661552118
1998-06-15,180.06547504456444
1998-06-16,178.77335038345817
1998-06-17,186.38746221377139
1998-06-18,192.40268095899728
1998-06-19,192.65765828759757
1998-06-22,187.93111538603821
1998-06-23,186.5452228583371
1998-06-24,186.48671436616917
1998-06-25,187.81221595497334
1998-06-26,185.76031462009294
1998-06-29,183.354647695038
1998-06-30,183.37459106474034
1998-07-01,183.83204794711918
1998-07-02,184.21425836906053
1998-07-03,182.66874313801227
1998-07-06,182.93107389834984
1998-07-07,183.4630595181772
1998-07-08,183.16729893211297
1998-07-09,181.67675882709557
1998-07-10,179.55039568942792
1998-07-13,177.58127673396265
1998-07-14,178.9950290868095
1998-07-15,181.03938245508056
1998-07-16,183.87686438232777
1998-07-17,185.41542633540377
1998-07-20,185.85046049744017
1998-07-21,184.8396624179442
1998-07-22,183.2483237270773
1998-07-23,180.68127549046358
1998-07-24,181.88231105060746
1998-07-27,180.51508808257896
1998-07-28,179.67096187294118
1998-07-29,178.2510339087547
1998-07-30,177.94230119701896
1998-07-31,178.00383208834467
1998-08-03,173.96085756193352
1998-08-04,173.56049995957244
1998-08-05,171.57809653683483
1998-08-06,168.98762414769698
1998-08-07,167.62789666029497
1998-08-10,164.66867547966712
1998-08-11,162.1993883023425
1998-08-12,161.83839363989208
1998-08-13,161.13163952415087
1998-08-14,161.79101943342394
1998-08-17,160.1492330247711
1998-08-18,158.66436539656146
1998-08-19,162.30178259300195
1998-08-20,164.64780669913344
1998-08-21,161.96351116386904
1998-08-24,159.51095550996084
1998-08-25,159.12777948025064
1998-08-26,157.8821061092929
1998-08-27,156.56415428163282
1998-08-28,151.9246117927929
1998-08-31,149.48030095590124
1998-09-01,148.62499648555118
1998-09-02,151.2691370551841
1998-09-03,152.2445961522939
1998-09-04,159.34713767978596
1998-09-07,175.85124941047047
1998-09-08,167.26118995531246
1998-09-09,169.4584578321438
1998-09-10,167.9695642353079
1998-09-11,165.05172781809978
1998-09-14,169.58659993458426
1998-09-15,170.6145597570933
1998-09-16,174.9007109985718
1998-09-17,173.41825828558618
1998-09-18,172.44678369867526
1998-09-21,168.60927539354532
1998-09-22,168.95646881778876
1998-09-23,167.68607736889768
1998-09-24,172.04375486850307
1998-09-25,171.8647373579271
1998-09-28,171.86946707592
1998-09-29,172.0176882378983
1998-09-30,161.28261760108194
1998-10-01,160.00251803652097
1998-10-02,158.71732559138653
1998-10-05,156.52726663651265
1998-10-06,159.0949417237798
1998-10-07,161.97838107764323
1998-10-08,165.54202488106228
1998-10-09,170.02907461050268
1998-10-12,175.48523055554304
1998-10-13,173.2350597914796
1998-10-14,174.01159886846634
1998-10-15,178.3047905249779
1998-10-16,184.09931716685108
1998-10-19,186.6064005725906
1998-10-20,190.61403159120212
1998-10-21,193.29049046003922
1998-10-22,191.82795559848896
1998-10-23,190.5584397015586
1998-10-26,191.9043336265497
1998-10-27,192.63104677002605
1998-10-28,194.11327684504127
1998-10-29,195.50400000435388
1998-10-30,196.1707231747873
1998-11-02,201.56905655045153
1998-11-03,202.69643645636626
1998-11-04,206.62812757024722
1998-11-05,209.25045485968633
1998-11-06,211.12372708892187
1998-11-09,209.79259243972254
1998-11-10,204.3751469004387
1998-11-11,209.62728722945923
1998-11-12,204.40789096591013
1998-11-13,204.96523206832865
1998-11-16,209.36169850877943
1998-11-17,210.1337027143835
1998-11-18,213.798680749946
1998-11-19,219.19586134021367
1998-11-20,222.78002979461567
1998-11-23,227.82832788238656
1998-11-24,230.29078504582282
1998-11-25,230.16748019750847
1998-11-26,229.1327868601847
1998-11-27,229.17024519375283
1998-11-30,229.56368363053224
1998-12-01,226.24377577017884
1998-12-02,226.07174576797024
1998-12-03,225.5268236453859
1998-12-04,226.25357425506613
1998-12-07,234.16959669771302
1998-12-08,234.0202409483349
1998-12-09,236.93298771843024
1998-12-10,240.7268381212804
1998-12-11,241.24902585295143
1998-12-14,242.85303662185416
1998-12-15,246.53344846240856
1998-12-16,240.0556731533713
1998-12-17,232.18042030564322
1998-12-18,232.1340194527503
1998-12-21,237.2113677608915
1998-12-22,232.53886210336532
1998-12-23,230.00911839699742
1998-12-24,231.0252738429462
1998-12-25,231.79529705721137
1998-12-28,231.2670978694556
1998-12-29,230.91917485153144
1998-12-30,232.82592779539053
1998-12-31,232.3194513838991
1999-01-01,232.32347908606425
1999-01-04,237.5782954918427
1999-01-05,239.6308976904661
1999-01-06,246.43679931112456
1999-01-07,250.4560422731003
1999-01-08,252.53796514341946
1999-01-11,257.24511502156537
1999-01-12,257.76336632935016
1999-01-13,254.0807263353559
1999-01-14,246.9011686724285
1999-01-15,248.92900268936452
1999-01-18,250.443202842899
1999-01-19,247.59571303112304
1999-01-20,245.82316885148984
1999-01-21,239.45012986989528
1999-01-22,231.99802687544167
1999-01-25,224.12130337469705
1999-01-26,223.67745868428983
1999-01-27,229.6622746311625
1999-01-28,228.36348784577706
1999-01-29,227.92404822241363
1999-02-01,227.49764658382077
1999-02-02,224.39338851076295
1999-02-03,221.39548208349512
1999-02-04,219.11200293583593
1999-02-05,216.9290570642581
1999-02-08,216.56899818072876
1999-02-09,212.54402148790757
1999-02-10,214.2551529275887
1999-02-11,216.96432564343488
1999-02-12,220.30827645774005
1999-02-15,220.89603492988863
1999-02-16,221.05187279115555
1999-02-17,220.97203881523475
1999-02-18,218.89968110678907
1999-02-19,215.6750545319882
1999-02-22,214.0325023392683
1999-02-23,212.6082435127407
1999-02-24,211.20354413424664
1999-02-25,211.10168629847627
1999-02-26,214.36332732504457
1999-03-01,216.58769511339509
1999-03-02,216.64811788959153
1999-03-03,216.4346580638192
1999-03-04,216.21909674018644
1999-03-05,217.49440463983368
1999-03-08,221.00603070157743
1999-03-09,221.0367917357704
1999-03-10,223.11709149380192
1999-03-11,223.82423283737828
1999-03-12,225.37929159308237
1999-03-15,227.76645769083137
1999-03-16,227.61673920761626
1999-03-17,227.23730200941495
1999-03-18,226.09202302786682
1999-03-19,230.52839811255834
1999-03-22,233.12579842154904
1999-03-23,235.28209984748162
1999-03-24,234.7008675770409
1999-03-25,236.3697792694857
1999-03-26,235.15230283575954
1999-03-29,233.53696050051607
1999-03-30,235.57181246941587
1999-03-31,236.77462483828103
1999-04-01,239.59674916464235
1999-04-02,241.6194047090396
1999-04-05,241.81208623308456
1999-04-06,245.19280238372028
1999-04-07,246.8043609087593
1999-04-08,249.27425176515322
1999-04-09,251.0035250717509
1999-04-12,251.34850441671531
1999-04-13,254.31467384944224
1999-04-14,257.87064340248844
1999-04-15,263.4878721753936
1999-04-16,268.8057296192785
1999-04-19,274.5673983170193
1999-04-20,277.2591189678212
1999-04-21,278.0715995657938
1999-04-22,280.23290655991684
1999-04-23,281.89933714883693
1999-04-26,285.549044444204
1999-04-27,289.1407552252446
1999-04-28,290.5559746356226
1999-04-29,290.16923765965237
1999-04-30,297.5195038316054
1999-05-03,303.37867294684565
1999-05-04,316.54488141033477
1999-05-05,321.69224404891514
1999-05-06,327.1382304359146
1999-05-07,321.20130004856543
1999-05-10,324.42965101469224
1999-05-11,323.348563813999
1999-05-12,319.99229382677333
1999-05-13,313.6271864060268
1999-05-14,312.49039851617795
1999-05-17,307.79135458504555
1999-05-18,311.1916571759991
1999-05-19,312.5547202335799
1999-05-20,309.28271702140916
1999-05-21,308.9239940358362
1999-05-24,310.09924079285383
1999-05-25,309.7820432961439
1999-05-26,311.7845173292399
1999-05-27,313.0374541106026
1999-05-28,311.5928316344358
1999-05-31,312.0276451980973
1999-06-01,313.0077154837354
1999-06-02,314.4694643675561
1999-06-03,315.5129279830249
1999-06-04,316.673697521799
1999-06-07,323.35185976047075
1999-06-08,331.3191738585621
1999-06-09,331.2916193305704
1999-06-10,334.98082373080865
1999-06-11,338.73411269974315
1999-06-14,340.09298558354675
1999-06-15,334.36274512516184
1999-06-16,337.80942060420887
