Date,AC FAR EAST ex JAPAN SMALL VALUE
1994-05-31,489.87948266703063
1994-06-30,468.3467819069179
1994-07-29,476.96760705593465
1994-08-31,492.05930453892995
1994-09-30,492.6117676238842
1994-10-31,497.74631433781974
1994-11-30,453.4971092405704
1994-12-30,445.1422923510271
1995-01-31,409.06148300173163
1995-02-28,420.34702588700435
1995-03-31,416.9380039204311
1995-04-28,405.1149700446604
1995-05-31,438.0906509451059
1995-06-30,439.0419773260605
1995-07-31,458.77907567001614
1995-08-31,447.8620498570457
1995-09-29,450.6954001170081
1995-10-31,437.15756922900175
1995-11-30,430.44741940802163
1995-12-29,437.43094443282547
1996-01-31,473.02817526183765
1996-02-29,472.78312320016107
1996-03-29,465.27219789462544
1996-04-30,475.38492173914074
1996-05-31,476.71376181068524
1996-06-28,471.04814312964044
1996-07-31,451.840940315289
1996-08-30,458.8882443294826
1996-09-30,469.47341093248184
1996-10-31,471.3100464770993
1996-11-29,495.17311795398433
1996-12-31,489.69676088732837
1997-01-01,489.7972154636506
1997-01-02,488.46685063947115
1997-01-03,488.7825441279782
1997-01-06,489.15030782174335
1997-01-07,488.47815261341765
1997-01-08,489.93151449429035
1997-01-09,490.92894977743344
1997-01-10,493.83303072307336
1997-01-13,497.4065178454587
1997-01-14,497.8080524714191
1997-01-15,502.38105548366366
1997-01-16,505.22692925969125
1997-01-17,505.5509876920372
1997-01-20,511.71086182250133
1997-01-21,507.16721897317467
1997-01-22,507.7727824710046
1997-01-23,503.69979727138275
1997-01-24,502.4130308766542
1997-01-27,499.71618135832153
1997-01-28,501.1540477910736
1997-01-29,498.2479220011041
1997-01-30,499.4030077675232
1997-01-31,501.0161253947764
1997-02-03,500.04489642874285
1997-02-04,501.15084748126657
1997-02-05,502.92814756208844
1997-02-06,503.6800730262002
1997-02-07,503.6862024881072
1997-02-10,505.66049372741656
1997-02-11,507.3487794603875
1997-02-12,510.3680426024614
1997-02-13,509.798346507331
1997-02-14,506.5766103877892
1997-02-17,509.8449533304307
1997-02-18,505.37503165538817
1997-02-19,508.93401305155885
1997-02-20,512.73750353296
1997-02-21,513.583503940757
1997-02-24,513.1593340998448
1997-02-25,514.5537090272077
1997-02-26,513.4620298853989
1997-02-27,512.3084458785644
1997-02-28,513.783578389093
1997-03-03,514.7363096835494
1997-03-04,515.2162817658239
1997-03-05,515.3244617995335
1997-03-06,515.7624737205966
1997-03-07,518.5767672093566
1997-03-10,517.0775940655802
1997-03-11,518.4889309349879
1997-03-12,517.9565683015883
1997-03-13,513.9961546762149
1997-03-14,509.1898829103205
1997-03-17,514.1688405899847
1997-03-18,513.1428690441561
1997-03-19,510.0319850455729
1997-03-20,506.1121560178599
1997-03-21,499.225103849088
1997-03-24,495.71519079394756
1997-03-25,496.42544403710104
1997-03-26,501.5330473305992
1997-03-27,501.22379822161525
1997-03-28,501.96005823015247
1997-03-31,502.77204016709936
1997-04-01,498.89848499771233
1997-04-02,500.39696659283635
1997-04-03,500.1849519564264
1997-04-04,501.3324114655131
1997-04-07,503.73781958776084
1997-04-08,504.455544928643
1997-04-09,508.1507747917345
1997-04-10,506.1793234943347
1997-04-11,507.4443085446111
1997-04-14,506.73479117699793
1997-04-15,506.06282380069507
1997-04-16,509.6955030400776
1997-04-17,508.22101224446493
1997-04-18,507.2540469317843
1997-04-21,508.8419498781169
1997-04-22,506.2070315952344
1997-04-23,508.30238429103514
1997-04-24,508.0537489839732
1997-04-25,509.69979560864033
1997-04-28,507.64447648448976
1997-04-29,506.4170921181217
1997-04-30,508.4109939754684
1997-05-01,510.8626334083133
1997-05-02,507.8186587309
1997-05-05,511.4831037257299
1997-05-06,511.94665230058865
1997-05-07,512.2236932360539
1997-05-08,512.3070170168129
1997-05-09,512.7214562647779
1997-05-12,507.7778685306479
1997-05-13,506.6485881136823
1997-05-14,508.344762230721
1997-05-15,506.2150869145034
1997-05-16,506.29020219511983
1997-05-19,510.9372054030443
1997-05-20,512.8899402489238
1997-05-21,513.6454146524143
1997-05-22,513.6049817532206
1997-05-23,515.7562782877543
1997-05-26,516.6479039847349
1997-05-27,515.4419203137279
1997-05-28,514.6509839956478
1997-05-29,511.73804742304213
1997-05-30,514.6802914966667
1997-06-02,519.8075489540635
1997-06-03,518.5337314444005
1997-06-04,519.3848379762926
1997-06-05,522.6412140299096
1997-06-06,524.5549953927649
1997-06-09,525.7140256379826
1997-06-10,525.3962432559873
1997-06-11,520.9595727631714
1997-06-12,511.92792072823534
1997-06-13,514.8808138087444
1997-06-16,519.1463805712242
1997-06-17,518.1502135263472
1997-06-18,515.2847232407455
1997-06-19,516.6238130419493
1997-06-20,520.2951914577675
1997-06-23,519.9167905643293
1997-06-24,519.3961196778686
1997-06-25,521.1153860705781
1997-06-26,518.6992397502315
1997-06-27,519.9423475853985
1997-06-30,523.3710908783781
1997-07-01,523.9027108577014
1997-07-02,525.1815347883838
1997-07-03,527.0994364376664
1997-07-04,526.7495281511912
1997-07-07,527.2723450378356
1997-07-08,524.2058626747646
1997-07-09,519.8548792542052
1997-07-10,523.2936309932627
1997-07-11,525.2213325543555
1997-07-14,525.7791544639922
1997-07-15,522.8215689516624
1997-07-16,516.9851215748571
1997-07-17,517.7826627510997
1997-07-18,517.7408882484646
1997-07-21,519.4712960125022
1997-07-22,516.2565029003157
1997-07-23,514.7024438569456
1997-07-24,517.6758364859875
1997-07-25,519.0281889305832
1997-07-28,523.5469147187538
1997-07-29,521.2978255755617
1997-07-30,523.5049035726879
1997-07-31,525.2983931612757
1997-08-01,526.5001451362948
1997-08-04,527.4860772513813
1997-08-05,528.2264738528204
1997-08-06,530.9682112550512
1997-08-07,530.5164954409365
1997-08-08,530.3347274975373
1997-08-11,528.1828605640839
1997-08-12,525.9159482014478
1997-08-13,523.627295935897
1997-08-14,523.3201470475818
1997-08-15,522.6967363863422
1997-08-18,517.3799651930807
1997-08-19,507.47021320423045
1997-08-20,518.2810870371395
1997-08-21,519.8358638419489
1997-08-22,520.0049095331088
1997-08-25,525.2080324152859
1997-08-26,526.1900758092812
1997-08-27,524.0679095258688
1997-08-28,513.2646926128086
1997-08-29,505.4258148649752
1997-09-01,488.2022023068547
1997-09-02,471.9681615825494
1997-09-03,487.07872933353593
1997-09-04,478.71116553643077
1997-09-05,485.29905945459586
1997-09-08,492.26790803391856
1997-09-09,499.2853153680125
1997-09-10,497.70673990435006
1997-09-11,494.06149977512973
1997-09-12,497.6899926738429
1997-09-15,497.59853180112873
1997-09-16,495.04945765659005
1997-09-17,494.2495817800459
1997-09-18,490.13224888256434
1997-09-19,487.8277266454992
1997-09-22,478.6150224277681
1997-09-23,476.5147253612874
1997-09-24,474.4065040411281
1997-09-25,478.26212653175753
1997-09-26,475.73968800128114
1997-09-29,473.0923501515266
1997-09-30,476.258715968855
1997-10-01,469.90523345404154
1997-10-02,466.07456230019085
1997-10-03,463.3519390710653
1997-10-06,457.029089428134
1997-10-07,452.26744248949046
1997-10-08,450.38268236430224
1997-10-09,445.80168773901545
1997-10-10,447.6903109955667
1997-10-13,440.96145576429507
1997-10-14,438.14974994690033
1997-10-15,425.39143379607697
1997-10-16,420.1942201062393
1997-10-17,420.54702407861026
1997-10-20,401.32861518489614
1997-10-21,394.7135671870172
1997-10-22,386.9094158989851
1997-10-23,367.55401434947703
1997-10-24,367.7792532611336
1997-10-27,357.82189912682435
1997-10-28,327.3227836129976
1997-10-29,336.6591841633888
1997-10-30,335.1019600079691
1997-10-31,341.2691104508888
1997-11-03,361.42366482521135
1997-11-04,363.92620082617907
1997-11-05,363.630833855413
1997-11-06,361.8215195227626
1997-11-07,353.12449105820025
1997-11-10,348.4618325625684
1997-11-11,346.38976822461257
1997-11-12,340.58837659172417
1997-11-13,339.9626389065539
1997-11-14,343.00524257722844
1997-11-17,341.80076039609554
1997-11-18,337.80694544894413
1997-11-19,332.3212280306256
1997-11-20,323.9657848128847
1997-11-21,328.60019976252596
1997-11-24,322.71374710066874
1997-11-25,316.3761220096448
1997-11-26,316.08150614171905
1997-11-27,314.9467385961936
1997-11-28,311.5167282251857
1997-12-01,305.59010617822986
1997-12-02,305.1657225260355
1997-12-03,307.24773186426404
1997-12-04,315.2531847213496
1997-12-05,317.53076634613524
1997-12-08,317.28518543977935
1997-12-09,309.75695725484763
1997-12-10,306.06182712102793
1997-12-11,295.07569545514406
1997-12-12,290.2678384530191
1997-12-15,285.30996250572093
1997-12-16,283.2111747948054
1997-12-17,285.7645450093179
1997-12-18,288.8872196753986
1997-12-19,281.7306580439944
1997-12-22,274.7954028610006
1997-12-23,269.9069180499446
1997-12-24,269.28626722850913
1997-12-25,269.2811819148464
1997-12-26,274.49202711018194
1997-12-29,274.2460776060643
1997-12-30,274.44613292663956
1997-12-31,274.95004100755705
1998-01-01,274.75445894273037
1998-01-02,272.9295445523059
1998-01-05,265.31544531364284
1998-01-06,256.73377664344787
1998-01-07,246.45785349642694
