Date,AC ASIA PACIFIC SMALL VALUE
1994-05-31,589.6128918549086
1994-06-30,632.9418402639141
1994-07-29,620.7012646546731
1994-08-31,617.4396442072226
1994-09-30,599.6636471186468
1994-10-31,605.4879638989719
1994-11-30,560.0568065148713
1994-12-30,569.341321829677
1995-01-31,552.8853148390592
1995-02-28,521.6127026351849
1995-03-31,546.0669390351003
1995-04-28,552.5541968202074
1995-05-31,518.9225658308943
1995-06-30,497.7678192403499
1995-07-31,525.9456564340517
1995-08-31,512.3440857695093
1995-09-29,504.56762110700146
1995-10-31,484.84819442791616
1995-11-30,501.34820079713444
1995-12-29,528.3666387879915
1996-01-31,540.9978679146498
1996-02-29,538.3392244408191
1996-03-29,545.5541830335314
1996-04-30,596.7622393333985
1996-05-31,579.9578304223227
1996-06-28,581.1306579298597
1996-07-31,555.9505501775218
1996-08-30,537.6563514051504
1996-09-30,532.568364791156
1996-10-31,505.33233207773196
1996-11-29,496.8220106492339
1996-12-31,460.0323338111878
1997-01-01,460.0536334450231
1997-01-02,461.7886807524265
1997-01-03,460.352828736711
1997-01-06,462.3694338925418
1997-01-07,462.42228664452773
1997-01-08,456.9011785581866
1997-01-09,449.6654973273368
1997-01-10,443.5296146151917
1997-01-13,445.9014171640954
1997-01-14,445.6228783637833
1997-01-15,446.4650784264304
1997-01-16,451.01327000977886
1997-01-17,449.24934748240247
1997-01-20,445.6310104325093
1997-01-21,442.57236364582377
1997-01-22,442.41016219288656
1997-01-23,438.6937774402055
1997-01-24,437.73267348930693
1997-01-27,433.46310967191954
1997-01-28,429.25445108201427
1997-01-29,427.0757751968853
1997-01-30,425.7506679545759
1997-01-31,429.39450037198424
1997-02-03,429.0276511382864
1997-02-04,430.9024058737887
1997-02-05,425.5617775498347
1997-02-06,423.7454672405741
1997-02-07,418.81228248812084
1997-02-10,423.6464986186128
1997-02-11,423.5078504171571
1997-02-12,421.52859224607437
1997-02-13,419.4277808692867
1997-02-14,419.1692942492792
1997-02-17,420.12320056889973
1997-02-18,419.4509271541547
1997-02-19,418.74057120558433
1997-02-20,425.12265855032757
1997-02-21,426.72509925584325
1997-02-24,430.189434161446
1997-02-25,430.61607657258014
1997-02-26,429.5663581695467
1997-02-27,431.1834077685915
1997-02-28,431.0413565623949
1997-03-03,429.7388669120165
1997-03-04,427.1366877999949
1997-03-05,426.2025683282219
1997-03-06,423.38390289354754
1997-03-07,422.2940064818976
1997-03-10,421.56006359484894
1997-03-11,420.70271791545
1997-03-12,417.19542146998344
1997-03-13,414.4126939757484
1997-03-14,409.64589645584687
1997-03-17,410.8999251299028
1997-03-18,414.5005330364937
1997-03-19,412.65687631978903
1997-03-20,410.2128732086947
1997-03-21,412.9218223272141
1997-03-24,410.6449000113714
1997-03-25,409.72768681120647
1997-03-26,410.5024389080141
1997-03-27,409.55223703562496
1997-03-28,408.7755458425527
1997-03-31,407.83189029586373
1997-04-01,405.45962133193075
1997-04-02,407.2279016042513
1997-04-03,405.4239036655702
1997-04-04,400.0291239088372
1997-04-07,392.917944230322
1997-04-08,389.1731111097669
1997-04-09,385.0714666234656
1997-04-10,381.3462673075219
1997-04-11,380.07591979607065
1997-04-14,377.962569864639
1997-04-15,378.4713992926332
1997-04-16,381.9155711399328
1997-04-17,384.8676055212032
1997-04-18,390.6549590013527
1997-04-21,398.4276175285294
1997-04-22,399.5357351030207
1997-04-23,401.5055060980407
1997-04-24,401.04271692998793
1997-04-25,401.12200226598236
1997-04-28,398.87864481312744
1997-04-29,398.06461661405984
1997-04-30,401.39123966870534
1997-05-01,405.62352805983187
1997-05-02,405.0798278377054
1997-05-05,405.7783435758045
1997-05-06,414.21203192713625
1997-05-07,416.0988729701489
1997-05-08,417.57321194433666
1997-05-09,421.84586784437045
1997-05-12,430.4713635510429
1997-05-13,431.0842894488146
1997-05-14,433.07238361112303
1997-05-15,438.5014424148856
1997-05-16,443.63874611146986
1997-05-19,443.44366825812506
1997-05-20,450.8591504229305
1997-05-21,447.7725867019605
1997-05-22,442.4414499223234
1997-05-23,444.757745670665
1997-05-26,442.05711653079027
1997-05-27,440.53420378908316
1997-05-28,444.7561458627749
1997-05-29,442.288744609543
1997-05-30,441.78162032355186
1997-06-02,443.484710777461
1997-06-03,445.11963124202555
1997-06-04,445.32751963552283
1997-06-05,447.14172163729086
1997-06-06,448.0562765587235
1997-06-09,454.97489139821465
1997-06-10,456.2342114455993
1997-06-11,459.00462175974667
1997-06-12,451.5992227346172
1997-06-13,450.27853789793465
1997-06-16,455.3399671452341
1997-06-17,456.00028359484793
1997-06-18,456.0757973675595
1997-06-19,453.9808604209698
1997-06-20,453.1064946831002
1997-06-23,450.27686507502483
1997-06-24,450.0549292971831
1997-06-25,454.3831267970316
1997-06-26,454.80472740334153
1997-06-27,452.0089472231758
1997-06-30,454.13626673952103
1997-07-01,452.02366224150285
1997-07-02,453.7513611927827
1997-07-03,455.60973227662043
1997-07-04,453.06799327347227
1997-07-07,453.58186375261084
1997-07-08,451.8804890885651
1997-07-09,449.51659981849514
1997-07-10,449.5426439426441
