Date,ACWI ex USA SMALL VALUE
1994-05-31,278.22228639406757
1994-06-30,288.0800301438242
1994-07-29,288.2149897933121
1994-08-31,290.3871531292604
1994-09-30,283.7684452805837
1994-10-31,287.97627069640174
1994-11-30,271.2241387448072
1994-12-30,274.0791462402903
1995-01-31,268.9542972283218
1995-02-28,261.53644232536857
1995-03-31,272.0692213579937
1995-04-28,276.7000228347342
1995-05-31,271.4009565889856
1995-06-30,266.51784444718055
1995-07-31,278.423324270949
1995-08-31,268.87172649728996
1995-09-29,268.9574407127249
1995-10-31,260.77430613580435
1995-11-30,262.0911990452675
1995-12-29,271.637719064131
1996-01-31,276.3219352416981
1996-02-29,280.8501795472485
1996-03-29,284.548386300511
1996-04-30,300.0796830948295
1996-05-31,298.7483089531573
1996-06-28,299.71890341205733
1996-07-31,289.6834795848695
1996-08-30,287.5353173000793
1996-09-30,285.3015765135659
1996-10-31,280.2740668577732
1996-11-29,281.1408373768423
1996-12-31,274.48739928040686
1997-01-01,274.48641231147235
1997-01-02,274.15309969301296
1997-01-03,273.7561974036992
1997-01-06,274.430013880674
1997-01-07,275.297937527237
1997-01-08,274.23700136663126
1997-01-09,272.7373000383205
1997-01-10,270.71399341156325
1997-01-13,272.1953120199722
1997-01-14,272.98215901597786
1997-01-15,274.2917525758608
1997-01-16,276.1571484197788
1997-01-17,275.1508180345774
1997-01-20,273.8202948899231
1997-01-21,272.6391932180818
1997-01-22,272.03026589878436
1997-01-23,270.80511405219045
1997-01-24,271.10765547518736
1997-01-27,269.5583345567987
1997-01-28,267.1364103848399
1997-01-29,267.0013155059776
1997-01-30,267.40756448518243
1997-01-31,269.0473773468875
1997-02-03,269.14747550354963
1997-02-04,270.03675169332143
1997-02-05,269.2100921876561
1997-02-06,269.1520891415775
1997-02-07,267.2081251474529
1997-02-10,270.2312863832936
1997-02-11,269.64910950222225
1997-02-12,268.45676774804633
1997-02-13,267.48395081508
1997-02-14,267.7013867326156
1997-02-17,267.2974917700382
1997-02-18,267.23557721029334
1997-02-19,267.29986256598414
1997-02-20,269.3383347198105
1997-02-21,270.46697955505886
1997-02-24,272.78345111763224
1997-02-25,273.0976954746047
1997-02-26,272.1132877419688
1997-02-27,272.17335696698655
1997-02-28,271.99564048063917
1997-03-03,270.779101392174
1997-03-04,269.83873010088934
1997-03-05,269.7096208869786
1997-03-06,269.71242937964723
1997-03-07,269.37995132728474
1997-03-10,270.6602390559917
1997-03-11,270.7284001607356
1997-03-12,268.9703106737386
1997-03-13,268.0431806844735
1997-03-14,266.57351566864423
1997-03-17,266.8365525384899
1997-03-18,267.8168013150927
1997-03-19,267.24931283892914
1997-03-20,264.97115627529627
1997-03-21,266.5012940491179
1997-03-24,265.6819916574555
1997-03-25,265.9227358636971
1997-03-26,266.8399410245795
1997-03-27,267.9279698523224
1997-03-28,267.9679288320084
1997-03-31,268.2866671148537
1997-04-01,265.5407187682648
1997-04-02,266.18750909332397
1997-04-03,265.20284731950096
1997-04-04,263.902055681684
1997-04-07,260.6473520300189
1997-04-08,259.50252220723627
1997-04-09,258.4674704637592
1997-04-10,257.6734825479315
1997-04-11,257.11948698545257
1997-04-14,256.1445651800802
1997-04-15,256.2750290697277
1997-04-16,257.57327130275945
1997-04-17,258.87935134443444
1997-04-18,260.8282711876381
1997-04-21,263.721340497851
1997-04-22,263.5540489166154
1997-04-23,264.39938437511114
1997-04-24,264.3002285145103
1997-04-25,263.54273454873623
1997-04-28,262.73840161466904
1997-04-29,263.0668041720176
1997-04-30,263.8087257683169
1997-05-01,265.7509210837915
1997-05-02,265.50069430132964
1997-05-05,265.7203257802936
1997-05-06,269.3579232371477
1997-05-07,270.2879194482988
1997-05-08,271.0219584896235
1997-05-09,273.29853891191095
1997-05-12,275.85421842082224
1997-05-13,276.89896882705
1997-05-14,277.7731870088694
1997-05-15,279.7701072042239
1997-05-16,281.8081651219262
1997-05-19,281.1776968605467
1997-05-20,283.8621802073634
1997-05-21,283.56847808656335
1997-05-22,281.77553657430343
1997-05-23,282.7785215741945
1997-05-26,282.1636989633927
1997-05-27,280.97760437388087
1997-05-28,282.2458039337019
1997-05-29,281.55339544280275
1997-05-30,280.5324132257547
1997-06-02,280.21817603608224
1997-06-03,280.99571745950817
1997-06-04,281.12499614965174
1997-06-05,282.10394909761357
1997-06-06,282.5578928334097
1997-06-09,286.0968443253622
1997-06-10,286.15240031670044
1997-06-11,287.358708215278
1997-06-12,285.3326822823968
1997-06-13,284.95085973568285
1997-06-16,287.0752537954529
1997-06-17,286.6645253692804
1997-06-18,287.01531550608314
1997-06-19,287.18277847166917
1997-06-20,286.91191930584785
1997-06-23,286.6591408472235
1997-06-24,286.31937094080456
1997-06-25,288.33960691337916
1997-06-26,288.0783182468094
1997-06-27,286.8256446474205
1997-06-30,287.30865176055266
1997-07-01,287.14170731047517
1997-07-02,287.4206094590594
1997-07-03,289.6356631230782
1997-07-04,289.33652881338605
1997-07-07,290.55250519587264
1997-07-08,289.50177559922037
1997-07-09,288.7096452968916
1997-07-10,288.8762304948965
1997-07-11,288.00461634096087
1997-07-14,286.6467300238533
1997-07-15,283.7845143708012
1997-07-16,283.8182081632394
1997-07-17,283.8430106651458
1997-07-18,283.7188400693362
1997-07-21,282.6696815805892
1997-07-22,282.11052797627275
1997-07-23,281.56426880949294
1997-07-24,280.6554229064692
1997-07-25,279.8381400967961
1997-07-28,278.7317694618721
1997-07-29,278.92377635309714
1997-07-30,278.37524016599525
1997-07-31,278.6562592264898
1997-08-01,276.8526108630342
1997-08-04,275.2444227431889
1997-08-05,273.0168668347241
1997-08-06,272.8020584379251
1997-08-07,272.8316361776154
1997-08-08,275.08405554502707
1997-08-11,274.1157451397053
1997-08-12,273.7565011156845
1997-08-13,274.77606342862055
1997-08-14,272.62458929968074
1997-08-15,274.9181508479929
1997-08-18,271.63452895697895
1997-08-19,271.1717002731796
1997-08-20,271.4310616992101
1997-08-21,272.71186246635614
1997-08-22,272.77947395639734
1997-08-25,272.24666806540057
1997-08-26,272.932245832501
1997-08-27,271.3111723281581
1997-08-28,270.5347473997917
1997-08-29,267.4170646362968
1997-09-01,265.1098187783293
1997-09-02,263.11076580939385
1997-09-03,265.3612799265558
1997-09-04,264.9180960302492
1997-09-05,266.28100941097233
1997-09-08,266.81962811234325
1997-09-09,268.7770044375604
1997-09-10,268.4630705893161
1997-09-11,266.7491621529347
1997-09-12,266.99010176688574
1997-09-15,267.8963813660889
1997-09-16,266.69439914509405
1997-09-17,267.13104371408656
1997-09-18,266.0897253856157
1997-09-19,266.1025108443324
1997-09-22,264.8307504166665
1997-09-23,265.4161780832813
1997-09-24,267.85453440426875
1997-09-25,267.9162749831065
1997-09-26,266.2006626213607
1997-09-29,265.26007545628767
1997-09-30,265.45485054961136
1997-10-01,264.1324438594927
1997-10-02,263.9550632127485
1997-10-03,263.75935685511047
1997-10-06,264.1625065072792
1997-10-07,264.5213167304887
1997-10-08,265.335734792036
1997-10-09,264.447061773751
1997-10-10,264.22584380638745
1997-10-13,263.64795559681113
1997-10-14,262.5680028717257
1997-10-15,262.4234978856112
1997-10-16,263.8799526925119
1997-10-17,261.7002980862909
1997-10-20,260.42163988261325
1997-10-21,260.70279464229696
1997-10-22,261.15733914043767
1997-10-23,256.8652649565652
1997-10-24,257.30551865551246
1997-10-27,254.20709569747655
1997-10-28,246.80914721134377
1997-10-29,252.14485588734854
1997-10-30,250.876702584159
1997-10-31,253.23195310248633
1997-11-03,254.75174265891576
1997-11-04,255.51913694710933
1997-11-05,254.5890463993998
1997-11-06,253.86792810090162
1997-11-07,250.76645641454002
1997-11-10,249.0890878863699
1997-11-11,248.58397180829235
1997-11-12,244.76556425127055
1997-11-13,243.7523621143183
1997-11-14,242.7438069997877
1997-11-17,245.42581428588335
1997-11-18,246.3229042707597
1997-11-19,242.9146393632017
1997-11-20,243.37372303077453
1997-11-21,244.37353979207748
1997-11-24,242.95328061428418
1997-11-25,238.76465657238657
1997-11-26,237.3100777380787
1997-11-27,237.00193221556071
1997-11-28,237.4180808879775
1997-12-01,236.8511525263598
1997-12-02,237.79526639768272
1997-12-03,237.93461308736656
1997-12-04,237.78120810992095
1997-12-05,236.7291321151997
1997-12-08,235.87669644304637
1997-12-09,235.25828458458474
1997-12-10,235.89225242642
1997-12-11,233.47421560968033
1997-12-12,232.79746291026396
1997-12-15,231.43797909740346
1997-12-16,230.38092470496545
1997-12-17,233.90864169368635
1997-12-18,233.43989134895975
1997-12-19,230.3237680612938
1997-12-22,226.9182548883324
1997-12-23,227.61409301528158
1997-12-24,226.72900560502234
1997-12-25,227.19535512099068
1997-12-26,227.85538354492317
1997-12-29,228.31139154031789
1997-12-30,228.9694070706061
1997-12-31,228.87649922064747
1998-01-01,228.87528990079474
1998-01-02,228.64181817864554
1998-01-05,228.2267469683167
1998-01-06,226.81452901113929
1998-01-07,226.36619055672242
1998-01-08,225.5873239709731
1998-01-09,224.7002060845321
1998-01-12,220.39993463354276
1998-01-13,222.7304837606867
1998-01-14,224.404484655571
1998-01-15,223.8619857645173
1998-01-16,227.2140148920304
1998-01-19,229.51823648826976
1998-01-20,229.53867657269544
1998-01-21,231.8755409909283
1998-01-22,233.46400951808187
1998-01-23,236.82435360157154
1998-01-26,239.7156443704312
1998-01-27,241.34872511661607
1998-01-28,243.60507803450878
1998-01-29,241.53657074984827
1998-01-30,240.02527983181298
1998-02-02,242.22663139903787
1998-02-03,244.64600247271918
1998-02-04,246.44316925377495
1998-02-05,250.07966566514682
1998-02-06,250.97714017260145
1998-02-09,251.27850796122397
1998-02-10,253.57406151311622
