Date,ACWI ex JAPAN SMALL VALUE
2007-05-31,1000.0
2007-06-01,1005.7240760729846
2007-06-04,1008.8778206207791
2007-06-05,1003.4947330645625
2007-06-06,991.9906072729672
2007-06-07,976.1814268875916
2007-06-08,977.3224437748487
2007-06-11,979.4607243589021
2007-06-12,971.2864644404339
2007-06-13,976.5966458510312
2007-06-14,983.7957491890334
2007-06-15,993.6269031025341
2007-06-18,993.6184006632847
2007-06-19,994.9338967908255
2007-06-20,988.6988620182793
2007-06-21,987.1720530565478
2007-06-22,983.490612719882
2007-06-25,978.2339730334726
2007-06-26,974.8412496162273
2007-06-27,977.2841805549608
2007-06-28,983.9067190268271
2007-06-29,983.9341367391809
2007-07-02,994.6978421940817
2007-07-03,999.7017526563635
2007-07-04,1002.7966249846309
2007-07-05,1002.6936465918167
2007-07-06,1006.470679263772
2007-07-09,1008.9756384508686
2007-07-10,999.3899352603314
2007-07-11,1000.8021136869904
2007-07-12,1013.7663129770104
2007-07-13,1018.0303483829198
2007-07-16,1014.6064874514468
2007-07-17,1014.4557849659074
2007-07-18,1010.586299894082
2007-07-19,1017.0197053916575
2007-07-20,1008.6765638017926
2007-07-23,1008.422737445224
2007-07-24,990.5089240498462
2007-07-25,984.9704783429718
2007-07-26,961.6282946282886
2007-07-27,944.3593903287076
2007-07-30,949.1501720476432
2007-07-31,950.968687417822
2007-08-01,942.4744233070281
2007-08-02,946.5214715589038
2007-08-03,929.0821495850207
2007-08-06,929.547541035208
2007-08-07,933.1407363783906
2007-08-08,949.6321320586324
2007-08-09,931.579701059035
2007-08-10,924.5939502779015
2007-08-13,926.0173193115843
2007-08-14,908.5998285422568
2007-08-15,891.9308820697134
2007-08-16,881.0970528711251
2007-08-17,896.0128923364399
2007-08-20,905.0678941663926
2007-08-21,906.0155338588611
2007-08-22,920.6775965415839
2007-08-23,922.5382963968732
2007-08-24,930.5621138650309
2007-08-27,928.087137834927
2007-08-28,909.7311973067276
2007-08-29,922.4446231111154
2007-08-30,924.1097943577533
2007-08-31,936.5975476828252
2007-09-03,938.7272269088609
2007-09-04,944.8064788118019
2007-09-05,934.9778319803977
2007-09-06,937.7036098840507
2007-09-07,925.2327929956125
2007-09-10,917.409548507553
2007-09-11,928.8795228807585
2007-09-12,928.0028301784865
2007-09-13,929.9699832686636
2007-09-14,929.6233246638465
2007-09-17,919.8439040875934
2007-09-18,938.6685936687744
2007-09-19,955.253790340476
2007-09-20,951.4643810614649
2007-09-21,955.0333092885493
2007-09-24,951.3499706523899
2007-09-25,944.9100308493172
2007-09-26,951.4867243942813
2007-09-27,959.3351870592248
2007-09-28,957.2956871568344
2007-10-01,970.0703638017268
2007-10-02,976.1628086234393
2007-10-03,974.0761041192718
2007-10-04,975.2129941612333
2007-10-05,987.9117102818071
2007-10-08,983.1359255670494
2007-10-09,987.4806970902548
2007-10-10,989.1264448234472
2007-10-11,989.8151972649483
2007-10-12,988.0629452713288
2007-10-15,981.4946542883256
2007-10-16,970.8275124740951
2007-10-17,974.0247528763834
2007-10-18,972.5339311717394
2007-10-19,955.5044598481489
2007-10-22,950.4831440046279
2007-10-23,963.3947642896113
2007-10-24,957.9379698367893
2007-10-25,963.3124381390805
2007-10-26,975.9019378277987
2007-10-29,979.173182800194
2007-10-30,975.7094825890408
2007-10-31,988.8766922643964
2007-11-01,966.3365034591584
2007-11-02,961.5423247555327
2007-11-05,952.8820773147555
2007-11-06,963.2450029965092
2007-11-07,947.2052702387244
2007-11-08,947.092035973264
2007-11-09,937.6368430217044
2007-11-12,923.2516013078459
2007-11-13,936.7260744379214
2007-11-14,938.6487271786879
2007-11-15,924.917669539264
2007-11-16,917.4822671073548
2007-11-19,898.8821615720789
2007-11-20,899.5930592306865
2007-11-21,882.0313209480272
2007-11-22,882.5412982508373
2007-11-23,893.7172061264885
2007-11-26,882.7969801301723
2007-11-27,885.6133321262297
2007-11-28,905.7314331701917
2007-11-29,907.226351636861
2007-11-30,914.5450916909073
2007-12-03,909.6440193721694
2007-12-04,900.6731427611803
2007-12-05,909.9055477725127
2007-12-06,923.2169047351398
2007-12-07,927.2229961111642
2007-12-10,933.3827443597277
2007-12-11,917.4584889811139
2007-12-12,917.4568037967903
2007-12-13,907.7289827354265
2007-12-14,893.9933833051155
2007-12-17,874.4222217958704
2007-12-18,880.2392693470373
2007-12-19,879.9629274603142
2007-12-20,883.0587024292108
2007-12-21,896.7686480165911
2007-12-24,905.7281806428134
2007-12-25,905.9396302913988
2007-12-26,906.8487836113239
2007-12-27,899.1585610792646
2007-12-28,902.0230217765692
2007-12-31,900.4099290733861
2008-01-01,900.7464180357263
2008-01-02,894.111286726339
2008-01-03,884.3087279747759
2008-01-04,866.2891534258293
2008-01-07,861.5698335744545
2008-01-08,851.1266761259892
2008-01-09,846.8198059571528
2008-01-10,847.5463732058589
2008-01-11,839.0015475133791
2008-01-14,845.7819924159985
2008-01-15,828.8908698411902
2008-01-16,821.9376933893801
2008-01-17,811.7365862565913
2008-01-18,802.2774370837543
2008-01-21,782.9533395933705
2008-01-22,784.9766768446616
2008-01-23,799.4468118061042
2008-01-24,810.687173095418
2008-01-25,814.0078112517867
2008-01-28,821.5246551679392
2008-01-29,831.6066842537805
2008-01-30,825.615282064516
2008-01-31,837.9968823144095
2008-02-01,856.2088510824428
2008-02-04,856.3430023925426
2008-02-05,833.6178913572658
2008-02-06,827.7003212103382
2008-02-07,827.0302728434428
2008-02-08,825.323270008963
2008-02-11,821.6874865114604
2008-02-12,833.6063571806567
2008-02-13,840.5016015153769
2008-02-14,837.5823606305779
2008-02-15,834.2513520448443
2008-02-18,836.714844844886
2008-02-19,840.2188777403015
2008-02-20,840.7591479399391
2008-02-21,838.1974138267719
2008-02-22,838.7759420094769
2008-02-25,852.9325246151967
2008-02-26,861.5347170560873
2008-02-27,864.9258635471166
2008-02-28,855.6796400992171
2008-02-29,838.9870463699303
2008-03-03,832.2594038274626
2008-03-04,828.4694939278311
2008-03-05,832.5928683431214
2008-03-06,819.207355255181
2008-03-07,812.1421833829689
2008-03-10,797.1673873062689
2008-03-11,817.5934185703595
2008-03-12,819.8167699713898
2008-03-13,821.8503064278539
2008-03-14,810.8230307208966
2008-03-17,792.4024814819697
2008-03-18,814.9534209401639
2008-03-19,801.3429248945332
2008-03-20,805.8084859893115
2008-03-21,806.3715528613744
2008-03-24,818.0726040019023
2008-03-25,833.2309674192682
2008-03-26,831.8621714129553
2008-03-27,831.3705652830799
2008-03-28,824.8931629728426
2008-03-31,831.0569728504935
2008-04-01,848.4360697464257
2008-04-02,854.168468001027
2008-04-03,853.2227829798463
2008-04-04,853.5402467073279
2008-04-07,856.9252100524008
2008-04-08,851.4018702971391
2008-04-09,842.7092854330933
2008-04-10,845.153088764684
2008-04-11,834.1393882641688
2008-04-14,829.9047988032047
2008-04-15,835.4787957553846
2008-04-16,855.9837982891415
2008-04-17,854.5024507236773
2008-04-18,861.7947872874762
2008-04-21,860.3534067141957
2008-04-22,853.0227372486571
2008-04-23,852.8797635011505
2008-04-24,855.4719943009652
2008-04-25,860.7746554408163
2008-04-28,865.7787631883391
2008-04-29,859.5461145809547
2008-04-30,860.6779212865536
2008-05-01,868.1552828529292
2008-05-02,872.1793836248748
2008-05-05,871.3264117950614
2008-05-06,875.2499802419766
