Date,AC ASIA SMALL VALUE
1994-05-31,653.1848111072859
1994-06-30,701.8426035266485
1994-07-29,688.2417010791945
1994-08-31,684.566723969835
1994-09-30,664.9484153867598
1994-10-31,671.4893798674766
1994-11-30,620.6903464892155
1994-12-30,630.9019514998122
1995-01-31,612.7140135281719
1995-02-28,577.5618014423504
1995-03-31,604.5060659128005
1995-04-28,611.1970927840525
1995-05-31,573.965753325941
1995-06-30,550.4414325149216
1995-07-31,581.6790762847046
1995-08-31,566.6217993033202
1995-09-29,557.9087544081447
1995-10-31,535.3924851086373
1995-11-30,553.9816608288364
1995-12-29,584.1432011258728
1996-01-31,597.9692035388573
1996-02-29,594.8886608848712
1996-03-29,602.7560839921869
1996-04-30,659.8577623799373
1996-05-31,641.5553423218169
1996-06-28,642.6444698894314
1996-07-31,614.1966703994202
1996-08-30,593.0340085579871
1996-09-30,587.3344563350335
1996-10-31,556.1800527455381
1996-11-29,546.4928641804787
1996-12-31,505.40428071570295
1997-01-01,505.4279922149912
1997-01-02,507.34999628064236
1997-01-03,505.737360995535
1997-01-06,507.9639706201163
1997-01-07,508.0109615964563
1997-01-08,501.8810813028927
1997-01-09,493.86253670949213
1997-01-10,487.04296089902607
1997-01-13,489.6906416810683
1997-01-14,489.36898428626307
1997-01-15,490.27923177206293
1997-01-16,495.29681531959466
1997-01-17,493.3129557284164
1997-01-20,489.30996621033256
1997-01-21,485.9264807584874
1997-01-22,485.7526856453819
1997-01-23,481.72508637012083
1997-01-24,480.7470348557232
1997-01-27,476.0281077749597
1997-01-28,471.38581391952005
1997-01-29,468.95980732704976
1997-01-30,467.4681868378095
1997-01-31,471.537985086032
1997-02-03,471.15510464605353
1997-02-04,473.279224311617
1997-02-05,467.3375628927003
1997-02-06,465.33369293702253
1997-02-07,459.9133977498403
1997-02-10,465.2789112929236
1997-02-11,465.105718799048
1997-02-12,462.8797791466378
1997-02-13,460.44137038885
1997-02-14,460.15223275452394
1997-02-17,461.2492303058908
1997-02-18,460.50611317043524
1997-02-19,459.7034888915046
1997-02-20,466.76282916507427
1997-02-21,468.56023072725816
1997-02-24,472.37396554011656
1997-02-25,472.87656387946504
1997-02-26,471.7014280700641
1997-02-27,473.5616344645883
1997-02-28,473.35052898556154
1997-03-03,471.85737115859934
1997-03-04,468.9263037569829
1997-03-05,467.929026234741
1997-03-06,464.83149304115756
1997-03-07,463.602002521389
1997-03-10,462.7996389315578
1997-03-11,461.8746911141329
1997-03-12,457.97611974546294
1997-03-13,454.92508302212786
1997-03-14,449.68079510934155
1997-03-17,451.11148882422475
1997-03-18,455.1476915881277
1997-03-19,453.1606063003171
1997-03-20,450.44763927095477
1997-03-21,453.43235482952247
1997-03-24,450.8848095870097
1997-03-25,449.8451264853245
1997-03-26,450.7940456660722
1997-03-27,449.6352804828034
1997-03-28,448.77381438895287
1997-03-31,447.72150220613884
1997-04-01,445.12561262213217
1997-04-02,447.11321354343676
1997-04-03,445.1529585515213
1997-04-04,439.1557225486389
1997-04-07,431.23734207251806
1997-04-08,427.0874904346292
1997-04-09,422.5019464235271
1997-04-10,418.3168670200771
1997-04-11,416.8495856075662
