Date,AC AMERICAS SMALL VALUE
2007-05-31,1000.0
2007-06-01,1006.6118181180289
2007-06-04,1010.4864013515205
2007-06-05,1001.7020559590426
2007-06-06,991.896689132749
2007-06-07,973.2905678124488
2007-06-08,982.4178696456378
2007-06-11,981.7105416248099
2007-06-12,970.2400795867408
2007-06-13,980.751663428095
2007-06-14,985.2935227567929
2007-06-15,994.3503548030842
2007-06-18,992.3391704852534
2007-06-19,994.2615176612557
2007-06-20,982.4579770842247
2007-06-21,984.5331029265463
2007-06-22,977.5242631054167
2007-06-25,970.8432737885879
2007-06-26,967.319999519972
2007-06-27,977.7244492132908
2007-06-28,979.6776808868744
2007-06-29,976.0491809696391
2007-07-02,988.3717284145207
2007-07-03,990.5967254695994
2007-07-04,991.4504586032222
2007-07-05,992.7168363561264
2007-07-06,996.173377976274
2007-07-09,996.5091883230273
2007-07-10,980.1932821899214
2007-07-11,982.3360678294182
2007-07-12,997.9956076657074
2007-07-13,1000.5855414895735
2007-07-16,993.8315919126877
2007-07-17,993.8529143847664
2007-07-18,990.4942501606034
2007-07-19,996.2229182384976
2007-07-20,981.0685550477341
2007-07-23,979.3554873314155
2007-07-24,954.6138917142182
2007-07-25,954.3897199512004
2007-07-26,929.8750928195335
2007-07-27,914.7781085370552
2007-07-30,921.4237184677736
2007-07-31,912.4769057856736
2007-08-01,914.2491466104615
2007-08-02,920.030422149098
2007-08-03,890.2040239107456
2007-08-06,902.0633415815937
2007-08-07,904.2171477911115
2007-08-08,919.4842296279995
2007-08-09,901.3320532613634
2007-08-10,908.9767573565606
2007-08-13,905.0027950802552
2007-08-14,883.4652625255657
2007-08-15,868.4058679826893
2007-08-16,880.6020729069287
2007-08-17,901.8825188525205
2007-08-20,904.2778712209903
2007-08-21,907.9201617182636
2007-08-22,919.0077277034063
2007-08-23,912.2535242630818
2007-08-24,922.377913010889
2007-08-27,912.7245781316857
2007-08-28,889.3392246945103
2007-08-29,909.4328787560419
2007-08-30,904.9515008504012
2007-08-31,916.1633407967031
2007-09-03,916.6225070621657
2007-09-04,924.8394046334621
2007-09-05,913.5687328160769
2007-09-06,915.8760702595314
2007-09-07,900.247967026424
2007-09-10,893.3392001323831
2007-09-11,904.2447503545352
2007-09-12,901.1434838811002
2007-09-13,904.8697971993478
2007-09-14,908.7835302805757
2007-09-17,902.0856520488492
2007-09-18,931.9708377884643
2007-09-19,941.9682219381493
2007-09-20,934.2957190180401
2007-09-21,935.7151256619981
2007-09-24,928.4749821910744
2007-09-25,923.813794128225
2007-09-26,931.2036131385659
2007-09-27,937.0626409384772
2007-09-28,930.6144796944177
2007-10-01,946.925297949935
2007-10-02,952.4188671883746
2007-10-03,947.3556263350313
2007-10-04,949.1088369652443
2007-10-05,965.8898329851098
2007-10-08,959.8300816157084
2007-10-09,964.7931208376941
2007-10-10,961.8190100111564
2007-10-11,956.3456552048525
2007-10-12,958.478175828991
2007-10-15,947.7149569624864
2007-10-16,938.0595095688542
2007-10-17,937.9520363222258
2007-10-18,936.8997735547426
2007-10-19,913.4082753807553
2007-10-22,921.5362105414102
2007-10-23,927.955591087522
2007-10-24,922.6619561865166
2007-10-25,921.6065932706665
2007-10-26,935.606707770119
2007-10-29,936.0702801270519
2007-10-30,933.9608235017497
2007-10-31,946.5923906699387
2007-11-01,916.6847980259456
2007-11-02,913.6211273294002
2007-11-05,906.2426990337583
2007-11-06,917.2345111132945
2007-11-07,891.3730516056114
2007-11-08,900.3089808270187
2007-11-09,893.1556849454059
2007-11-12,885.3598334731812
2007-11-13,905.6557853905812
2007-11-14,898.8415693743519
2007-11-15,888.1199746029935
2007-11-16,882.7812640096162
2007-11-19,863.8706771487854
2007-11-20,862.0856594925083
2007-11-21,851.6018833262451
2007-11-22,852.2335119686447
2007-11-23,866.2976642440714
2007-11-26,844.1922523994124
2007-11-27,852.4698163070174
2007-11-28,879.5453636370944
2007-11-29,875.7283212212352
2007-11-30,881.5645960791545
2007-12-03,874.3317288874356
2007-12-04,865.8078082726287
2007-12-05,878.1535507769698
2007-12-06,899.2368439652287
2007-12-07,899.6468075291464
2007-12-10,906.8415992389214
2007-12-11,879.1249637085533
2007-12-12,880.3255125244542
2007-12-13,877.6553170087684
2007-12-14,861.8468137855614
2007-12-17,849.0087682383067
2007-12-18,859.6440978714477
2007-12-19,859.7462396428738
2007-12-20,866.9235049064239
2007-12-21,883.3166614708941
2007-12-24,893.7012656145401
2007-12-25,893.7012656145401
2007-12-26,891.7846718546054
2007-12-27,873.7704431764497
2007-12-28,872.6710390185311
2007-12-31,868.9488577448066
2008-01-01,868.9488577448066
2008-01-02,856.6840001569594
2008-01-03,845.8608623572275
2008-01-04,822.2595423020541
2008-01-07,825.906501076825
2008-01-08,807.2585857089899
2008-01-09,811.1242228195398
2008-01-10,818.9591127783805
2008-01-11,806.0444135524667
2008-01-14,811.4659260812412
2008-01-15,794.5928479935877
2008-01-16,798.0451388590723
2008-01-17,778.3101681109639
2008-01-18,769.6844550700235
2008-01-21,764.9491726580784
2008-01-22,770.2766200901506
2008-01-23,798.0333481627778
2008-01-24,798.3127217857756
2008-01-25,794.5323825467381
2008-01-28,812.6826270381499
2008-01-29,819.633131318064
2008-01-30,812.2783820076813
2008-01-31,833.181616164047
2008-02-01,851.7837461953144
2008-02-04,844.4539656261386
2008-02-05,822.0571221071376
2008-02-06,814.8826547264011
2008-02-07,824.6303862419487
2008-02-08,819.6881499562043
2008-02-11,818.625612109454
2008-02-12,824.9944426580503
2008-02-13,836.1261063470604
2008-02-14,822.6404298154059
2008-02-15,820.8412508521018
2008-02-18,820.8530912575632
2008-02-19,819.6514493603939
2008-02-20,829.229545594572
2008-02-21,816.1939455085264
2008-02-22,820.0533242080172
2008-02-25,836.8407279825973
2008-02-26,843.9067199470586
2008-02-27,841.7417716377666
2008-02-28,829.8191306247353
2008-02-29,807.5328293894135
2008-03-03,806.0847971164411
2008-03-04,802.2189777466209
2008-03-05,803.4632935520505
2008-03-06,781.4234944886438
2008-03-07,780.0784425337765
2008-03-10,765.318039993979
2008-03-11,794.827616079726
2008-03-12,788.4597851567836
2008-03-13,799.9797154263421
2008-03-14,783.978934208104
2008-03-17,772.4073374650392
2008-03-18,801.2819236009567
2008-03-19,784.3837184373702
2008-03-20,800.4831776333223
2008-03-21,800.4831776333223
2008-03-24,817.3926716112101
2008-03-25,823.083444954167
2008-03-26,815.5452383920816
2008-03-27,805.6234997959251
2008-03-28,796.24267695104
2008-03-31,803.0211931791493
2008-04-01,828.0440688632827
2008-04-02,831.9369754633414
2008-04-03,833.5816209325551
2008-04-04,831.5854839983576
2008-04-07,833.0017649641949
2008-04-08,829.4737221160403
2008-04-09,815.1581140219799
2008-04-10,820.9730611414299
2008-04-11,805.0416911922644
2008-04-14,802.0327275352181
2008-04-15,810.7247260444901
2008-04-16,833.8599135212667
2008-04-17,831.3136048013387
2008-04-18,842.1729693588103
2008-04-21,836.8403531655767
2008-04-22,824.8883659873701
2008-04-23,824.9534384291734
2008-04-24,836.6808186308994
2008-04-25,843.1407667343142
2008-04-28,847.5596186006804
2008-04-29,842.6458920275309
2008-04-30,839.909076804968
2008-05-01,856.7261960587302
2008-05-02,855.8177183976346
2008-05-05,852.4238702669768
2008-05-06,858.2333830754168
2008-05-07,845.8559359842382
2008-05-08,846.2943057548277
2008-05-09,846.1093622937755
2008-05-12,859.2883086364124
2008-05-13,861.66587299804
2008-05-14,864.7632491123635
2008-05-15,872.3135586573978
2008-05-16,870.5941671694627
2008-05-19,870.7175306788221
2008-05-20,865.8737615862563
2008-05-21,856.7414211102833
2008-05-22,861.7354451737964
2008-05-23,851.6371672391282
2008-05-26,851.6291460177528
2008-05-27,859.2900418023308
2008-05-28,862.2833062898105
2008-05-29,870.0889764239297
2008-05-30,870.9672277311093
2008-06-02,862.9742055139833
2008-06-03,861.4374258449525
2008-06-04,863.9746200107519
2008-06-05,879.0435455937914
2008-06-06,853.433006503146
2008-06-09,846.1175950367464
2008-06-10,844.6867372104875
2008-06-11,827.8694205917805
2008-06-12,830.9750571216503
2008-06-13,842.0620546785235
2008-06-16,848.5765321543572
2008-06-17,840.3857753445639
2008-06-18,832.1230025323356
2008-06-19,837.9977561864254
2008-06-20,822.712542828102
2008-06-23,813.9598964043045
2008-06-24,806.6395653357662
2008-06-25,815.2525215812453
2008-06-26,793.9310889572507
2008-06-27,788.3861233940266
2008-06-30,780.6242779238111
2008-07-01,780.793666504009
2008-07-02,763.249096588487
2008-07-03,755.8046051383495
2008-07-04,755.951656935634
2008-07-07,746.8810447042074
2008-07-08,771.2933370943196
2008-07-09,753.0588503159537
2008-07-10,756.4205181981057
2008-07-11,755.40329683223
2008-07-14,742.0753837446466
2008-07-15,737.4751368476403
2008-07-16,764.099970063626
2008-07-17,780.849001629449
2008-07-18,779.3757466662521
2008-07-21,781.7908613846956
2008-07-22,801.7089136627742
2008-07-23,807.2254905759314
2008-07-24,784.2467295370386
2008-07-25,788.5836114234647
2008-07-28,774.9388213356962
2008-07-29,797.0720354477864
2008-07-30,802.7786045364817
2008-07-31,799.080632012548
2008-08-01,800.7164218505822
2008-08-04,792.2765643658497
2008-08-05,811.5070782271193
2008-08-06,813.0971350317045
2008-08-07,798.2251031440666
2008-08-08,818.7731610148237
2008-08-11,833.7977608054435
2008-08-12,823.977503038683
2008-08-13,822.6318688860218
2008-08-14,831.9176900982942
2008-08-15,833.7690009763533
2008-08-18,822.6184271139149
2008-08-19,809.8007718279302
2008-08-20,810.4490674324993
2008-08-21,807.1228221432596
2008-08-22,820.1141616204785
2008-08-25,803.1571439790191
2008-08-26,806.0888277732902
2008-08-27,815.6937895578257
2008-08-28,832.7465769470832
2008-08-29,826.1731316895302
2008-09-01,825.5223243399017
2008-09-02,826.2512042934993
2008-09-03,830.900276214828
2008-09-04,808.891599826248
2008-09-05,810.0831231212292
2008-09-08,828.8226363645344
2008-09-09,800.9387957524207
2008-09-10,809.2092213385307
2008-09-11,810.7959036923485
2008-09-12,816.224356208051
2008-09-15,781.2060300567889
2008-09-16,798.3573586502929
2008-09-17,762.0824633187277
2008-09-18,812.1983638352
2008-09-19,845.8291633588947
2008-09-22,804.0841128249562
2008-09-23,796.5110647526251
2008-09-24,786.6178868596721
2008-09-25,795.2362390681151
2008-09-26,793.5020643434831
2008-09-29,738.3471734987769
2008-09-30,762.5769626797039
2008-10-01,760.5219169996359
2008-10-02,724.5354272340905
2008-10-03,706.7268672773264
2008-10-06,675.3654922903204
2008-10-07,638.5177196082775
2008-10-08,622.374909964303
2008-10-09,570.7239021881759
2008-10-10,585.8547924065837
2008-10-13,635.2336730655356
2008-10-14,628.0641737508263
2008-10-15,572.2207441164178
2008-10-16,596.5223391181396
2008-10-17,591.1725216641793
2008-10-20,612.435970235345
2008-10-21,594.9211720872072
2008-10-22,561.2265737618665
2008-10-23,549.495663704453
2008-10-24,531.3297092343857
2008-10-27,508.5013443699559
2008-10-28,548.545878610283
2008-10-29,557.7114708756158
2008-10-30,580.0358059819833
2008-10-31,601.0168399252472
2008-11-03,603.4897015283987
2008-11-04,616.3625439957042
2008-11-05,583.4439007052745
2008-11-06,560.4945790107641
2008-11-07,572.4394253759416
2008-11-10,556.6697915451459
2008-11-11,544.1839444923371
2008-11-12,515.2421466153357
2008-11-13,555.1817397131689
2008-11-14,523.2899351577555
2008-11-17,515.2653380561912
2008-11-18,513.2849105936456
2008-11-19,474.4071211566839
2008-11-20,440.6498871276534
2008-11-21,463.05804163663345
2008-11-24,499.1886498482953
2008-11-25,508.322273696556
2008-11-26,534.0389124275397
2008-11-27,534.8248968944422
2008-11-28,543.2847817671674
2008-12-01,479.37520744820876
2008-12-02,506.7317641865078
2008-12-03,520.5078294583386
2008-12-04,504.50193005457754
2008-12-05,525.901582914496
2008-12-08,548.9693236315192
2008-12-09,532.9939994248625
2008-12-10,547.1184393656314
2008-12-11,519.8817763936117
2008-12-12,537.7917370649039
2008-12-15,522.5707780236191
2008-12-16,556.9304182638328
2008-12-17,560.0551741304245
2008-12-18,548.1251167392935
2008-12-19,555.8649933358154
2008-12-22,542.296053628945
2008-12-23,536.1413301504383
2008-12-24,538.5617398400595
2008-12-25,538.5617398400595
2008-12-26,545.2959681989827
2008-12-29,537.0093093010261
2008-12-30,556.3996106875925
2008-12-31,574.5048458384347
2009-01-01,574.5048458384347
2009-01-02,585.2876758275147
2009-01-05,586.2130038450081
2009-01-06,600.5592491271956
2009-01-07,579.1077705266528
2009-01-08,585.4766659358994
2009-01-09,565.1222739655741
2009-01-12,547.2793004829674
2009-01-13,553.0190558898522
2009-01-14,528.6353714947218
2009-01-15,535.0012605376708
