Date,AC EUROPE SMALL VALUE
1994-05-31,148.80478718969715
1994-06-30,146.56272992957284
1994-07-29,150.96365259003105
1994-08-31,153.27719272913325
1994-09-30,149.90976798795467
1994-10-31,152.70389256352982
1994-11-30,146.6154257774195
1994-12-30,147.17883476372654
1995-01-31,146.54439116131593
1995-02-28,148.27938435189608
1995-03-31,153.42023975857612
1995-04-28,156.91286878056945
1995-05-31,161.00600848494912
1995-06-30,162.17126389420255
1995-07-31,167.80544395744678
1995-08-31,160.45433157233882
1995-09-29,163.52381878821308
1995-10-31,160.3537004049614
1995-11-30,156.4302930208426
1995-12-29,159.14933967830498
1996-01-31,160.59813607651975
1996-02-29,167.62591796372485
1996-03-29,170.2329505265469
1996-04-30,171.74914401066945
1996-05-31,175.8830571277947
1996-06-28,176.75831104086842
1996-07-31,172.99120858266755
1996-08-30,177.1257079249466
1996-09-30,175.61232659446807
1996-10-31,179.7310047248162
1996-11-29,184.23783241624392
1996-12-31,189.17858262670995
1997-01-01,189.17399641646932
1997-01-02,188.13214419672593
1997-01-03,188.0574973638607
1997-01-06,188.18617089171445
1997-01-07,189.30456763271516
1997-01-08,189.8516728651218
1997-01-09,190.49974832348872
1997-01-10,190.04055990340996
1997-01-13,191.09230171423107
1997-01-14,192.10153739506495
1997-01-15,193.52836235901
1997-01-16,194.27949991606454
1997-01-17,193.4916362328721
1997-01-20,193.01039881871822
1997-01-21,192.4948490518262
1997-01-22,191.74498457297432
1997-01-23,191.43827360030392
1997-01-24,192.23938400679643
1997-01-27,191.78943796735976
1997-01-28,190.00191523498825
1997-01-29,190.70491602293384
1997-01-30,191.66479331006934
1997-01-31,192.51059538510646
1997-02-03,192.76372888241175
1997-02-04,193.2361555589884
1997-02-05,194.06480117242003
1997-02-06,194.62351237912074
1997-02-07,193.7828489004411
1997-02-10,196.06124393438216
1997-02-11,195.3306146519654
1997-02-12,194.36514210230038
1997-02-13,193.7841582382221
1997-02-14,194.07517895712758
1997-02-17,193.1070832165573
1997-02-18,193.2536764519585
1997-02-19,193.54057339861012
1997-02-20,193.94550454160589
1997-02-21,194.80913237576385
1997-02-24,196.51938115159444
1997-02-25,196.69663978990158
1997-02-26,195.81511770831978
1997-02-27,195.42919286176445
1997-02-28,195.27107110038344
1997-03-03,194.15639854670272
1997-03-04,193.8496764762517
1997-03-05,194.06701548449968
1997-03-06,195.14478674798815
1997-03-07,195.04008113331483
1997-03-10,196.94511640832638
1997-03-11,197.35022036370998
1997-03-12,196.38279488916137
1997-03-13,196.21124999442856
1997-03-14,195.97829653029507
1997-03-17,195.9392426562866
1997-03-18,195.91719854336387
1997-03-19,195.8527201292404
1997-03-20,193.64226423510073
1997-03-21,194.7015255672626
1997-03-24,194.4431410692783
1997-03-25,195.08496770828404
1997-03-26,196.030065516523
1997-03-27,197.85848687185404
1997-03-28,198.20469788590555
1997-03-31,199.09544943505995
1997-04-01,196.2852128142667
1997-04-02,196.5048883259128
1997-04-03,195.82699457057882
1997-04-04,196.0664846956066
1997-04-07,194.29236708621423
1997-04-08,194.1787803195186
1997-04-09,194.32203965020392
1997-04-10,194.65502974820166
1997-04-11,194.45474122893629
1997-04-14,193.98611959242757
1997-04-15,193.92478753923294
1997-04-16,194.41191273186857
1997-04-17,195.10192777503354
1997-04-18,195.57611177194215
1997-04-21,196.60525156548954
1997-04-22,195.9649106941373
1997-04-23,196.2715625971381
1997-04-24,196.2946372391394
1997-04-25,195.2412157919401
1997-04-28,195.00079770350735
1997-04-29,195.7205665805825
1997-04-30,195.45285208647485
1997-05-01,196.49231661333891
1997-05-02,196.27096766556625
1997-05-05,196.36243864459385
1997-05-06,198.11102062040308
1997-05-07,198.69649379601955
1997-05-08,199.01335053198088
1997-05-09,200.43485238487918
1997-05-12,200.60855561884608
1997-05-13,201.75195057492817
1997-05-14,202.2227679961483
1997-05-15,202.8400365931319
1997-05-16,203.60345261302658
1997-05-19,202.83966439692577
1997-05-20,203.62899336414318
1997-05-21,204.35882939028886
1997-05-22,203.91801838912806
1997-05-23,204.3933346725877
1997-05-26,204.42416669295648
1997-05-27,203.37970139494215
1997-05-28,203.46194226859518
1997-05-29,203.45129296263516
1997-05-30,202.2491165097973
1997-06-02,200.99648669123414
1997-06-03,201.5026791418219
1997-06-04,201.55611108479832
1997-06-05,202.22896751335392
1997-06-06,202.40758845323322
1997-06-09,204.55533847129846
1997-06-10,204.08932180584122
1997-06-11,204.582635671827
1997-06-12,204.72357379515898
1997-06-13,204.63342849847845
1997-06-16,205.47399248327105
1997-06-17,204.51515307139414
1997-06-18,204.89129325148943
1997-06-19,205.96590425355316
1997-06-20,205.9157274142699
1997-06-23,206.84711494124195
1997-06-24,206.2774518826949
1997-06-25,207.22211084591828
1997-06-26,206.63434890048984
1997-06-27,205.97205854881733
1997-06-30,205.68577966083066
1997-07-01,206.28116746175795
1997-07-02,205.8119384811581
1997-07-03,208.1578865076612
1997-07-04,208.6771649263585
1997-07-07,210.05986646336268
1997-07-08,209.2654057538111
1997-07-09,209.19748681194034
1997-07-10,209.40484050220306
1997-07-11,208.88094666937818
1997-07-14,207.57777881747305
1997-07-15,206.37849508748494
1997-07-16,207.50645048646098
1997-07-17,208.18858591104157
1997-07-18,207.61910358923174
1997-07-21,206.34600461856567
1997-07-22,205.91057429216644
1997-07-23,205.97634361762542
1997-07-24,205.08646559558593
1997-07-25,204.39860802417127
1997-07-28,202.9970294890583
1997-07-29,203.61755642188055
1997-07-30,203.8932371566947
1997-07-31,204.96226498403686
1997-08-01,203.35223686602674
1997-08-04,201.93717461679694
1997-08-05,200.39842428076517
1997-08-06,200.2838488775691
1997-08-07,201.2948110164153
1997-08-08,202.95074284012404
1997-08-11,202.8737223679213
1997-08-12,202.4575359529147
1997-08-13,203.90905902363653
1997-08-14,202.86114566005006
1997-08-15,205.61063673345478
1997-08-18,203.04269598861734
1997-08-19,203.3821235471194
1997-08-20,202.5502398275993
1997-08-21,203.76303072927666
1997-08-22,204.83582464473326
1997-08-25,204.69741185066644
1997-08-26,205.60374707351292
1997-08-27,204.47081606592135
1997-08-28,205.13973698125653
1997-08-29,204.14599226927098
1997-09-01,203.68057677856805
1997-09-02,202.38825698578862
1997-09-03,203.32267548152632
1997-09-04,203.63387346930568
1997-09-05,205.32337839794405
1997-09-08,205.55766681089762
1997-09-09,206.3563064080142
1997-09-10,206.58014596720506
1997-09-11,206.2107675220479
1997-09-12,208.47333879769985
1997-09-15,209.42794462704225
1997-09-16,208.9567997478764
1997-09-17,210.122059030327
1997-09-18,211.1053771984207
1997-09-19,211.44294605534975
1997-09-22,210.54187134559965
1997-09-23,211.11458883673617
1997-09-24,213.6278027252494
1997-09-25,214.79602567941984
1997-09-26,215.0319843667295
1997-09-29,216.29347874756587
1997-09-30,216.5559017963551
1997-10-01,216.0272650763696
1997-10-02,217.34704736028476
1997-10-03,218.8422072222649
1997-10-06,219.13714744437507
1997-10-07,220.29354173178217
1997-10-08,221.12869507201304
1997-10-09,220.53112906045524
1997-10-10,219.20177187805672
1997-10-13,220.52178573652773
1997-10-14,220.53472662115738
1997-10-15,221.300950545118
1997-10-16,222.1603226616611
1997-10-17,219.39147537254075
1997-10-20,219.62961247561773
1997-10-21,219.4317073941543
1997-10-22,219.97087285093372
1997-10-23,217.4294091235451
1997-10-24,217.9783968494375
1997-10-27,216.85523841545847
1997-10-28,209.7247104212224
1997-10-29,214.47896922791875
1997-10-30,213.93728591643344
1997-10-31,215.86640347524934
1997-11-03,216.06027606240772
1997-11-04,217.80650490986815
1997-11-05,217.67879230797305
1997-11-06,218.2636757063268
1997-11-07,217.63167005402818
1997-11-10,217.08322743953028
1997-11-11,217.28835155908016
1997-11-12,214.41590470092765
1997-11-13,213.56687587008113
1997-11-14,213.07227748937373
1997-11-17,213.72757808932062
1997-11-18,214.87625912623946
1997-11-19,213.70908750512106
1997-11-20,214.7406699033913
1997-11-21,214.2338896890478
1997-11-24,213.81018534916004
1997-11-25,212.4650424427548
1997-11-26,211.4902121245279
1997-11-27,211.46562742590285
1997-11-28,212.35634398096047
1997-12-01,212.10220697335922
1997-12-02,212.60389591847053
1997-12-03,213.47512649318747
1997-12-04,214.1753854069739
1997-12-05,213.13166072201673
1997-12-08,212.92030591046813
1997-12-09,212.28816858520304
1997-12-10,213.30599923480045
1997-12-11,212.74763203126994
1997-12-12,213.18644676547254
1997-12-15,212.37391419612837
1997-12-16,211.57172471618549
1997-12-17,213.3633759624058
1997-12-18,214.01676611906663
1997-12-19,213.3858228383461
1997-12-22,212.29075415037906
1997-12-23,213.28302497684214
1997-12-24,213.19302375326973
1997-12-25,213.18724656829144
1997-12-26,213.2263375961128
1997-12-29,213.83190536637872
1997-12-30,213.61693856240493
1997-12-31,213.4448961696034
1998-01-01,213.46199805102367
1998-01-02,214.2448716585992
1998-01-05,214.69867553859683
1998-01-06,214.33948828656685
1998-01-07,214.26002505389553
1998-01-08,214.54200829110246
1998-01-09,214.10859524599292
1998-01-12,211.37056585178598
1998-01-13,213.58919155660703
1998-01-14,214.31702198237605
1998-01-15,213.60089542946056
1998-01-16,214.98726271123263
1998-01-19,214.99591578262948
1998-01-20,214.61974446813252
1998-01-21,215.50396988882932
1998-01-22,218.04913269108448
1998-01-23,220.9385116796729
1998-01-26,220.37996503758927
1998-01-27,220.3850298277104
1998-01-28,219.861362940754
1998-01-29,218.93619821621502
1998-01-30,219.16012955512807
1998-02-02,221.01153683587805
1998-02-03,222.04741883673225
1998-02-04,223.62320887490583
1998-02-05,226.86993270059676
1998-02-06,226.91503434188024
1998-02-09,225.31228461289453
1998-02-10,225.64179069304978
1998-02-11,226.27151953243373
1998-02-12,227.1272675930463
1998-02-13,225.79827360334596
1998-02-16,226.64909384635843
1998-02-17,226.44275219694666
1998-02-18,227.7624491388249
1998-02-19,227.41172693662762
1998-02-20,227.81531057985148
1998-02-23,231.59138147607155
1998-02-24,231.66605402857925
1998-02-25,231.93373346216129
1998-02-26,233.40603695878755
1998-02-27,234.6026654107575
1998-03-02,237.07047590959203
1998-03-03,238.20262269344596
1998-03-04,237.09269665650947
1998-03-05,235.2571011471646
1998-03-06,236.6486776754052
1998-03-09,239.027190699733
1998-03-10,240.02359114949292
1998-03-11,240.89057583468875
1998-03-12,243.06071586821272
1998-03-13,246.38003607222666
1998-03-16,246.4628674310978
1998-03-17,248.32189997247647
1998-03-18,246.91269088852152
1998-03-19,247.9404718760214
1998-03-20,249.0636072115292
1998-03-23,251.3780585151126
1998-03-24,251.94027570441156
1998-03-25,253.68635182728286
1998-03-26,254.17629793064523
1998-03-27,254.9087729321886
1998-03-30,254.06483186528973
1998-03-31,253.98200104457396
1998-04-01,255.65822721742703
1998-04-02,256.63117883940123
1998-04-03,256.9294798524973
1998-04-06,258.0239965760318
1998-04-07,257.97200182533936
1998-04-08,257.5159594365423
1998-04-09,258.9667256677828
1998-04-10,259.4297074828228
1998-04-13,259.0906553363881
1998-04-14,263.2689214345968
1998-04-15,264.60106395852796
1998-04-16,263.3914332629544
1998-04-17,263.01894894826677
1998-04-20,264.93119129738534
1998-04-21,266.47419183763446
1998-04-22,266.90025597459527
1998-04-23,265.02330094945376
1998-04-24,264.19651601600646
1998-04-27,260.1157673974133
1998-04-28,260.19937695017705
1998-04-29,261.2994258008298
1998-04-30,263.3709678746365
1998-05-01,265.0789267999203
1998-05-04,267.57366033252583
1998-05-05,268.4480688349403
1998-05-06,269.7543378258735
1998-05-07,268.4952872856427
1998-05-08,268.52937810129833
1998-05-11,269.72802869937817
1998-05-12,270.34619853299233
1998-05-13,270.5261366097287
1998-05-14,270.4541965808713
1998-05-15,270.5907204881565
1998-05-18,268.3994180862965
1998-05-19,269.9641154010021
1998-05-20,272.6562260108806
