Date,CANADA SRI
2007-09-28,1000.0
2007-10-01,1011.8559546034955
2007-10-02,991.5004920394854
2007-10-03,979.7164016840837
2007-10-04,986.4489347132084
2007-10-05,1008.8897059400574
2007-10-08,1004.2831373471598
2007-10-09,1013.7705834300973
2007-10-10,1012.529457725598
2007-10-11,1018.5159048396167
2007-10-12,1023.0347936347214
2007-10-15,1016.8070138171612
2007-10-16,1009.7465476824179
2007-10-17,1018.7678789489181
2007-10-18,1021.891719372224
2007-10-19,1008.0706023253729
2007-10-22,998.9493396045692
2007-10-23,1008.1483619055429
2007-10-24,1000.1029210191056
2007-10-25,1011.2733058242445
2007-10-26,1030.7756454635833
2007-10-29,1054.4712627082072
2007-10-30,1049.7918761189617
2007-10-31,1083.5120670763843
2007-11-01,1066.9224238104637
2007-11-02,1079.3762849740117
2007-11-05,1073.5759638709815
2007-11-06,1083.4548022231022
2007-11-07,1073.7755654253622
2007-11-08,1061.7914659273554
2007-11-09,1028.3328144749
2007-11-12,981.2216126349482
2007-11-13,998.773418135647
2007-11-14,1017.9367729238776
2007-11-15,970.7202371531902
2007-11-16,974.9001498809325
2007-11-19,952.9869153964142
2007-11-20,962.0259538465269
2007-11-21,945.2421789999524
2007-11-22,955.3456530013774
2007-11-23,958.6888101802964
2007-11-26,947.6667401722524
2007-11-27,958.8579315424411
2007-11-28,987.7906607333098
2007-11-29,989.4358753507298
2007-11-30,997.7508097236929
2007-12-03,1000.8918571909901
2007-12-04,992.7763605539822
2007-12-05,1001.3710103574047
2007-12-06,1005.0874165018217
2007-12-07,1011.8306149687879
2007-12-10,1019.6843504595104
2007-12-11,1000.8528617358795
2007-12-12,1007.048785553758
2007-12-13,991.678603720713
2007-12-14,986.648999721494
2007-12-17,980.9795932837549
2007-12-18,972.7732372772215
2007-12-19,981.8255771915967
2007-12-20,991.6141595352692
2007-12-21,1007.0682716729523
2007-12-24,1026.162664626732
2007-12-25,1026.162664626732
2007-12-26,1031.2243365549698
2007-12-27,1036.7653428076835
2007-12-28,1049.6521669133347
2007-12-31,1041.4281885399496
2008-01-01,1041.4281885399496
2008-01-02,1036.0261635031839
2008-01-03,1041.8499694037894
2008-01-04,1018.9109856934892
2008-01-07,1003.3294849127755
2008-01-08,1003.6972869266407
2008-01-09,1001.5178024865511
2008-01-10,1005.3088977290371
2008-01-11,1006.2943856419025
2008-01-14,1015.4170338864251
2008-01-15,983.8584974101078
2008-01-16,960.0444695532935
2008-01-17,925.8332877685436
2008-01-18,919.7818058528833
2008-01-21,866.278948070963
2008-01-22,922.7464786179278
2008-01-23,925.9082940591202
2008-01-24,953.537026782058
2008-01-25,961.6801502695715
2008-01-28,973.5022255322269
2008-01-29,986.8285008042658
2008-01-30,977.9731126503225
2008-01-31,984.7348660106496
2008-02-01,1005.2045269584706
2008-02-04,1003.0622876891842
2008-02-05,971.5096346267225
2008-02-06,976.7171689548802
2008-02-07,972.7798057446572
2008-02-08,987.0334724665081
2008-02-11,996.8074218211384
2008-02-12,1003.7825542331035
2008-02-13,1008.7410080667372
2008-02-14,1006.3170817119116
2008-02-15,999.1923803639753
2008-02-18,993.9363438239235
2008-02-19,1012.6467076071395
2008-02-20,1013.6466219461041
2008-02-21,1013.3212933571526
2008-02-22,1015.9720214896009
2008-02-25,1044.9206650168112
2008-02-26,1058.9544634798356
2008-02-27,1064.0511264915924
2008-02-28,1076.3816412463075
2008-02-29,1049.3242103161858
2008-03-03,1033.921476769552
2008-03-04,1026.2089368404131
2008-03-05,1044.6699739415915
2008-03-06,1030.5401315030126
2008-03-07,1023.6611245026687
2008-03-10,987.1010436118711
2008-03-11,1025.5505498860957
2008-03-12,1025.6732519893822
2008-03-13,1045.0974965006785
2008-03-14,1026.5760208731324
2008-03-17,992.0511968823187
2008-03-18,1014.3988713614717
2008-03-19,967.5293966405742
2008-03-20,952.7419435068708
2008-03-21,952.7419435068708
2008-03-24,977.5571164975274
2008-03-25,1002.683988384651
2008-03-26,1008.5651056228734
2008-03-27,1016.8440953650761
2008-03-28,998.1752043542584
2008-03-31,997.5581545525982
2008-04-01,1005.7771411005142
2008-04-02,1022.0105109999548
2008-04-03,1034.9883159490557
2008-04-04,1048.0306181163457
2008-04-07,1050.8168709805143
2008-04-08,1048.4074242179254
2008-04-09,1042.3264071489677
2008-04-10,1059.0464378506506
2008-04-11,1042.622009430748
2008-04-14,1047.7416315582232
2008-04-15,1061.6418507294961
2008-04-16,1101.6159446012948
2008-04-17,1091.735976097088
2008-04-18,1110.1328631957065
2008-04-21,1122.790686120915
2008-04-22,1122.1349418053017
2008-04-23,1091.501394523874
2008-04-24,1078.457953346427
2008-04-25,1103.4120930504905
2008-04-28,1084.7000256524107
2008-04-29,1054.4158668547389
2008-04-30,1072.7626067770047
2008-05-01,1069.695173751204
2008-05-02,1089.8610939251023
2008-05-05,1095.9206363314458
2008-05-06,1112.0465309621852
2008-05-07,1113.2752481185407
2008-05-08,1120.5717202578821
2008-05-09,1117.855529543713
2008-05-12,1126.4950838661805
2008-05-13,1126.9374502696712
2008-05-14,1131.6629272958646
2008-05-15,1150.9787999797522
2008-05-16,1168.6324490424186
2008-05-19,1174.8147549245957
2008-05-20,1173.2179137421338
2008-05-21,1152.7138013655574
2008-05-22,1154.4490705973803
2008-05-23,1145.239598254956
2008-05-26,1151.6376406523777
2008-05-27,1124.4732203138958
2008-05-28,1148.1099786923269
2008-05-29,1156.774471685001
2008-05-30,1158.566816907951
2008-06-02,1162.9527064152912
2008-06-03,1160.7356079088129
2008-06-04,1152.84299385009
2008-06-05,1171.9800246408229
2008-06-06,1170.4917656959208
2008-06-09,1165.8771218357695
2008-06-10,1151.6771822904527
2008-06-11,1159.7456295246627
2008-06-12,1145.5329789240964
2008-06-13,1155.1432558622707
2008-06-16,1169.924789449801
2008-06-17,1192.2283101875475
2008-06-18,1180.1628826739752
2008-06-19,1162.096613772737
2008-06-20,1142.0252014906741
2008-06-23,1156.9969730823532
2008-06-24,1133.5056484272206
2008-06-25,1138.2485595314215
2008-06-26,1137.8124056906656
2008-06-27,1146.6732767707174
2008-06-30,1156.459512188528
2008-07-01,1146.8510806811698
2008-07-02,1106.0933921306744
2008-07-03,1113.3260648969094
2008-07-04,1101.3464903702268
2008-07-07,1087.857082601463
2008-07-08,1100.2338106874922
2008-07-09,1095.8787001824555
2008-07-10,1106.6403541729553
2008-07-11,1097.9929077926547
2008-07-14,1102.1844871429657
2008-07-15,1080.497202294216
2008-07-16,1093.8295361687635
2008-07-17,1088.3971534497075
2008-07-18,1084.0436780807847
2008-07-21,1110.721258384294
2008-07-22,1107.2834689047165
2008-07-23,1086.4101356811084
2008-07-24,1048.4173297845496
2008-07-25,1058.103958970614
2008-07-28,1044.420152204096
2008-07-29,1050.689605911347
2008-07-30,1081.9182485800013
2008-07-31,1071.6199716623119
2008-08-01,1061.821772380468
2008-08-04,1057.9102579264465
2008-08-05,1017.7070452290246
2008-08-06,1033.4325881632365
2008-08-07,1015.6184569319023
2008-08-08,993.4457631970721
2008-08-11,981.2813724344471
2008-08-12,986.9798145934014
2008-08-13,1000.8637793552521
2008-08-14,1004.680928142443
2008-08-15,978.8349115890657
2008-08-18,985.9120501586686
2008-08-19,976.1267296161809
2008-08-20,991.3893055407398
2008-08-21,1023.2728043953506
2008-08-22,1015.0950487783393
2008-08-25,1001.3389188560833
2008-08-26,1003.9157757068203
2008-08-27,1016.6100585941231
2008-08-28,1029.3478874155724
2008-08-29,1016.7259926185119
2008-09-01,1008.1177315714564
2008-09-02,966.4862264663703
2008-09-03,967.4535436347736
2008-09-04,940.2821050608632
2008-09-05,949.3081196014138
2008-09-08,936.4394728694688
2008-09-09,901.8684021215789
2008-09-10,920.2062289663718
2008-09-11,924.1922790030568
2008-09-12,953.2897106014327
2008-09-15,916.9784108511567
2008-09-16,920.7305812276156
2008-09-17,888.7174296235285
2008-09-18,913.6406672830367
2008-09-19,999.3031212115408
2008-09-22,994.7486104577339
2008-09-23,974.88801008904
2008-09-24,972.7801831366786
2008-09-25,970.2038944534114
2008-09-26,943.8561047017483
2008-09-29,879.2760709752949
2008-09-30,890.4867453227433
2008-10-01,887.4819782398534
2008-10-02,800.5214074845857
2008-10-03,792.5887244290689
2008-10-06,738.1961651951156
2008-10-07,721.3522095849091
2008-10-08,742.69774279217
2008-10-09,690.6083536045304
2008-10-10,632.9068224364609
2008-10-13,649.4136202489012
2008-10-14,723.163870699983
2008-10-15,655.6152215087385
2008-10-16,639.0857573378337
2008-10-17,661.1794757299211
2008-10-20,698.019304446315
2008-10-21,656.306749999419
2008-10-22,597.6353604578109
2008-10-23,598.2356706577121
2008-10-24,594.5242880723213
2008-10-27,536.2633280314508
2008-10-28,573.6752330751928
2008-10-29,624.3231523144191
2008-10-30,661.3738068428565
2008-10-31,658.2547264141667
2008-11-03,664.1098646720885
2008-11-04,717.5529025533466
2008-11-05,695.7526283424885
2008-11-06,666.5883023735971
2008-11-07,669.8246603054815
2008-11-10,669.5421173868494
2008-11-11,647.8328840810377
2008-11-12,597.8186632552832
2008-11-13,630.5598766804302
2008-11-14,611.6985130210458
2008-11-17,591.1126014804031
2008-11-18,599.6741560354875
2008-11-19,564.6194268262456
2008-11-20,488.53353344612253
2008-11-21,514.542162841346
2008-11-24,550.1691439355545
2008-11-25,550.6589363467457
2008-11-26,553.4131802888202
2008-11-27,564.9668776047204
2008-11-28,591.5248912778375
2008-12-01,539.3515626758606
2008-12-02,532.8575807839787
2008-12-03,524.5803762694765
2008-12-04,508.00910273222445
2008-12-05,505.75437506147654
2008-12-08,553.9216454679012
2008-12-09,535.5039257220742
