Date,AUSTRALIA SRI
2007-09-28,1000.0
2007-10-01,1006.2442497862256
2007-10-02,1010.6503940894473
2007-10-03,1018.3254405844802
2007-10-04,1007.6217476655863
2007-10-05,1024.0020120256809
2007-10-08,1025.6190780679492
2007-10-09,1036.3342155069772
2007-10-10,1041.3270945002241
2007-10-11,1046.024530213437
2007-10-12,1038.550755187983
2007-10-15,1033.2469821264383
2007-10-16,1000.7345762499468
2007-10-17,1006.1626685555891
2007-10-18,1022.2605435850655
2007-10-19,1013.2531456912027
2007-10-22,981.9136180276026
2007-10-23,1016.999759873092
2007-10-24,1020.8276751257431
2007-10-25,1034.0159939967639
2007-10-26,1062.6617654228025
2007-10-29,1078.1388688112663
2007-10-30,1068.3664883796841
2007-10-31,1084.6763970283716
2007-11-01,1083.1439403569548
2007-11-02,1063.1234282713053
2007-11-05,1050.22293094482
2007-11-06,1059.4672676437453
2007-11-07,1082.669622103328
2007-11-08,1048.5437239680693
2007-11-09,1038.1398734369563
2007-11-12,983.1265320642349
2007-11-13,1005.2794456920867
2007-11-14,1033.5587352881341
2007-11-15,1008.5752112070954
2007-11-16,994.0990225989724
2007-11-19,1001.5454672225794
2007-11-20,989.134310305029
2007-11-21,956.9285519452177
2007-11-22,952.6781369223505
2007-11-23,952.0761816890605
2007-11-26,971.7688591166861
2007-11-27,966.3844187619437
2007-11-28,969.1636862198837
2007-11-29,973.0174188069417
2007-11-30,986.0003795115445
2007-12-03,984.9980489248333
2007-12-04,977.4035181512605
2007-12-05,971.1717975626486
2007-12-06,984.0255706920625
2007-12-07,1002.0516936748702
2007-12-10,1001.5714078782878
2007-12-11,1011.6815136345701
2007-12-12,1008.6896272644633
2007-12-13,997.2701684455606
2007-12-14,967.2876806349606
2007-12-17,936.1269514477281
2007-12-18,938.7019946830853
2007-12-19,928.0441426677706
2007-12-20,918.7193387483092
2007-12-21,941.0058158793998
2007-12-24,952.1752093013306
2007-12-25,952.1752093013306
2007-12-26,954.7437815814867
2007-12-27,957.8780385517802
2007-12-28,956.352837580569
2007-12-31,961.9869579200957
2008-01-01,961.9869579200957
2008-01-02,965.0770595721172
2008-01-03,961.0900180985104
2008-01-04,953.602827564104
2008-01-07,925.9826833465676
2008-01-08,937.6527285256549
2008-01-09,930.4745847413872
2008-01-10,934.9848501386368
2008-01-11,931.3024598979013
2008-01-14,935.9147949511838
2008-01-15,927.4532632256048
2008-01-16,891.7521638372805
2008-01-17,903.6232342105926
2008-01-18,897.5494301407983
2008-01-21,862.6842749981952
2008-01-22,813.1182854482473
2008-01-23,835.9249547711624
2008-01-24,867.3612497661642
2008-01-25,913.7743306744927
2008-01-28,915.4828039273119
2008-01-29,899.8713510866903
2008-01-30,882.8649757599476
2008-01-31,886.2418264121334
2008-02-01,919.711478527127
2008-02-04,927.2393075432446
2008-02-05,897.0206073886085
2008-02-06,874.7813232741727
2008-02-07,863.5244167458037
2008-02-08,882.77405735069
2008-02-11,868.3257503903113
2008-02-12,872.7711067705786
2008-02-13,840.5988274053866
2008-02-14,871.1292001816423
2008-02-15,857.9774202221814
2008-02-18,852.3228163983177
2008-02-19,875.3895287873642
2008-02-20,855.9851434722901
2008-02-21,875.4131989740107
2008-02-22,861.8086500770062
2008-02-25,882.7832438402808
2008-02-26,905.0556204099712
2008-02-27,933.8559469520892
2008-02-28,919.9401489723764
2008-02-29,892.9596392925995
2008-03-03,875.186871403618
2008-03-04,864.4075547855398
2008-03-05,869.3773852572502
2008-03-06,873.4556086766931
2008-03-07,842.5861667019589
2008-03-10,823.1799788743854
2008-03-11,828.8155641377514
2008-03-12,852.6984982864078
2008-03-13,843.9826301884077
2008-03-14,847.3990541185942
2008-03-17,815.467379149412
2008-03-18,834.3223105659966
2008-03-19,865.052376485128
2008-03-20,822.9249264049035
2008-03-21,822.9249264049035
2008-03-24,832.478332928999
2008-03-25,865.98301479893
2008-03-26,880.5819990666425
2008-03-27,880.7913989963017
2008-03-28,868.9579860321209
2008-03-31,867.0577687020497
2008-04-01,850.8568449061478
2008-04-02,887.7969477007229
2008-04-03,908.7643868668284
2008-04-04,912.3976364301496
2008-04-07,908.6136216506837
2008-04-08,900.1640904325492
2008-04-09,885.2296932679112
2008-04-10,878.4479923783014
2008-04-11,877.8750101976868
2008-04-14,857.1687401387331
2008-04-15,865.2971508240475
2008-04-16,887.8026622355874
2008-04-17,887.06375952237
2008-04-18,861.3261651243115
2008-04-21,907.2734857509217
2008-04-22,908.4813642369801
2008-04-23,922.9772244473107
2008-04-24,902.1877893385157
2008-04-25,896.0520878861311
2008-04-28,908.5695008043041
2008-04-29,906.228664029909
2008-04-30,921.5336481092019
2008-05-01,903.6470317472596
2008-05-02,930.9407942455798
2008-05-05,944.615213176234
2008-05-06,941.1393103672566
2008-05-07,925.3712512430294
2008-05-08,942.5162942968241
2008-05-09,947.7089453076572
2008-05-12,968.4441873427056
2008-05-13,958.6885389135608
2008-05-14,949.2341437747297
2008-05-15,957.9420615841557
2008-05-16,971.3219831952629
2008-05-19,973.5060438003259
2008-05-20,978.6407455526872
2008-05-21,973.3525383317572
2008-05-22,957.838228047642
2008-05-23,949.0502155873045
2008-05-26,940.6959290299889
2008-05-27,938.9354158360725
