Date,USA SRI
2008-05-22,1156.59754358
2008-05-23,1143.34362136
2008-05-26,1143.34362136
2008-05-27,1152.87679604
2008-05-28,1160.00788718
2008-05-29,1170.23412838
2008-05-30,1173.73978127
2008-06-02,1159.00142097
2008-06-03,1157.34967365
2008-06-04,1161.62297018
2008-06-05,1182.73997857
2008-06-06,1146.65140289
2008-06-09,1149.44790612
2008-06-10,1149.6523677
2008-06-11,1130.20548362
2008-06-12,1137.56780301
2008-06-13,1152.51330309
2008-06-16,1153.52622304
2008-06-17,1143.03768314
2008-06-18,1128.17317374
2008-06-19,1134.81962652
2008-06-20,1113.02542503
2008-06-23,1111.37006146
2008-06-24,1107.58761259
2008-06-25,1114.40081859
2008-06-26,1082.51852592
2008-06-27,1075.31250887
2008-06-30,1075.11352624
2008-07-01,1082.21271816
2008-07-02,1066.65554319
2008-07-03,1071.75952806
2008-07-04,1071.75952806
2008-07-07,1062.27208542
2008-07-08,1079.36145562
2008-07-09,1055.56130692
2008-07-10,1061.85664494
2008-07-11,1052.22690492
2008-07-14,1042.21827192
2008-07-15,1037.33934991
2008-07-16,1070.29327471
2008-07-17,1083.73077471
2008-07-18,1088.00398079
2008-07-21,1080.7831484
2008-07-22,1091.20368906
2008-07-23,1096.94432406
2008-07-24,1073.76547816
2008-07-25,1078.53156739
2008-07-28,1059.93544947
2008-07-29,1089.14886132
2008-07-30,1102.66659314
2008-07-31,1091.82193122
2008-08-01,1086.48171275
2008-08-04,1084.65031366
2008-08-05,1115.35107342
2008-08-06,1122.04955463
2008-08-07,1105.98011102
2008-08-08,1133.73780824
2008-08-11,1143.55799285
2008-08-12,1132.4974713
2008-08-13,1124.90583464
2008-08-14,1133.10877403
2008-08-15,1141.06168005
2008-08-18,1124.45625023
2008-08-19,1109.61318013
2008-08-20,1116.68663588
2008-08-21,1116.15624649
2008-08-22,1133.78972946
2008-08-25,1112.54639049
2008-08-26,1113.14397504
2008-08-27,1121.93509232
2008-08-28,1140.09873327
2008-08-29,1120.92532218
2008-09-01,1120.92532218
2008-09-02,1121.23034227
2008-09-03,1119.25634886
2008-09-04,1088.91598285
2008-09-05,1097.4219103
2008-09-08,1128.16885581
2008-09-09,1096.87675868
2008-09-10,1104.78801164
2008-09-11,1120.84183035
2008-09-12,1125.35826903
2008-09-15,1084.73453341
2008-09-16,1106.38070147
2008-09-17,1063.63013733
2008-09-18,1105.26858748
2008-09-19,1134.39138075
2008-09-22,1087.82219503
2008-09-23,1072.30292397
2008-09-24,1074.77342621
2008-09-25,1091.79633881
2008-09-26,1100.32199763
2008-09-29,1018.45026459
2008-09-30,1066.3586403
2008-10-01,1058.25241647
2008-10-02,1020.39436013
2008-10-03,1006.92159044
2008-10-06,971.95588488
2008-10-07,922.99504119
2008-10-08,913.52321214
2008-10-09,845.17253169
2008-10-10,840.71195394
2008-10-13,923.94071342
2008-10-14,926.23722785
2008-10-15,853.65632014
2008-10-16,887.15153621
2008-10-17,881.21385824
2008-10-20,915.01450238
2008-10-21,888.10392053
2008-10-22,834.64251822
2008-10-23,836.97136345
2008-10-24,809.34995106
2008-10-27,788.17916114
2008-10-28,869.36313668
2008-10-29,856.38145745
2008-10-30,879.02917398
2008-10-31,898.00158565
2008-11-03,891.65718306
2008-11-04,922.90164537
2008-11-05,875.60233882
2008-11-06,834.09622044
2008-11-07,855.17574012
2008-11-10,845.3942162
2008-11-11,825.91702238
2008-11-12,787.98319805
2008-11-13,841.34665988
2008-11-14,806.34801751
2008-11-17,785.60568982
2008-11-18,800.60921583
2008-11-19,754.78744079
2008-11-20,709.2074281
2008-11-21,748.77582352
2008-11-24,795.16030159
2008-11-25,793.13156558
2008-11-26,817.80898351
2008-11-27,817.80898351
2008-11-28,825.4837644
2008-12-01,752.18885097
2008-12-02,781.42236395
2008-12-03,804.82775171
2008-12-04,781.54903245
2008-12-05,812.60891571
2008-12-08,841.69381824
2008-12-09,817.14060158
2008-12-10,823.32880885
2008-12-11,795.94322354
2008-12-12,801.73279716
2008-12-15,792.98774215
2008-12-16,836.18770048
2008-12-17,830.1989947
2008-12-18,816.92972191
2008-12-19,818.4879976
2008-12-22,804.44727809
2008-12-23,796.29742156
2008-12-24,802.579357
2008-12-25,802.579357
2008-12-26,805.40533492
2008-12-29,800.82303093
2008-12-30,821.15147655
2008-12-31,834.427704
2009-01-01,834.427704
2009-01-02,857.63395786
2009-01-05,850.101767
2009-01-06,859.29512669
2009-01-07,834.85860191
2009-01-08,834.18565348
2009-01-09,818.69775485
2009-01-12,804.01877757
2009-01-13,803.00686937
2009-01-14,776.55824462
2009-01-15,773.57143921
2009-01-16,773.51774219
2009-01-19,773.51774219
2009-01-20,732.01254071
2009-01-21,764.6180981
2009-01-22,750.15063783
2009-01-23,753.34411841
2009-01-26,753.51105466
2009-01-27,764.90666608
2009-01-28,799.68962454
2009-01-29,774.34986197
2009-01-30,754.59680712
2009-02-02,752.40735635
2009-02-03,766.57873461
2009-02-04,758.8722578
2009-02-05,766.34420412
2009-02-06,791.18571478
2009-02-09,789.75657382
2009-02-10,750.17162013
2009-02-11,758.23405132
2009-02-12,755.97612499
2009-02-13,746.94068496
2009-02-16,746.94068496
2009-02-17,714.08406905
2009-02-18,713.37578985
2009-02-19,699.9702098
2009-02-20,692.44910707
2009-02-23,669.76147191
2009-02-24,695.97614962
2009-02-25,689.63661488
2009-02-26,683.30106758
2009-02-27,666.55041341
2009-03-02,639.51381304
2009-03-03,638.15332112
2009-03-04,651.3219312
2009-03-05,620.30250061
2009-03-06,619.09148493
2009-03-09,608.4766898
2009-03-10,644.0952207
2009-03-11,650.94889203
2009-03-12,676.95762531
2009-03-13,685.65609026
2009-03-16,683.38901536
2009-03-17,702.31568198
2009-03-18,718.84875621
2009-03-19,705.09328056
2009-03-20,692.6169262
2009-03-23,745.32177568
2009-03-24,728.31758033
2009-03-25,736.90065272
2009-03-26,754.03430615
2009-03-27,740.4108855
2009-03-30,714.55634105
2009-03-31,725.12818023
2009-04-01,737.42228186
2009-04-02,759.47793792
2009-04-03,767.8758506
2009-04-06,756.78896315
2009-04-07,738.20699139
2009-04-08,746.57320702
2009-04-09,781.87248714
2009-04-10,781.87248714
2009-04-13,780.51856072
2009-04-14,765.36777362
2009-04-15,777.20583397
2009-04-16,793.51293522
2009-04-17,803.47439087
2009-04-20,767.5152556
2009-04-21,785.32228089
2009-04-22,776.06466646
2009-04-23,783.5394978
2009-04-24,797.97598421
2009-04-27,787.83923103
2009-04-28,784.72799986
2009-04-29,801.93081296
2009-04-30,802.09818084
2009-05-01,805.38432369
2009-05-04,840.9861094
2009-05-05,833.67266019
2009-05-06,848.89555108
2009-05-07,830.53298372
2009-05-08,850.29214667
2009-05-11,831.46143026
2009-05-12,831.170391
2009-05-13,811.01724849
2009-05-14,819.43301971
2009-05-15,812.03637905
2009-05-18,841.12237667
2009-05-19,838.89330607
2009-05-20,831.25944248
2009-05-21,819.98184977
2009-05-22,819.34564722
2009-05-25,819.34564722
2009-05-26,843.35387229
2009-05-27,823.59207443
2009-05-28,835.28485606
2009-05-29,846.17005787
2009-06-01,870.71292537
2009-06-02,868.82972313
2009-06-03,860.16273633
2009-06-04,867.08644966
2009-06-05,865.38331459
2009-06-08,866.72202717
2009-06-09,870.49222858
2009-06-10,864.39637039
2009-06-11,870.73197553
2009-06-12,871.96384045
2009-06-15,851.65062818
2009-06-16,840.04271836
2009-06-17,838.34168555
2009-06-18,845.78409028
2009-06-19,849.09873868
2009-06-22,825.266584
2009-06-23,825.45413869
2009-06-24,831.14015659
2009-06-25,850.973486
2009-06-26,850.18883538
2009-06-29,859.55340917
2009-06-30,850.21457643
2009-07-01,854.89609513
2009-07-02,830.90115667
2009-07-03,830.90115667
2009-07-06,837.11398079
2009-07-07,823.2962039
2009-07-08,824.11533787
2009-07-09,826.04857234
2009-07-10,822.89804866
2009-07-13,843.06105671
2009-07-14,845.91774529
2009-07-15,870.52066822
2009-07-16,881.12415611
2009-07-17,885.55602789
2009-07-20,898.11537694
2009-07-21,902.39078789
2009-07-22,899.61803137
2009-07-23,914.82630749
2009-07-24,920.22116119
2009-07-27,922.92469938
2009-07-28,920.78348717
2009-07-29,918.05922742
2009-07-30,929.28108864
2009-07-31,927.75084888
2009-08-03,942.61637661
2009-08-04,945.17782584
2009-08-05,944.08775843
2009-08-06,936.37052276
2009-08-07,952.16893793
2009-08-10,948.95771867
2009-08-11,935.44056922
2009-08-12,945.26863132
2009-08-13,951.27631962
2009-08-14,942.62575135
2009-08-17,921.33217838
2009-08-18,931.1684426
2009-08-19,937.69965298
2009-08-20,948.17339669
2009-08-21,962.6672669
2009-08-24,957.67140565
2009-08-25,960.29542346
2009-08-26,959.15719508
2009-08-27,961.20681663
2009-08-28,959.22019842
2009-08-31,956.63411887
2009-09-01,934.56464787
2009-09-02,932.26267437
2009-09-03,937.91428695
2009-09-04,947.78986368
2009-09-07,947.78986368
2009-09-08,956.99863401
2009-09-09,965.4977928
2009-09-10,977.91113993
2009-09-11,977.17702285
2009-09-14,981.29305961
2009-09-15,987.82348052
2009-09-16,1003.28317524
2009-09-17,1000.87564896
2009-09-18,1005.03211049
2009-09-21,999.27855183
2009-09-22,1004.92262125
2009-09-23,994.69259957
2009-09-24,987.81875082
2009-09-25,984.39621162
2009-09-28,999.61384907
2009-09-29,994.19355661
2009-09-30,994.89378785
2009-10-01,968.09307783
2009-10-02,963.4633113
2009-10-05,978.09655537
2009-10-06,991.90990374
2009-10-07,995.3000521
2009-10-08,1002.37488089
2009-10-09,1011.42085843
2009-10-12,1015.94017606
2009-10-13,1010.44190901
2009-10-14,1026.10507371
2009-10-15,1028.03376242
2009-10-16,1016.38560476
2009-10-19,1027.8664391
2009-10-20,1025.70775332
2009-10-21,1013.90921517
2009-10-22,1029.03478691
2009-10-23,1016.59657592
2009-10-26,1004.07178759
2009-10-27,999.14580108
2009-10-28,981.35636539
2009-10-29,1005.33735225
2009-10-30,980.21378811
2009-11-02,988.84196089
2009-11-03,988.27247415
2009-11-04,991.09179676
2009-11-05,1012.01961651
2009-11-06,1012.82314648
2009-11-09,1034.59961865
2009-11-10,1033.57427621
2009-11-11,1038.47348565
2009-11-12,1027.06473845
2009-11-13,1032.79596451
2009-11-16,1047.83498137
2009-11-17,1049.16343953
2009-11-18,1050.86114814
2009-11-19,1038.29632312
2009-11-20,1035.31378258
2009-11-23,1046.7864258
2009-11-24,1044.56302813
2009-11-25,1049.21419769
2009-11-26,1049.21419769
2009-11-27,1033.23551822
2009-11-30,1038.80226026
2009-12-01,1050.71355821
2009-12-02,1049.59241625
2009-12-03,1040.40960392
2009-12-04,1046.919002
2009-12-07,1042.59289335
2009-12-08,1032.84068719
2009-12-09,1037.90431667
2009-12-10,1043.46110264
2009-12-11,1046.81208896
2009-12-14,1056.24087049
2009-12-15,1050.78463794
2009-12-16,1052.88260532
2009-12-17,1043.0148261
2009-12-18,1049.86240238
2009-12-21,1059.02814232
2009-12-22,1063.12391426
2009-12-23,1063.44625288
2009-12-24,1068.18161997
2009-12-25,1068.18161997
2009-12-28,1069.09830424
2009-12-29,1067.99086427
2009-12-30,1069.0779586
2009-12-31,1058.0894922
2010-01-01,1058.0894922
2010-01-04,1071.76034246
2010-01-05,1073.01084086
2010-01-06,1073.01845644
2010-01-07,1078.42537055
2010-01-08,1081.74237961
2010-01-11,1082.36864038
2010-01-12,1076.10206022
2010-01-13,1087.08975664
2010-01-14,1093.21959036
2010-01-15,1080.63477385
2010-01-18,1080.63477385
2010-01-19,1095.00085329
2010-01-20,1083.96414922
2010-01-21,1070.51573848
2010-01-22,1046.39655394
2010-01-25,1051.6807622
2010-01-26,1044.91615764
2010-01-27,1051.70724361
2010-01-28,1040.57231137
2010-01-29,1030.6961626
2010-02-01,1045.67215265
2010-02-02,1060.19553946
2010-02-03,1054.40725742
2010-02-04,1024.97407364
2010-02-05,1027.76135696
2010-02-08,1019.4294808
2010-02-09,1031.67557622
2010-02-10,1030.69966305
2010-02-11,1039.24232041
2010-02-12,1037.83775683
2010-02-15,1037.83775683
2010-02-16,1056.63743171
2010-02-17,1060.21737018
2010-02-18,1067.2698919
2010-02-19,1069.23178256
2010-02-22,1068.20534609
2010-02-23,1056.80047892
2010-02-24,1068.58772494
2010-02-25,1065.82457928
2010-02-26,1066.28214022
2010-03-01,1075.86527253
2010-03-02,1078.24149472
2010-03-03,1078.81738637
2010-03-04,1081.26214749
2010-03-05,1095.07865585
2010-03-08,1094.96919374
2010-03-09,1095.04878323
2010-03-10,1097.16558035
2010-03-11,1102.61726254
2010-03-12,1104.31148766
2010-03-15,1108.12669758
2010-03-16,1114.70660185
2010-03-17,1119.30636895
2010-03-18,1119.69275196
2010-03-19,1114.05760719
2010-03-22,1120.22999273
2010-03-23,1130.77325605
2010-03-24,1121.12946435
2010-03-25,1119.49285798
2010-03-26,1120.24849656
2010-03-29,1124.24179572
2010-03-30,1124.75969148
2010-03-31,1120.55734931
2010-04-01,1128.01401684
2010-04-02,1128.01401684
2010-04-05,1137.7405987
2010-04-06,1139.36242729
2010-04-07,1132.46611678
2010-04-08,1135.17975945
2010-04-09,1141.52369797
2010-04-12,1142.92622115
2010-04-13,1143.42899274
2010-04-14,1157.10019379
2010-04-15,1159.29971571
2010-04-16,1144.85388703
2010-04-19,1151.46213138
2010-04-20,1158.21883884
2010-04-21,1154.64624564
2010-04-22,1156.64312134
2010-04-23,1164.84486798
2010-04-26,1161.44157194
2010-04-27,1136.38103188
2010-04-28,1142.7213731
2010-04-29,1156.20207562
2010-04-30,1140.02985223
2010-05-03,1156.96831045
2010-05-04,1129.1733438
2010-05-05,1125.40946255
2010-05-06,1089.1550113
2010-05-07,1070.44376776
2010-05-10,1121.66760026
2010-05-11,1117.7125328
2010-05-12,1137.54848586
2010-05-13,1120.14769884
2010-05-14,1098.59594549
2010-05-17,1100.53623827
2010-05-18,1083.31753852
2010-05-19,1075.6008939
2010-05-20,1038.26840877
2010-05-21,1053.05046685
2010-05-24,1039.13490144
2010-05-25,1040.27965992
2010-05-26,1031.85139793
2010-05-27,1062.09739797
2010-05-28,1048.94301556
2010-05-31,1048.94301556
2010-06-01,1035.86187934
2010-06-02,1062.41203877
2010-06-03,1066.10998835
2010-06-04,1030.61803436
2010-06-07,1018.1467142
2010-06-08,1030.20694446
2010-06-09,1025.28063765
2010-06-10,1052.65714758
2010-06-11,1054.88120296
2010-06-14,1053.73863853
2010-06-15,1077.4116486
2010-06-16,1076.78316287
2010-06-17,1076.68288953
2010-06-18,1076.58397873
2010-06-21,1073.27267411
2010-06-22,1057.77079373
2010-06-23,1057.08394212
2010-06-24,1040.66069423
2010-06-25,1041.57234526
2010-06-28,1043.85089009
2010-06-29,1014.37448025
2010-06-30,1003.44506443
2010-07-01,1000.79154072
2010-07-02,994.77220132
2010-07-05,994.77220132
2010-07-06,998.69959552
2010-07-07,1033.7526152
2010-07-08,1044.35002058
2010-07-09,1048.94708763
2010-07-12,1049.51374912
2010-07-13,1066.86848986
2010-07-14,1066.92316284
2010-07-15,1068.8693788
2010-07-16,1037.60696828
2010-07-19,1041.71301106
2010-07-20,1046.38862773
2010-07-21,1033.87019101
2010-07-22,1056.24146562
2010-07-23,1063.3509229
2010-07-26,1074.71861715
2010-07-27,1074.32838513
2010-07-28,1067.20750158
2010-07-29,1059.6773948
2010-07-30,1059.50710284
2010-08-02,1081.73300312
2010-08-03,1072.32612868
2010-08-04,1077.56500129
2010-08-05,1076.55150536
2010-08-06,1073.02570477
2010-08-09,1079.48417501
2010-08-10,1073.67820886
2010-08-11,1044.63635474
2010-08-12,1034.10848645
2010-08-13,1029.15880623
2010-08-16,1030.17838752
2010-08-17,1043.2162546
2010-08-18,1046.67784277
2010-08-19,1030.41453848
2010-08-20,1026.35180916
2010-08-23,1020.71003903
2010-08-24,1004.98540509
2010-08-25,1006.84683429
2010-08-26,999.84893528
2010-08-27,1014.6085793
2010-08-30,999.71963231
2010-08-31,1000.0
2010-09-01,1026.1432943307973
2010-09-02,1035.1636585729377
2010-09-03,1049.1763387269384
2010-09-06,1049.1763387269384
2010-09-07,1035.5066213666155
2010-09-08,1039.1528552600064
2010-09-09,1043.089147835944
2010-09-10,1046.2305647098676
2010-09-13,1058.8131828583223
2010-09-14,1060.0920219779791
2010-09-15,1064.814124780692
2010-09-16,1066.267450830034
2010-09-17,1067.0602646679706
2010-09-20,1080.9319071586633
2010-09-21,1078.536590036355
2010-09-22,1074.6202549861491
2010-09-23,1065.1456225040517
2010-09-24,1087.2619045925746
2010-09-27,1082.470248334253
2010-09-28,1086.2907783871885
2010-09-29,1084.0008190099973
2010-09-30,1080.1081388969687
2010-10-01,1082.3598632277385
2010-10-04,1075.5490463296687
2010-10-05,1096.242509983956
2010-10-06,1096.9053378819042
2010-10-07,1094.9266155795663
2010-10-08,1102.5660606721342
2010-10-11,1102.791819423614
2010-10-12,1106.0953857703153
2010-10-13,1115.1832869715417
2010-10-14,1112.2248701796939
2010-10-15,1110.9244914500205
2010-10-18,1121.4110516192254
2010-10-19,1105.266289092082
2010-10-20,1117.7400628812657
2010-10-21,1122.4625899645873
2010-10-22,1124.7352606876004
2010-10-25,1126.8178624203367
2010-10-26,1124.3639232540456
2010-10-27,1120.850173396149
2010-10-28,1121.4670007241652
2010-10-29,1123.0194879486746
2010-11-01,1123.1148038950337
2010-11-02,1131.409762826296
2010-11-03,1138.2665453187392
2010-11-04,1159.2342791648166
2010-11-05,1166.6192314661205
2010-11-08,1164.0060713674638
2010-11-09,1154.2656327854424
2010-11-10,1158.3809157538833
2010-11-11,1143.6886132467414
2010-11-12,1129.7733240351972
2010-11-15,1130.973692514576
2010-11-16,1113.2012894657767
2010-11-17,1113.5536056035476
2010-11-18,1130.9490854965516
2010-11-19,1136.4501014244822
2010-11-22,1134.6398863132504
2010-11-23,1121.178269128862
2010-11-24,1135.1471200294457
2010-11-25,1135.1471200294457
2010-11-26,1126.0928105035991
2010-11-29,1123.051185016153
2010-11-30,1115.9385082639071
2010-12-01,1137.0552070117988
2010-12-02,1150.6553140610647
2010-12-03,1151.5438456867346
2010-12-06,1150.642827529903
2010-12-07,1150.6659568633938
2010-12-08,1155.3223411345837
2010-12-09,1159.1662435755381
2010-12-10,1164.0671394631206
2010-12-13,1161.3540907223069
2010-12-14,1164.8641972995347
2010-12-15,1159.6969978923626
2010-12-16,1167.230584185071
2010-12-17,1168.2584367823404
2010-12-20,1169.4822269704466
2010-12-21,1175.6393247167982
2010-12-22,1175.8163228423427
2010-12-23,1174.4895270778898
2010-12-24,1174.4895270778898
2010-12-27,1175.0074662115242
2010-12-28,1176.79066403424
2010-12-29,1177.4265143982484
2010-12-30,1175.5738679663639
2010-12-31,1174.9479267327222
2011-01-03,1185.5512721705768
2011-01-04,1181.2511161372202
2011-01-05,1186.561749616444
2011-01-06,1183.7064681776283
2011-01-07,1180.8836397429639
2011-01-10,1180.2642412251416
2011-01-11,1183.7577363355176
2011-01-12,1194.7169300275114
2011-01-13,1194.6148234619734
2011-01-14,1202.9256113423548
2011-01-17,1202.9256113423548
2011-01-18,1204.8613044465544
2011-01-19,1196.991554552711
2011-01-20,1195.9530393111465
2011-01-21,1198.1840975362343
2011-01-24,1207.1356729915537
2011-01-25,1207.0522536448016
2011-01-26,1206.903943496301
2011-01-27,1205.3951836678016
2011-01-28,1185.4356787640688
2011-01-31,1194.1905107290088
2011-02-01,1210.2847171569078
2011-02-02,1206.1327693399094
2011-02-03,1209.9679498366038
2011-02-04,1216.533820739102
2011-02-07,1224.1923279548114
2011-02-08,1230.2183875097505
2011-02-09,1227.531589167491
2011-02-10,1222.5131846403433
2011-02-11,1229.8465386349199
2011-02-14,1229.5952994467725
2011-02-15,1224.3410574694358
2011-02-16,1232.5802383216753
2011-02-17,1234.0002952906582
2011-02-18,1240.160130262639
2011-02-21,1240.160130262639
2011-02-22,1215.26642345082
2011-02-23,1199.5826946426696
2011-02-24,1197.7480670486411
2011-02-25,1208.6541209113568
2011-02-28,1216.036638660097
2011-03-01,1196.9332176996484
2011-03-02,1199.1212583882618
2011-03-03,1217.9677130863859
2011-03-04,1209.10364180456
2011-03-07,1197.2442144991564
2011-03-08,1208.6482518415412
2011-03-09,1208.1594538593924
2011-03-10,1188.8600559320828
2011-03-11,1195.0580936866425
2011-03-14,1186.7417308027473
2011-03-15,1173.0609337271305
2011-03-16,1150.9508349756259
2011-03-17,1163.9957221323318
2011-03-18,1169.0855760670424
2011-03-21,1183.2709652040712
2011-03-22,1179.4893223151887
2011-03-23,1183.454126338329
2011-03-24,1193.5463209904465
2011-03-25,1197.279454047132
2011-03-28,1192.2766785573458
2011-03-29,1198.862265042936
2011-03-30,1206.8987917823595
2011-03-31,1205.314094869921
2011-04-01,1213.5330198520362
2011-04-04,1214.4015359483105
2011-04-05,1213.3556768443448
2011-04-06,1218.8508089221484
2011-04-07,1215.5243615833247
2011-04-08,1208.6390951442459
2011-04-11,1207.6219630163253
2011-04-12,1203.4216979763703
2011-04-13,1204.613489121669
2011-04-14,1204.6508339209324
2011-04-15,1211.7088258039628
2011-04-18,1199.615806860415
2011-04-19,1205.0509846778275
2011-04-20,1221.2928991932222
2011-04-21,1226.0908869239477
2011-04-22,1226.0908869239477
2011-04-25,1222.5964998659779
2011-04-26,1235.6894142476988
2011-04-27,1243.4064911170467
2011-04-28,1247.1354208174419
2011-04-29,1249.3906335855315
2011-05-02,1248.663299773596
2011-05-03,1245.1787398802169
2011-05-04,1238.7900185689284
2011-05-05,1230.8762052633444
2011-05-06,1234.936062822894
2011-05-09,1240.5972095274478
2011-05-10,1251.7836067828293
2011-05-11,1242.0627411365856
2011-05-12,1248.4413941853688
2011-05-13,1238.5329375188667
2011-05-16,1232.7670707051957
2011-05-17,1229.2347459522655
2011-05-18,1237.8531912873034
2011-05-19,1241.4637730745335
2011-05-20,1231.3759308810227
2011-05-23,1217.9915055620957
2011-05-24,1216.6770717936333
2011-05-25,1219.5671180928657
2011-05-26,1223.2125577965382
2011-05-27,1228.335470541354
2011-05-30,1228.335470541354
2011-05-31,1239.8990734678287
2011-06-01,1210.6965701442225
2011-06-02,1209.9475864613355
2011-06-03,1195.7958346572536
2011-06-06,1187.2347428190237
2011-06-07,1184.7597555097025
2011-06-08,1177.196229855589
2011-06-09,1184.6039018567437
2011-06-10,1169.9551865390026
2011-06-13,1170.0758771883636
2011-06-14,1185.4578292018296
2011-06-15,1165.9745597780434
2011-06-16,1170.8459912908818
2011-06-17,1175.9926709828223
2011-06-20,1184.1929542179566
2011-06-21,1198.6506585658124
2011-06-22,1191.025434250114
2011-06-23,1188.3664583657335
2011-06-24,1174.5852102755703
2011-06-27,1183.5789057629172
2011-06-28,1198.8845422416327
2011-06-29,1207.800610929355
2011-06-30,1219.0438749829
2011-07-01,1239.2942890639752
2011-07-04,1239.2942890639752
2011-07-05,1235.737713680366
2011-07-06,1237.899320885043
2011-07-07,1250.1511357953684
2011-07-08,1239.5127998709424
2011-07-11,1218.3051680555136
2011-07-12,1214.2479976312693
2011-07-13,1217.115174339268
