Date,Germany SRI
2010-05-26,1000.0
2010-05-27,1026.7598747138961
2010-05-28,1030.1382623280638
2010-05-31,1030.859118198663
2010-06-01,1037.4084969935836
2010-06-02,1036.1171664272756
2010-06-03,1047.3883350326296
2010-06-04,1016.9967154335678
2010-06-07,1003.4405783896948
2010-06-08,1000.0993329557849
2010-06-09,1028.7363429568074
2010-06-10,1046.1041350511896
2010-06-11,1048.8401508325285
2010-06-14,1071.4029619669254
2010-06-15,1078.4861909903304
2010-06-16,1081.601559530522
2010-06-17,1094.7650946247993
2010-06-18,1098.8080531065557
2010-06-21,1109.870416157603
2010-06-22,1099.5593639874724
2010-06-23,1086.1551650038582
2010-06-24,1080.3015921742738
2010-06-25,1072.1832164077182
2010-06-28,1087.004774853008
2010-06-29,1046.3736548575664
2010-06-30,1050.728962269927
2010-07-01,1048.8225190965682
2010-07-02,1059.2384873486294
2010-07-05,1050.5685452973764
2010-07-06,1084.528941394177
2010-07-07,1090.8787018354349
2010-07-08,1092.3332724162067
2010-07-09,1098.475176095444
2010-07-12,1092.2420391519759
2010-07-13,1119.0634611432877
2010-07-14,1127.9069419875984
2010-07-15,1133.4790190509048
2010-07-16,1126.8017122627307
2010-07-19,1123.5933279095782
2010-07-20,1109.2724735149404
2010-07-21,1109.7642604745784
2010-07-22,1138.8573443798236
2010-07-23,1135.0620306291826
2010-07-26,1146.8951846900882
2010-07-27,1149.6734858603681
2010-07-28,1145.6650816121348
2010-07-29,1143.292008825371
2010-07-30,1137.214503469581
2010-08-02,1174.1742042606022
2010-08-03,1180.2730619730523
2010-08-04,1181.1260751384825
2010-08-05,1183.3870107214766
2010-08-06,1178.8710020780854
2010-08-09,1188.2229183126128
2010-08-10,1163.140045978351
2010-08-11,1127.2895351110274
2010-08-12,1115.1889409220996
2010-08-13,1105.0579836739307
2010-08-16,1112.7220803362325
2010-08-17,1133.6361554784323
2010-08-18,1127.3351637161663
2010-08-19,1115.1062381001116
2010-08-20,1086.3353782829026
2010-08-23,1084.854154189871
2010-08-24,1076.2728535379192
2010-08-25,1062.574812111118
2010-08-26,1074.0788557260892
2010-08-27,1075.549291714901
2010-08-30,1066.3986563347587
2010-08-31,1069.0191585789114
2010-09-01,1105.439458850081
2010-09-02,1111.365358975083
2010-09-03,1121.345937477027
2010-09-06,1126.9238296457727
2010-09-07,1104.7092004305227
2010-09-08,1116.393007482333
2010-09-09,1129.999733415719
2010-09-10,1129.3641656423324
2010-09-13,1152.9137376595545
2010-09-14,1168.8484850629864
2010-09-15,1172.6339230422195
2010-09-16,1175.4050942868357
2010-09-17,1174.120041229381
2010-09-20,1190.1008617087118
2010-09-21,1191.642024527526
2010-09-22,1204.6455991049636
2010-09-23,1195.8347350780025
2010-09-24,1220.403829458288
2010-09-27,1218.8520176600439
2010-09-28,1222.7762043754021
2010-09-29,1226.9704967379494
2010-09-30,1226.9820803825655
2010-10-01,1228.1669033821975
2010-10-04,1212.7921823048218
2010-10-05,1249.183291480188
2010-10-06,1260.6851416671855
2010-10-07,1261.7700587534282
2010-10-08,1266.5364770161254
2010-10-11,1265.890964359673
2010-10-12,1264.0930595425398
2010-10-13,1296.8541233118328
2010-10-14,1310.4684458768836
2010-10-15,1306.188555270106
2010-10-18,1302.239283405257
2010-10-19,1281.9996124382415
2010-10-20,1301.4749603475498
2010-10-21,1321.1878841172118
2010-10-22,1315.6390631199697
2010-10-25,1330.8594835711203
2010-10-26,1320.4992339664386
2010-10-27,1299.0993009438268
2010-10-28,1312.882496229919
2010-10-29,1317.966879279366
2010-11-01,1319.466246030868
2010-11-02,1330.1248242122651
2010-11-03,1322.9553540264214
2010-11-04,1368.191057508839
2010-11-05,1356.782579981502
2010-11-08,1338.3341105037885
2010-11-09,1343.4161635524563
2010-11-10,1319.2720455350836
2010-11-11,1314.6076822943194
2010-11-12,1317.8397418847815
2010-11-15,1311.3245131543529
2010-11-16,1286.4824230104907
2010-11-17,1286.5754059459593
2010-11-18,1315.120596163024
2010-11-19,1322.6645659676142
2010-11-22,1312.4974545747511
2010-11-23,1283.2345751942098
2010-11-24,1297.2046469150853
2010-11-25,1307.975685586795
2010-11-26,1291.48144074878
2010-11-29,1254.5928731630406
2010-11-30,1245.4357759373086
2010-12-01,1279.6518509440284
2010-12-02,1306.9554751293601
2010-12-03,1330.5490280360552
2010-12-06,1322.1572004978577
2010-12-07,1334.6982171711127
2010-12-08,1310.8053431423384
2010-12-09,1303.916678707349
2010-12-10,1314.8262181822117
2010-12-13,1339.186429614943
2010-12-14,1341.3058870640875
2010-12-15,1332.4003777590312
2010-12-16,1323.5734647747574
2010-12-17,1320.1377166004402
2010-12-20,1321.5420627837323
2010-12-21,1337.9855735361734
2010-12-22,1330.8451494814121
2010-12-23,1325.346434630866
2010-12-24,1330.5695247275517
2010-12-27,1319.2698353387361
2010-12-28,1317.0840839861517
2010-12-29,1320.3222119305788
2010-12-30,1323.569011755721
2010-12-31,1336.8724647800689
2011-01-03,1344.719975632839
2011-01-04,1340.8103801469126
2011-01-05,1306.7341063041724
2011-01-06,1299.767240674122
2011-01-07,1287.2168018105056
2011-01-10,1263.9824707327516
2011-01-11,1285.1818268283507
2011-01-12,1314.534311005657
2011-01-13,1336.9307724377763
2011-01-14,1339.4075582597077
2011-01-17,1336.3314623033984
2011-01-18,1350.9678317091605
2011-01-19,1355.3440250189767
2011-01-20,1325.3250901660915
2011-01-21,1343.503506058159
2011-01-24,1353.5818671791783
2011-01-25,1355.742373277612
2011-01-26,1372.7759240304206
2011-01-27,1380.4798906693686
2011-01-28,1367.352878768536
2011-01-31,1371.7712253870604
