Date,JAPAN SRI
2007-09-28,1000.0
2007-10-01,1000.752403733785
2007-10-02,1018.0133184682419
2007-10-03,1019.0939332812503
2007-10-04,1016.0046357559335
2007-10-05,1009.9486493834883
2007-10-08,1002.3896035705393
2007-10-09,1010.346487570869
2007-10-10,1009.1960650937539
2007-10-11,1014.7178561056104
2007-10-12,1005.477389255238
2007-10-15,999.6880527498199
2007-10-16,985.6872880699383
2007-10-17,972.8095447477126
2007-10-18,991.1536372249764
2007-10-19,981.6026606347892
2007-10-22,971.0192110695262
2007-10-23,971.3589298053782
2007-10-24,969.9586246184016
2007-10-25,959.7807338567845
2007-10-26,979.1480607830033
2007-10-29,995.2974087716065
2007-10-30,995.9654147585123
2007-10-31,998.3412958275885
2007-11-01,1017.422143976486
2007-11-02,997.5721645026862
2007-11-05,988.668649614552
2007-11-06,989.4589875175453
2007-11-07,988.3293140651831
2007-11-08,972.344059960003
2007-11-09,975.3222221611449
2007-11-12,962.8469571612502
2007-11-13,955.3772438192063
2007-11-14,971.5483971828011
2007-11-15,975.5049692424664
2007-11-16,961.1253676501216
2007-11-19,961.2721876899784
2007-11-20,969.377501610719
2007-11-21,964.6660686019306
2007-11-22,961.374196432585
2007-11-23,965.58467602573
2007-11-26,985.8481461157252
2007-11-27,995.3198894490041
2007-11-28,981.2157340611279
2007-11-29,1011.7531739731752
2007-11-30,1007.4173862173816
2007-12-03,1015.5417582130335
2007-12-04,1013.2665607772391
2007-12-05,1016.8227283107923
2007-12-06,1035.2454192107782
2007-12-07,1034.5813939266052
2007-12-10,1033.713737326639
2007-12-11,1041.5731190342428
2007-12-12,1030.1486445050282
2007-12-13,1007.1274128983282
2007-12-14,989.0552539378901
2007-12-17,970.8638514068248
2007-12-18,967.1811005471667
2007-12-19,957.0382887365563
2007-12-20,963.4512553875452
2007-12-21,962.1988836176589
2007-12-24,958.2449297352518
2007-12-25,977.3211049890849
2007-12-26,989.3573927839412
2007-12-27,985.2038038667887
2007-12-28,976.2601516297641
2007-12-31,988.494535663078
2008-01-01,988.494535663078
2008-01-02,1006.1470279404195
2008-01-03,1008.3519796521092
2008-01-04,973.8769478371539
2008-01-07,959.9030156112233
2008-01-08,959.102340965862
2008-01-09,975.3999682276255
2008-01-10,960.064466443281
2008-01-11,947.9452091075461
2008-01-14,956.809841867128
2008-01-15,951.54060101002
2008-01-16,916.7007427457978
2008-01-17,930.4100846033976
2008-01-18,931.536861887806
2008-01-21,905.0534538682977
2008-01-22,844.5566933553666
2008-01-23,869.0495987322691
2008-01-24,884.4469465489146
2008-01-25,922.263383930734
2008-01-28,887.0356830800754
2008-01-29,914.726137691354
2008-01-30,901.6715398505374
2008-01-31,924.865265510061
2008-02-01,917.4453865908994
2008-02-04,930.7918141896578
2008-02-05,925.3101874754625
2008-02-06,884.948145224885
2008-02-07,888.9968362104552
2008-02-08,864.576389732572
2008-02-11,870.2049840922193
2008-02-12,869.4531164496608
2008-02-13,869.6299630616875
2008-02-14,905.0769123761886
2008-02-15,905.8331324188299
2008-02-18,901.7114584951672
2008-02-19,918.4789468741992
2008-02-20,884.3959116805049
2008-02-21,914.5580320339883
2008-02-22,906.7768109580319
2008-02-25,920.341427775639
2008-02-26,922.8455070365679
2008-02-27,945.6564963225449
2008-02-28,942.5098803468319
2008-02-29,935.2140321543467
2008-03-03,899.5255476882207
2008-03-04,903.9094069488136
2008-03-05,889.3888447825082
2008-03-06,909.4114952114451
2008-03-07,882.6572032465047
2008-03-10,876.8737565340858
2008-03-11,871.7700782540493
2008-03-12,890.5509953231198
2008-03-13,873.4216900290919
2008-03-14,863.2504350582543
2008-03-17,855.7614371369117
2008-03-18,854.7176862340643
2008-03-19,875.405085522164
2008-03-20,880.4122111884933
2008-03-21,898.1462928513299
2008-03-24,881.8838430152701
2008-03-25,908.0504666712608
2008-03-26,918.3710185300673
2008-03-27,904.8497447120681
2008-03-28,920.0736828456444
2008-03-31,898.0747756271887
2008-04-01,891.0079670287583
2008-04-02,925.3730960501009
2008-04-03,941.9342862812091
2008-04-04,936.7401987904875
2008-04-07,939.4069186048522
2008-04-08,920.0431631659135
2008-04-09,906.4049736069381
2008-04-10,906.749756211833
2008-04-11,933.0208955583372
2008-04-14,905.7774648406775
2008-04-15,902.5158235463854
2008-04-16,917.2048228376722
2008-04-17,928.3475380563758
2008-04-18,918.5591202742289
2008-04-21,956.5688220763701
2008-04-22,936.7417573803926
2008-04-23,929.2546565498601
2008-04-24,921.8337192068295
2008-04-25,951.0055816853834
2008-04-28,965.0792566040313
2008-04-29,975.5362659146928
2008-04-30,970.3948245668503
2008-05-01,969.4952094072612
2008-05-02,977.9954514571567
2008-05-05,979.297275685386
2008-05-06,986.2363285317228
2008-05-07,985.0414495597449
2008-05-08,984.2519595354223
2008-05-09,962.9762259329001
2008-05-12,961.3262353331521
2008-05-13,972.0534633914141
2008-05-14,968.4527928829203
2008-05-15,992.0883643723275
2008-05-16,999.1353745985284
2008-05-19,997.8526637518656
2008-05-20,997.6613393331876
2008-05-21,979.7038560388796
2008-05-22,979.8053963904903
2008-05-23,984.7216448691624
2008-05-26,959.7092094284468
2008-05-27,972.4994286009475
2008-05-28,952.1587308391481
2008-05-29,973.8565826141863
2008-05-30,996.9703781723153
2008-06-02,1019.7317412849185
2008-06-03,999.8479208472003
2008-06-04,1020.4142489860036
2008-06-05,1000.4611260739485
2008-06-06,1014.5327741513487
2008-06-09,981.3264595807435
2008-06-10,961.5176162222883
2008-06-11,973.9567942578346
2008-06-12,943.8459330847606
2008-06-13,951.0507149652852
2008-06-16,972.1891883705596
2008-06-17,973.9613884328868
2008-06-18,981.9771183712271
2008-06-19,956.4669364121843
2008-06-20,947.3610841838539
2008-06-23,939.1864903516888
2008-06-24,942.9229758911988
2008-06-25,933.72942479211
2008-06-26,942.9366154559516
2008-06-27,931.2967747622589
2008-06-30,930.4189359113606
2008-07-01,925.3981187022547
2008-07-02,910.866954521716
2008-07-03,910.1241211901902
2008-07-04,910.0289764067286
2008-07-07,913.0603117786476
2008-07-08,894.6054035841557
2008-07-09,893.2167388982613
2008-07-10,900.1369285362388
2008-07-11,901.6630004777204
2008-07-14,891.7152854724453
2008-07-15,888.4792056302219
2008-07-16,884.8566756694058
2008-07-17,887.869956266745
2008-07-18,871.427603869631
2008-07-21,870.4489757056297
2008-07-22,896.2980001962578
2008-07-23,897.1669986590118
2008-07-24,921.2439605355664
2008-07-25,892.4171678875776
2008-07-28,894.4965809103456
2008-07-29,873.4320210779634
2008-07-30,885.5925172159989
2008-07-31,889.9501038607007
2008-08-01,874.5119124451644
2008-08-04,854.9908371115811
2008-08-05,858.5125580871428
2008-08-06,868.6066813483747
2008-08-07,851.7309808411426
2008-08-08,845.9183414953286
2008-08-11,866.7019523649412
2008-08-12,861.6592892462179
2008-08-13,850.0840324983947
2008-08-14,836.6522441620351
2008-08-15,836.2725199396017
2008-08-18,851.9612982735827
2008-08-19,837.0688824334668
2008-08-20,829.1668055577076
2008-08-21,835.393016974642
2008-08-22,814.8875230365062
2008-08-25,837.383610806073
2008-08-26,826.81624345809
2008-08-27,822.9152006028514
2008-08-28,819.6282954724709
2008-08-29,850.3966847898929
2008-09-01,835.0665289711067
2008-09-02,817.8291032108698
2008-09-03,825.3046268351859
2008-09-04,817.0492592695114
2008-09-05,803.2294792660434
2008-09-08,822.1647650033359
2008-09-09,810.1837507106129
2008-09-10,805.7474116402792
2008-09-11,790.5254234619134
2008-09-12,794.666742162867
2008-09-15,802.2203952576343
2008-09-16,768.3503389915179
2008-09-17,775.659717769881
2008-09-18,751.1376041033039
2008-09-19,774.9605099897915
2008-09-22,793.610590285787
2008-09-23,801.4922750320636
2008-09-24,802.0504094674163
2008-09-25,795.5155800252645
2008-09-26,795.7699790277188
2008-09-29,797.4060607636845
2008-09-30,756.1443658151961
2008-10-01,771.642084352497
2008-10-02,755.4469121685139
2008-10-03,732.3397043498867
2008-10-06,726.6979876375564
2008-10-07,702.8822191787485
2008-10-08,659.1221857715934
2008-10-09,657.8511008450287
2008-10-10,611.6405571809184
2008-10-13,605.3600077818187
2008-10-14,682.2382801586398
2008-10-15,689.0774985481903
2008-10-16,625.0156257659872
2008-10-17,643.2335908867198
2008-10-20,669.3729118769396
2008-10-21,696.2799718675531
2008-10-22,657.0618927596284
2008-10-23,648.1369303909476
2008-10-24,616.1234749216918
2008-10-27,568.010757057146
2008-10-28,583.1587192561797
2008-10-29,610.4856223735783
2008-10-30,663.6853419530626
2008-10-31,630.4825470659543
2008-11-03,626.6620230877742
2008-11-04,659.769516108611
2008-11-05,704.0974723589292
2008-11-06,661.8590846699744
2008-11-07,637.6970115532737
2008-11-10,667.1210444759453
2008-11-11,650.1794079211187
2008-11-12,651.5902360067126
2008-11-13,619.4026992977432
2008-11-14,625.9943846609142
2008-11-17,632.2133559814473
2008-11-18,610.569830718201
2008-11-19,606.0594858621931
2008-11-20,581.3445313672237
2008-11-21,597.9117326760827
2008-11-24,588.9478642970098
2008-11-25,612.4725269397819
2008-11-26,605.937554738468
2008-11-27,612.1654269090999
2008-11-28,615.5166018637042
2008-12-01,620.0113673000853
2008-12-02,588.4359295339733
2008-12-03,600.2000534039179
2008-12-04,591.5317216979012
2008-12-05,592.1231816263783
2008-12-08,607.4876099133927
2008-12-09,615.1196308650503
