Date,EM LATIN AMERICA IMI VALUE WEIGHTED
1999-08-18,1145.536172918342
1999-08-19,1132.4051656414777
1999-08-20,1152.1023107524522
1999-08-23,1179.810919156034
1999-08-24,1183.935693843846
1999-08-25,1220.0234521877326
1999-08-26,1213.1381464405652
1999-08-27,1200.9974473219534
1999-08-30,1201.7064430934877
1999-08-31,1192.0290951217992
1999-09-01,1202.698156620931
1999-09-02,1197.0528044019738
1999-09-03,1215.9188131571027
1999-09-06,1223.2954806879677
1999-09-07,1214.1055758864652
1999-09-08,1214.5003109059899
1999-09-09,1236.17461981338
1999-09-10,1258.0495421297553
1999-09-13,1267.375563809442
1999-09-14,1265.0076125365858
1999-09-15,1256.8940620680917
1999-09-16,1244.9468509045303
1999-09-17,1256.505769418728
1999-09-20,1272.0015260767766
1999-09-21,1248.6957998560424
1999-09-22,1250.3684916365662
1999-09-23,1243.953872066746
1999-09-24,1246.967926959857
1999-09-27,1256.515552765872
1999-09-28,1242.4185266132804
1999-09-29,1230.229229348206
1999-09-30,1209.306516090153
1999-10-01,1190.257227738919
1999-10-04,1193.7389701538204
1999-10-05,1184.919690278625
1999-10-06,1201.9706801448372
1999-10-07,1205.9814362451934
1999-10-08,1222.0768736541472
1999-10-11,1225.9584472927636
1999-10-12,1206.7658055421696
1999-10-13,1178.5467575298228
1999-10-14,1170.8293957822505
1999-10-15,1134.7941237865084
1999-10-18,1125.8255088063893
1999-10-19,1144.307235698811
1999-10-20,1164.6019038535703
1999-10-21,1168.0561975854396
1999-10-22,1202.0497342421654
1999-10-25,1195.0984315474332
1999-10-26,1202.3317649791625
1999-10-27,1213.916746216283
1999-10-28,1235.244671737071
1999-10-29,1260.7097425765687
1999-11-01,1270.1564337741775
1999-11-02,1274.7544722114128
1999-11-03,1316.9881611496285
1999-11-04,1340.6474024334875
1999-11-05,1367.3224128988168
1999-11-08,1384.1213855750357
1999-11-09,1374.5816574955363
1999-11-10,1390.356002037855
1999-11-11,1398.7497513268506
1999-11-12,1409.599147823096
1999-11-15,1418.4971128336233
1999-11-16,1422.8986398576285
1999-11-17,1403.2531460753057
1999-11-18,1434.9652323726368
1999-11-19,1466.5804249955297
1999-11-22,1452.4679403523262
1999-11-23,1464.9835076436748
1999-11-24,1476.1045251538144
1999-11-25,1494.6092743442694
1999-11-26,1528.0104843656418
1999-11-29,1533.7658551228735
1999-11-30,1526.8114759058321
1999-12-01,1530.2092885981924
1999-12-02,1565.135297226963
1999-12-03,1587.8699774480783
1999-12-06,1548.8430796093344
1999-12-07,1550.068467582404
1999-12-08,1558.2453174804264
1999-12-09,1574.6679754290951
1999-12-10,1593.7746841936391
1999-12-13,1599.4584280539789
1999-12-14,1598.678327506659
1999-12-15,1604.349532989795
1999-12-16,1606.128619498863
1999-12-17,1652.632343341906
1999-12-20,1673.5323115783676
1999-12-21,1688.3449932229573
1999-12-22,1693.7037084371543
1999-12-23,1682.2700274055844
1999-12-24,1681.9320713821558
1999-12-27,1682.515298358095
1999-12-28,1706.0240814422764
1999-12-29,1741.332561983692
1999-12-30,1772.3191485297978
1999-12-31,1772.3048098916458
2000-01-03,1741.3544718539397
2000-01-04,1627.5543180667817
2000-01-05,1646.8643812534028
2000-01-06,1634.0183472399378
2000-01-07,1681.6041085699637
2000-01-10,1738.5040148367643
2000-01-11,1701.6786744931824
2000-01-12,1707.1855307185097
2000-01-13,1755.3279560900892
2000-01-14,1812.547075851054
2000-01-17,1848.1522081657888
2000-01-18,1829.3972217838277
2000-01-19,1811.6800960711535
2000-01-20,1797.7503229257443
2000-01-21,1789.3490974219555
2000-01-24,1794.6077100483028
2000-01-25,1780.0377210732006
2000-01-26,1793.3320638504424
2000-01-27,1809.5205196860509
2000-01-28,1782.411591412686
2000-01-31,1767.2103173239484
2000-02-01,1787.5136173850444
2000-02-02,1801.67325042272
2000-02-03,1828.2895746841862
2000-02-04,1877.7591894552443
2000-02-07,1901.4456039662068
2000-02-08,1915.106850404841
2000-02-09,1891.0150907228021
2000-02-10,1920.086740362275
2000-02-11,1903.2111001165658
2000-02-14,1889.8401207829309
2000-02-15,1875.6308332497651
2000-02-16,1883.1303275021653
2000-02-17,1875.3036639391846
2000-02-18,1840.2713924978134
2000-02-21,1844.9197755109496
2000-02-22,1779.9230681509905
2000-02-23,1809.3490336450063
2000-02-24,1818.126370155437
2000-02-25,1835.9799703561546
2000-02-28,1845.9753242194552
2000-02-29,1861.8165595701041
2000-03-01,1874.9345853559646
2000-03-02,1903.32907570176
2000-03-03,1948.0651317122
2000-03-06,1937.261401554461
2000-03-07,1942.8486402522149
2000-03-08,1952.2280372697073
2000-03-09,1942.7832400194384
2000-03-10,1930.1289353760546
2000-03-13,1885.863712451484
2000-03-14,1873.937263660692
2000-03-15,1866.5553940666193
2000-03-16,1878.9826521788161
2000-03-17,1879.4582898737629
2000-03-20,1869.965081887892
2000-03-21,1890.0297677327849
2000-03-22,1908.049587722984
2000-03-23,1908.6615687738033
2000-03-24,1916.8062902309553
2000-03-27,1928.7488157630637
2000-03-28,1902.179102127004
2000-03-29,1914.0659282613556
2000-03-30,1879.4122350953555
2000-03-31,1895.975549647807
2000-04-03,1870.8624813310832
2000-04-04,1833.9870570826304
2000-04-05,1811.5114684771706
2000-04-06,1848.6138732218271
2000-04-07,1878.0631917987105
2000-04-10,1839.7715704674101
2000-04-11,1805.2875951463245
2000-04-12,1789.8445231498067
2000-04-13,1740.1251913306346
2000-04-14,1658.515174822713
2000-04-17,1646.41128317176
2000-04-18,1710.7355866307394
2000-04-19,1683.5406984570502
2000-04-20,1703.4449452702756
2000-04-21,1703.413040118767
2000-04-24,1680.8212581536716
2000-04-25,1745.365290257201
2000-04-26,1746.701828134594
2000-04-27,1766.0903416881201
2000-04-28,1782.973882413277
2000-05-01,1792.452655450095
2000-05-02,1796.7201742339944
2000-05-03,1785.751084676053
2000-05-04,1789.7951686347594
2000-05-05,1800.0898021115895
2000-05-08,1765.5982084748846
2000-05-09,1726.3382564550855
2000-05-10,1684.5708796090519
2000-05-11,1699.5418776087201
2000-05-12,1701.687864674705
2000-05-15,1727.089853999649
2000-05-16,1769.3278501226264
2000-05-17,1755.6273490320732
2000-05-18,1729.309633829639
2000-05-19,1690.2847073972864
2000-05-22,1630.0802441817054
2000-05-23,1597.8219791704305
2000-05-24,1638.5368997472551
2000-05-25,1628.403006250814
2000-05-26,1614.5051483236998
2000-05-29,1627.1762668776707
2000-05-30,1664.1693260400846
2000-05-31,1664.4420396588168
2000-06-01,1691.429742088656
2000-06-02,1732.1114034825246
2000-06-05,1723.685796198226
2000-06-06,1662.9958595561498
2000-06-07,1678.7501547471213
2000-06-08,1685.797054427574
2000-06-09,1692.1459158368089
2000-06-12,1680.725577922452
2000-06-13,1683.6121305440288
2000-06-14,1698.1066380019097
2000-06-15,1707.4237743382241
2000-06-16,1690.2763254708864
2000-06-19,1709.7744427961688
2000-06-20,1716.1353185845453
2000-06-21,1758.905677598552
2000-06-22,1753.4407363000928
2000-06-23,1733.9706433726508
2000-06-26,1724.0138406268532
2000-06-27,1726.4306025971737
2000-06-28,1732.3666995248914
2000-06-29,1717.3673069570777
2000-06-30,1741.005266695348
2000-07-03,1799.2649939778482
2000-07-04,1832.1609986936428
2000-07-05,1807.754341869194
2000-07-06,1819.6807592903233
2000-07-07,1859.5108517920087
2000-07-10,1857.3026853541132
2000-07-11,1826.415179549165
2000-07-12,1856.0428144886637
2000-07-13,1844.5131642603276
2000-07-14,1869.408582907643
2000-07-17,1897.7484672908295
2000-07-18,1893.5401220623578
2000-07-19,1855.6866140698942
2000-07-20,1874.8604079090144
2000-07-21,1863.8975333844699
2000-07-24,1869.9547065775225
2000-07-25,1845.3027555576298
2000-07-26,1841.5225546378886
2000-07-27,1836.9842392031937
2000-07-28,1826.6585689181854
2000-07-31,1841.4002344600808
2000-08-01,1823.7855949185614
2000-08-02,1846.3043752488225
2000-08-03,1872.9361341257963
2000-08-04,1879.520081921872
2000-08-07,1892.94335178219
2000-08-08,1908.089835508503
2000-08-09,1895.7589710350042
2000-08-10,1876.7490672113443
2000-08-11,1921.1887476148395
2000-08-14,1944.9643521749958
2000-08-15,1918.8327686364478
2000-08-16,1899.3840938378792
2000-08-17,1915.174366905976
2000-08-18,1895.460564929781
2000-08-21,1888.2047366264255
2000-08-22,1907.349402690474
2000-08-23,1921.769068463945
2000-08-24,1892.6716164013105
2000-08-25,1896.4071954048718
2000-08-28,1903.934044764622
2000-08-29,1905.6893247390587
2000-08-30,1940.9093207373862
2000-08-31,1956.7953860776138
2000-09-01,1953.964919809678
2000-09-04,1958.8541853043919
2000-09-05,1983.6747735125355
2000-09-06,2010.8931241821574
2000-09-07,2033.2407012726576
2000-09-08,2033.7186695707792
2000-09-11,2038.7476583724113
2000-09-12,2017.740709034068
2000-09-13,2019.1226322246628
2000-09-14,2017.2678285163468
2000-09-15,1996.6619469768407
2000-09-18,1956.333666567305
2000-09-19,1972.539156028364
2000-09-20,1982.3165920103895
2000-09-21,1958.1586520235253
2000-09-22,1895.7120262845801
2000-09-25,1930.8842579174702
2000-09-26,1894.893615665678
2000-09-27,1870.213689204969
2000-09-28,1883.9372890071013
2000-09-29,1879.0748794350961
2000-10-02,1857.1013674109765
2000-10-03,1871.4746314651188
2000-10-04,1889.166965892922
2000-10-05,1915.493424740633
2000-10-06,1886.5327331655149
2000-10-09,1877.5897406000086
2000-10-10,1874.029927480535
2000-10-11,1837.9274125952256
2000-10-12,1842.3681998297625
2000-10-13,1833.3112095681674
2000-10-16,1861.3074485580637
2000-10-17,1834.3958571804205
2000-10-18,1802.5649289876678
2000-10-19,1857.3368680599351
2000-10-20,1837.4600023886462
2000-10-23,1803.7523416492404
2000-10-24,1796.8516391090131
2000-10-25,1782.3642961788228
2000-10-26,1807.339041683565
2000-10-27,1828.1609114474004
2000-10-30,1843.628001687595
2000-10-31,1857.5439022037751
2000-11-01,1833.7715065268483
2000-11-02,1825.7502300146248
2000-11-03,1795.8076519218523
2000-11-06,1807.0692896806625
2000-11-07,1813.5728737807567
2000-11-08,1802.4912091699152
2000-11-09,1780.5154548613855
2000-11-10,1776.8719583245943
2000-11-13,1759.2745042547149
2000-11-14,1786.5318856288072
2000-11-15,1784.758135841689
2000-11-16,1788.2678637880026
2000-11-17,1784.1423960872746
2000-11-20,1824.5770913059675
2000-11-21,1850.5544696763384
2000-11-22,1826.8368285565693
2000-11-23,1814.4634638674652
2000-11-24,1824.102965315062
2000-11-27,1780.876689929943
2000-11-28,1741.5580864471096
2000-11-29,1735.8610926207102
2000-11-30,1669.118373306674
2000-12-01,1660.1674399642461
2000-12-04,1626.8704296560813
2000-12-05,1695.5997586027931
2000-12-06,1686.4596512065896
2000-12-07,1688.8300275632794
2000-12-08,1715.4207263035962
2000-12-11,1743.2326461768575
2000-12-12,1733.0818011314907
2000-12-13,1755.3837626661964
2000-12-14,1724.9907315774676
2000-12-15,1684.4722552659196
2000-12-18,1696.592231338562
2000-12-19,1711.5253385192996
2000-12-20,1635.6244056510568
2000-12-21,1620.5007490006794
2000-12-22,1614.4206764233152
2000-12-25,1614.462708222935
2000-12-26,1611.7894412632047
2000-12-27,1628.236835188538
2000-12-28,1648.4405193833554
2000-12-29,1631.319710139484
2001-01-01,1631.262860536486
2001-01-02,1616.2472563968358
2001-01-03,1682.9485955924558
2001-01-04,1711.3595322140495
2001-01-05,1675.8528061131028
2001-01-08,1685.8914922993074
2001-01-09,1729.9500994791297
2001-01-10,1721.158191749067
2001-01-11,1713.6652925907636
2001-01-12,1715.7806281230019
2001-01-15,1736.3698407883912
2001-01-16,1725.932100969535
2001-01-17,1770.5692097677538
2001-01-18,1776.244121963707
2001-01-19,1808.1579592572998
2001-01-22,1806.372286231389
2001-01-23,1832.086245295966
2001-01-24,1857.9123274960866
2001-01-25,1855.4362565407025
2001-01-26,1868.5048629495438
2001-01-29,1881.3383865200865
2001-01-30,1872.7369341147646
2001-01-31,1869.5259627633893
2001-02-01,1818.3106047874837
2001-02-02,1819.2826180437332
2001-02-05,1793.3359042577506
2001-02-06,1819.0050616991066
2001-02-07,1797.3949191629422
2001-02-08,1851.30338084172
2001-02-09,1832.941206248672
2001-02-12,1830.0091678355343
2001-02-13,1852.6643630903911
2001-02-14,1858.636737026758
2001-02-15,1891.7307683085774
2001-02-16,1816.1317952230372
2001-02-19,1792.1935788518865
2001-02-20,1803.8124018432354
2001-02-21,1755.5980033422102
2001-02-22,1771.5891475304886
2001-02-23,1769.881895765506
2001-02-26,1782.6831347708642
2001-02-27,1760.8423207702456
2001-02-28,1740.9577118268398
2001-03-01,1745.8095994694047
2001-03-02,1758.5822997879789
2001-03-05,1776.5603822907685
2001-03-06,1771.3840234687966
2001-03-07,1779.0294420556368
2001-03-08,1776.0218342939106
2001-03-09,1763.0916534520836
2001-03-12,1721.2711531108728
2001-03-13,1745.8024855259143
2001-03-14,1721.5071338918185
2001-03-15,1714.8472647313288
2001-03-16,1722.8578317486126
2001-03-19,1690.4007169835827
2001-03-20,1713.7805549272232
2001-03-21,1723.5713468651923
2001-03-22,1673.317039390163
2001-03-23,1660.9623338618148
2001-03-26,1696.2317633962375
2001-03-27,1713.3470627239442
2001-03-28,1719.2330630740023
2001-03-29,1709.8591611590539
2001-03-30,1712.3751103823438
2001-04-02,1702.6469913116723
2001-04-03,1662.7081676969249
2001-04-04,1640.1667541968955
2001-04-05,1689.4077006227233
2001-04-06,1691.2450769886382
2001-04-09,1700.276496359922
2001-04-10,1761.4367501429422
2001-04-11,1760.605459731531
2001-04-12,1739.0655658534376
2001-04-13,1739.1444239108255
2001-04-16,1721.2508858973915
2001-04-17,1732.2022580712842
2001-04-18,1791.5695671073272
2001-04-19,1712.5656446392177
2001-04-20,1630.551703037519
2001-04-23,1625.3364340705643
2001-04-24,1647.3131770695602
2001-04-25,1636.7368265535138
2001-04-26,1674.4947507279442
2001-04-27,1716.4659954543508
2001-04-30,1742.916269520225
2001-05-01,1725.3935620140714
2001-05-02,1720.4674228081335
2001-05-03,1717.000631790038
2001-05-04,1732.813745740676
2001-05-07,1731.7812664620556
2001-05-08,1721.3022940562214
2001-05-09,1724.5436249342497
2001-05-10,1733.6815303326973
2001-05-11,1718.5883186256717
2001-05-14,1696.4327185456882
2001-05-15,1668.940183521581
2001-05-16,1684.847475721015
2001-05-17,1740.232815805157
2001-05-18,1762.5239258365157
2001-05-21,1763.0271874827822
2001-05-22,1794.448060488547
2001-05-23,1792.352980336819
2001-05-24,1785.4453770886605
2001-05-25,1771.6321517630745
2001-05-28,1776.0528165430387
2001-05-29,1788.9007422780737
2001-05-30,1773.2784382275192
2001-05-31,1810.7800527712923
2001-06-01,1814.6354116669752
2001-06-04,1836.6813393346604
2001-06-05,1852.2925924274587
2001-06-06,1862.1385936428105
2001-06-07,1864.885956517384
2001-06-08,1873.28597668401
2001-06-11,1875.9662311059644
2001-06-12,1847.2393546538492
2001-06-13,1845.1954038879885
2001-06-14,1823.9566117971667
2001-06-15,1802.2482947447322
2001-06-18,1750.2061682537162
2001-06-19,1746.022712874045
2001-06-20,1765.7854538092263
2001-06-21,1799.7053895305023
2001-06-22,1828.808346082581
2001-06-25,1813.217349858602
2001-06-26,1809.1903051140446
2001-06-27,1799.357433884506
2001-06-28,1841.5505563888898
2001-06-29,1849.9382236589227
2001-07-02,1857.802772576835
2001-07-03,1857.1742425792052
2001-07-04,1827.5995384201767
2001-07-05,1825.085060331911
2001-07-06,1766.8194485163199
2001-07-09,1776.5393093781975
2001-07-10,1726.4394758979438
2001-07-11,1681.8987483457656
2001-07-12,1688.1717192758083
2001-07-13,1688.4971951060143
2001-07-16,1660.9616130340478
2001-07-17,1712.1719764178954
2001-07-18,1686.1826515700227
2001-07-19,1666.0217117004495
2001-07-20,1685.6356522114024
2001-07-23,1724.5699234425872
2001-07-24,1689.9192883956503
2001-07-25,1669.5444683282421
2001-07-26,1677.8564749257237
2001-07-27,1687.8636021412647
2001-07-30,1698.7591732991812
2001-07-31,1703.8049318008239
2001-08-01,1671.089036269537
2001-08-02,1678.8910167933118
2001-08-03,1674.837683604025
2001-08-06,1698.1922911583406
2001-08-07,1715.182678306056
2001-08-08,1709.9108705118201
2001-08-09,1688.6539903244118
2001-08-10,1676.7330450733893
2001-08-13,1664.4145361851467
2001-08-14,1661.6958485269304
2001-08-15,1639.237333812062
2001-08-16,1631.7251582492688
2001-08-17,1579.3560971957136
2001-08-20,1585.3254228762214
2001-08-21,1578.9579553755125
2001-08-22,1585.3691692533125
2001-08-23,1586.9891424442897
2001-08-24,1593.9091522610938
2001-08-27,1598.7304842756657
2001-08-28,1594.7271924516272
2001-08-29,1608.7835716292373
2001-08-30,1600.1920684543434
2001-08-31,1596.6832189412808
2001-09-03,1587.3243582528507
2001-09-04,1614.0959839003156
2001-09-05,1616.8229287902316
2001-09-06,1581.9533857612648
2001-09-07,1557.358141884392
2001-09-10,1542.424058504295
2001-09-11,1434.449451882312
2001-09-12,1444.6070445742666
2001-09-13,1382.4665337750291
2001-09-14,1350.8516231459776
2001-09-17,1370.326373757232
2001-09-18,1366.8670929927948
2001-09-19,1345.1250014601464
2001-09-20,1304.612760202485
2001-09-21,1290.6608336737402
2001-09-24,1322.9682666624562
2001-09-25,1309.0611984033008
2001-09-26,1289.2268584244812
2001-09-27,1290.3900153626805
2001-09-28,1326.755313578633
2001-10-01,1307.6620717752212
2001-10-02,1295.2079316030959
2001-10-03,1271.2867760514448
2001-10-04,1282.9828091160302
2001-10-05,1273.2396064114237
2001-10-08,1261.8389011406878
2001-10-09,1276.507652579392
2001-10-10,1308.710883242899
2001-10-11,1350.0352107863325
2001-10-12,1333.5621145018597
2001-10-15,1349.9543593018343
2001-10-16,1356.9101418532116
2001-10-17,1375.085603388156
2001-10-18,1365.291147312797
2001-10-19,1384.7272925066832
2001-10-22,1419.6500799676303
2001-10-23,1420.6902366859824
2001-10-24,1411.1884539581938
2001-10-25,1410.0812470185706
2001-10-26,1419.1567879689119
2001-10-29,1377.9064995734027
2001-10-30,1350.9590954173639
2001-10-31,1385.7164574379592
2001-11-01,1371.5403714166375
2001-11-02,1379.8192754165973
2001-11-05,1440.4240679759291
2001-11-06,1454.0399795671394
2001-11-07,1460.6506248719818
2001-11-08,1484.731793596657
2001-11-09,1486.5980393722248
2001-11-12,1463.565005970033
2001-11-13,1520.1386907700266
2001-11-14,1521.2225700276647
2001-11-15,1524.7889447549633
2001-11-16,1515.2099368702764
2001-11-19,1551.8357068842536
2001-11-20,1523.9184253205294
2001-11-21,1544.686745358144
2001-11-22,1549.4517283729547
2001-11-23,1582.230150043479
2001-11-26,1597.9225989145286
2001-11-27,1605.3335725263512
2001-11-28,1553.2480019302704
2001-11-29,1537.844391951432
2001-11-30,1518.788066446261
2001-12-03,1567.3949270061125
2001-12-04,1575.979872875604
2001-12-05,1609.6369931206468
2001-12-06,1618.8593514522408
2001-12-07,1629.6541893812596
2001-12-10,1645.5409010752005
2001-12-11,1646.607079970958
2001-12-12,1635.8776220559594
2001-12-13,1611.7197507014266
2001-12-14,1600.8821847739973
2001-12-17,1607.187689271465
2001-12-18,1633.9786521348024
2001-12-19,1654.9080959482021
2001-12-20,1647.0628156334192
2001-12-21,1688.3922829247272
2001-12-24,1710.4961917466171
2001-12-25,1710.3959572269546
2001-12-26,1717.547533438923
2001-12-27,1721.0674620162222
2001-12-28,1727.9283611029941
2001-12-31,1708.2862848534837
2002-01-01,1707.0769941778178
2002-01-02,1708.6580762811034
2002-01-03,1766.2608916044037
2002-01-04,1772.8668623646145
2002-01-07,1715.519061523669
2002-01-08,1711.0432131983318
2002-01-09,1691.8629423904288
2002-01-10,1649.9570354672057
2002-01-11,1644.8825914588695
2002-01-14,1621.609856182544
2002-01-15,1652.21090825114
2002-01-16,1659.8195617470556
2002-01-17,1664.9623792263126
2002-01-18,1670.9095951148472
2002-01-21,1681.963966286276
2002-01-22,1685.4897483153438
2002-01-23,1701.1062707517865
2002-01-24,1709.5378915684444
2002-01-25,1736.9934251225193
2002-01-28,1740.8213029049875
2002-01-29,1708.9668792558405
2002-01-30,1708.5662608940838
2002-01-31,1737.3731776869427
2002-02-01,1735.7357038922553
2002-02-04,1712.1764367713065
2002-02-05,1714.9302701842419
2002-02-06,1718.596297630102
2002-02-07,1700.8291221170855
2002-02-08,1684.1880655184975
2002-02-11,1654.7125883328406
2002-02-12,1666.9950718107243
2002-02-13,1712.0587243390928
2002-02-14,1725.5587778116437
2002-02-15,1712.72658080015
2002-02-18,1717.5498014373716
2002-02-19,1703.6302414895408
2002-02-20,1709.3662729741905
2002-02-21,1728.077163353904
2002-02-22,1713.8096164528924
2002-02-25,1760.620071920727
2002-02-26,1764.1078490613559
2002-02-27,1799.2429119132482
2002-02-28,1801.3148259838192
2002-03-01,1825.465748310958
2002-03-04,1837.688614152972
2002-03-05,1823.0618939479925
2002-03-06,1814.6594828730988
2002-03-07,1790.5044412536724
2002-03-08,1822.311961606684
2002-03-11,1809.0790860593427
2002-03-12,1845.433990013435
2002-03-13,1843.524468715954
2002-03-14,1820.8131607451242
2002-03-15,1839.471760813395
2002-03-18,1853.3345367306756
2002-03-19,1855.8331661376853
2002-03-20,1850.7119224262112
2002-03-21,1835.319418820415
2002-03-22,1814.1036816046962
2002-03-25,1794.8003780135718
2002-03-26,1817.3837410391202
2002-03-27,1838.056321157442
2002-03-28,1835.3333311499132
2002-03-29,1835.4195523860546
2002-04-01,1837.5407997506081
2002-04-02,1833.2641310093825
2002-04-03,1821.1464172586054
2002-04-04,1822.1416970665207
2002-04-05,1850.5415342060899
2002-04-08,1853.9279656490414
2002-04-09,1855.5687028379805
2002-04-10,1884.1267247718088
2002-04-11,1866.7431016823089
2002-04-12,1876.400156263006
2002-04-15,1851.2836493447016
2002-04-16,1866.2530270505745
2002-04-17,1870.1563684787632
2002-04-18,1839.977153588371
2002-04-19,1841.8021248340765
2002-04-22,1820.3685600959082
2002-04-23,1816.1871524757357
2002-04-24,1821.0091109047444
2002-04-25,1788.9555008918396
2002-04-26,1785.2899697600442
2002-04-29,1770.0094654253714
2002-04-30,1782.8069382120477
2002-05-01,1766.4238564576685
2002-05-02,1746.6794318612128
2002-05-03,1706.8430119820052
2002-05-06,1695.7253484169655
2002-05-07,1698.3662303267802
2002-05-08,1725.0993689575093
2002-05-09,1680.1285729449949
2002-05-10,1661.5618514091066
2002-05-13,1659.4143875889356
2002-05-14,1680.40764541021
2002-05-15,1681.001996075683
2002-05-16,1711.2955879426315
2002-05-17,1690.4769547662875
2002-05-20,1681.2952004857843
2002-05-21,1676.7038649143117
2002-05-22,1640.2430670966226
2002-05-23,1651.4780016525629
