Date,AC ASEAN MOMENTUM
1995-05-31,1000.0
1995-06-30,971.5509587318459
1995-07-31,1000.3335562121312
1995-08-31,946.6748814826083
1995-09-29,932.5145967997836
1995-10-31,915.0817443259768
1995-11-30,913.7401228287328
1995-12-29,972.3298413326977
1996-01-31,1051.0798111803695
1996-02-29,1060.5941753407617
1996-03-29,1077.7213026909492
1996-04-30,1109.6186351151389
1996-05-31,1092.2263106966457
1996-06-28,1090.4865199512165
1996-07-31,998.1738959463905
1996-08-30,1060.0710584080111
1996-09-30,1089.888332744152
1996-10-31,1040.7217807351428
1996-11-29,1096.2860536999758
1996-12-31,1115.075003848748
1997-01-01,1115.075003848748
1997-01-02,1114.1596454605158
1997-01-03,1121.7293476725856
1997-01-06,1140.785432546987
1997-01-07,1148.892680160472
1997-01-08,1153.5688719665045
1997-01-09,1155.9042289775623
1997-01-10,1153.601633827688
1997-01-13,1143.9444337065606
1997-01-14,1131.7594441372155
1997-01-15,1142.0135973767603
1997-01-16,1139.9142113183548
1997-01-17,1159.1560124967964
1997-01-20,1172.1802574025028
1997-01-21,1164.921211713805
1997-01-22,1172.4978580593208
1997-01-23,1178.1293897008056
1997-01-24,1169.894837834595
1997-01-27,1172.4790137825505
1997-01-28,1171.2499429763982
1997-01-29,1165.9912389370254
1997-01-30,1164.176977700065
1997-01-31,1174.7912477983189
1997-02-03,1173.4172361126107
1997-02-04,1170.8818858072266
1997-02-05,1178.3740616461794
1997-02-06,1180.866897919393
1997-02-07,1180.571306408729
1997-02-10,1184.378599356742
1997-02-11,1186.8655321482952
1997-02-12,1202.2069683899363
1997-02-13,1208.740152659817
1997-02-14,1208.6747696989144
1997-02-17,1209.7833689993363
1997-02-18,1202.9976566299617
1997-02-19,1210.858495873777
1997-02-20,1213.4651535290122
1997-02-21,1210.694402671742
1997-02-24,1202.414576465719
1997-02-25,1206.7379256359768
1997-02-26,1204.6502461910154
1997-02-27,1203.1083608148585
1997-02-28,1198.4866560103549
1997-03-03,1188.8658020670757
1997-03-04,1184.4428178862734
1997-03-05,1182.2310676354946
1997-03-06,1179.1380862324702
1997-03-07,1178.077138448633
1997-03-10,1172.3037681524088
1997-03-11,1178.9445774605506
1997-03-12,1174.2000140262555
1997-03-13,1168.5968760170022
1997-03-14,1158.5083170019498
1997-03-17,1159.0083074085182
1997-03-18,1146.5158983153715
1997-03-19,1156.9139540268986
1997-03-20,1144.3316807344358
1997-03-21,1129.5135492502834
1997-03-24,1130.2174209227703
1997-03-25,1137.3383630534825
1997-03-26,1137.5552293525182
1997-03-27,1139.80426250335
1997-03-28,1133.1448273283258
1997-03-31,1117.23589308413
1997-04-01,1107.1873629188779
1997-04-02,1105.5475098465051
1997-04-03,1084.1466435802738
1997-04-04,1076.3562988014564
1997-04-07,1071.5334322893589
1997-04-08,1086.4021158959338
1997-04-09,1087.407446336972
1997-04-10,1077.228451823888
1997-04-11,1070.2996071453922
1997-04-14,1042.4759967671218
1997-04-15,1032.1618490068565
1997-04-16,1038.2571605426197
1997-04-17,1048.0160603506922
1997-04-18,1048.2165917584234
1997-04-21,1058.6584089715527
1997-04-22,1055.6975579255854
1997-04-23,1055.6407656400768
1997-04-24,1040.3454778771454
1997-04-25,1032.0801747689488
1997-04-28,1014.6295957672315
1997-04-29,992.7024782936955
1997-04-30,1003.824050321661
1997-05-01,1000.5012585980555
1997-05-02,1014.0303283271654
1997-05-05,1019.7175884458338
1997-05-06,1023.4109427805937
1997-05-07,1044.4608126913126
1997-05-08,1041.4793498981412
1997-05-09,1045.507439740574
1997-05-12,1036.9006718595806
1997-05-13,1032.8093114298588
1997-05-14,1022.1645337038204
1997-05-15,990.6821681829035
1997-05-16,992.9569192617843
1997-05-19,990.9884407496825
1997-05-20,999.6847759755502
1997-05-21,1001.2648757390801
1997-05-22,1012.1195146002796
1997-05-23,1022.6630505345299
1997-05-26,1023.1040262764592
1997-05-27,1022.3037041712886
1997-05-28,1036.6559556807424
1997-05-29,1049.0665245489402
1997-05-30,1053.1523740904333
1997-06-02,1065.2926834500142
1997-06-03,1065.1165774272208
1997-06-04,1057.875124693258
1997-06-05,1053.231725484789
1997-06-06,1054.6928139524064
1997-06-09,1057.5969921613573
1997-06-10,1049.8849454887145
1997-06-11,1047.8175199334278
1997-06-12,1048.466101992534
1997-06-13,1039.7850230157367
1997-06-16,1042.9775896078193
1997-06-17,1044.7278492424703
1997-06-18,1049.1648951322893
1997-06-19,1051.864244128487
1997-06-20,1051.2078930339935
1997-06-23,1058.3323251710651
1997-06-24,1045.1402629879678
1997-06-25,1042.8869355301433
1997-06-26,1038.5402812752013
1997-06-27,1036.3114807035176
1997-06-30,1046.2155807622703
1997-07-01,1048.3448212543256
1997-07-02,1046.7881424768125
1997-07-03,1056.168018272578
1997-07-04,1057.8893954234425
1997-07-07,1059.6278388429198
1997-07-08,1066.5672601521499
1997-07-09,1041.1021928474315
1997-07-10,1025.3990016258072
1997-07-11,1017.1862582068673
1997-07-14,998.8946374164186
1997-07-15,997.1340196164242
1997-07-16,987.7346505373073
1997-07-17,990.3133030030435
1997-07-18,988.9091898018445
1997-07-21,986.1135554029615
1997-07-22,986.103308086025
1997-07-23,996.8385662180174
1997-07-24,988.3954308702746
1997-07-25,989.6340317397083
1997-07-28,992.0596858820419
1997-07-29,1001.0578966456848
1997-07-30,988.9874291119979
1997-07-31,980.799641303949
1997-08-01,971.4725801557604
1997-08-04,968.0690606943184
1997-08-05,949.3493878528558
1997-08-06,949.449180899179
1997-08-07,920.4905438730326
1997-08-08,908.6608010900867
1997-08-11,879.7804306548625
1997-08-12,871.8975199961752
1997-08-13,874.282261602858
1997-08-14,843.8495552620781
1997-08-15,818.4997896550259
1997-08-18,792.4095320657542
1997-08-19,800.6518564882313
1997-08-20,831.4775886925976
1997-08-21,840.9640250499268
1997-08-22,821.2500142768037
1997-08-25,794.619169448183
1997-08-26,775.6337363917424
1997-08-27,754.0946379339102
1997-08-28,689.9482587258511
1997-08-29,664.1361093951841
1997-09-01,647.8024251101815
1997-09-02,643.3054261215589
1997-09-03,638.1628393630691
1997-09-04,647.2489965147405
1997-09-05,685.4597272710042
1997-09-08,713.6569977790945
1997-09-09,726.7618035840618
1997-09-10,718.9639854271069
1997-09-11,701.0954944696108
1997-09-12,692.3870570064258
1997-09-15,696.9260769053117
1997-09-16,685.0455195399776
1997-09-17,670.638922432472
1997-09-18,664.5722130567285
1997-09-19,667.5401224973095
1997-09-22,658.473556055186
1997-09-23,672.3533489078192
1997-09-24,678.8636946034085
1997-09-25,687.878678719403
1997-09-26,682.286164489059
1997-09-29,684.2761291335585
1997-09-30,681.5252291182675
1997-10-01,657.3589745728808
1997-10-02,661.7330117231805
1997-10-03,652.3781296784534
1997-10-06,641.3598520134198
1997-10-07,640.7095260213847
1997-10-08,652.1854267802441
1997-10-09,659.0295041104824
1997-10-10,671.2434203863309
1997-10-13,662.6038236232399
1997-10-14,656.2243220085377
1997-10-15,647.5651432687638
1997-10-16,640.2962387968981
1997-10-17,635.434574654191
1997-10-20,613.0766737938151
1997-10-21,600.415984958942
1997-10-22,586.063148848914
1997-10-23,569.3796477130758
1997-10-24,559.7069842126054
1997-10-27,563.6965954199546
1997-10-28,515.6330142880145
1997-10-29,542.5128312350209
1997-10-30,535.764009942647
1997-10-31,546.7378079054693
1997-11-03,583.8522779777691
1997-11-04,596.3990305716223
1997-11-05,593.0035542590299
1997-11-06,590.9729377159321
1997-11-07,591.0904170049632
1997-11-10,586.0729099679166
1997-11-11,586.5052983273299
1997-11-12,577.061645132513
1997-11-13,569.31347737492
1997-11-14,569.6208434686387
1997-11-17,566.1195692166201
1997-11-18,554.1294794140636
1997-11-19,540.312447027787
1997-11-20,521.6530325760946
1997-11-21,534.8385013189196
1997-11-24,544.8503877617525
1997-11-25,519.9769876312712
1997-11-26,518.1918479758065
1997-11-27,527.3111470074978
1997-11-28,524.3751167089514
1997-12-01,514.6189781653333
1997-12-02,516.5924937961402
1997-12-03,507.56503334180474
1997-12-04,511.79272005514935
1997-12-05,522.1514275963084
1997-12-08,535.1168373474383
1997-12-09,524.4816339837779
1997-12-10,520.4254875102298
1997-12-11,484.5674093561189
1997-12-12,464.3838252535698
1997-12-15,444.39037801901196
1997-12-16,440.52456351642456
1997-12-17,456.5751223783907
1997-12-18,477.10766828498606
1997-12-19,474.6321593946815
1997-12-22,467.9610928031872
1997-12-23,464.7897002552636
1997-12-24,457.5409997656796
1997-12-25,457.5409997656796
1997-12-26,457.5165227856911
1997-12-29,457.01867950664575
1997-12-30,457.1687355002216
1997-12-31,460.32843206960365
1998-01-01,460.32843206960365
1998-01-02,451.6091430528324
