Date,AC PACIFIC MOMENTUM
1995-05-31,1000.0
1995-06-30,963.8245551905053
1995-07-31,1015.9433795059573
1995-08-31,965.6244740554853
1995-09-29,980.56094218326
1995-10-31,950.7940511617658
1995-11-30,970.8709007338608
1995-12-29,1013.816822584897
1996-01-31,1013.8401625931025
1996-02-29,997.1998196575913
1996-03-29,1028.1010805774454
1996-04-30,1078.442421612763
1996-05-31,1028.4219859097886
1996-06-28,1041.8633164755586
1996-07-31,994.3207248278668
1996-08-30,957.8033852929777
1996-09-30,996.827824792691
1996-10-31,941.2269624832741
1996-11-29,980.4351176866838
1996-12-31,964.8117680366482
1997-01-01,964.8117680366485
1997-01-02,963.2141991884871
1997-01-03,962.1610690603937
1997-01-06,973.2418599108275
1997-01-07,967.627005697876
1997-01-08,961.6093534687732
1997-01-09,940.6899184154767
1997-01-10,922.103821106327
1997-01-13,930.1032993323183
1997-01-14,931.0897732520782
1997-01-15,937.6215985823482
1997-01-16,943.9197251266228
1997-01-17,938.3139367303861
1997-01-20,927.1501224568182
1997-01-21,922.3079043495155
1997-01-22,930.1456880908563
1997-01-23,925.5853959681211
1997-01-24,921.1866156207309
1997-01-27,911.2485401692963
1997-01-28,911.7845315191094
1997-01-29,917.2448314247264
1997-01-30,909.150311220319
1997-01-31,918.9373381805793
1997-02-03,916.3534734276585
1997-02-04,915.2478157286495
1997-02-05,910.9826603077297
1997-02-06,911.5080897032918
1997-02-07,910.9810676069062
1997-02-10,922.4611851096281
1997-02-11,921.1096816401723
1997-02-12,933.1217556203844
1997-02-13,942.3047968287927
1997-02-14,945.257782268749
1997-02-17,946.118312459626
1997-02-18,938.6549194027547
1997-02-19,936.1341080890151
1997-02-20,945.4412819871048
1997-02-21,943.2282941444543
1997-02-24,935.0493464504905
1997-02-25,939.0926968162602
1997-02-26,935.8673886853658
1997-02-27,942.9647927599992
1997-02-28,935.6915502342647
1997-03-03,934.4126144219252
1997-03-04,935.9308437446014
1997-03-05,930.4659308058441
1997-03-06,924.6904463660269
1997-03-07,924.1746700414976
1997-03-10,925.005971616031
1997-03-11,927.228476468666
1997-03-12,922.2228191663625
1997-03-13,912.8976589846029
1997-03-14,906.7407215447986
1997-03-17,910.4707846518686
1997-03-18,911.618922504983
1997-03-19,909.2245355423302
1997-03-20,902.1143204920631
1997-03-21,902.4022063727906
1997-03-24,898.6052557857503
1997-03-25,902.8267058643538
1997-03-26,910.7961092979315
1997-03-27,911.3648527680532
1997-03-28,911.1748886845514
1997-03-31,907.2133361461723
1997-04-01,902.558107280863
1997-04-02,910.4446409302609
1997-04-03,910.7154044707252
1997-04-04,907.9228374580559
1997-04-07,907.1280473718159
1997-04-08,921.9557926101693
1997-04-09,920.5973791432209
1997-04-10,913.4073578439968
1997-04-11,916.5344615755856
1997-04-14,902.7251250167587
1997-04-15,903.8603518119854
1997-04-16,910.6858071220802
1997-04-17,905.4683878699127
1997-04-18,909.1610698223523
1997-04-21,918.7321641811536
1997-04-22,916.181468937107
1997-04-23,926.8582024809409
1997-04-24,927.835474514867
1997-04-25,928.7913142804995
1997-04-28,925.7814759414764
1997-04-29,921.9291805413292
1997-04-30,934.7643438754421
1997-05-01,942.1547024757529
1997-05-02,949.5101145887533
1997-05-05,956.0116701879814
1997-05-06,981.0496226021714
1997-05-07,984.4379104239138
1997-05-08,984.6209030602079
1997-05-09,986.789735435719
1997-05-12,993.8159554938037
1997-05-13,991.4790689796691
1997-05-14,1000.0862424842446
1997-05-15,994.9459441665431
1997-05-16,1000.615868284768
1997-05-19,1000.786700479891
1997-05-20,1010.4076003135493
1997-05-21,996.6567720167606
1997-05-22,985.4953431543703
1997-05-23,1001.180716063585
1997-05-26,1006.7626180186633
1997-05-27,1001.5483507010192
1997-05-28,1016.7896281816556
1997-05-29,1015.978873065321
1997-05-30,1009.5749845143991
1997-06-02,1022.6151095690825
1997-06-03,1027.6585536054986
1997-06-04,1032.99312673748
1997-06-05,1033.4770396076685
1997-06-06,1032.3160298794646
1997-06-09,1043.8293349258383
1997-06-10,1043.783325365377
1997-06-11,1047.900670692106
1997-06-12,1031.0142280406087
1997-06-13,1028.6579640576997
1997-06-16,1047.6054488423874
1997-06-17,1046.8029425047123
1997-06-18,1047.6208043260779
1997-06-19,1043.839490280667
1997-06-20,1048.737134164009
1997-06-23,1047.2151719066321
1997-06-24,1048.6747718198428
1997-06-25,1066.7346329927725
1997-06-26,1064.7788457755003
1997-06-27,1056.7952152801247
1997-06-30,1064.051529667773
1997-07-01,1054.413371405173
1997-07-02,1058.2895445719746
1997-07-03,1060.7971382536632
1997-07-04,1055.3869315823486
1997-07-07,1054.83776526819
1997-07-08,1059.6708924971674
1997-07-09,1061.2121999445178
1997-07-10,1070.2462339554136
1997-07-11,1078.359079801882
1997-07-14,1089.0065630196677
1997-07-15,1079.846836506121
1997-07-16,1092.987287172527
1997-07-17,1098.248166526046
1997-07-18,1095.3014357418845
1997-07-21,1091.5150856591083
1997-07-22,1084.36822278317
1997-07-23,1088.1467649444044
1997-07-24,1097.384479709083
1997-07-25,1099.6808109927
1997-07-28,1108.4082961265692
1997-07-29,1111.8590522361696
1997-07-30,1110.3471709677237
1997-07-31,1121.9825967524366
1997-08-01,1114.6585318367452
1997-08-04,1104.637704885711
1997-08-05,1085.5163886692098
1997-08-06,1102.138855417058
1997-08-07,1098.3286863423386
1997-08-08,1116.7795831618137
1997-08-11,1085.6217822817837
1997-08-12,1090.4903208696987
1997-08-13,1093.7561465061704
1997-08-14,1090.2208250189883
1997-08-15,1099.3200130686164
1997-08-18,1082.8202564927738
1997-08-19,1064.8052076299016
1997-08-20,1077.4046068065124
1997-08-21,1078.9125380007686
1997-08-22,1056.1517479103925
1997-08-25,1042.4566959445167
1997-08-26,1049.1159008404243
1997-08-27,1032.7449114784717
1997-08-28,1016.6591418251288
1997-08-29,988.9922895514289
1997-09-01,957.5946247351329
1997-09-02,963.6000745873256
1997-09-03,1006.7129930491286
1997-09-04,999.2262418420089
1997-09-05,1010.1193869771864
1997-09-08,1012.9854711750979
1997-09-09,1029.1545981469662
1997-09-10,1025.4625099811244
1997-09-11,1002.0637768455971
1997-09-12,987.8292891714942
1997-09-15,990.432883961495
1997-09-16,984.0245429603841
1997-09-17,985.6537772897866
1997-09-18,986.7268589233643
1997-09-19,1001.1024922668695
1997-09-22,1004.7739131875799
1997-09-23,1007.7894712060234
1997-09-24,1032.0307173289427
1997-09-25,1027.7266358853753
1997-09-26,1014.1676094531177
1997-09-29,1014.8510861830453
1997-09-30,1021.7926309003971
1997-10-01,1027.4155859513157
1997-10-02,1020.3374338625812
1997-10-03,1020.2305476420306
1997-10-06,1024.1470248005503
1997-10-07,1014.5351042076385
1997-10-08,1027.6819956501404
1997-10-09,1018.7050121866304
1997-10-10,1025.2852317300421
1997-10-13,1011.0554161991145
1997-10-14,1010.2181560281734
1997-10-15,1008.3325081904258
1997-10-16,1024.543082231678
1997-10-17,1015.6918816121644
1997-10-20,977.4974305104186
1997-10-21,973.906233124238
1997-10-22,970.8068503249178
1997-10-23,938.6496555891765
1997-10-24,937.111310872857
1997-10-27,911.5808796942631
1997-10-28,866.9714560620614
1997-10-29,903.5561460595861
1997-10-30,889.6388333051917
1997-10-31,886.7226902799363
1997-11-03,891.334993420307
1997-11-04,891.1648215695326
1997-11-05,887.7939278875416
1997-11-06,888.5813144884822
1997-11-07,858.7980197800139
1997-11-10,844.1240263398624
1997-11-11,845.756737183598
1997-11-12,825.8429436325479
1997-11-13,823.120607439929
1997-11-14,806.3827736020678
1997-11-17,856.6705932967636
1997-11-18,871.0094596341219
1997-11-19,835.0117487830312
1997-11-20,845.2647442782644
1997-11-21,876.0758793539412
1997-11-24,870.3352667435298
1997-11-25,833.470333804321
1997-11-26,839.4993889728082
1997-11-27,858.7164133512331
1997-11-28,858.830651857124
1997-12-01,857.9750376681311
1997-12-02,862.3754944275074
1997-12-03,856.3828014969203
1997-12-04,847.9960416627894
1997-12-05,854.6799827088038
1997-12-08,851.1580007410292
1997-12-09,867.409193093929
1997-12-10,866.5560832280968
1997-12-11,841.6778957347084
1997-12-12,831.8612762774433
1997-12-15,830.4766485858687
1997-12-16,830.3240973338957
1997-12-17,867.9851965419073
1997-12-18,856.3826828142542
1997-12-19,830.634347782847
1997-12-22,807.2428827294572
1997-12-23,811.6715754529092
1997-12-24,817.1320338039294
1997-12-25,817.2443353964137
1997-12-26,819.6021638403454
1997-12-29,825.6419899037578
1997-12-30,840.1156719534376
1997-12-31,839.2632352314498
1998-01-01,839.2632352314498
1998-01-02,826.9705377750904
1998-01-05,812.1954430749738
1998-01-06,813.1322898553503
1998-01-07,824.401458043252
1998-01-08,819.9355625820851
1998-01-09,816.5296779527968
1998-01-12,785.2487959362086
1998-01-13,798.460930941962
1998-01-14,820.863028007135
1998-01-15,824.2446578348346
1998-01-16,860.916216283384
1998-01-19,872.5856213594269
1998-01-20,868.7510434402564
1998-01-21,876.9935477780042
1998-01-22,868.017046223819
1998-01-23,879.6868884077086
1998-01-26,884.9104545008853
1998-01-27,877.6648375280938
1998-01-28,877.9299510716927
1998-01-29,880.12574718051
1998-01-30,872.6742571479972
1998-02-02,883.2255679526128
1998-02-03,891.9622709620497
1998-02-04,896.400093643744
1998-02-05,900.4642526176525
1998-02-06,895.0589886138065
1998-02-09,895.6416741841779
1998-02-10,892.432885465889
1998-02-11,891.3827263060136
1998-02-12,887.5659438953552
1998-02-13,872.6719186220491
1998-02-16,871.0966419114098
1998-02-17,870.8037083491485
1998-02-18,868.8632716559808
1998-02-19,866.3056792607816
1998-02-20,860.2758116574652
