Date,EM (EMERGING MARKETS) MOMENTUM
1997-10-08,1218.4815004568745
1997-10-09,1226.9469102690105
1997-10-10,1226.7375953308967
1997-10-13,1231.0557919029152
1997-10-14,1234.6310894553308
1997-10-15,1228.256570434716
1997-10-16,1216.8754658837254
1997-10-17,1195.1115234881524
1997-10-20,1172.060644398501
1997-10-21,1190.1301689795923
1997-10-22,1190.2681198400212
1997-10-23,1155.0614777618018
1997-10-24,1129.7914147072433
1997-10-27,1036.7852231207758
1997-10-28,1036.514920184285
1997-10-29,1035.1759331996393
1997-10-30,996.2272964994514
1997-10-31,1002.45376601807
1997-11-03,1036.4081289358628
1997-11-04,1050.2671846753851
1997-11-05,1057.5848704962416
1997-11-06,1054.697295406021
1997-11-07,1023.8564253261228
1997-11-10,1015.8508389343394
1997-11-11,1010.9777105710222
1997-11-12,975.8722465718034
1997-11-13,969.6908658589347
1997-11-14,974.3775626425293
1997-11-17,994.257157109491
1997-11-18,991.0837536163143
1997-11-19,992.3010201255581
1997-11-20,994.8575902064101
1997-11-21,1015.538011314767
1997-11-24,990.8597052523403
1997-11-25,995.329009596895
1997-11-26,1010.5501826571087
1997-11-27,1023.06129454568
1997-11-28,1019.5941716293161
1997-12-01,1013.1053025066352
1997-12-02,1027.5105339468234
1997-12-03,1038.891627700766
1997-12-04,1056.6574600927468
1997-12-05,1054.706095508864
1997-12-08,1064.0909288850478
1997-12-09,1055.2656519710781
1997-12-10,1037.6187631311163
1997-12-11,1005.8170575809975
1997-12-12,1001.3692283377391
1997-12-15,1017.1725640105566
1997-12-16,1023.4281352076031
1997-12-17,1037.1364735771026
1997-12-18,1034.264843244929
1997-12-19,1021.7957728720273
1997-12-22,1030.0396769299766
1997-12-23,1028.7630637295797
1997-12-24,1032.3282813365302
1997-12-25,1032.3282813365302
1997-12-26,1045.0932087836584
1997-12-29,1063.4888397964844
1997-12-30,1082.215708992182
1997-12-31,1084.4409000824119
1998-01-01,1084.4409000824119
1998-01-02,1084.6006012887958
1998-01-05,1092.9493801867638
1998-01-06,1071.2642321271564
1998-01-07,1059.8403616243813
1998-01-08,1031.1007347335633
1998-01-09,999.1228714779639
1998-01-12,954.4454351915282
1998-01-13,978.8606664948242
1998-01-14,982.5669363792241
1998-01-15,972.7493788934794
1998-01-16,990.9185180904732
1998-01-19,1015.1770291918564
1998-01-20,1008.8078242380323
1998-01-21,1005.9844660606208
1998-01-22,991.2701626839086
1998-01-23,982.5305991392624
1998-01-26,983.6263213669646
1998-01-27,989.3045468117008
1998-01-28,979.1686481074854
1998-01-29,970.9227849752215
1998-01-30,982.9074515641438
1998-02-02,1014.8637977343728
1998-02-03,1019.4617480026113
1998-02-04,1012.0218192245028
1998-02-05,1025.7534765129146
1998-02-06,1028.2021658854105
1998-02-09,1023.6572454709643
1998-02-10,1023.5596141773606
1998-02-11,1038.1543206390809
1998-02-12,1031.6383650597186
1998-02-13,1025.1663725982494
1998-02-16,1026.2722676869214
1998-02-17,1030.489948352945
1998-02-18,1030.30133183385
1998-02-19,1036.714890070572
1998-02-20,1035.7897494141328
1998-02-23,1046.3159978057577
1998-02-24,1051.097016032457
1998-02-25,1063.249133424863
1998-02-26,1078.217675744833
1998-02-27,1081.1655548037402
1998-03-02,1099.3986311482843
1998-03-03,1088.8608234736207
1998-03-04,1083.004490850807
1998-03-05,1065.7056004096964
1998-03-06,1080.9951698625052
1998-03-09,1078.5424448557321
1998-03-10,1081.7735166751042
1998-03-11,1093.4262804126145
1998-03-12,1093.8257553404908
1998-03-13,1089.9253139301056
1998-03-16,1088.870543667127
1998-03-17,1088.2836763968744
1998-03-18,1085.4165141932087
1998-03-19,1091.0839319367474
1998-03-20,1100.321705989539
1998-03-23,1110.3337939404914
1998-03-24,1107.6990446902237
1998-03-25,1116.6549598483564
1998-03-26,1117.491802508376
1998-03-27,1127.0369239961205
1998-03-30,1121.7320760231858
1998-03-31,1118.8774370543606
1998-04-01,1120.3216875545024
1998-04-02,1121.5380771283358
1998-04-03,1115.945056922708
1998-04-06,1120.6450338462826
1998-04-07,1117.3986674397515
1998-04-08,1118.0797888857273
1998-04-09,1116.8010734718043
1998-04-10,1113.686451654086
1998-04-13,1113.6332235525783
1998-04-14,1119.2002592386787
1998-04-15,1131.2430861195728
1998-04-16,1137.8516862186746
1998-04-17,1138.5289457546883
1998-04-20,1143.3988242959874
1998-04-21,1154.7809536882767
1998-04-22,1159.1845803695778
1998-04-23,1154.1380914858244
1998-04-24,1139.556511348756
1998-04-27,1112.6127993092496
1998-04-28,1118.5409157737815
1998-04-29,1119.8448825207486
1998-04-30,1134.0496691602734
1998-05-01,1135.5593141644729
1998-05-04,1139.9893429631722
1998-05-05,1135.1122957621812
1998-05-06,1119.9894808479694
1998-05-07,1109.2575377068483
1998-05-08,1111.4137072369924
1998-05-11,1107.1282634879244
1998-05-12,1091.556222680767
1998-05-13,1081.4084763833791
1998-05-14,1078.5699103468019
1998-05-15,1078.9923850091386
1998-05-18,1049.1562920479305
1998-05-19,1054.0442955922647
1998-05-20,1056.8897021833761
1998-05-21,1062.112550328191
1998-05-22,1055.04848083327
1998-05-25,1037.4465006916826
1998-05-26,1007.4725122198238
1998-05-27,978.0241415674534
1998-05-28,979.3662466133281
1998-05-29,974.7227074052113
1998-06-01,950.2824771638774
1998-06-02,960.6341484898013
1998-06-03,972.8302734514132
1998-06-04,975.6131331975382
1998-06-05,976.828263570337
1998-06-08,974.1854925147293
1998-06-09,967.0933794644686
1998-06-10,937.9998419032534
1998-06-11,920.7364492634499
1998-06-12,910.1580233075786
1998-06-15,869.0505530095545
1998-06-16,882.8383555623366
1998-06-17,918.8130617269583
1998-06-18,926.0706328506926
1998-06-19,917.8930507583918
1998-06-22,896.4111356227252
1998-06-23,900.1726810548666
1998-06-24,914.4112800916284
1998-06-25,910.5308724181368
1998-06-26,890.2713794110834
1998-06-29,886.1859692232151
1998-06-30,891.8394692117062
1998-07-01,897.0638207002439
1998-07-02,909.6685375044566
1998-07-03,910.0622153902535
1998-07-06,915.2836877880245
1998-07-07,934.5300559040277
1998-07-08,934.3608026719107
1998-07-09,931.2818709533415
1998-07-10,923.9842327699756
1998-07-13,929.943236094336
1998-07-14,944.5174315314788
1998-07-15,952.5093717017759
1998-07-16,967.3690740711899
1998-07-17,971.2547927111262
1998-07-20,974.3220000968696
1998-07-21,973.9451437717971
1998-07-22,965.1892214681599
1998-07-23,955.0953032466683
1998-07-24,945.2933636936668
1998-07-27,936.7497311158987
1998-07-28,935.0474314808669
1998-07-29,939.8821930576886
1998-07-30,953.5357097088787
1998-07-31,954.4734042532127
1998-08-03,938.0699432616867
1998-08-04,935.4836517806852
1998-08-05,919.541915340951
1998-08-06,911.9285176643729
1998-08-07,903.0809510289145
1998-08-10,895.2557094233364
1998-08-11,859.8202491006275
1998-08-12,859.4181795826005
1998-08-13,834.5191549644098
1998-08-14,841.9060067093379
1998-08-17,828.4267811561299
1998-08-18,840.7548788356082
1998-08-19,853.1728577695243
1998-08-20,850.918247147799
1998-08-21,828.4326662580557
1998-08-24,807.4599437688939
1998-08-25,802.0547141024122
1998-08-26,777.725133476492
1998-08-27,731.1161761985123
1998-08-28,715.9734110995145
1998-08-31,712.9266058269826
1998-09-01,701.1704504152855
1998-09-02,724.0371551538794
1998-09-03,705.9013855483599
1998-09-04,699.4570073572846
1998-09-07,721.5235030374371
1998-09-08,729.0291463813479
1998-09-09,728.0075707534992
1998-09-10,716.4601729950654
1998-09-11,705.5008367726879
1998-09-14,725.0329982795314
1998-09-15,729.7455317871371
1998-09-16,741.777070077009
1998-09-17,730.7762123035448
1998-09-18,725.3400206648198
1998-09-21,709.3687789253339
1998-09-22,722.9326181211369
1998-09-23,734.6806120848677
1998-09-24,754.7814489453458
1998-09-25,747.9342864071824
1998-09-28,752.7579406562314
1998-09-29,750.6946603155034
1998-09-30,736.3914222378954
1998-10-01,708.1134917907451
1998-10-02,689.13689136976
1998-10-05,681.9274152368274
1998-10-06,688.7320215536937
1998-10-07,702.1166946464982
1998-10-08,690.7504220967675
1998-10-09,691.0600446490168
1998-10-12,695.6314207037158
1998-10-13,700.0228960213652
1998-10-14,712.3157682396267
1998-10-15,740.6925080233924
1998-10-16,771.6741454448415
1998-10-19,772.0117894697844
1998-10-20,780.7121862454973
1998-10-21,780.656066755178
1998-10-22,779.8891091738286
1998-10-23,773.4565744609563
1998-10-26,785.6266754668939
1998-10-27,789.2276384459503
1998-10-28,785.914236463755
1998-10-29,787.2344170543349
1998-10-30,808.6355443788908
1998-11-02,836.4219333388761
1998-11-03,836.3520550922842
1998-11-04,843.7783604729561
1998-11-05,846.6068258677184
1998-11-06,850.2883252266237
1998-11-09,841.2349532024266
1998-11-10,825.9550491169213
1998-11-11,824.4947060155329
1998-11-12,810.794083933425
1998-11-13,812.9412828575225
1998-11-16,838.1625583581913
1998-11-17,843.401650882816
1998-11-18,851.4148416751009
1998-11-19,862.0569293926408
1998-11-20,871.6738370592753
1998-11-23,874.872923567223
1998-11-24,876.1659216677236
1998-11-25,874.3405746189931
1998-11-26,872.4556237215027
1998-11-27,870.063685516326
1998-11-30,867.7399994290602
1998-12-01,851.5941583830986
1998-12-02,852.203931697488
1998-12-03,842.6660663606237
1998-12-04,857.0163909133435
1998-12-07,891.2490047871892
1998-12-08,886.759166548722
1998-12-09,891.1644180020487
1998-12-10,916.7872691699786
1998-12-11,898.3251747164874
1998-12-14,889.354498483802
1998-12-15,894.0674995054075
1998-12-16,884.1766242572196
1998-12-17,877.6257183920205
1998-12-18,877.8143764139759
1998-12-21,907.1847689692776
1998-12-22,902.0879379812034
1998-12-23,909.7141887405992
1998-12-24,916.8170729624758
1998-12-25,917.7895644183573
1998-12-28,920.6088506223197
1998-12-29,920.4162859242105
1998-12-30,927.66015710997
1998-12-31,930.3858482922498
1999-01-01,930.3858482922498
1999-01-04,970.255822373457
1999-01-05,987.664559782922
1999-01-06,1005.9732058121024
1999-01-07,1042.1305837576735
1999-01-08,1025.7438557432592
1999-01-11,1020.7571800263723
1999-01-12,1002.0907273892122
1999-01-13,966.4989347890001
1999-01-14,952.4891296138799
1999-01-15,958.8148379796278
1999-01-18,983.4389880363622
1999-01-19,982.7993823966954
1999-01-20,996.6609564553224
1999-01-21,979.9333793499973
1999-01-22,949.2517592821227
1999-01-25,932.4683877518279
1999-01-26,945.8432003046094
1999-01-27,967.1476061381451
1999-01-28,968.9317325096495
1999-01-29,970.5453393549362
1999-02-01,983.9202360615141
1999-02-02,984.1845441114726
1999-02-03,976.0220705661344
1999-02-04,965.5347845103983
1999-02-05,962.0398555507094
1999-02-08,959.7737416155372
1999-02-09,938.804176701792
1999-02-10,941.3006009267591
1999-02-11,950.9264748141152
1999-02-12,973.4786078387134
1999-02-15,972.2263564839421
1999-02-16,967.3350571031654
1999-02-17,964.6879941724544
1999-02-18,947.8322781719431
1999-02-19,924.9141250001866
1999-02-22,922.5352549957831
1999-02-23,904.6563011294768
1999-02-24,920.7044751945149
1999-02-25,931.267500368389
1999-02-26,939.596223650274
1999-03-01,948.3010992444923
1999-03-02,946.9337276345719
1999-03-03,952.9050622651164
1999-03-04,939.5463205184084
1999-03-05,943.9797987019501
1999-03-08,975.871656065445
1999-03-09,987.8498094278956
1999-03-10,988.079822569033
1999-03-11,991.9440541776368
1999-03-12,1005.0095256753589
1999-03-15,1022.1837156238767
1999-03-16,1026.6116059206092
1999-03-17,1030.8016114778075
1999-03-18,1026.540186757058
1999-03-19,1051.1758971933646
1999-03-22,1054.6381625399606
1999-03-23,1044.3167246113371
1999-03-24,1023.6159130944977
1999-03-25,1024.6143474356645
1999-03-26,1024.4812053136843
1999-03-29,1015.6300580200281
1999-03-30,1031.931320126927
1999-03-31,1021.7989214200055
1999-04-01,1019.4240332922734
1999-04-02,1042.7501606850628
1999-04-05,1033.2515923038977
1999-04-06,1049.6625484037172
1999-04-07,1076.9452640865234
1999-04-08,1092.8964168896096
1999-04-09,1096.696576743571
1999-04-12,1097.135630388995
1999-04-13,1106.7229461199638
1999-04-14,1113.6955353882624
1999-04-15,1127.2503893799476
1999-04-16,1148.464832616613
1999-04-19,1171.6950584309493
1999-04-20,1169.4727039943584
1999-04-21,1146.4777498146761
1999-04-22,1139.5557906492872
1999-04-23,1157.7968839367707
1999-04-26,1168.5075604776403
1999-04-27,1193.3989184920633
1999-04-28,1196.0972526045427
1999-04-29,1162.3916668686188
1999-04-30,1168.998106853021
1999-05-03,1176.7560900712208
1999-05-04,1202.2080082421207
1999-05-05,1206.3793251211234
1999-05-06,1252.2959993065933
1999-05-07,1247.7046229526375
1999-05-10,1248.084047810248
1999-05-11,1236.2862130029062
1999-05-12,1224.3438518569662
1999-05-13,1199.220442363693
1999-05-14,1211.186640608272
1999-05-17,1192.291352111253
1999-05-18,1213.1645767252876
1999-05-19,1214.5047471167509
1999-05-20,1200.0606717917847
1999-05-21,1204.7298533163337
1999-05-24,1200.2004149067404
1999-05-25,1195.7086288547457
1999-05-26,1188.1020004003628
1999-05-27,1183.8145504025
1999-05-28,1175.6606636535616
1999-05-31,1182.4595531175144
1999-06-01,1200.3211678826672
1999-06-02,1218.9094576231496
1999-06-03,1224.2186765726535
1999-06-04,1238.7137190469298
1999-06-07,1280.3488789482146
1999-06-08,1298.901350471773
1999-06-09,1266.5117133409215
1999-06-10,1310.2919235982795
1999-06-11,1302.00916795784
1999-06-14,1276.4631863169798
1999-06-15,1271.0326620005494
1999-06-16,1296.3812149392452
1999-06-17,1307.9931493971792
1999-06-18,1315.2326541624168
1999-06-21,1347.980794364449
1999-06-22,1354.6268463962292
1999-06-23,1355.0449601073874
1999-06-24,1344.1242920507868
1999-06-25,1350.1585281147272
1999-06-28,1371.702861104073
1999-06-29,1368.022568238779
1999-06-30,1358.2827272631891
1999-07-01,1391.9937111646364
1999-07-02,1408.623685125013
1999-07-05,1443.9515866683641
1999-07-06,1449.0385349633784
1999-07-07,1453.2310279200658
1999-07-08,1432.8302521087062
1999-07-09,1451.371976823619
1999-07-12,1431.023732074349
1999-07-13,1418.408682357252
1999-07-14,1392.8308585151378
1999-07-15,1424.1611154774873
1999-07-16,1458.0374338168174
1999-07-19,1471.967874707877
1999-07-20,1446.2392874263544
1999-07-21,1421.956021103166
1999-07-22,1422.8215086651721
1999-07-23,1361.7753214195059
1999-07-26,1337.0401618659546
1999-07-27,1369.8441438017132
1999-07-28,1390.0347147080536
1999-07-29,1418.6525598829721
1999-07-30,1386.8848534437718
1999-08-02,1367.4043498835144
1999-08-03,1384.8790653639069
1999-08-04,1397.0905475395484
1999-08-05,1374.0707194641845
1999-08-06,1368.9324718642285
1999-08-09,1379.1851421320712
1999-08-10,1391.44240889245
1999-08-11,1372.440628736537
1999-08-12,1387.154351491911
1999-08-13,1367.9776863929842
1999-08-16,1378.4842268746804
1999-08-17,1352.9263340754228
1999-08-18,1358.1664232160206
1999-08-19,1357.4119000193327
1999-08-20,1371.3169283704892
1999-08-23,1414.064752474588
1999-08-24,1422.706558951633
1999-08-25,1467.0763909502414
1999-08-26,1455.3545059645066
1999-08-27,1456.462127922751
1999-08-30,1450.9770743802535
1999-08-31,1448.4863260311183
1999-09-01,1428.024922837563
1999-09-02,1417.940858144937
1999-09-03,1413.2618944860062
1999-09-06,1450.303903169872
1999-09-07,1446.9861040822457
1999-09-08,1436.6798503744803
1999-09-09,1446.3371953304534
1999-09-10,1466.9447783613175
1999-09-13,1494.192202361084
1999-09-14,1484.0809378936672
1999-09-15,1470.6827471830993
1999-09-16,1444.8119641722228
1999-09-17,1453.81704594771
1999-09-20,1465.4868965532746
1999-09-21,1466.405596077221
1999-09-22,1460.6153654522302
1999-09-23,1444.2590260853137
1999-09-24,1427.3107193537694
1999-09-27,1391.3300791270576
1999-09-28,1399.0128099578608
1999-09-29,1387.1254475847586
1999-09-30,1367.3667531683116
1999-10-01,1363.607904999613
1999-10-04,1353.562015410465
1999-10-05,1354.3196245872623
1999-10-06,1399.7938068334763
1999-10-07,1437.3770082049919
1999-10-08,1430.99925690886
1999-10-11,1431.4884441326533
1999-10-12,1455.394180179657
1999-10-13,1449.074057440558
1999-10-14,1449.6190003792965
1999-10-15,1431.6069681422275
1999-10-18,1384.3909149919195
1999-10-19,1375.878389435985
1999-10-20,1408.8385401136354
1999-10-21,1392.832444087486
1999-10-22,1384.1956335510313
1999-10-25,1364.4529599831517
1999-10-26,1366.884487661401
1999-10-27,1354.9451385542593
1999-10-28,1374.0548507602814
1999-10-29,1386.7341379780019
1999-11-01,1429.0289966440114
1999-11-02,1455.131909579359
1999-11-03,1460.04835161885
1999-11-04,1484.082377013616
1999-11-05,1496.3467154690597
1999-11-08,1506.7967001218578
1999-11-09,1529.0257914133247
1999-11-10,1522.7470637805263
1999-11-11,1529.3697865514673
1999-11-12,1543.9024882235806
1999-11-15,1546.030877955748
1999-11-16,1558.5129995773602
1999-11-17,1527.9343666047398
1999-11-18,1533.9384816858203
1999-11-19,1556.8103202874372
1999-11-22,1550.53921576473
1999-11-23,1547.5321234864637
1999-11-24,1538.666928253018
1999-11-25,1538.4645269384707
1999-11-26,1527.7095192639504
1999-11-29,1541.9432950098344
1999-11-30,1564.1696709550538
1999-12-01,1580.9108752083268
1999-12-02,1585.449451038718
1999-12-03,1593.673794882811
1999-12-06,1613.1133690687084
1999-12-07,1615.3587105970103
1999-12-08,1620.4574934318778
1999-12-09,1617.7834358668624
1999-12-10,1650.62315929386
1999-12-13,1671.1381423810826
1999-12-14,1645.3348621346736
1999-12-15,1617.152392453652
1999-12-16,1615.7166843263756
1999-12-17,1630.526138671164
1999-12-20,1644.6481445754996
1999-12-21,1656.5744564276786
1999-12-22,1674.5080548310839
1999-12-23,1673.493574775747
1999-12-24,1684.1288454123742
1999-12-27,1691.8876750163643
1999-12-28,1716.3289729199412
1999-12-29,1744.675782710478
1999-12-30,1772.711074904459
1999-12-31,1774.284706105013
2000-01-03,1823.0963542318677
2000-01-04,1863.9774982934307
2000-01-05,1801.8382996819819
2000-01-06,1766.8022496744709
2000-01-07,1769.6993914976156
2000-01-10,1824.0253307462526
2000-01-11,1781.4185946029302
2000-01-12,1782.2116767309656
2000-01-13,1791.8462072632967
2000-01-14,1827.1144148029
2000-01-17,1874.8158697443262
2000-01-18,1872.897170934686
2000-01-19,1833.1329886896647
2000-01-20,1828.0521414801278
2000-01-21,1821.5887361041587
2000-01-24,1840.4786392017973
2000-01-25,1827.885216309421
2000-01-26,1826.427898889821
2000-01-27,1836.7254565905132
2000-01-28,1844.6224888309955
2000-01-31,1814.4294130988942
2000-02-01,1834.5748478721557
2000-02-02,1859.753592232856
2000-02-03,1909.1479442799243
2000-02-04,1933.4606144447282
2000-02-07,1966.3195110081963
2000-02-08,1969.7186585505592
2000-02-09,1987.7273709958438
2000-02-10,2021.4039570768966
2000-02-11,2033.512788570914
2000-02-14,2009.242449175158
2000-02-15,2000.452891107557
2000-02-16,2008.6473061290412
2000-02-17,2042.858940993079
2000-02-18,2036.7328817343882
2000-02-21,2033.4312882653824
2000-02-22,1996.7158952968882
2000-02-23,1985.024241526392
2000-02-24,1978.4930456362817
2000-02-25,1959.476716603413
2000-02-28,1914.9000570535734
2000-02-29,1908.4533196153702
2000-03-01,1965.2374761529063
2000-03-02,2023.7772663889652
2000-03-03,2021.634378960374
2000-03-06,2052.7050058301984
2000-03-07,2057.280508321208
2000-03-08,2062.600479242314
2000-03-09,2036.0839805283285
2000-03-10,2035.5229396667105
2000-03-13,1947.7305354821804
2000-03-14,1902.5252015785939
2000-03-15,1864.4252256256857
2000-03-16,1863.6934031287635
2000-03-17,1891.9447437385938
2000-03-20,1856.3883665256167
2000-03-21,1895.7281631410574
2000-03-22,1912.985179127098
2000-03-23,1928.4232940248874
2000-03-24,1955.8538959498276
2000-03-27,1978.452204083734
2000-03-28,1966.6421576066716
2000-03-29,1965.4299360396465
2000-03-30,1925.314469502553
2000-03-31,1889.0711015269662
2000-04-03,1843.5179525617125
2000-04-04,1811.515923135586
2000-04-05,1807.4304547561355
2000-04-06,1827.9032718485917
2000-04-07,1901.3630874758214
2000-04-10,1940.2096931524418
2000-04-11,1918.9211721371023
2000-04-12,1877.9258395085685
2000-04-13,1820.2728248930896
2000-04-14,1747.2452197991822
2000-04-17,1627.0417986775249
2000-04-18,1670.4154523298475
2000-04-19,1647.6840674819102
2000-04-20,1662.0091659321029
2000-04-21,1667.7094059944718
2000-04-24,1621.8704721382342
2000-04-25,1643.8132329229798
2000-04-26,1649.668336274017
2000-04-27,1640.9812688583895
2000-04-28,1670.0893276218599
