Date,EM LATIN AMERICA MOMENTUM
1995-05-31,1000.0
1995-06-30,1016.6453839794148
1995-07-31,1045.8505361187047
1995-08-31,1058.873608758535
1995-09-29,1014.7995948562987
1995-10-31,958.4050489563144
1995-11-30,944.1037345807156
1995-12-29,1000.4318552054115
1996-01-31,1090.4824844586697
1996-02-29,1057.727184764717
1996-03-29,1086.1222842381305
1996-04-30,1160.3874524953715
1996-05-31,1212.4596193472244
1996-06-28,1221.9351127365658
1996-07-31,1148.8773858889401
1996-08-30,1224.1475558504621
1996-09-30,1291.5518481508661
1996-10-31,1281.5684820740578
1996-11-29,1301.6799836040143
1996-12-31,1380.1191778256077
1997-01-01,1380.1191778256077
1997-01-02,1374.2981352978356
1997-01-03,1382.3595081247672
1997-01-06,1395.8495367318737
1997-01-07,1417.2242772765246
1997-01-08,1420.6355879625964
1997-01-09,1420.9224222760877
1997-01-10,1424.4579026288654
1997-01-13,1420.3712137142463
1997-01-14,1441.3919490179092
1997-01-15,1446.0763569023725
1997-01-16,1437.903212844613
1997-01-17,1448.0643628083888
1997-01-20,1456.3316561438369
1997-01-21,1456.5909980824617
1997-01-22,1448.7341751425502
1997-01-23,1457.2211061364412
1997-01-24,1438.3768174643992
1997-01-27,1427.6988638252253
1997-01-28,1438.7072751573428
1997-01-29,1433.1582394229729
1997-01-30,1451.1986685375614
1997-01-31,1465.2837446789597
1997-02-03,1473.9250074974184
1997-02-04,1477.0648877636331
1997-02-05,1478.9242208237408
1997-02-06,1475.9399371089032
1997-02-07,1488.7361505173462
1997-02-10,1490.6974462307235
1997-02-11,1492.7584663699147
1997-02-12,1526.557125359499
1997-02-13,1541.5358391369805
1997-02-14,1551.726346078923
1997-02-17,1564.000531675933
1997-02-18,1565.447644666396
1997-02-19,1559.133971545837
1997-02-20,1549.5812899789257
1997-02-21,1556.391047273132
1997-02-24,1575.9859969882664
1997-02-25,1586.3459396712856
1997-02-26,1570.3459405087444
1997-02-27,1540.9858553960623
1997-02-28,1530.416575641972
1997-03-03,1521.7237171883635
1997-03-04,1524.8512568314927
1997-03-05,1525.7543376490062
1997-03-06,1526.2848578403034
1997-03-07,1535.3080631274222
1997-03-10,1563.3033375511948
1997-03-11,1563.1766957748168
1997-03-12,1533.5589080198592
1997-03-13,1526.188619315468
1997-03-14,1545.8962718540722
1997-03-17,1530.3986791536993
1997-03-18,1528.2565452025199
1997-03-19,1526.9040637330488
1997-03-20,1540.8927495992887
1997-03-21,1544.6215073987673
1997-03-24,1555.0671962523352
1997-03-25,1568.1242484337295
1997-03-26,1560.2676405770148
1997-03-27,1559.6698603074756
1997-03-28,1559.6413407877983
1997-03-31,1522.1339092422209
1997-04-01,1527.5672382538787
1997-04-02,1530.8260143079647
1997-04-03,1530.5499020183925
1997-04-04,1549.6483094936839
1997-04-07,1570.1511356931221
1997-04-08,1561.1744184085821
1997-04-09,1570.3568157133877
1997-04-10,1565.0529066542579
1997-04-11,1544.980365703102
1997-04-14,1540.8679386108167
1997-04-15,1551.080288196557
1997-04-16,1560.1069523376136
1997-04-17,1544.4172357570078
1997-04-18,1540.1652983085144
1997-04-21,1535.8934466044714
1997-04-22,1556.0719513612419
1997-04-23,1569.125467068313
1997-04-24,1566.558934524756
1997-04-25,1571.1541891589732
1997-04-28,1571.736201348053
1997-04-29,1584.611986935602
1997-04-30,1598.5831743413887
1997-05-01,1598.8670320379015
1997-05-02,1624.617235755292
1997-05-05,1623.1733932734678
1997-05-06,1630.3149213298996
1997-05-07,1619.7364833933116
1997-05-08,1634.986657796208
1997-05-09,1645.398775236443
1997-05-12,1663.21650464632
