Date,ACWI ex USA SMALL GROWTH
1998-12-31,469.5529443047388
1999-01-01,469.4859401140816
1999-01-04,473.22913322468696
1999-01-05,474.3705661414445
1999-01-06,480.57920608867613
1999-01-07,484.5778670849147
1999-01-08,488.0648199392861
1999-01-11,492.16599399640467
1999-01-12,487.29703695586267
1999-01-13,471.8239020376144
1999-01-14,473.80484037221004
1999-01-15,476.3918376254791
1999-01-18,480.6231980157114
1999-01-19,482.0772160948371
1999-01-20,485.59461645513335
1999-01-21,484.21062980422334
1999-01-22,478.4080811791893
1999-01-25,477.0063248701414
1999-01-26,480.1789138794226
1999-01-27,483.05197018638813
1999-01-28,484.2800922423392
1999-01-29,488.2784129123014
1999-02-01,494.27095210407464
1999-02-02,495.33234817392474
1999-02-03,494.1559862994146
1999-02-04,497.63515104863114
1999-02-05,496.418894055719
1999-02-08,496.2670846880338
1999-02-09,491.6949085604035
1999-02-10,488.1974252806102
1999-02-11,492.02811952040804
1999-02-12,495.9239301934607
1999-02-15,496.4652412278662
1999-02-16,496.479643979634
1999-02-17,493.0455047922147
1999-02-18,492.13116904125883
1999-02-19,494.60695343800273
1999-02-22,498.4945115873738
1999-02-23,498.8850947690107
1999-02-24,500.73161825394396
1999-02-25,499.37826406386705
1999-02-26,503.8212736734498
1999-03-01,505.5246855238164
1999-03-02,503.0852008419797
1999-03-03,503.26728112508374
1999-03-04,502.45741111167075
1999-03-05,510.18885913577327
1999-03-08,511.9184624888195
1999-03-09,513.7184094353717
1999-03-10,514.6247930970055
1999-03-11,519.7673007942846
1999-03-12,521.2190788698688
1999-03-15,523.9420788359122
1999-03-16,528.292079281782
1999-03-17,527.1406812017366
1999-03-18,526.6830034032672
1999-03-19,535.062266439657
1999-03-22,534.6896617165169
1999-03-23,532.2441545862463
1999-03-24,526.4495532727221
1999-03-25,532.2557570357943
1999-03-26,535.0819307651655
1999-03-29,537.1251384218339
1999-03-30,536.4757592815603
1999-03-31,539.3283557285666
1999-04-01,539.7589915929141
1999-04-02,542.5673386022617
1999-04-05,544.2580989219788
1999-04-06,545.4264915151767
1999-04-07,547.1666640450617
1999-04-08,551.367942241694
1999-04-09,557.3620251871293
1999-04-12,554.2991393754619
1999-04-13,558.9196577728621
1999-04-14,562.6270905606058
1999-04-15,565.6969265169905
1999-04-16,570.9565752634074
1999-04-19,574.3631244311734
1999-04-20,566.9418499572968
1999-04-21,566.1840248346964
1999-04-22,570.6822613701355
1999-04-23,573.3278146383104
1999-04-26,577.3671704960287
1999-04-27,577.1856848671869
1999-04-28,579.9447160348609
1999-04-29,582.0889978908101
1999-04-30,586.2169866845313
1999-05-03,588.3451969006022
1999-05-04,588.8787855118501
1999-05-05,586.1579205194384
1999-05-06,588.7741908697934
1999-05-07,586.2629079213106
1999-05-10,587.7377620191027
1999-05-11,588.7236312652702
1999-05-12,589.4099643124058
1999-05-13,589.41821002729
1999-05-14,585.9371941911735
1999-05-17,577.7410266170929
1999-05-18,580.0535372605519
1999-05-19,577.623899288525
1999-05-20,579.6513366393333
1999-05-21,582.5633657937999
1999-05-24,581.7926553828694
1999-05-25,577.3867930675106
1999-05-26,580.9789168127845
1999-05-27,581.1389317936082
1999-05-28,579.7815393319631
1999-05-31,580.6704614851893
1999-06-01,584.3433627345125
1999-06-02,589.0801484062467
1999-06-03,590.8592659688284
1999-06-04,595.7929032997761
1999-06-07,600.6324510564054
1999-06-08,599.6242274236452
1999-06-09,601.3154445889052
1999-06-10,602.6821514045799
1999-06-11,604.9362851045664
1999-06-14,604.2612400829364
1999-06-15,601.4271713034818
1999-06-16,607.6222739422242
1999-06-17,613.481063403095
1999-06-18,611.7064197005066
1999-06-21,618.7322998970303
1999-06-22,622.3179412104543
1999-06-23,622.1022990295344
1999-06-24,619.9314357228899
1999-06-25,615.0447053129276
1999-06-28,621.2521500172479
1999-06-29,626.0301109042891
1999-06-30,628.74762138269
1999-07-01,639.3582783843643
1999-07-02,644.5755827908506
1999-07-05,649.0181880546193
1999-07-06,647.5990516966181
1999-07-07,647.023089292433
1999-07-08,646.1605850756408
1999-07-09,646.8449514435531
1999-07-12,652.4604259037401
1999-07-13,650.0100350650472
1999-07-14,651.2228928014024
1999-07-15,653.1499215463076
1999-07-16,651.7409711579983
1999-07-19,657.5722935731848
1999-07-20,647.4735470607081
1999-07-21,639.7637631996191
1999-07-22,637.4616621595583
1999-07-23,635.6840325033666
1999-07-26,625.6132305849675
1999-07-27,623.1817572187401
1999-07-28,629.4249750949527
1999-07-29,629.4594844055821
1999-07-30,629.8118008982461
1999-08-02,628.769464094262
1999-08-03,629.9231283769623
1999-08-04,627.9754489980701
1999-08-05,618.5652024008491
1999-08-06,618.5690439424221
1999-08-09,621.6497420008894
1999-08-10,619.4456351387374
1999-08-11,620.5675086519611
1999-08-12,626.2143444041368
1999-08-13,632.0502169430381
1999-08-16,640.7237756224922
1999-08-17,645.8305055827568
1999-08-18,651.5531525463399
1999-08-19,648.534979447679
1999-08-20,652.1521519471576
1999-08-23,658.8182742957273
1999-08-24,660.5681920329258
1999-08-25,665.8834559711956
1999-08-26,664.7568519695199
1999-08-27,666.0127253534143
1999-08-30,669.8330729293725
1999-08-31,667.5657963365719
1999-09-01,671.2409222111706
1999-09-02,667.5325377881559
1999-09-03,672.6493079764741
1999-09-06,682.5972035931859
1999-09-07,681.405158234467
1999-09-08,681.1575326660906
1999-09-09,690.5938795347348
1999-09-10,701.1666088731924
1999-09-13,716.90195425473
1999-09-14,714.3645500426204
1999-09-15,718.4223584303319
1999-09-16,711.1964860057358
1999-09-17,708.3207243313311
1999-09-20,707.1207570132107
1999-09-21,701.2612722876631
1999-09-22,692.873698546836
1999-09-23,693.3141525717335
1999-09-24,677.2574905719559
1999-09-27,670.8234514385231
1999-09-28,675.1999226628329
1999-09-29,670.4995014393969
1999-09-30,676.896234843806
1999-10-01,680.1871191554347
1999-10-04,681.2168874411377
1999-10-05,684.9695084348364
1999-10-06,686.6270116956521
1999-10-07,690.151701116613
1999-10-08,695.2516337124082
1999-10-11,700.4882874110655
1999-10-12,701.7229157805057
1999-10-13,692.3193260442421
1999-10-14,688.6805006990943
1999-10-15,676.9141459978554
1999-10-18,659.6689474511368
1999-10-19,664.1293654943323
1999-10-20,678.3660737321628
1999-10-21,677.107793646468
1999-10-22,684.1032126347912
1999-10-25,686.4805250684715
1999-10-26,686.9842049951899
1999-10-27,686.1478078113776
1999-10-28,686.7268040354957
1999-10-29,694.3965744273565
1999-11-01,698.9181874803734
1999-11-02,701.9969488763167
1999-11-03,701.7570441476189
1999-11-04,710.0811091233163
1999-11-05,712.7340511657521
1999-11-08,718.6440714001609
1999-11-09,721.0814320416229
1999-11-10,724.1100657197375
1999-11-11,726.0173087381846
1999-11-12,731.9939827171288
1999-11-15,736.3887235829617
1999-11-16,735.6364671718072
1999-11-17,736.951775626823
1999-11-18,742.5214523898388
1999-11-19,746.7518302170178
1999-11-22,748.678965960873
1999-11-23,749.1569442381947
1999-11-24,747.3351500510801
1999-11-25,747.1425821675366
1999-11-26,757.8614589550822
1999-11-29,762.8418357630314
1999-11-30,757.9106383915557
1999-12-01,755.3345363218542
1999-12-02,756.3768384338449
1999-12-03,765.7295065600766
1999-12-06,760.3246664051857
1999-12-07,760.2164311006446
1999-12-08,757.3360397641637
1999-12-09,760.2756689413955
1999-12-10,768.9661172904138
1999-12-13,779.6294156180426
1999-12-14,776.7982709605895
1999-12-15,766.2324790200623
1999-12-16,759.6584754986931
1999-12-17,765.9321361165802
1999-12-20,761.1614984071281
1999-12-21,758.2147526481449
1999-12-22,766.1282842374047
1999-12-23,761.7868956560968
1999-12-24,763.0958124269206
1999-12-27,771.3587481294926
1999-12-28,776.5677713618481
1999-12-29,785.3056476374493
1999-12-30,797.5750165007238
1999-12-31,798.2758077051598
2000-01-03,805.1490755036215
2000-01-04,788.8257103314301
2000-01-05,765.2972530894996
2000-01-06,760.9283323673344
2000-01-07,770.6510192434321
2000-01-10,784.7415024052477
2000-01-11,786.1456718539181
2000-01-12,786.3693027696637
2000-01-13,792.1817694166539
2000-01-14,806.676539075819
2000-01-17,825.673722279458
2000-01-18,820.8945706787254
2000-01-19,814.9878554184447
2000-01-20,823.3766954030779
2000-01-21,825.5363938027227
2000-01-24,831.4042181329213
2000-01-25,821.7746075984181
2000-01-26,830.5598050286687
2000-01-27,844.3064091905513
2000-01-28,847.7596155349182
2000-01-31,839.7910168384869
2000-02-01,848.4626087285366
2000-02-02,855.9677037833883
2000-02-03,860.0321069073284
2000-02-04,872.630666095972
2000-02-07,880.735853831351
2000-02-08,880.7555727659017
2000-02-09,881.3208695858702
2000-02-10,882.0511342763355
2000-02-11,887.9838278016618
2000-02-14,888.0520405277887
2000-02-15,881.8322601679458
2000-02-16,879.2056979943686
2000-02-17,881.9507080095256
2000-02-18,890.4954262336634
2000-02-21,880.5919623601155
2000-02-22,864.9450379950615
2000-02-23,870.3870296761522
2000-02-24,886.6857770688933
2000-02-25,903.5681586952358
2000-02-28,904.367245831119
2000-02-29,907.2931813709976
2000-03-01,921.6562584721769
2000-03-02,930.653113041648
2000-03-03,936.6543831608502
2000-03-06,935.9020325687569
2000-03-07,931.9108008513975
2000-03-08,926.1858900819836
2000-03-09,927.4347728652923
2000-03-10,935.9420415170329
2000-03-13,912.3395022373968
2000-03-14,908.2792984897235
2000-03-15,891.8570874787497
2000-03-16,890.2130629324981
2000-03-17,906.2329375072699
2000-03-20,908.8310573570458
2000-03-21,896.9064942070879
2000-03-22,901.9077008520851
2000-03-23,887.093077522594
2000-03-24,889.4580887211218
2000-03-27,893.7243166253382
2000-03-28,895.2476178588554
2000-03-29,907.9575619842353
2000-03-30,891.5479865493024
2000-03-31,891.614419479095
2000-04-03,876.8741675810096
2000-04-04,855.2497900229055
2000-04-05,832.5992580701886
2000-04-06,850.2782004444564
2000-04-07,864.8746577275366
2000-04-10,868.6224631680992
2000-04-11,851.7044176995234
2000-04-12,854.0121130503256
2000-04-13,840.4265112132988
2000-04-14,824.9654792814622
2000-04-17,778.5361762293918
2000-04-18,790.5614159200474
2000-04-19,809.1805292835464
2000-04-20,814.6979336056007
2000-04-21,816.9383908352833
2000-04-24,816.5407348710356
2000-04-25,821.3525937522484
2000-04-26,826.9683714051722
2000-04-27,828.2333961795949
2000-04-28,833.0038390018053
2000-05-01,836.5384455118467
2000-05-02,849.9851893112128
2000-05-03,854.2028811595811
2000-05-04,853.0222859077915
2000-05-05,855.7679600216934
2000-05-08,855.9168121923142
2000-05-09,842.9172605369862
2000-05-10,828.613304482233
2000-05-11,826.0652977219388
2000-05-12,835.5458219577711
2000-05-15,828.4851542791148
2000-05-16,841.1574968840016
2000-05-17,845.5398198120083
2000-05-18,839.9575352476726
2000-05-19,833.3941114008971
2000-05-22,804.5843494077114
2000-05-23,794.0121332512507
2000-05-24,777.6309915089143
2000-05-25,787.2462387249429
2000-05-26,774.4115585993229
2000-05-29,779.5455609096766
2000-05-30,784.3779930417213
2000-05-31,793.7745688676438
2000-06-01,794.4632598611726
2000-06-02,802.1064513565188
2000-06-05,811.1406294454395
2000-06-06,806.8789943665734
2000-06-07,803.8179435840382
2000-06-08,807.5924495739296
2000-06-09,809.8647738869937
2000-06-12,810.0189695834212
2000-06-13,800.4994453096195
2000-06-14,802.6957644256057
2000-06-15,801.8694150032674
2000-06-16,797.257901063132
2000-06-19,796.6211497029552
2000-06-20,801.2813158499224
2000-06-21,804.0379664976826
2000-06-22,810.9412335434687
2000-06-23,808.2593353624903
2000-06-26,802.0927487564073
2000-06-27,803.1009336120576
2000-06-28,801.9207316009972
2000-06-29,797.5380191442357
2000-06-30,796.5158282162334
2000-07-03,803.7266987944689
2000-07-04,804.4743466155908
2000-07-05,800.4808557211281
2000-07-06,795.2777004529057
2000-07-07,801.1545903829135
2000-07-10,803.093475772614
2000-07-11,802.9066404257329
2000-07-12,802.3956852118853
2000-07-13,805.2756303682914
2000-07-14,809.9215106038554
2000-07-17,814.9229404443398
2000-07-18,810.8648089557773
2000-07-19,812.7533734002635
2000-07-20,815.6612755256929
2000-07-21,810.2448128725155
2000-07-24,803.8401268723383
2000-07-25,795.2151689224712
2000-07-26,791.2753865906714
2000-07-27,786.3665927584996
2000-07-28,783.4583644701902
2000-07-31,778.3925964354743
2000-08-01,784.2312536905403
2000-08-02,790.0431825927708
2000-08-03,789.2672276721528
2000-08-04,789.9139129876719
2000-08-07,789.1199852533806
2000-08-08,794.5507942620782
2000-08-09,800.8709461120059
2000-08-10,794.0156174390778
2000-08-11,800.9235332493854
2000-08-14,803.165108371287
2000-08-15,800.9829410277121
2000-08-16,804.4003833564966
2000-08-17,803.2364614116153
2000-08-18,809.2660530830151
2000-08-21,813.2089727756139
2000-08-22,818.0387972348096
2000-08-23,820.5884752384962
2000-08-24,817.0237507005645
2000-08-25,818.8737396751437
2000-08-28,822.5757757791984
2000-08-29,826.4002925246742
2000-08-30,826.8377804091353
2000-08-31,835.4137810290792
2000-09-01,835.4857385372318
2000-09-04,839.7599754583277
2000-09-05,846.2605220990225
2000-09-06,848.2530972824804
2000-09-07,851.0248338384253
2000-09-08,853.8972299753816
2000-09-11,847.7882863256444
2000-09-12,839.0020937367768
2000-09-13,833.9333818620332
2000-09-14,838.1552441834224
2000-09-15,835.3323296529288
2000-09-18,828.4997995593195
2000-09-19,821.8566625003322
2000-09-20,828.2535412861376
2000-09-21,817.5851529264074
2000-09-22,787.6674037914927
2000-09-25,802.0571606701604
2000-09-26,795.0598040939834
2000-09-27,791.6342205888069
2000-09-28,787.3149030517685
2000-09-29,793.7849300320368
2000-10-02,789.4258971652912
2000-10-03,791.1612948022604
2000-10-04,786.76153524293
2000-10-05,786.7530745421853
2000-10-06,785.678331877663
2000-10-09,775.0344736761268
2000-10-10,772.1453918591761
2000-10-11,754.2553174899952
2000-10-12,755.7848605076621
2000-10-13,748.9806416824869
2000-10-16,763.2186960368821
2000-10-17,755.0471226307624
2000-10-18,740.8659837745557
2000-10-19,748.6695804919809
2000-10-20,760.8405298869843
2000-10-23,761.4550748941294
2000-10-24,764.5345753539702
2000-10-25,761.3460007826275
2000-10-26,755.0137399360808
2000-10-27,748.2345190638964
2000-10-30,743.630708291797
2000-10-31,740.8202556051862
2000-11-01,744.5995713728574
2000-11-02,744.6420463628214
2000-11-03,747.6609026131639
2000-11-06,753.3761402826744
2000-11-07,753.0865093884786
2000-11-08,754.4418279808939
2000-11-09,745.7342684242708
2000-11-10,736.1438670129878
2000-11-13,721.7828140909924
2000-11-14,726.5031765540209
2000-11-15,725.7375850209417
2000-11-16,722.562450842308
2000-11-17,720.9198578077426
2000-11-20,714.3601788671585
2000-11-21,708.996193301271
2000-11-22,700.3472109600078
2000-11-23,695.8750530483921
2000-11-24,702.2921588309712
2000-11-27,705.4301675809573
2000-11-28,694.486777220281
2000-11-29,683.3049811942916
2000-11-30,670.1965529762685
2000-12-01,676.2535795912924
2000-12-04,666.4199221503656
2000-12-05,673.3334839785439
2000-12-06,681.884765029297
2000-12-07,674.1213374461529
2000-12-08,677.7388624375742
2000-12-11,690.47877558255
2000-12-12,688.1840864451804
2000-12-13,685.2203330776337
2000-12-14,676.2369234420138
2000-12-15,662.329443001382
2000-12-18,658.7390082434796
2000-12-19,652.4097359924189
2000-12-20,630.8681575784584
2000-12-21,618.5041886539585
2000-12-22,619.1639863264788
2000-12-25,623.4714184786139
2000-12-26,620.0506748605369
2000-12-27,621.2038221283285
2000-12-28,625.3760342716188
2000-12-29,625.1892338225541
2001-01-01,625.1801110826311
2001-01-02,617.9782937761537
2001-01-03,611.7799965538552
2001-01-04,615.2293334587321
2001-01-05,609.0314254369559
2001-01-08,605.2675527868315
2001-01-09,604.7711201410397
2001-01-10,601.5348943346844
2001-01-11,597.1351644159165
2001-01-12,603.1676003731899
2001-01-15,607.6101919242648
2001-01-16,610.0116862961672
2001-01-17,622.3959667095477
2001-01-18,622.666531973743
2001-01-19,634.5384096096053
2001-01-22,634.5507863541075
2001-01-23,632.0206122612954
2001-01-24,639.0558434109705
2001-01-25,643.414444583164
2001-01-26,639.3225892494522
2001-01-29,642.4900127447071
2001-01-30,642.8077101602549
2001-01-31,645.3330970792199
2001-02-01,642.1264959123682
2001-02-02,645.2848984475528
2001-02-05,637.4349867383116
2001-02-06,642.134022850857
2001-02-07,635.4422926923538
2001-02-08,640.834351193326
2001-02-09,636.1816966908452
2001-02-12,634.4403621054438
2001-02-13,639.201106816862
2001-02-14,637.523430593169
2001-02-15,648.2932227278002
2001-02-16,639.0922281770452
2001-02-19,632.5503195917812
2001-02-20,637.9869129010747
2001-02-21,627.0131700403995
2001-02-22,621.9783669283636
2001-02-23,621.1271534598847
2001-02-26,624.5585278545584
2001-02-27,621.318648625392
2001-02-28,614.575920236323
2001-03-01,603.1544252130961
2001-03-02,596.5373623675141
2001-03-05,598.8300129989344
2001-03-06,606.8397035709279
2001-03-07,609.4380110840613
2001-03-08,608.0533912421025
2001-03-09,604.6006567462281
2001-03-12,591.9585134588316
2001-03-13,586.1650503944961
2001-03-14,579.8450527386995
2001-03-15,581.884058797963
2001-03-16,581.5510540221753
2001-03-19,578.0662859211128
2001-03-20,578.3376932665321
2001-03-21,577.6504100096255
2001-03-22,570.8962761245784
2001-03-23,575.8923288765076
2001-03-26,585.4329481179052
2001-03-27,585.1088541026547
2001-03-28,589.887600514303
2001-03-29,586.1851280009394
2001-03-30,581.9179166112522
2001-04-02,578.1226420405867
2001-04-03,569.233683435039
2001-04-04,560.3447649003579
2001-04-05,570.2265492629699
2001-04-06,569.9115394933091
2001-04-09,565.7541662532044
2001-04-10,574.1455066311663
2001-04-11,580.5335958326343
2001-04-12,582.4090239523136
2001-04-13,583.0791082563378
2001-04-16,585.4999434938902
2001-04-17,585.0531563189568
2001-04-18,602.0461452124583
2001-04-19,602.850307510613
2001-04-20,596.6371799243004
2001-04-23,597.7211645516802
2001-04-24,600.018127663869
2001-04-25,599.4686742179659
2001-04-26,601.376269838333
2001-04-27,605.014518750371
2001-04-30,611.6865806460431
2001-05-01,615.4712703451222
2001-05-02,619.5740239200898
2001-05-03,618.4810435490743
2001-05-04,617.481344704505
2001-05-07,620.8111757084266
2001-05-08,621.363419550627
2001-05-09,618.8109006583721
2001-05-10,620.216583480804
2001-05-11,623.4365561286307
2001-05-14,619.2646005015132
2001-05-15,617.1706889317314
2001-05-16,612.8233031175845
2001-05-17,621.0047586894941
2001-05-18,623.817237298164
2001-05-21,628.6239853816867
2001-05-22,634.7213101845755
2001-05-23,640.4878445451302
2001-05-24,641.4275745821437
2001-05-25,641.8192833867967
2001-05-28,638.4223401304679
2001-05-29,640.1118021963914
2001-05-30,632.4147363345157
2001-05-31,635.9276415301423
2001-06-01,636.065371668369
2001-06-04,635.5184936115879
2001-06-05,634.0881568054032
2001-06-06,633.800055575486
2001-06-07,633.780629862395
2001-06-08,636.2447060609619
2001-06-11,635.3776718313775
2001-06-12,623.567619753088
2001-06-13,624.9924576240825
2001-06-14,617.8338356291323
2001-06-15,610.6679153813709
2001-06-18,605.7132611577412
2001-06-19,605.6526233077915
2001-06-20,601.3332232787689
2001-06-21,601.8759192649288
2001-06-22,603.2998780400823
2001-06-25,598.8462028663772
2001-06-26,594.4489748590019
2001-06-27,593.1477650378428
2001-06-28,595.162399504013
2001-06-29,600.8642288604763
2001-07-02,599.4574371815112
2001-07-03,598.4121341444556
2001-07-04,594.4775224210421
2001-07-05,593.3293325869892
2001-07-06,582.1758202525359
2001-07-09,574.1272689264144
2001-07-10,571.0422639548941
2001-07-11,562.9456737019793
2001-07-12,572.8246934364734
2001-07-13,571.0171597335179
2001-07-16,567.085800802778
2001-07-17,564.4714054332081
2001-07-18,554.4433040701828
2001-07-19,556.3698990513806
2001-07-20,554.29465658654
2001-07-23,550.4919091411147
2001-07-24,547.397295552656
2001-07-25,544.4629690897516
2001-07-26,547.4299852958732
2001-07-27,551.640785299031
2001-07-30,547.5578830857386
2001-07-31,551.0265985747176
2001-08-01,554.3592181701371
2001-08-02,559.2587169333285
2001-08-03,556.9021151516542
2001-08-06,556.599343166607
2001-08-07,556.5110120149417
2001-08-08,555.4401478714481
2001-08-09,544.5565469301906
2001-08-10,543.1682196234714
2001-08-13,539.6894168703519
2001-08-14,544.20482807984
2001-08-15,542.4265559688299
2001-08-16,539.6352550656601
2001-08-17,537.1906084351231
2001-08-20,534.0957233224266
2001-08-21,536.5298859983684
2001-08-22,533.4630796097454
2001-08-23,534.7671540105551
2001-08-24,535.7251736719375
2001-08-27,538.7055602185513
2001-08-28,535.967063294323
2001-08-29,533.9635714495315
2001-08-30,529.2681087970117
2001-08-31,526.4914286901919
2001-09-03,520.7785137336938
2001-09-04,526.6561469478122
2001-09-05,521.0971875449803
2001-09-06,514.9988385883162
2001-09-07,506.6251677232863
2001-09-10,498.5332907219897
2001-09-11,488.3697051996049
2001-09-12,472.0374137601927
2001-09-13,470.88602147300975
2001-09-14,461.7801077712847
2001-09-17,448.00984519958354
2001-09-18,448.8686731860688
2001-09-19,447.90758623166823
2001-09-20,438.62520359049597
2001-09-21,430.4250141756345
2001-09-24,436.0028472193965
2001-09-25,437.85787914329654
2001-09-26,441.25404218441764
2001-09-27,440.2007042112686
2001-09-28,451.6691856261921
2001-10-01,450.2998687784281
2001-10-02,450.54265249475725
2001-10-03,448.78598652783916
2001-10-04,458.9401881063047
2001-10-05,457.5725995975442
2001-10-08,455.23583682609427
2001-10-09,457.03475473913505
2001-10-10,460.17189066096637
2001-10-11,471.063032761307
2001-10-12,471.26542800957657
2001-10-15,470.8076667581226
2001-10-16,473.82226448000125
2001-10-17,480.4501846046055
2001-10-18,476.8973158510223
2001-10-19,478.1166400604468
2001-10-22,481.70373509631213
2001-10-23,486.7233936699431
2001-10-24,488.0213528161732
2001-10-25,488.1519153140574
2001-10-26,492.1940844234698
2001-10-29,487.6404450004841
2001-10-30,479.77468095074914
2001-10-31,483.6898164779769
