Date,AC PACIFIC SMALL GROWTH
1998-12-31,534.2961244390169
1999-01-01,534.3102460703923
1999-01-04,530.233643620265
1999-01-05,531.7735680991402
1999-01-06,540.8954112799415
1999-01-07,554.3104167720054
1999-01-08,557.5151594463246
1999-01-11,569.9382951835213
1999-01-12,560.6414625799235
1999-01-13,542.3530410205842
1999-01-14,540.9212526580626
1999-01-15,546.9579318504733
1999-01-18,549.1069505543658
1999-01-19,553.068200486015
1999-01-20,559.1199156992433
1999-01-21,558.1766529636957
1999-01-22,548.2540028576562
1999-01-25,545.9131495279396
1999-01-26,548.4749955311505
1999-01-27,552.6769222314518
1999-01-28,551.8240272610757
1999-01-29,558.5482980980075
1999-02-01,567.0019129240368
1999-02-02,572.2009361681376
1999-02-03,568.2905505221156
1999-02-04,570.5947007034985
1999-02-05,565.3951107457943
1999-02-08,564.7522745947358
1999-02-09,557.295187952316
1999-02-10,555.6305076289351
1999-02-11,559.9406326615428
1999-02-12,563.6422266052299
1999-02-15,564.9861169031442
1999-02-16,561.0188674323908
1999-02-17,554.5920540898892
1999-02-18,552.4677473168473
1999-02-19,556.0680366102118
1999-02-22,563.4892368559059
1999-02-23,567.2088935453913
1999-02-24,567.3978994933144
1999-02-25,566.972183466686
1999-02-26,578.7509287760546
1999-03-01,578.0671780499724
1999-03-02,573.0751496359135
1999-03-03,571.5769416168522
1999-03-04,569.8733360070456
1999-03-05,584.1657096138229
1999-03-08,586.1000495317016
1999-03-09,589.6122906858337
1999-03-10,595.4472019742767
1999-03-11,603.4815440349319
1999-03-12,603.5666235782145
1999-03-15,612.2009566242883
1999-03-16,624.835518873712
1999-03-17,623.855887540463
1999-03-18,622.1486820939461
1999-03-19,641.3968558077291
1999-03-22,640.7577061372766
1999-03-23,641.0035899440733
1999-03-24,634.8389282176269
1999-03-25,644.3233216860579
1999-03-26,648.8619453260745
1999-03-29,653.0989009344948
1999-03-30,651.3032975763447
1999-03-31,661.4433474820188
1999-04-01,668.154296148195
1999-04-02,673.962614098766
1999-04-05,679.5294857236985
1999-04-06,683.0243198221366
1999-04-07,685.3237383262942
1999-04-08,694.5194584095793
1999-04-09,710.1638217455961
1999-04-12,702.416240623078
1999-04-13,709.6944502029733
1999-04-14,716.4369429704719
1999-04-15,724.4936434769119
1999-04-16,735.44336202551
1999-04-19,741.233388943776
1999-04-20,729.7662651962103
1999-04-21,723.079736877135
1999-04-22,732.7846142713745
1999-04-23,739.9032886068521
1999-04-26,751.1070812122742
1999-04-27,746.2443077202468
1999-04-28,752.03762887642
1999-04-29,754.1025934584103
1999-04-30,759.8327257731523
1999-05-03,760.7858252824147
1999-05-04,758.3645777399526
1999-05-05,753.946021488074
1999-05-06,759.2711379163657
1999-05-07,752.0272973038448
1999-05-10,755.959186973751
1999-05-11,752.9282458744237
1999-05-12,756.1856067424844
1999-05-13,752.4722660906041
1999-05-14,745.7859391187853
1999-05-17,730.4923864941546
1999-05-18,731.287915498484
1999-05-19,719.9453008320422
1999-05-20,718.4253907144194
1999-05-21,724.6006827846899
1999-05-24,723.6305978733864
1999-05-25,719.4783915977744
1999-05-26,729.9851382298018
1999-05-27,732.200217566785
1999-05-28,730.1288105428138
1999-05-31,727.3087470276142
1999-06-01,734.4811196732179
1999-06-02,747.8760409662309
1999-06-03,749.4418781537629
1999-06-04,758.302986915886
1999-06-07,769.2662363446667
1999-06-08,770.6943365904651
1999-06-09,776.9952240814237
1999-06-10,784.86385375844
1999-06-11,791.532928395004
1999-06-14,787.9263207031051
1999-06-15,782.0486695907391
1999-06-16,795.791261973087
1999-06-17,808.8327608098722
1999-06-18,802.6621372329156
1999-06-21,815.5437123976817
1999-06-22,826.9059548678292
1999-06-23,830.8393746963244
1999-06-24,824.9103017942427
1999-06-25,816.1413289343047
1999-06-28,830.4488277644435
1999-06-29,841.5320429573895
1999-06-30,845.9994439283737
1999-07-01,868.4050697668114
1999-07-02,880.4471574886563
1999-07-05,883.38255094369
1999-07-06,880.2822058703013
1999-07-07,877.11987801623
1999-07-08,872.7525920429367
1999-07-09,874.5213871356934
1999-07-12,886.3245109392759
1999-07-13,886.7331458559968
1999-07-14,887.278494741375
1999-07-15,890.5153820851984
1999-07-16,882.1145696109343
1999-07-19,893.6797584030147
1999-07-20,876.3737805816521
1999-07-21,863.1066805388278
1999-07-22,853.2014772665167
1999-07-23,849.3259255650364
1999-07-26,829.1932343538747
1999-07-27,824.9101050349234
1999-07-28,838.398171409692
1999-07-29,846.6835624407647
1999-07-30,847.2552419801004
1999-08-02,848.1272348263165
1999-08-03,849.7048467002628
1999-08-04,842.0577102062806
1999-08-05,822.222544768011
1999-08-06,817.2818357295027
1999-08-09,819.4712776750403
1999-08-10,817.2799049181115
1999-08-11,814.9178492301343
1999-08-12,824.8427905181666
1999-08-13,831.9623457796889
1999-08-16,852.0247289470987
1999-08-17,859.0523765208177
1999-08-18,869.582076693708
1999-08-19,862.6324362865719
1999-08-20,867.8583215034694
1999-08-23,877.5185313246701
1999-08-24,886.085983163922
1999-08-25,895.6689676121711
1999-08-26,889.2609332030285
1999-08-27,887.6629768572016
1999-08-30,892.7701469271075
1999-08-31,891.766208426879
1999-09-01,898.0647234142746
1999-09-02,893.1304437788501
1999-09-03,899.9440949896361
1999-09-06,914.6051670601943
1999-09-07,906.52137177893
1999-09-08,903.8759449875333
1999-09-09,927.6009378009622
1999-09-10,947.1922897794756
1999-09-13,986.2002801870455
1999-09-14,981.8915112675617
1999-09-15,989.0233279526086
1999-09-16,962.449609946305
1999-09-17,949.9210279038409
1999-09-20,953.2237704445762
1999-09-21,956.1487253440946
1999-09-22,934.1845555157728
1999-09-23,939.6825169327099
1999-09-24,912.24125451634
1999-09-27,898.8406014342988
1999-09-28,907.8195810174648
1999-09-29,896.2982952236289
1999-09-30,911.2949168542164
1999-10-01,922.4112781292179
1999-10-04,916.1711980726604
1999-10-05,911.9134445970715
1999-10-06,907.8128196974694
1999-10-07,913.0740520191671
1999-10-08,920.5767977769883
1999-10-11,924.1847526732239
1999-10-12,919.5199401810851
1999-10-13,900.5507459761967
1999-10-14,899.5561005345323
1999-10-15,884.3410987957359
1999-10-18,854.3761534633711
1999-10-19,858.0824407167894
1999-10-20,881.2208928828321
1999-10-21,878.3437942639202
1999-10-22,894.016948545589
1999-10-25,903.622755175382
1999-10-26,908.7846179094477
1999-10-27,914.6241730584695
1999-10-28,915.6849168719292
1999-10-29,931.6219629455536
1999-11-01,937.5015736843698
1999-11-02,942.9724791556954
1999-11-03,938.9415702595154
1999-11-04,954.4732487671446
1999-11-05,950.9866413723009
1999-11-08,956.1369476018211
1999-11-09,959.2349642165453
1999-11-10,964.0812138500607
1999-11-11,962.7334311432479
1999-11-12,971.7177696542205
1999-11-15,973.4108335953887
1999-11-16,966.3721197972114
1999-11-17,964.4512218592221
1999-11-18,975.604143507422
1999-11-19,982.8078583525827
1999-11-22,989.8100833967324
1999-11-23,995.751930051703
1999-11-24,997.8288190620416
1999-11-25,984.3666498361883
1999-11-26,1004.84487678609
1999-11-29,1011.199407579413
1999-11-30,1003.1586344031065
1999-12-01,989.645348241305
1999-12-02,977.4694498481726
1999-12-03,989.2324149979881
1999-12-06,972.3972148722456
1999-12-07,976.161405543635
1999-12-08,968.9055311436974
1999-12-09,974.5705252060585
1999-12-10,986.4077000221143
1999-12-13,988.7324990670262
1999-12-14,980.257849941091
1999-12-15,978.3094327732207
1999-12-16,965.9010488575285
1999-12-17,966.4258052098229
1999-12-20,958.408048969564
1999-12-21,954.906940358166
1999-12-22,970.795930341833
1999-12-23,962.264162083887
1999-12-24,970.589013271863
1999-12-27,972.6862764707533
1999-12-28,974.0044493110952
1999-12-29,979.8485689538627
1999-12-30,994.3027789028673
1999-12-31,994.3236162756689
2000-01-03,991.3695485226941
2000-01-04,975.3169912531555
2000-01-05,939.7735755880883
2000-01-06,915.4791079852388
