Date,AC ASIA SMALL GROWTH
1998-12-31,612.9836647964245
1999-01-01,613.0013175286646
1999-01-04,608.0342672445219
1999-01-05,609.9237033658578
1999-01-06,619.6323232513562
1999-01-07,634.3740415507841
1999-01-08,638.7788647445799
1999-01-11,653.2662276297241
1999-01-12,641.0722249002309
1999-01-13,620.9240974182604
1999-01-14,619.2125846002554
1999-01-15,625.5935731843621
1999-01-18,628.338851386618
1999-01-19,631.8710523152756
1999-01-20,638.2198160905941
1999-01-21,637.7573411749862
1999-01-22,626.4445060381634
1999-01-25,624.1332471946944
1999-01-26,627.5164163655086
1999-01-27,632.5415360637026
1999-01-28,630.569380974266
1999-01-29,637.4113465416493
1999-02-01,646.2995136383006
1999-02-02,651.7122266478473
1999-02-03,646.9000268470057
1999-02-04,647.6010115280972
1999-02-05,640.2788382211888
1999-02-08,639.0442176235132
1999-02-09,630.9042295645323
1999-02-10,630.569912814947
1999-02-11,635.102179126544
1999-02-12,640.3157018847429
1999-02-15,641.9175953358263
1999-02-16,638.4928772486861
1999-02-17,631.3036647141938
1999-02-18,627.6214027572304
1999-02-19,629.5369831284814
1999-02-22,637.1856908878785
1999-02-23,641.3528587116505
1999-02-24,642.1133715925102
1999-02-25,643.9947147532251
1999-02-26,658.2071160624132
1999-03-01,661.2155512867356
1999-03-02,654.3705310825376
1999-03-03,652.6420515776815
1999-03-04,650.0342177528764
1999-03-05,667.2082446367834
1999-03-08,669.9545212171965
1999-03-09,674.1665883685428
1999-03-10,682.3373446678441
1999-03-11,690.5855670246605
1999-03-12,690.8200207246033
1999-03-15,702.686399486883
1999-03-16,719.2626760841741
1999-03-17,718.2240485003672
1999-03-18,715.04305206214
1999-03-19,738.6130316374405
1999-03-22,738.2422246158108
1999-03-23,737.4087175037743
1999-03-24,729.114350049562
1999-03-25,741.1447226663408
1999-03-26,744.9994074797758
1999-03-29,749.767648298356
1999-03-30,748.9500161935822
1999-03-31,762.1475348026037
1999-04-01,769.843636527611
1999-04-02,777.4877928849002
1999-04-05,782.2631585956478
1999-04-06,787.0391527429042
1999-04-07,789.952492538547
1999-04-08,801.1675663689664
1999-04-09,818.1359786981736
1999-04-12,808.5234574483551
1999-04-13,815.8606275499416
1999-04-14,824.1398040396709
1999-04-15,832.2370600583918
1999-04-16,845.3296048894234
1999-04-19,848.7463042139149
1999-04-20,836.0005983591868
1999-04-21,829.0676438101417
1999-04-22,839.0433250773409
1999-04-23,847.4894220599136
1999-04-26,859.7996659886365
1999-04-27,853.741164644589
1999-04-28,860.6636268440618
1999-04-29,862.9235433364084
1999-04-30,869.3054485470888
1999-05-03,870.9226803128397
1999-05-04,869.3290675454075
1999-05-05,865.5300642175582
1999-05-06,870.935828559537
1999-05-07,863.6252012640573
1999-05-10,870.2624092867303
1999-05-11,866.2017122065938
1999-05-12,869.0208210343183
1999-05-13,864.71009305304
1999-05-14,856.364996817781
1999-05-17,837.5241598558547
1999-05-18,837.5744486079309
1999-05-19,825.9684507325469
1999-05-20,825.1155272752831
1999-05-21,831.6768397086277
1999-05-24,831.1378226102738
1999-05-25,827.9114110596039
1999-05-26,841.5384823522355
1999-05-27,843.2816210367025
1999-05-28,839.3578934154805
1999-05-31,837.0671149397677
1999-06-01,846.8496838331621
1999-06-02,863.9802809805159
1999-06-03,865.258889008512
1999-06-04,875.0035895772769
1999-06-07,888.0440183633417
1999-06-08,890.323012178211
1999-06-09,897.7028393679699
1999-06-10,908.1259315051192
1999-06-11,915.2024881382066
1999-06-14,909.7518368599285
1999-06-15,902.5781540504879
1999-06-16,919.7936459448982
1999-06-17,935.8888237781044
1999-06-18,929.1557593174873
1999-06-21,946.4699969709333
1999-06-22,960.9357808571583
1999-06-23,964.7501920975366
1999-06-24,957.4220236628812
1999-06-25,946.6130969706454
1999-06-28,964.8686322862075
1999-06-29,978.3727443085575
1999-06-30,982.4626978093654
1999-07-01,1008.0891706950125
1999-07-02,1022.1196573235939
1999-07-05,1026.7306932282359
1999-07-06,1023.2632460076098
1999-07-07,1020.0929667479944
1999-07-08,1013.4054172812699
1999-07-09,1015.845687131616
1999-07-12,1031.9619013249608
1999-07-13,1032.89838728494
1999-07-14,1033.9506850201155
1999-07-15,1036.7143905152316
1999-07-16,1027.0938755197908
1999-07-19,1043.830810624079
1999-07-20,1023.2063122496171
1999-07-21,1009.2244626810674
1999-07-22,996.0662427244251
1999-07-23,990.0770299789982
1999-07-26,966.9379218448817
1999-07-27,961.5752908348178
1999-07-28,977.0223886982078
1999-07-29,987.0626581284104
1999-07-30,987.5454691080673
1999-08-02,989.6290879714426
1999-08-03,990.4761206246279
1999-08-04,982.3484382018081
1999-08-05,958.2163513396166
1999-08-06,952.7493169576455
1999-08-09,956.6646916003263
1999-08-10,955.4685934318746
1999-08-11,953.7883923279909
1999-08-12,964.9910106005509
1999-08-13,973.1277009559122
1999-08-16,998.7447258255143
1999-08-17,1009.5428923243933
1999-08-18,1022.3504557239273
1999-08-19,1014.9165865025341
1999-08-20,1021.6424108702844
1999-08-23,1033.7810813818903
1999-08-24,1043.918319882517
1999-08-25,1055.4364599660455
1999-08-26,1048.267567092507
1999-08-27,1046.1107659727147
1999-08-30,1052.2962653459354
1999-08-31,1050.2487474334532
1999-09-01,1055.8246679606661
1999-09-02,1048.8244846728307
1999-09-03,1056.5675038470224
1999-09-06,1075.4673886700193
1999-09-07,1064.5839130467061
1999-09-08,1061.547497820382
1999-09-09,1089.671022286752
1999-09-10,1113.5262194865513
1999-09-13,1160.4545685196563
1999-09-14,1156.1294127131937
1999-09-15,1166.2234548758652
1999-09-16,1133.5263071696506
1999-09-17,1117.9616453571355
1999-09-20,1123.7618512179613
1999-09-21,1127.637518201917
1999-09-22,1100.8631516283735
1999-09-23,1106.972835939446
1999-09-24,1072.799996937795
1999-09-27,1055.209238797654
1999-09-28,1066.3142969915239
1999-09-29,1053.9577973528753
1999-09-30,1071.816751893369
1999-10-01,1084.2026463439954
1999-10-04,1076.0972520211692
1999-10-05,1069.4479889348088
1999-10-06,1066.1790807836635
1999-10-07,1073.7889121553674
1999-10-08,1084.2821578937483
1999-10-11,1089.020199215806
1999-10-12,1083.5888500295061
1999-10-13,1061.1509709618215
1999-10-14,1061.0878458123866
1999-10-15,1041.1606914997349
1999-10-18,1008.0653501881237
1999-10-19,1012.2407795051415
1999-10-20,1040.5476484837802
1999-10-21,1035.5693539218405
1999-10-22,1053.351861412103
1999-10-25,1063.5450363733923
1999-10-26,1070.3605327849311
1999-10-27,1078.0100978570558
1999-10-28,1076.32237090858
1999-10-29,1095.4622413628213
1999-11-01,1099.278250427481
1999-11-02,1107.6891598864913
1999-11-03,1101.3768842324812
1999-11-04,1122.2268682448157
1999-11-05,1118.8083427949946
1999-11-08,1126.8276093698119
1999-11-09,1130.9012474342132
1999-11-10,1136.0682188102717
1999-11-11,1130.8543407280001
1999-11-12,1141.360411745585
1999-11-15,1141.5267178835427
1999-11-16,1132.9926983672026
1999-11-17,1129.9647250121911
1999-11-18,1143.1565969306218
1999-11-19,1151.6867226556544
1999-11-22,1161.272811853913
1999-11-23,1168.5422098624124
1999-11-24,1169.5926601809747
1999-11-25,1150.4131075721705
1999-11-26,1174.5385965638773
1999-11-29,1183.1027979984983
1999-11-30,1175.314625028665
1999-12-01,1159.3015499642338
1999-12-02,1143.7519862595998
1999-12-03,1157.6661419601737
