Date,AC ASIA PACIFIC SMALL GROWTH
1998-12-31,519.5328491629597
1999-01-01,519.5460447048617
1999-01-04,516.1036737387022
1999-01-05,517.801176575263
1999-01-06,526.5491011965219
1999-01-07,539.2271693880956
1999-01-08,543.0012998789177
1999-01-11,555.1078977509703
1999-01-12,545.9984217574131
1999-01-13,528.7446180754798
1999-01-14,527.2246432520208
1999-01-15,532.7687892655948
1999-01-18,535.2390260455517
1999-01-19,538.7479763991372
1999-01-20,544.4709453506159
1999-01-21,544.2194184658508
1999-01-22,534.9325786888991
1999-01-25,532.8820616289495
1999-01-26,535.2463131899859
1999-01-27,539.8570667810104
1999-01-28,538.8136559966896
1999-01-29,545.2554023468804
1999-02-01,553.140086166932
1999-02-02,557.5467958033623
1999-02-03,554.260075087408
1999-02-04,556.2974761490151
1999-02-05,551.3377838785538
1999-02-08,550.7933188333792
1999-02-09,543.932330547191
1999-02-10,542.7382163525559
1999-02-11,547.1746653800567
1999-02-12,551.0236756870893
1999-02-15,552.690732632209
1999-02-16,549.740928964496
1999-02-17,544.0639129919119
1999-02-18,542.0104067231789
1999-02-19,545.3055071183387
1999-02-22,551.7800510964071
1999-02-23,555.2189798639546
1999-02-24,555.2917087226429
1999-02-25,554.5687797470102
1999-02-26,565.2241269546955
1999-03-01,567.6641955935856
1999-03-02,563.0503305259462
1999-03-03,562.3119888964775
1999-03-04,560.3301496171124
1999-03-05,574.0345700350401
1999-03-08,576.2234199115799
1999-03-09,579.7528026422166
1999-03-10,585.5885397493171
1999-03-11,592.790727002258
1999-03-12,592.8718231683196
1999-03-15,601.769013425275
1999-03-16,613.5885209457574
1999-03-17,612.2036650554013
1999-03-18,610.6954489103535
1999-03-19,628.9075481392681
1999-03-22,629.4167151066437
1999-03-23,629.7570015273726
1999-03-24,623.033324549388
1999-03-25,632.0144069048152
1999-03-26,635.8267125293352
1999-03-29,639.8317320880648
1999-03-30,638.5300047144365
1999-03-31,648.7275561530082
1999-04-01,654.7716936552022
1999-04-02,660.2582108397679
1999-04-05,664.1219629654775
1999-04-06,667.0306880259037
1999-04-07,668.9210794789828
1999-04-08,676.997936282379
1999-04-09,691.16685985326
1999-04-12,683.7190048856341
1999-04-13,690.1771234263546
1999-04-14,696.459152083447
1999-04-15,703.0669603598733
1999-04-16,714.5649702006771
1999-04-19,719.173180348425
1999-04-20,708.6578112709636
1999-04-21,703.1874424880092
1999-04-22,711.9949274368901
1999-04-23,718.2235445165644
1999-04-26,727.3019602186778
1999-04-27,722.6577262436263
1999-04-28,728.3567876591428
1999-04-29,731.1243175665215
1999-04-30,736.5218533091211
1999-05-03,737.7823311824285
1999-05-04,736.2565756667608
1999-05-05,732.107435168366
1999-05-06,736.7460396733571
1999-05-07,730.4955537067116
1999-05-10,734.8221128447906
1999-05-11,732.5044821964831
1999-05-12,734.9157329089
1999-05-13,732.1717434248284
1999-05-14,725.8726048949112
1999-05-17,711.0967440332987
1999-05-18,712.1089874163241
1999-05-19,702.1848253850669
1999-05-20,701.2037333921821
1999-05-21,706.7012562532932
1999-05-24,706.2069710266782
1999-05-25,702.4846872810607
1999-05-26,712.0586890948974
1999-05-27,713.3165149248623
1999-05-28,710.6272196710675
1999-05-31,709.315953724817
1999-06-01,715.5338888425842
1999-06-02,728.4541291295617
1999-06-03,730.0732031650489
1999-06-04,738.6387517290865
1999-06-07,748.829877232463
1999-06-08,749.9925821059663
1999-06-09,755.9423583236487
1999-06-10,763.373159060655
1999-06-11,769.1149804667893
1999-06-14,765.2311146296233
1999-06-15,758.9858048522872
1999-06-16,772.5052811777679
1999-06-17,784.9881542430722
1999-06-18,778.8867915777506
1999-06-21,791.7548375846437
1999-06-22,803.0057971522691
1999-06-23,806.475918718586
1999-06-24,800.5211053341128
1999-06-25,791.7663293087501
1999-06-28,806.011192813261
1999-06-29,816.3225655670906
1999-06-30,820.4920268440317
1999-07-01,841.543300494759
1999-07-02,853.1126658631554
1999-07-05,856.6579805592097
1999-07-06,854.0124680873558
1999-07-07,851.0105413600804
1999-07-08,846.7434328539667
1999-07-09,848.4937387560361
1999-07-12,860.9524986626968
1999-07-13,860.7853131709885
1999-07-14,861.6222067630281
1999-07-15,864.2395414747629
1999-07-16,856.3043624120415
1999-07-19,868.4511102803601
1999-07-20,851.4215523767002
1999-07-21,839.5013055192816
1999-07-22,830.1458494729802
1999-07-23,826.3645538261565
1999-07-26,807.2546561572765
1999-07-27,802.988174701946
1999-07-28,815.870276978449
1999-07-29,823.1950968694761
1999-07-30,823.5572815913287
1999-08-02,824.5540897107919
1999-08-03,826.0394749879769
1999-08-04,819.41066658186
1999-08-05,800.6677920388565
1999-08-06,796.4940045764848
1999-08-09,799.3963451590159
1999-08-10,797.5259946400887
1999-08-11,795.516499600995
1999-08-12,805.0258717783723
1999-08-13,812.0567788713698
1999-08-16,831.9042044395986
1999-08-17,839.75316826064
1999-08-18,850.1396621192441
1999-08-19,842.6406700215933
1999-08-20,847.9317356858196
1999-08-23,858.1287221823242
1999-08-24,866.3665391162783
1999-08-25,874.4890278245706
1999-08-26,869.3033401752003
1999-08-27,867.6783015133401
1999-08-30,872.4143792582188
1999-08-31,870.8436853866647
