Date,AC EUROPE SMALL GROWTH
1998-12-31,495.7485056651913
1999-01-01,495.61614223284505
1999-01-04,504.86772554939665
1999-01-05,505.6130257884032
1999-01-06,510.9480022142387
1999-01-07,510.2500195216307
1999-01-08,513.6825744341128
1999-01-11,513.8384431348578
1999-01-12,511.33688520069205
1999-01-13,496.1954447648061
1999-01-14,500.8763686520788
1999-01-15,501.1337958107228
1999-01-18,507.61977709838357
1999-01-19,508.3257356295557
1999-01-20,510.8489371721649
1999-01-21,509.30344912450227
1999-01-22,504.30486495288136
1999-01-25,503.4590992711465
1999-01-26,508.1262156280144
1999-01-27,511.0394599071042
1999-01-28,513.2249560264099
1999-01-29,516.2889267910874
1999-02-01,521.3487139337221
1999-02-02,520.8469874954462
1999-02-03,520.3551265955138
1999-02-04,524.5845147702477
1999-02-05,525.3761200701549
1999-02-08,525.7108388218506
1999-02-09,522.7827752181312
1999-02-10,517.1568323530647
1999-02-11,520.7990800246957
1999-02-12,525.8771694141981
1999-02-15,525.6809902425019
1999-02-16,527.7259626264226
1999-02-17,525.8158084654534
1999-02-18,524.862151029142
1999-02-19,526.5468884288914
1999-02-22,529.4169583694862
1999-02-23,528.4056940454672
1999-02-24,532.1763775285417
1999-02-25,531.3407938528253
1999-02-26,532.823235652652
1999-03-01,534.7039201519348
1999-03-02,533.2613369122802
1999-03-03,534.1839325869184
1999-03-04,532.2260969911536
1999-03-05,537.197562756362
1999-03-08,538.4119803880602
1999-03-09,539.3594338890938
1999-03-10,537.249964837276
1999-03-11,541.377276396419
1999-03-12,544.5928143019738
1999-03-15,544.020389534728
1999-03-16,544.5494223896046
1999-03-17,543.5641934095888
1999-03-18,542.671679942902
1999-03-19,546.9166439659319
1999-03-22,545.4169635766767
1999-03-23,541.3104403503547
1999-03-24,534.1428221407817
1999-03-25,538.4190696511179
1999-03-26,540.4224199758806
1999-03-29,540.7284765923562
1999-03-30,540.4676309045823
1999-03-31,539.2227310680811
1999-04-01,535.7166120058619
1999-04-02,537.1762451082808
1999-04-05,536.7130685047853
1999-04-06,538.0090796558691
1999-04-07,540.5160795455128
1999-04-08,543.1228873429528
1999-04-09,544.7636432671056
1999-04-12,543.4675814138863
1999-04-13,547.1259655702237
1999-04-14,550.3303325490111
1999-04-15,551.0292875226689
1999-04-16,552.7389751155928
1999-04-19,555.6591428492637
1999-04-20,548.7255335265306
1999-04-21,550.0159217998258
1999-04-22,552.4346788429663
1999-04-23,553.4866959889732
1999-04-26,555.2353706026663
1999-04-27,558.1387449187094
1999-04-28,558.6217993432705
1999-04-29,559.3556735866716
1999-04-30,563.0538064211501
1999-05-03,566.0005981172651
1999-05-04,568.5870028602877
1999-05-05,566.6585229223132
1999-05-06,569.0726609340248
1999-05-07,568.3399448566774
1999-05-10,567.9418892616375
1999-05-11,570.3912843409189
1999-05-12,570.2468766540934
1999-05-13,570.9971692727534
1999-05-14,569.6940960689831
1999-05-17,563.7360058030526
1999-05-18,566.9116882334804
1999-05-19,568.6800244538189
1999-05-20,572.6431858318971
1999-05-21,574.2760126514204
1999-05-24,573.64167705644
1999-05-25,569.5036456098171
1999-05-26,569.389747139674
1999-05-27,569.2717511898726
1999-05-28,567.9221965016308
1999-05-31,569.7848508105607
1999-06-01,573.816078007466
1999-06-02,573.71588345201
1999-06-03,575.315771186424
1999-06-04,577.9570577498429
1999-06-07,579.7359452556296
1999-06-08,578.7571868108316
1999-06-09,578.8133412360166
1999-06-10,577.5443149532629
1999-06-11,578.3815782758319
1999-06-14,579.4738731792294
1999-06-15,577.7458036326008
1999-06-16,579.5409758070417
1999-06-17,582.3983561336219
1999-06-18,582.9716849583748
1999-06-21,587.8414650806878
1999-06-22,587.4426647582594
1999-06-23,585.4853563233874
1999-06-24,586.0014322328911
1999-06-25,583.3464996833387
1999-06-28,585.0554353365891
1999-06-29,587.0065484569008
1999-06-30,588.9380718038846
1999-07-01,594.8438895396993
1999-07-02,596.569342380517
1999-07-05,602.3249992173461
1999-07-06,601.9059180927453
1999-07-07,602.5544803057533
1999-07-08,603.26142751283
1999-07-09,603.9311914706434
1999-07-12,607.5269844268579
1999-07-13,604.0461994302102
1999-07-14,605.3436204747566
1999-07-15,607.4413006641256
1999-07-16,609.0155589931679
1999-07-19,612.3925717702148
1999-07-20,607.5388422199717
1999-07-21,601.2191871936272
1999-07-22,602.5692788892538
1999-07-23,601.709754424964
1999-07-26,597.5655138979176
1999-07-27,594.9582582119015
1999-07-28,597.7916759835512
1999-07-29,594.7267982422476
1999-07-30,594.7774848086048
1999-08-02,592.5334869780827
1999-08-03,594.1747567399318
1999-08-04,595.9049677780695
1999-08-05,590.2858381685436
1999-08-06,593.2810289400417
1999-08-09,596.7847949299133
1999-08-10,594.8517249038504
1999-08-11,596.3371555708071
1999-08-12,600.7349116325069
1999-08-13,606.1193964573968
1999-08-16,610.4610187443034
1999-08-17,614.0004039285864
1999-08-18,618.6523462101447
1999-08-19,618.034271222945
1999-08-20,621.688335525638
1999-08-23,627.4450774668652
1999-08-24,626.001673048353
1999-08-25,630.3173171075682
1999-08-26,631.7416710109807
1999-08-27,635.2480661534041
1999-08-30,639.8887196486813
1999-08-31,637.9702287572412
1999-09-01,641.6248629143558
1999-09-02,640.0032496942019
1999-09-03,644.212027057864
1999-09-06,654.0209992945222
1999-09-07,656.5998542524675
1999-09-08,657.6594576196889
1999-09-09,660.9503445965938
1999-09-10,668.3531295294289
1999-09-13,675.420013814499
1999-09-14,673.4270949164744
1999-09-15,677.672228274446
1999-09-16,680.2383632062935
1999-09-17,681.0701588421847
1999-09-20,676.6898236447203
1999-09-21,665.0353109738023
1999-09-22,661.807235611561
1999-09-23,658.3758996889195
1999-09-24,644.3860756720808
1999-09-27,638.2727193519775
