Date,AC FAR EAST SMALL GROWTH
1998-12-31,635.9194032512386
1999-01-01,635.9385643594597
1999-01-04,630.0141885201641
1999-01-05,631.689548611113
1999-01-06,641.9018054657533
1999-01-07,657.6950775697187
1999-01-08,661.3455657715288
1999-01-11,676.347460783694
1999-01-12,663.7247038889474
1999-01-13,642.0952559387356
1999-01-14,640.5016527863825
1999-01-15,647.567299208841
1999-01-18,649.8771297099373
1999-01-19,653.9897757242575
1999-01-20,660.7816514093066
1999-01-21,659.3668751655864
1999-01-22,647.1101062118769
1999-01-25,644.4032925041777
1999-01-26,648.1181807034052
1999-01-27,652.5802165587099
1999-01-28,650.7967668806364
1999-01-29,657.9929985269107
1999-02-01,667.6606912438247
1999-02-02,674.1894967960101
1999-02-03,668.4344038550372
1999-02-04,669.3627168988619
1999-02-05,661.5619029885156
1999-02-08,660.1403569312743
1999-02-09,651.150686270623
1999-02-10,650.2642710461222
1999-02-11,654.5907106026393
1999-02-12,659.683859956461
1999-02-15,660.8265731484173
1999-02-16,656.0125650528319
1999-02-17,647.7342455249052
1999-02-18,643.8370131393579
1999-02-19,646.0159177815428
1999-02-22,654.9828007857185
1999-02-23,659.5585716153968
1999-02-24,660.5342252224841
1999-02-25,663.0463840567306
1999-02-26,678.9781519923495
1999-03-01,677.7791029405234
1999-03-02,670.2754487803395
1999-03-03,667.4399827956966
1999-03-04,665.1747899040122
1999-03-05,683.3086741802566
1999-03-08,685.7365759691871
1999-03-09,689.9494421885165
1999-03-10,698.2622073849973
1999-03-11,707.6561606363135
1999-03-12,707.9083498376509
1999-03-15,719.5865782855907
1999-03-16,737.5582050781561
1999-03-17,737.1131151759249
1999-03-18,733.5334886968337
1999-03-19,758.7903010505343
1999-03-22,756.7797772287508
1999-03-23,755.7144323072511
1999-03-24,748.1094000269309
1999-03-25,760.9953699128597
1999-03-26,765.8009784347614
1999-03-29,770.9098500287552
1999-03-30,769.4771354007959
1999-03-31,782.7534653298759
1999-04-01,791.4359230194797
1999-04-02,799.6472776329648
1999-04-05,806.7718042188889
1999-04-06,812.4733202640261
1999-04-07,816.0100272824646
1999-04-08,828.9310254256537
1999-04-09,848.0009344098953
1999-04-12,837.8698470820694
1999-04-13,846.3309896509177
1999-04-14,855.3436676291058
1999-04-15,865.4680895269721
1999-04-16,877.8414701273946
1999-04-19,882.7140074912375
1999-04-20,868.5899690331152
1999-04-21,859.9366559357588
1999-04-22,871.1429393550051
1999-04-23,880.9242393863079
1999-04-26,896.3032481217097
1999-04-27,889.8729891476706
1999-04-28,896.9721820728786
1999-04-29,898.2129253111602
1999-04-30,905.0766033305612
1999-05-03,906.2966019057278
1999-05-04,903.5007596955821
1999-05-05,899.4062919308175
1999-05-06,905.7613206566635
1999-05-07,897.0769953925669
1999-05-10,903.334804188184
1999-05-11,898.1842312809829
1999-05-12,902.1605566010464
1999-05-13,896.431241993718
1999-05-14,887.4490448445063
1999-05-17,867.7047837381123
1999-05-18,867.3710426943528
1999-05-19,853.7976579151078
1999-05-20,852.235625991836
1999-05-21,859.7519077541758
1999-05-24,858.5699365793081
1999-05-25,854.8388086921649
1999-05-26,869.9798846290021
1999-05-27,873.0479295376234
1999-05-28,869.8819637303145
1999-05-31,865.4780645730624
1999-06-01,876.7805777276252
1999-06-02,894.7776739728955
1999-06-03,895.9433271243234
1999-06-04,906.107826084658
1999-06-07,920.3306775899609
1999-06-08,923.0470404541336
1999-06-09,930.9640175350465
1999-06-10,942.1532916152141
1999-06-11,950.5388531874718
1999-06-14,945.3706865680842
1999-06-15,938.672603630012
1999-06-16,956.3684535344714
1999-06-17,973.3990312194762
1999-06-18,966.57423334878
1999-06-21,984.1513481252828
1999-06-22,998.9278432213898
1999-06-23,1003.364917445717
1999-06-24,996.012585582678
1999-06-25,985.0951456478176
1999-06-28,1003.6338340998003
1999-06-29,1018.3455196487482
