Date,GOLDEN DRAGON SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1009.2195338610342
2007-06-04,1002.175064615891
2007-06-05,1004.6171785351673
2007-06-06,1005.9771591533051
2007-06-07,1014.0549867426639
2007-06-08,1021.1568232755919
2007-06-11,1030.13950797048
2007-06-12,1038.9862148683192
2007-06-13,1043.4385720515606
2007-06-14,1044.5119924303585
2007-06-15,1046.3574341687254
2007-06-18,1046.5718528891168
2007-06-19,1046.2772243879035
2007-06-20,1050.2222736391946
2007-06-21,1056.2171310545625
2007-06-22,1068.936722711906
2007-06-25,1070.337768943112
2007-06-26,1066.5934403853742
2007-06-27,1066.294941665931
2007-06-28,1065.5152135572412
2007-06-29,1065.8500459825393
2007-07-02,1060.9688332052845
2007-07-03,1078.7219438386437
2007-07-04,1081.6823346556816
2007-07-05,1096.9273226295024
2007-07-06,1102.87422183217
2007-07-09,1122.969679866512
2007-07-10,1118.0776219977001
2007-07-11,1107.9578096898754
2007-07-12,1116.1393491766748
2007-07-13,1121.41449244809
2007-07-16,1116.7706253497513
2007-07-17,1130.6427828303401
2007-07-18,1129.3393715687964
2007-07-19,1130.4337548821068
2007-07-20,1149.215414973656
2007-07-23,1169.9415688118406
2007-07-24,1182.6719603328245
2007-07-25,1208.6052905264535
2007-07-26,1196.5977957140442
2007-07-27,1166.7386440277362
2007-07-30,1153.6551192591278
2007-07-31,1180.0820091978928
2007-08-01,1150.6220689760416
2007-08-02,1135.0582605752536
2007-08-03,1128.961938361828
2007-08-06,1094.2288491422505
2007-08-07,1080.967233822784
2007-08-08,1102.760746218987
2007-08-09,1136.1626475301791
2007-08-10,1110.0694031052662
2007-08-13,1099.65541103331
2007-08-14,1097.8893796905606
2007-08-15,1063.913254052379
2007-08-16,1012.2411844214923
2007-08-17,976.5082414458047
2007-08-20,1036.6298114806152
2007-08-21,1033.2919326989834
2007-08-22,1034.2529637564983
2007-08-23,1064.192263305389
2007-08-24,1070.9765616198692
2007-08-27,1087.9191542606948
2007-08-28,1085.4614894673894
2007-08-29,1070.212362348003
2007-08-30,1090.2628304782331
2007-08-31,1115.1180429483488
2007-09-03,1119.7241147648137
2007-09-04,1113.627074005907
2007-09-05,1105.575839566532
2007-09-06,1116.1296179393476
2007-09-07,1119.8660546829385
2007-09-10,1113.882521691895
2007-09-11,1110.9248794580233
2007-09-12,1114.1361856360704
2007-09-13,1109.9955205640752
2007-09-14,1121.4563153761253
2007-09-17,1107.2699884133463
2007-09-18,1106.7470928019616
2007-09-19,1095.2195160991207
2007-09-20,1085.519678411207
2007-09-21,1104.9733681685361
2007-09-24,1105.575836329637
2007-09-25,1097.5500475371882
2007-09-26,1106.0283749052935
2007-09-27,1126.5225678694667
2007-09-28,1134.524644029003
2007-10-01,1139.0363144091543
2007-10-02,1162.9286789975758
2007-10-03,1155.2935762112586
2007-10-04,1141.6507895496147
2007-10-05,1150.487178746726
2007-10-08,1151.0822377470513
2007-10-09,1143.014689467421
2007-10-10,1152.2434454742963
2007-10-11,1160.9475523385663
2007-10-12,1158.9194297810443
2007-10-15,1148.1399849226343
2007-10-16,1153.9961084313315
2007-10-17,1150.6261753317597
2007-10-18,1153.232473066878
2007-10-19,1155.9601232691668
2007-10-22,1130.404934276484
2007-10-23,1138.419354917631
2007-10-24,1133.2415299408833
2007-10-25,1126.837898424672
2007-10-26,1129.9589235995477
2007-10-29,1142.216587053217
2007-10-30,1136.592249100388
2007-10-31,1135.037784967478
2007-11-01,1139.7546232311593
2007-11-02,1110.1990909286203
2007-11-05,1090.6406914507972
2007-11-06,1090.5723948983007
2007-11-07,1089.0329933407422
2007-11-08,1050.850970433734
2007-11-09,1034.3032556359065
2007-11-12,993.3021827973041
2007-11-13,987.6944516293028
2007-11-14,1020.3951006872462
2007-11-15,1018.1380027188563
2007-11-16,1004.3974284454189
2007-11-19,996.3688426211672
2007-11-20,992.8510531880959
2007-11-21,976.1425693748391
2007-11-22,952.1206425225372
2007-11-23,937.6647309472309
2007-11-26,944.4226469420466
2007-11-27,928.2372769303745
2007-11-28,934.6761381620629
2007-11-29,954.65771225825
2007-11-30,988.5982244696065
2007-12-03,1001.1120119154623
2007-12-04,1001.744648379093
2007-12-05,1012.0368817407684
2007-12-06,1008.9155603660606
2007-12-07,1002.6612320000386
2007-12-10,984.8068538442006
2007-12-11,989.7775370920851
2007-12-12,981.6369000787901
2007-12-13,958.0163851533117
2007-12-14,949.0954245687193
2007-12-17,910.1591991559081
2007-12-18,898.8597026722553
2007-12-19,919.3082570011493
2007-12-20,910.0911900017287
2007-12-21,917.9257076007694
2007-12-24,939.8955327615694
2007-12-25,945.2126029621517
2007-12-26,939.8931697928939
2007-12-27,948.681717130647
2007-12-28,951.7681945895536
2007-12-31,974.9014659906595
2008-01-01,974.9014659906595
2008-01-02,963.5069449076414
2008-01-03,952.4248194851143
2008-01-04,956.3631282000373
2008-01-07,932.6135993643993
2008-01-08,928.0742306787587
2008-01-09,938.8710928228484
2008-01-10,933.5643434777578
2008-01-11,928.5013641159413
2008-01-14,914.9786034631239
2008-01-15,917.8840459281334
2008-01-16,893.3142532172317
2008-01-17,890.0131133568526
2008-01-18,896.7830410700352
2008-01-21,886.1543987282809
2008-01-22,802.8679276863331
2008-01-23,807.3674862957367
2008-01-24,795.9261159744942
2008-01-25,827.3080756628412
2008-01-28,796.0004243677774
2008-01-29,798.0967680133081
2008-01-30,794.3726761148246
2008-01-31,787.8824811579676
2008-02-01,798.679141689738
2008-02-04,813.3905274501952
2008-02-05,823.4714563129073
2008-02-06,810.064681432568
2008-02-07,818.7274061238465
2008-02-08,819.1387657010649
2008-02-11,813.0318368043485
2008-02-12,804.5324189507645
2008-02-13,803.3865043974342
2008-02-14,822.8094729432545
2008-02-15,829.3750950733534
2008-02-18,842.0457744317341
2008-02-19,852.4684005050422
2008-02-20,851.8558972818569
2008-02-21,858.1894280859079
2008-02-22,857.3957134949596
2008-02-25,858.6380910884349
2008-02-26,857.2459323731742
2008-02-27,862.2017713048715
2008-02-28,858.0337686411168
2008-02-29,867.4533790353099
2008-03-03,850.8401073460005
2008-03-04,854.7108619983192
2008-03-05,848.1706796647941
2008-03-06,855.0118699715305
2008-03-07,842.3052214642803
2008-03-10,823.5907540774996
2008-03-11,825.390553630308
2008-03-12,819.3231754251245
2008-03-13,793.6239981288438
2008-03-14,780.7301053668381
2008-03-17,743.5694120726503
2008-03-18,729.3215787839455
2008-03-19,744.3539439015017
2008-03-20,747.453478577897
2008-03-21,754.9306392251787
2008-03-24,776.5246571320865
2008-03-25,788.3122059761611
2008-03-26,786.5961862524107
2008-03-27,780.9980861481783
2008-03-28,796.8317814442611
2008-03-31,794.5431641572892
2008-04-01,799.0536751149506
2008-04-02,809.4533603896687
2008-04-03,816.0687875295235
2008-04-04,810.5181450831967
2008-04-07,825.8635100746102
2008-04-08,820.403368500135
2008-04-09,811.6800959383977
2008-04-10,824.1373741667127
2008-04-11,823.699608524831
2008-04-14,812.7192572640579
2008-04-15,822.4771291394746
2008-04-16,818.356712792903
2008-04-17,822.0423911753941
2008-04-18,829.2567316178355
2008-04-21,824.8455670414822
2008-04-22,827.2393784592695
2008-04-23,839.8215367204348
2008-04-24,856.6471304724939
2008-04-25,854.2962035912295
2008-04-28,855.3796966179426
2008-04-29,854.1695096758348
2008-04-30,859.4775543252484
2008-05-01,866.1335094779467
2008-05-02,878.8401686546639
2008-05-05,879.7055374474119
2008-05-06,878.8805434935912
2008-05-07,882.5728122149962
2008-05-08,879.2883541916746
2008-05-09,876.760523238087
2008-05-12,868.1926710360781
2008-05-13,873.3976115904505
2008-05-14,876.9069857713328
2008-05-15,885.2471859780223
2008-05-16,888.7181084845514
2008-05-19,901.0098526457672
2008-05-20,877.5962964399478
2008-05-21,870.7655960537627
2008-05-22,873.403053678771
2008-05-23,853.7287252884956
2008-05-26,832.178729096954
2008-05-27,842.1173992980281
2008-05-28,837.8222646234609
2008-05-29,844.6674721082705
2008-05-30,838.1829519685673
2008-06-02,847.4724207965093
2008-06-03,843.2843962435564
2008-06-04,844.8759820190184
2008-06-05,847.2537304775959
2008-06-06,839.0422663083997
2008-06-09,832.594766841771
2008-06-10,815.1864174754122
2008-06-11,796.8793978929203
2008-06-12,770.4642912345025
2008-06-13,772.8792966987198
2008-06-16,774.8934762890517
2008-06-17,777.1281645372032
2008-06-18,786.8509226414009
2008-06-19,771.8963042396376
2008-06-20,754.4874190406907
2008-06-23,749.8308189688031
2008-06-24,730.3502221494181
2008-06-25,741.5329945114959
2008-06-26,734.6274120321409
2008-06-27,707.5050236366789
2008-06-30,695.3270624938698
2008-07-01,683.2229106004072
2008-07-02,681.7231528348548
2008-07-03,691.7148687452038
2008-07-04,683.3103448059367
2008-07-07,694.8929435088266
2008-07-08,675.9899006392308
2008-07-09,683.8675931986278
2008-07-10,680.9222605752242
2008-07-11,691.229825176674
2008-07-14,689.4671935396415
2008-07-15,662.0209125434305
2008-07-16,656.1505341577885
2008-07-17,664.0384374770465
2008-07-18,655.2836443489384
2008-07-21,668.9660959497276
2008-07-22,674.4838076701974
2008-07-23,698.2535668367556
2008-07-24,706.594103161249
2008-07-25,699.419684716503
2008-07-28,696.0705485147948
2008-07-29,686.9640156134104
2008-07-30,692.0148011718068
2008-07-31,677.5566029598107
2008-08-01,671.3626015299183
2008-08-04,661.752336499048
2008-08-05,647.3773943518428
2008-08-06,660.0063828770287
2008-08-07,660.8785452274282
2008-08-08,676.0756158729804
2008-08-11,675.1577489980682
2008-08-12,674.9743474787829
2008-08-13,679.2762978805608
2008-08-14,683.568232359045
2008-08-15,684.6629949576812
2008-08-18,666.918175190999
2008-08-19,660.9597693173567
2008-08-20,667.7768577717297
2008-08-21,651.1682460323125
2008-08-22,650.1285282793036
2008-08-25,654.5622874516088
2008-08-26,655.4133044120962
2008-08-27,662.7665522584767
2008-08-28,661.0608926110817
2008-08-29,669.8190122820207
2008-09-01,659.6245069339412
2008-09-02,653.3268027305022
2008-09-03,648.9118504440715
2008-09-04,635.1121093792788
2008-09-05,624.5211368531524
2008-09-08,649.4884321484525
2008-09-09,631.7174305035194
2008-09-10,635.4563759553184
2008-09-11,615.1152405864525
2008-09-12,604.5072176793694
2008-09-15,586.6982355478934
2008-09-16,553.5699820957559
2008-09-17,537.6414668334014
2008-09-18,503.88469980234834
2008-09-19,533.2237899193548
2008-09-22,541.132479883091
2008-09-23,539.4765916314324
2008-09-24,543.986395467347
2008-09-25,536.4952551482484
2008-09-26,523.8596882879892
2008-09-29,525.024632228262
2008-09-30,524.8236378567514
2008-10-01,532.8386545271994
2008-10-02,540.9519939431589
2008-10-03,542.4838553069759
2008-10-06,529.9939924326685
2008-10-07,524.2470064579019
2008-10-08,489.4435346858415
2008-10-09,481.85458964554056
2008-10-10,468.1565624261688
2008-10-13,463.04926088007295
2008-10-14,482.8198109483558
2008-10-15,473.1083594621061
2008-10-16,459.0893862222987
2008-10-17,450.00840662173954
2008-10-20,456.09316656742544
