Date,AC PACIFIC ex JAPAN SMALL GROWTH
1998-12-31,426.6710235384278
1999-01-01,426.7021243052487
1999-01-04,431.30872770492147
1999-01-05,433.687317046224
1999-01-06,447.50819199512256
1999-01-07,459.652262066913
1999-01-08,463.46599304045304
1999-01-11,470.8914953134596
1999-01-12,469.98217514068773
1999-01-13,453.88405422066495
1999-01-14,443.0874121052038
1999-01-15,452.80976739419185
1999-01-18,456.65309521544276
1999-01-19,455.9544126186606
1999-01-20,456.0250084064711
1999-01-21,448.0905139609876
1999-01-22,438.44439542464045
1999-01-25,427.65194122711335
1999-01-26,426.905880478112
1999-01-27,437.7408724537395
1999-01-28,438.08320232954617
1999-01-29,443.2214938969351
1999-02-01,449.0693710740334
1999-02-02,446.1862615411737
1999-02-03,443.29889948767106
1999-02-04,445.63199325023686
1999-02-05,444.81786556582966
1999-02-08,446.01564269510675
1999-02-09,438.64143619338154
1999-02-10,436.6535674145854
1999-02-11,443.11290707643997
1999-02-12,448.3674753786548
1999-02-15,451.8811790290122
1999-02-16,452.0338522168943
1999-02-17,449.25294062427787
1999-02-18,449.03341535130295
1999-02-19,452.9914767363761
1999-02-22,452.8620613014147
1999-02-23,452.44949954819174
1999-02-24,450.3916226546642
1999-02-25,442.5466277372748
1999-02-26,450.4271192905947
1999-03-01,453.36773496180655
1999-03-02,454.4052744292345
1999-03-03,455.1750504672177
1999-03-04,457.55463614977646
1999-03-05,459.9513700024369
1999-03-08,464.789004297876
1999-03-09,465.16287054874044
1999-03-10,463.3288643433373
1999-03-11,471.6112214640419
1999-03-12,470.6183296997495
1999-03-15,472.13157356887865
1999-03-16,472.5857939546927
1999-03-17,468.8724309651203
1999-03-18,469.1516153667609
1999-03-19,478.0049069243705
1999-03-22,481.3419886617142
1999-03-23,485.22115882975675
1999-03-24,480.9718107221805
1999-03-25,483.9749600623348
1999-03-26,490.66458647307365
1999-03-29,489.7187102426777
1999-03-30,488.8756118779276
1999-03-31,488.7456839318134
1999-04-01,494.10109044378055
1999-04-02,496.1848650421163
1999-04-05,499.23037096828347
1999-04-06,501.6880571090969
1999-04-07,502.49273939074607
1999-04-08,505.73340227774656
1999-04-09,516.0587933212145
1999-04-12,512.9131025114614
1999-04-13,520.6046085022665
1999-04-14,523.6933471837361
1999-04-15,535.9664031992667
1999-04-16,546.0127075766137
1999-04-19,563.5445882096517
1999-04-20,560.1334822938658
1999-04-21,561.9358777565199
1999-04-22,567.139897658258
1999-04-23,566.116232602069
1999-04-26,574.9100783943488
1999-04-27,576.6757101174873
1999-04-28,578.4998971218228
1999-04-29,578.5587217908676
1999-04-30,589.9157280832713
1999-05-03,597.4341003678775
1999-05-04,603.4268640967935
1999-05-05,601.741485551339
1999-05-06,605.1476037410556
1999-05-07,597.6293515551398
1999-05-10,598.9172230112694
1999-05-11,597.856776110125
1999-05-12,595.3150402708716
1999-05-13,591.7229220788618
1999-05-14,587.45837319154
1999-05-17,578.6309414306747
1999-05-18,583.1354411492287
1999-05-19,579.4846859106913
1999-05-20,572.5492623763831
1999-05-21,578.6233802897004
1999-05-24,579.72109373168
1999-05-25,574.6507069215644
1999-05-26,582.1038013631463
1999-05-27,584.6460111980799
1999-05-28,583.733294810169
1999-05-31,585.5732141909799
1999-06-01,579.4434846570099
1999-06-02,587.6791369890066
1999-06-03,589.3097383864758
1999-06-04,595.0744288426906
1999-06-07,603.3664971580461
1999-06-08,607.4267369774426
1999-06-09,606.7102779866756
1999-06-10,609.4619423897785
1999-06-11,614.7287116096512
1999-06-14,617.967837437372
1999-06-15,610.1929634992536
1999-06-16,617.8786544201802
1999-06-17,622.3096631486162
1999-06-18,617.7231713365953
1999-06-21,630.0436158645019
1999-06-22,638.4745714851066
1999-06-23,643.4365092545431
1999-06-24,643.2263143385037
1999-06-25,635.3322507121511
1999-06-28,641.2661863325437
1999-06-29,645.7868611004096
1999-06-30,646.7008785300438
1999-07-01,659.1026942687216
1999-07-02,670.8841554124258
1999-07-05,676.9062319641267
1999-07-06,672.2958187335856
1999-07-07,666.779644637882
1999-07-08,674.6334480663485
1999-07-09,678.3895129598748
1999-07-12,676.8143894909144
1999-07-13,665.9494012464322
1999-07-14,655.0112690319118
1999-07-15,653.2023531359578
1999-07-16,646.1704207037193
1999-07-19,643.0852560804473
1999-07-20,636.7428005941556
1999-07-21,622.8132865086143
1999-07-22,622.725731710706
1999-07-23,614.1187150580267
1999-07-26,587.949887219864
1999-07-27,594.0546546774874
1999-07-28,609.1849820220777
1999-07-29,608.1683452459224
1999-07-30,608.0378288616365
1999-08-02,607.9196739199064
1999-08-03,611.5873718024542
1999-08-04,604.8680453904757
1999-08-05,591.0294692907772
1999-08-06,591.3883947738842
1999-08-09,593.3124795416256
1999-08-10,582.1421480683994
1999-08-11,575.5593641245389
1999-08-12,584.6333534345224
1999-08-13,584.7453186861778
1999-08-16,590.1124364473202
1999-08-17,583.9104384126124
1999-08-18,588.9525032592115
1999-08-19,587.6486883106527
1999-08-20,593.1475857968344
1999-08-23,605.8308459277182
1999-08-24,607.3989705096824
1999-08-25,612.6507769483422
1999-08-26,611.3854639817868
1999-08-27,608.876476370712
1999-08-30,607.9029443247119
1999-08-31,600.6573427568394
1999-09-01,597.3884000931023
1999-09-02,588.2814312382652
1999-09-03,590.765405331779
1999-09-06,594.1615360930997
1999-09-07,593.6026060018739
1999-09-08,587.8170912611407
1999-09-09,597.1508203496347
1999-09-10,609.1703512689968
1999-09-13,621.7423319909391
1999-09-14,617.7561240911565
1999-09-15,613.6404104906911
1999-09-16,605.7901039734735
1999-09-17,607.6077165995729
1999-09-20,606.0018503169118
1999-09-21,600.4699993131559
1999-09-22,593.8550822307428
1999-09-23,598.533145222513
1999-09-24,593.2045278514564
1999-09-27,587.0757015603376
1999-09-28,584.3475079514699
1999-09-29,577.8444735157844
1999-09-30,577.1895847013577
1999-10-01,576.5371576049635
1999-10-04,576.3879947183672
1999-10-05,578.428082450754
1999-10-06,580.1004502270215
1999-10-07,586.4022259044574
1999-10-08,588.681394239255
1999-10-11,589.4280209885669
1999-10-12,586.0407606760277
1999-10-13,578.7456235834284
1999-10-14,577.2256550953067
1999-10-15,568.7330024849851
1999-10-18,556.3670342525584
1999-10-19,555.2248093638665
1999-10-20,565.0209229628069
1999-10-21,566.4739182989326
1999-10-22,575.4278683361122
1999-10-25,575.2834085950917
1999-10-26,576.9227718308459
1999-10-27,576.3979251184169
1999-10-28,581.85721950158
1999-10-29,585.7049823441398
1999-11-01,597.6364980030479
1999-11-02,597.767402041546
1999-11-03,599.7501386341955
1999-11-04,603.6561420685614
1999-11-05,608.8165483008701
1999-11-08,607.8765064246419
1999-11-09,611.0777281542111
1999-11-10,615.8698794062896
1999-11-11,626.107345562044
1999-11-12,636.7888333052782
1999-11-15,645.8381510055294
1999-11-16,650.740104170065
1999-11-17,641.756212301126
1999-11-18,643.4716140564227
1999-11-19,648.1020190510968
1999-11-22,646.1051028813374
1999-11-23,644.9268613130184
1999-11-24,649.5500711990002
1999-11-25,651.4718218652409
1999-11-26,652.2685515416825
1999-11-29,655.5117143596237
1999-11-30,655.1512404807056
1999-12-01,650.631723070364
1999-12-02,650.6920309691601
1999-12-03,658.2027786467811
1999-12-06,648.1170614432032
1999-12-07,644.3038292648024
1999-12-08,647.6069170263032
1999-12-09,655.8322525994921
1999-12-10,658.7587345492435
1999-12-13,663.81532519657
1999-12-14,668.1716222382513
1999-12-15,662.1182637659537
1999-12-16,655.316759633476
1999-12-17,663.2427859654148
1999-12-20,663.46861814616
1999-12-21,659.1668975990789
1999-12-22,666.503744694876
1999-12-23,662.1151251901936
1999-12-24,667.7331645480382
1999-12-27,673.3732947509546
1999-12-28,673.0328983774353
1999-12-29,678.7148215320469
1999-12-30,687.8207240179659
1999-12-31,687.8003460035811
2000-01-03,686.829632142691
2000-01-04,683.6401166611189
2000-01-05,656.5552666734859
2000-01-06,646.0920463014133
2000-01-07,650.7165734241097
2000-01-10,665.7256560987558
2000-01-11,660.7259437693209
2000-01-12,660.2857063231146
2000-01-13,659.3697791720648
2000-01-14,668.7721208201516
2000-01-17,674.3262869056028
2000-01-18,671.2817822416343
2000-01-19,662.0308345644953
2000-01-20,665.0517548123693
2000-01-21,662.2795087047299
2000-01-24,661.2706473716128
2000-01-25,654.1595244955793
2000-01-26,662.4111188088591
2000-01-27,683.3038411272114
2000-01-28,682.4520556812719
2000-01-31,680.7792815817808
2000-02-01,688.5210445237238
2000-02-02,695.8974913841764
2000-02-03,695.0655710093059
2000-02-04,699.8370069520037
2000-02-07,703.9530130475335
2000-02-08,692.6734425706513
2000-02-09,692.5184295968284
2000-02-10,695.6240484962223
2000-02-11,696.0635285433157
2000-02-14,693.8055834850381
2000-02-15,690.8549357640039
2000-02-16,693.8327836487648
