Date,ACWI ex AUSTRALIA SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1009.3378297388281
2007-06-04,1007.5817257300527
2007-06-05,1002.6783526007857
2007-06-06,993.5551420392366
2007-06-07,980.4216778310397
2007-06-08,988.5661047521852
2007-06-11,991.9289273287299
2007-06-12,985.5162548236905
2007-06-13,992.6284877682082
2007-06-14,1002.5285428171566
2007-06-15,1009.7466042857758
2007-06-18,1009.4040767532942
2007-06-19,1008.8672799379651
2007-06-20,1003.4821251459304
2007-06-21,1005.2895024446055
2007-06-22,999.2695394923987
2007-06-25,990.4268103266164
2007-06-26,986.0349064362741
2007-06-27,992.7949831107452
2007-06-28,997.1427798845816
2007-06-29,997.0937978754367
2007-07-02,1000.4211835119646
2007-07-03,1008.2194048655396
2007-07-04,1009.8453392533957
2007-07-05,1013.0121691934085
2007-07-06,1016.2057464293779
2007-07-09,1020.6752753427211
2007-07-10,1006.1817316285371
2007-07-11,1003.6454742665223
2007-07-12,1015.8636405932882
2007-07-13,1019.1056969068918
2007-07-16,1014.2734072005064
2007-07-17,1012.7319905268328
2007-07-18,1008.4024141991525
2007-07-19,1013.8331413821704
2007-07-20,1007.6541103166821
2007-07-23,1008.252898286595
2007-07-24,992.8207452297054
2007-07-25,994.8009744223094
2007-07-26,972.6074839653852
2007-07-27,961.0439890566333
2007-07-30,967.288398757626
2007-07-31,969.7606560177155
2007-08-01,961.1536298497379
2007-08-02,967.7918738440483
2007-08-03,947.2069772025745
2007-08-06,942.5554475821175
2007-08-07,949.0708508199086
2007-08-08,962.6840233691087
2007-08-09,956.833299238364
2007-08-10,945.4452172794813
2007-08-13,950.2770204249276
2007-08-14,938.8587321728318
2007-08-15,926.3091885883754
2007-08-16,911.0556176846759
2007-08-17,911.6422566544636
2007-08-20,925.0069033021684
2007-08-21,926.438676008422
2007-08-22,940.5884735970074
2007-08-23,938.9743955195711
2007-08-24,945.5325216337328
2007-08-27,943.3393390691666
