Date,ACWI ex EMU SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1010.2433594474185
2007-06-04,1009.2767478169727
2007-06-05,1004.0696997702967
2007-06-06,996.9381650186548
2007-06-07,984.3598027561732
2007-06-08,992.7235939968209
2007-06-11,994.7117465862045
2007-06-12,988.7379215202549
2007-06-13,996.0422195936142
2007-06-14,1005.5295579373003
2007-06-15,1012.4214272936679
2007-06-18,1012.3773654886213
2007-06-19,1012.1741772173477
2007-06-20,1006.143550527661
2007-06-21,1009.1422251345496
2007-06-22,1002.8024655744734
2007-06-25,993.6940673627615
2007-06-26,989.5277634337745
2007-06-27,995.9882039062558
2007-06-28,1000.1255840236834
2007-06-29,999.3285090764656
2007-07-02,1002.1613285864711
2007-07-03,1009.9360209966217
2007-07-04,1011.3008421808154
2007-07-05,1015.6176727945782
2007-07-06,1018.2203418695059
2007-07-09,1022.8810952517141
2007-07-10,1007.4162443798416
2007-07-11,1004.9337142513684
2007-07-12,1017.2887049306825
2007-07-13,1020.9812985073767
2007-07-16,1016.5700401224084
2007-07-17,1015.2274504558503
2007-07-18,1011.2572817647601
2007-07-19,1016.5385589122366
2007-07-20,1010.9618872297112
2007-07-23,1011.2547703031563
2007-07-24,996.0439304175416
2007-07-25,999.4960156590827
2007-07-26,977.6923926604854
2007-07-27,964.3373938714387
2007-07-30,970.3326005850595
2007-07-31,971.4801255953134
2007-08-01,962.4279603880359
2007-08-02,969.3373149757442
2007-08-03,947.7770330049548
2007-08-06,943.7340696631804
2007-08-07,950.6264086026548
2007-08-08,964.5131273387243
2007-08-09,960.2816984438073
2007-08-10,949.1872626695373
2007-08-13,953.1414952740902
2007-08-14,940.9137938865908
2007-08-15,926.6137327381775
2007-08-16,913.1136985743958
2007-08-17,912.6406016721781
2007-08-20,928.1336678500977
2007-08-21,930.1406956948384
2007-08-22,943.1570485932098
2007-08-23,941.9996921399435
2007-08-24,948.4016816522604
2007-08-27,946.5560588926038
2007-08-28,930.1502293067655
2007-08-29,939.6237798098757
2007-08-30,942.5211366512721
2007-08-31,959.1972846573548
2007-09-03,962.9993513951777
2007-09-04,971.7063309435216
2007-09-05,958.4691843770379
2007-09-06,959.7831337095315
2007-09-07,945.1530502928832
2007-09-10,933.3180918926338
2007-09-11,942.8965741560507
2007-09-12,939.6557223989753
2007-09-13,940.3546241629455
2007-09-14,942.6688268352772
2007-09-17,934.6199414410756
2007-09-18,949.5792432949311
2007-09-19,958.4071526973408
2007-09-20,948.9062090289984
2007-09-21,951.8502956835741
2007-09-24,949.9452500239078
