Date,G7 INDEX
1998-12-31,100.0
1999-01-29,106.29261428028262
1999-02-26,106.99676097205389
1999-03-31,113.82511071716088
1999-04-30,120.53034027644634
1999-05-31,118.06248634146249
1999-06-30,125.25121333592521
1999-07-30,119.92905843920619
1999-08-31,121.22500273853859
1999-09-30,119.08881841552943
1999-10-29,127.20976560438835
1999-11-30,136.11313557598504
1999-12-31,147.46076062459298
2000-01-31,142.8536003945194
2000-02-29,144.45599871455184
2000-03-31,156.52571020905577
2000-04-28,157.135801031013
2000-05-31,150.3366715683301
2000-06-30,150.1195961063372
2000-07-31,150.90697940008044
2000-08-31,163.38460135767747
2000-09-29,155.86730191449058
2000-10-31,159.86693847778403
2000-11-30,145.07791302795738
2000-12-29,135.60749665279482
2001-01-01,135.60749665279482
2001-01-02,131.82746387435571
2001-01-03,135.7002634088033
2001-01-04,135.16527017641144
2001-01-05,132.04931934456363
2001-01-08,131.94206487408556
2001-01-09,132.79187479460722
2001-01-10,133.22177017703427
2001-01-11,132.98231342120917
2001-01-12,132.8609531210795
2001-01-15,133.74239619631732
2001-01-16,134.41515761321202
2001-01-17,136.66591136696894
2001-01-18,136.18735829200193
2001-01-19,137.22997334892486
2001-01-22,137.24374521245244
2001-01-23,137.775200332835
2001-01-24,140.1685759895338
2001-01-25,140.21402347069287
2001-01-26,139.76308684984375
2001-01-29,140.94924672255806
2001-01-30,140.9210176046327
2001-01-31,139.88816625665018
2001-02-01,138.97391109108835
2001-02-02,137.7856591241174
2001-02-05,137.16124713416008
2001-02-06,138.09963675634953
2001-02-07,136.7057872403174
2001-02-08,137.6080767254871
2001-02-09,135.20131291224993
2001-02-12,135.9854425701779
2001-02-13,136.1893140341954
2001-02-14,136.04600760880302
2001-02-15,138.97983967172968
2001-02-16,135.06208309979345
2001-02-19,134.23051027396508
2001-02-20,133.98480702157462
2001-02-21,131.5683932255846
2001-02-22,132.0519963872037
2001-02-23,131.1342871931999
2001-02-26,132.7327326989626
2001-02-27,131.0360123071173
2001-02-28,129.44705650300682
2001-03-01,128.02334667671096
2001-03-02,126.17207223903613
2001-03-05,127.68907791496476
2001-03-06,129.01100261610418
2001-03-07,129.95128892783055
2001-03-08,129.54171794373485
2001-03-09,127.18999653444457
2001-03-12,122.80900526836805
2001-03-13,124.58442649565191
2001-03-14,122.44116408053569
2001-03-15,124.18553312389672
2001-03-16,122.81261975447715
2001-03-19,123.92124881676129
2001-03-20,122.03509451818503
2001-03-21,121.55801208426709
2001-03-22,121.07569385264945
2001-03-23,122.6317012432868
2001-03-26,124.9426274388294
2001-03-27,127.49764913583542
2001-03-28,126.30708597168858
2001-03-29,126.15059787276999
