Date,NORTH AMERICA
1998-12-31,100.0
1999-01-29,107.97777628955897
1999-02-26,108.43715073574546
1999-03-31,114.81118537678239
1999-04-30,121.63568213884906
1999-05-31,120.47159619752432
1999-06-30,128.28952613510555
1999-07-30,119.7561491067209
1999-08-31,120.49564417008636
1999-09-30,116.1859249823869
1999-10-29,125.39663541419387
1999-11-30,133.7598207292497
1999-12-31,144.09543168055
2000-01-31,140.03320444974497
2000-02-29,139.39440176921684
2000-03-31,154.1404742474411
2000-04-28,156.55607539801252
2000-05-31,149.77939175818088
2000-06-30,149.0332408648408
2000-07-31,151.7459714842321
2000-08-31,166.63424745517406
2000-09-29,158.30724010349368
2000-10-31,162.9463206460628
2000-11-30,146.01040125691236
2000-12-29,135.28078269980276
2001-01-01,135.28078269980276
2001-01-02,130.4682758268292
2001-01-03,137.19290772648998
2001-01-04,135.84268153667057
2001-01-05,131.21502266917423
2001-01-08,131.17823897453005
2001-01-09,133.12335248879336
2001-01-10,134.3361495387395
2001-01-11,134.43065814737992
2001-01-12,133.8166738057506
2001-01-15,134.79732313702166
2001-01-16,135.91283298244633
2001-01-17,137.63798382955616
2001-01-18,137.350407981163
2001-01-19,138.49837421294143
2001-01-22,138.35493767168737
2001-01-23,139.5081908074362
2001-01-24,142.5718358731342
2001-01-25,142.17467629476275
2001-01-26,141.62990793772366
2001-01-29,143.12004044577722
2001-01-30,143.24573093421114
2001-01-31,141.6074040299352
2001-02-01,140.77693631693364
2001-02-02,139.26075570886763
2001-02-05,138.84229716044356
2001-02-06,139.99140565616074
2001-02-07,138.57086542456338
2001-02-08,139.7474247045573
2001-02-09,136.76196137417728
2001-02-12,137.6033113835204
2001-02-13,137.6054371870322
2001-02-14,137.63390746999085
2001-02-15,141.0662206575895
2001-02-16,136.63112436655226
2001-02-19,135.941576003303
2001-02-20,135.29715245507424
2001-02-21,132.32301486698307
2001-02-22,132.712044280929
2001-02-23,131.8493164802983
2001-02-26,134.1567420811304
2001-02-27,131.8498388996251
2001-02-28,129.90210587503202
2001-03-01,128.58369195858896
2001-03-02,126.81903150468258
2001-03-05,128.46231376272786
2001-03-06,129.43840853959307
2001-03-07,130.67443689844606
2001-03-08,130.26145448863772
2001-03-09,127.15455164252924
2001-03-12,121.90900623933648
2001-03-13,125.53450263974979
2001-03-14,123.01098034824663
2001-03-15,124.36857787433982
2001-03-16,123.18283805670995
2001-03-19,125.19154223312492
2001-03-20,121.53207109829754
2001-03-21,119.9767452253688
2001-03-22,121.3075669087824
2001-03-23,122.36527136815407
2001-03-26,123.63400419359107
2001-03-27,126.53835870618538
2001-03-28,124.65613128764002
2001-03-29,125.1811108877642
2001-03-30,126.32688685440831
2001-04-02,125.13425289276839
2001-04-03,120.05294051891607
2001-04-04,117.61868731666934
2001-04-05,123.57763094770158
2001-04-06,120.60901744388048
2001-04-09,121.57548046624521
2001-04-10,126.45702246412843
2001-04-11,126.84582487602026
2001-04-12,127.38369204141861
2001-04-13,127.38369204141861
2001-04-16,128.37068506203553
2001-04-17,130.10662521648678
2001-04-18,136.4967707445546
2001-04-19,135.85017427057826
2001-04-20,132.97517160186328
2001-04-23,131.50564958118713
2001-04-24,130.35124627722817
2001-04-25,132.0458411422432
2001-04-26,132.0092460584032
2001-04-27,135.15939901309648
2001-04-30,135.70891761854082
2001-05-01,136.86914038225925
2001-05-02,137.03542540598465
2001-05-03,134.70188724073915
2001-05-04,136.42749268797013
2001-05-07,136.70240369672047
2001-05-08,137.38157676469473
2001-05-09,136.92703625570482
2001-05-10,137.0722411745151
2001-05-11,137.0719979387726
2001-05-14,137.8203305330868
2001-05-15,137.09432714793675
2001-05-16,140.03356084611377
2001-05-17,140.86790207928618
2001-05-18,141.83825286990358
2001-05-21,144.09207203819813
2001-05-22,145.22225709137447
2001-05-23,144.03204229110494
2001-05-24,145.09619941450669
2001-05-25,143.5802744490447
2001-05-28,143.0500446444624
2001-05-29,142.95565000811123
2001-05-30,140.3198478085116
2001-05-31,142.8074623359168
2001-06-01,143.68706619330123
2001-06-04,144.27861176826983
2001-06-05,145.85743734149128
2001-06-06,144.5814781158905
2001-06-07,144.66998619459196
2001-06-08,143.67871623037047
2001-06-11,143.77199152918257
2001-06-12,142.66354267759883
2001-06-13,140.76737461646454
2001-06-14,137.2487916045615
2001-06-15,135.8928205553642
2001-06-18,135.39852952706585
2001-06-19,136.48427800277463
2001-06-20,138.79236160994225
2001-06-21,139.98625383810707
2001-06-22,138.53965726287265
2001-06-25,136.6333435994158
2001-06-26,136.19492984320618
2001-06-27,135.8825011886039
2001-06-28,139.49517019780197
2001-06-29,139.59685523336952
2001-07-02,141.18324232138264
2001-07-03,140.82890877098583
2001-07-04,140.96209455734916
2001-07-05,140.60603510208813
2001-07-06,136.17488162091
2001-07-09,136.4977544016494
2001-07-10,133.58405917874003
2001-07-11,132.61030064861993
2001-07-12,137.13217291827632
2001-07-13,138.12531467845875
2001-07-16,136.21776213578775
2001-07-17,138.19139855483442
2001-07-18,134.31950953313398
2001-07-19,135.3391523716828
2001-07-20,134.36512596761355
2001-07-23,132.89659521825428
2001-07-24,129.84242363864584
2001-07-25,131.14038943420948
2001-07-26,132.65083105614778
2001-07-27,133.4070792504977
2001-07-30,133.07028410443093
2001-07-31,133.7915181972728
2001-08-01,133.64311932679794
2001-08-02,133.7592614055773
2001-08-03,132.55450798895265
2001-08-06,131.88435590449302
2001-08-07,132.96533820398835
2001-08-08,130.74063061713076
2001-08-09,128.91265402617728
2001-08-10,128.63901487230115
2001-08-13,128.20331391154653
2001-08-14,127.7656025926226
2001-08-15,124.92722283536222
2001-08-16,125.13456884867784
2001-08-17,122.45860737514622
2001-08-20,123.95694335538238
2001-08-21,122.42424771712346
2001-08-22,122.1381156234933
2001-08-23,122.84205924154938
2001-08-24,125.262764419653
2001-08-27,125.1532709718235
2001-08-28,123.28750910516479
2001-08-29,121.6732377487603
2001-08-30,119.68206279827086
2001-08-31,120.31920827536997
2001-09-03,120.57343015974976
2001-09-04,122.8897692257713
2001-09-05,123.18076631173436
2001-09-06,120.10576209419771
2001-09-07,116.24905303970158
2001-09-10,117.65309751711158
2001-09-11,116.40736362274191
2001-09-12,116.66998780272401
2001-09-13,116.33744684093745
2001-09-14,114.65258641223132
2001-09-17,109.17430782580385
2001-09-18,108.31329418762762
2001-09-19,105.74004501586803
2001-09-20,102.73166584156039
2001-09-21,102.14733482401519
2001-09-24,106.32217118518624
2001-09-25,106.19940489042772
2001-09-26,106.0076308913738
2001-09-27,107.20381135665374
2001-09-28,110.71946417680734
2001-10-01,109.94736699976019
2001-10-02,111.21229849462833
2001-10-03,112.8146483724317
2001-10-04,113.3314990905448
2001-10-05,112.80250603340184
2001-10-08,111.90687199916327
2001-10-09,111.33766157158628
2001-10-10,114.74165311500661
2001-10-11,117.71059304556468
2001-10-12,116.59780515029301
2001-10-15,116.24857262137435
2001-10-16,116.85228131940376
2001-10-17,114.92536677946754
2001-10-18,114.58109693433151
2001-10-19,115.83807143686201
2001-10-22,118.34480000887898
2001-10-23,118.235361489681
2001-10-24,117.70025121306779
2001-10-25,118.57636391533161
2001-10-26,119.53597178370707
2001-10-29,115.09714637921437
2001-10-30,112.58626586829138
2001-10-31,113.49424660504927
2001-11-01,115.32221781715651
2001-11-02,115.86564657078279
2001-11-05,118.3827315833432
2001-11-06,120.15699190029574
2001-11-07,119.42928014955626
2001-11-08,120.82147276234745
2001-11-09,120.918063090611
2001-11-12,120.52256280302097
2001-11-13,124.53335766289938
2001-11-14,124.7007988859685
2001-11-15,125.24493944582352
2001-11-16,124.27630120022849
2001-11-19,126.561051019542
2001-11-20,125.05996189684217
2001-11-21,125.3287785914901
2001-11-22,124.95571803235303
2001-11-23,126.7640083341052
