Date,WORLD ex EMU
1998-12-31,100.0
1999-01-29,106.3264113325821
1999-02-26,107.58568765718026
1999-03-31,114.8767210106519
1999-04-30,122.13091466933643
1999-05-31,119.57167120810196
1999-06-30,127.02574481140753
1999-07-30,122.01484113083607
1999-08-31,122.79559842133038
1999-09-30,120.47376310809224
1999-10-29,128.6526934591769
1999-11-30,137.82918580778147
1999-12-31,148.00704066599278
2000-01-31,143.05922265996034
2000-02-29,142.86832630394912
2000-03-31,156.11496087788083
2000-04-28,157.21996374315128
2000-05-31,149.76021384856762
2000-06-30,149.90921500285316
2000-07-31,150.74556567086435
2000-08-31,164.15235319794377
2000-09-29,156.45402673788647
2000-10-31,159.9967057395832
2000-11-30,145.53289848937916
2000-12-29,135.6038709583199
2001-01-01,135.6038709583199
2001-01-02,131.94427276454985
2001-01-03,135.99858681184404
2001-01-04,135.59660126710114
2001-01-05,132.3703054864132
2001-01-08,132.23096087238514
2001-01-09,133.22358154438507
2001-01-10,133.62734992417143
2001-01-11,133.01635181534314
2001-01-12,132.66414544746272
2001-01-15,133.6059531036895
2001-01-16,134.4115701153042
2001-01-17,136.61612371771724
2001-01-18,136.18793623236587
2001-01-19,137.42408343006608
2001-01-22,137.33366798194726
2001-01-23,137.8387134902588
2001-01-24,140.36244066819796
2001-01-25,140.44036413496784
2001-01-26,139.91522732905474
2001-01-29,141.22518940002493
2001-01-30,141.16554727244397
2001-01-31,139.959540563133
2001-02-01,139.15302936176204
2001-02-02,138.06601395021676
2001-02-05,137.29083314071428
2001-02-06,138.26056604986243
2001-02-07,137.0319071628568
2001-02-08,137.86008616345288
2001-02-09,135.46331921500746
2001-02-12,136.0532072311148
2001-02-13,136.3691548197439
2001-02-14,136.33334909988153
2001-02-15,139.3977212202843
2001-02-16,135.46892892804308
2001-02-19,134.5217698878459
2001-02-20,134.41907740911358
2001-02-21,132.04570925790895
2001-02-22,132.60571641159856
2001-02-23,132.0031628166574
2001-02-26,133.46682298484987
2001-02-27,131.61907278801573
2001-02-28,129.9942145664749
2001-03-01,128.47959207556272
2001-03-02,126.54050033147006
2001-03-05,128.08989548341077
2001-03-06,129.29977225454206
2001-03-07,130.19791459941058
2001-03-08,129.7909210958469
2001-03-09,127.4467042185041
2001-03-12,123.01681180742507
2001-03-13,124.89151703510971
2001-03-14,122.8233212295646
2001-03-15,124.50719337004526
2001-03-16,123.2531084638771
2001-03-19,124.49374486288771
2001-03-20,122.19983887288576
2001-03-21,121.90565197310815
2001-03-22,121.71776272195758
2001-03-23,123.07691957568302
2001-03-26,125.2888822771166
2001-03-27,127.49718287733324
2001-03-28,126.50116459906226
2001-03-29,126.21018521490375
2001-03-30,126.61474852439551
2001-04-02,125.43543703624555
2001-04-03,121.80379808774234
2001-04-04,119.96741902047434
2001-04-05,124.8063824744365
2001-04-06,122.79112655210396
2001-04-09,123.06971634013966
2001-04-10,126.9333333454919
2001-04-11,127.82943928891412
2001-04-12,128.1460662029213
2001-04-13,128.07284555928925
2001-04-16,128.84460473213917
2001-04-17,129.99173459837104
2001-04-18,135.63879811808357
2001-04-19,135.0867148142748
2001-04-20,132.4447322481628
2001-04-23,131.55208782929424
2001-04-24,130.75265187690383
2001-04-25,131.8408065488149
2001-04-26,131.94543715611857
2001-04-27,134.57897598658175
2001-04-30,135.36379971398466
2001-05-01,136.64348395476534
2001-05-02,136.90219361896928
2001-05-03,135.01238465036764
2001-05-04,136.37457429001788
2001-05-07,136.98371401428395
2001-05-08,137.15889822927025
2001-05-09,136.48342782461012
2001-05-10,136.86242294988617
2001-05-11,137.05813816856667
2001-05-14,136.62101704250378
2001-05-15,136.55682468454376
2001-05-16,138.0698440950579
2001-05-17,139.31429653022855
2001-05-18,140.02114259354167
2001-05-21,142.15492904370004
2001-05-22,143.33193816402567
2001-05-23,142.81382018646485
2001-05-24,143.44553188885362
2001-05-25,142.3456197344977
2001-05-28,141.6304659059593
2001-05-29,141.94839942166
2001-05-30,139.41484807161115
2001-05-31,141.32245157917518
2001-06-01,141.8875991068091
2001-06-04,142.32781693714563
2001-06-05,143.43001570655798
2001-06-06,142.38527441114957
2001-06-07,142.4333852372763
2001-06-08,141.7170301615453
2001-06-11,141.3516218045032
2001-06-12,139.5786993380304
2001-06-13,138.44531233559172
2001-06-14,135.6879655238771
2001-06-15,134.3864616101352
2001-06-18,133.77386761145505
2001-06-19,134.55932829398768
2001-06-20,136.15633118365724
2001-06-21,137.2111046170975
2001-06-22,136.4026247535476
2001-06-25,134.71799111727833
2001-06-26,134.10236189108008
2001-06-27,133.9188555605894
2001-06-28,136.7116482891463
2001-06-29,137.25757437159376
2001-07-02,138.59836091706285
2001-07-03,138.10586855144643
2001-07-04,137.9082531145301
2001-07-05,137.488133166717
2001-07-06,133.47527859991322
2001-07-09,133.385650281652
2001-07-10,131.39592391293343
2001-07-11,130.12385096878458
2001-07-12,134.08372657524123
2001-07-13,134.71234034734587
2001-07-16,133.24861669268918
2001-07-17,134.10440242306046
2001-07-18,130.64541439137767
2001-07-19,131.67105707313084
2001-07-20,130.8294814401217
2001-07-23,129.4497085150839
2001-07-24,127.04583004871868
2001-07-25,127.72338581911916
2001-07-26,128.82452806056494
2001-07-27,129.7870642974552
2001-07-30,129.38166892496568
2001-07-31,130.55907606041308
2001-08-01,130.70160783832478
2001-08-02,131.35577916963072
2001-08-03,130.03544609053844
2001-08-06,129.59961543074255
2001-08-07,130.59096361500823
2001-08-08,128.86650802159943
2001-08-09,126.43116685746935
2001-08-10,126.1071588866815
2001-08-13,125.4427088881573
2001-08-14,126.01923347232045
2001-08-15,123.93562788004647
2001-08-16,123.45762751614012
2001-08-17,121.34167895157445
2001-08-20,122.18052398998447
2001-08-21,121.69133766756102
2001-08-22,121.33246493344862
2001-08-23,121.72013708947365
2001-08-24,123.56193584107949
2001-08-27,123.7651455594685
2001-08-28,122.27773709171902
2001-08-29,120.88935964041805
2001-08-30,119.01618946286565
2001-08-31,119.4332725987173
2001-09-03,119.10833934599309
2001-09-04,121.75501712517634
2001-09-05,121.55412956429046
2001-09-06,118.93629379661397
2001-09-07,115.46826765185571
2001-09-10,115.80700976386662
2001-09-11,113.95110652719777
2001-09-12,113.44027513461886
2001-09-13,113.621217608897
2001-09-14,111.88268490315531
2001-09-17,108.0250864527255
2001-09-18,107.28635829432646
2001-09-19,105.41035968893631
2001-09-20,102.68340979853204
2001-09-21,101.47467045436602
2001-09-24,104.98177695651893
2001-09-25,105.15545162791908
2001-09-26,105.05801029330573
2001-09-27,106.02294062703707
2001-09-28,109.53855599307823
2001-10-01,108.6748946036257
2001-10-02,109.77436607974381
2001-10-03,110.59377596861253
2001-10-04,112.10790744269804
2001-10-05,111.72009611279783
2001-10-08,111.05797979302636
2001-10-09,110.26105304871699
2001-10-10,112.79051997785959
2001-10-11,115.60574431325234
2001-10-12,114.97914607426472
2001-10-15,114.29940659050335
2001-10-16,114.73709687906482
2001-10-17,114.23122194709043
2001-10-18,113.48393780018014
2001-10-19,114.0817625448424
2001-10-22,115.99937641359239
2001-10-23,116.69608947624567
2001-10-24,116.26317352325555
2001-10-25,116.5370138105803
2001-10-26,117.59214926127959
2001-10-29,113.7538784363309
2001-10-30,111.47974450651996
2001-10-31,112.32639047418792
2001-11-01,113.60181284124242
2001-11-02,114.21398512771424
2001-11-05,116.49162577716105
2001-11-06,117.99666998571637
2001-11-07,117.10558584163167
2001-11-08,118.77003805524079
2001-11-09,118.57843969271782
2001-11-12,117.7631532365238
2001-11-13,120.95082654106442
2001-11-14,121.04452745983045
2001-11-15,121.86911332516101
2001-11-16,121.29684321421682
2001-11-19,123.2626947879212
2001-11-20,121.96616725449279
2001-11-21,122.37998062014807
2001-11-22,122.11943890075527
2001-11-23,123.07905426244253
2001-11-26,123.6425052099648
2001-11-27,122.5903525645769
2001-11-28,120.10129103384237
2001-11-29,120.75424100626363
2001-11-30,119.87695191743221
2001-12-03,119.1997355673346
2001-12-04,120.42939244381117
2001-12-05,123.47692446520782
2001-12-06,123.159124198934
2001-12-07,122.09485322629283
2001-12-10,120.40703657139358
2001-12-11,119.97720222849539
2001-12-12,119.50233971926565
2001-12-13,117.3403598290609
2001-12-14,116.72791736904642
2001-12-17,117.41686752152518
2001-12-18,118.55259766189769
2001-12-19,119.24447676056269
2001-12-20,118.70355230207801
2001-12-21,120.34415110526152
2001-12-24,121.41283032580789
2001-12-25,121.36744797645473
2001-12-26,121.557071961092
2001-12-27,121.60732122736806
2001-12-28,122.85648679431718
2001-12-31,120.82243199078556
2002-01-01,120.82243199078556
2002-01-02,119.35874916379247
2002-01-03,121.05764572846272
2002-01-04,122.80174841473966
2002-01-07,122.48457631970116
2002-01-08,121.7612734858971
2002-01-09,121.47182819992666
2002-01-10,120.71153102975589
2002-01-11,120.26426422774489
2002-01-14,118.95211706641194
2002-01-15,119.79166225760001
2002-01-16,119.21185643048581
2002-01-17,120.4543600746354
2002-01-18,119.30227598443676
2002-01-21,119.31808037617346
2002-01-22,118.37708569697085
2002-01-23,118.7675257059742
2002-01-24,120.09872728836699
2002-01-25,121.80468702761152
2002-01-28,122.51822434842242
2002-01-29,119.56937265167186
2002-01-30,119.95242741418622
2002-01-31,121.7408824888342
2002-02-01,120.92426002079314
2002-02-04,118.03069617618969
2002-02-05,116.94448658201013
2002-02-06,116.27359996783139
2002-02-07,116.36562082738575
2002-02-08,117.38763361109099
2002-02-11,118.19041373680639
2002-02-12,118.29977592471155
2002-02-13,119.79081325263351
2002-02-14,120.28144037042688
2002-02-15,118.81994283826312
2002-02-18,119.0685417496275
2002-02-19,116.42536304879015
2002-02-20,117.45120485407483
2002-02-21,116.83910196162576
2002-02-22,116.63483728849558
2002-02-25,118.92907233927227
2002-02-26,119.27089742087688
2002-02-27,120.42682487928475
2002-02-28,120.02292040726651
2002-03-01,122.43141259344672
2002-03-04,124.80757198572739
2002-03-05,124.13531771147765
2002-03-06,124.7763911301914
2002-03-07,124.52674999764419
2002-03-08,125.66512388520184
2002-03-11,126.02912905215086
2002-03-12,125.58937476160023
2002-03-13,124.2103131136528
2002-03-14,123.50220188710938
2002-03-15,124.56647065853427
2002-03-18,124.61671786165834
