Date,WORLD ex UK
1998-12-31,100.0
1999-01-29,106.02785659946326
1999-02-26,106.15331077976617
1999-03-31,112.54798821291352
1999-04-30,119.36422676902345
1999-05-31,116.92094096024344
1999-06-30,124.33693793912215
1999-07-30,119.18200100287434
1999-08-31,120.55894797395484
1999-09-30,118.48312505103034
1999-10-29,126.57245227667094
1999-11-30,136.04528547248117
1999-12-31,148.05321918671288
2000-01-31,143.51831906664495
2000-02-29,146.69301452563482
2000-03-31,157.70749705126428
2000-04-28,158.57546396502548
2000-05-31,151.9914674614199
2000-06-30,152.36910381407264
2000-07-31,152.5992911925706
2000-08-31,164.56885682512825
2000-09-29,156.5289685483916
2000-10-31,159.8085761171437
2000-11-30,146.1041126434779
2000-12-29,136.89222519242287
2001-01-01,136.89222519242287
2001-01-02,133.3586832541208
2001-01-03,137.00780580000207
2001-01-04,136.92470590616568
2001-01-05,133.95213984385873
2001-01-08,133.7367975375199
2001-01-09,134.46068983364387
2001-01-10,134.7811081823598
2001-01-11,134.6494820957136
2001-01-12,134.70809289643412
2001-01-15,135.49970631429872
2001-01-16,136.13703149157718
2001-01-17,138.27431641148394
2001-01-18,137.92706848125323
2001-01-19,138.88868689971682
2001-01-22,138.9053197986139
2001-01-23,139.30495933989914
2001-01-24,141.56899874192217
2001-01-25,141.6631813227535
2001-01-26,141.05387134199825
2001-01-29,142.1406506973287
2001-01-30,142.06900502184575
2001-01-31,141.41414567499663
2001-02-01,140.4010401967401
2001-02-02,139.09110843412864
2001-02-05,138.33315202692
2001-02-06,139.401332897403
2001-02-07,138.00708060281735
2001-02-08,138.88552923281486
2001-02-09,136.46374471970816
2001-02-12,137.09424878642477
2001-02-13,137.22069059686046
2001-02-14,136.73469405249148
2001-02-15,139.69142380528464
2001-02-16,136.0621791311451
2001-02-19,135.28248261817433
2001-02-20,135.13279158182576
2001-02-21,132.63173122443862
2001-02-22,132.66651876743393
2001-02-23,131.69035329230312
2001-02-26,133.6315792290054
2001-02-27,132.1303799713061
2001-02-28,130.62059585342726
2001-03-01,129.00166249978295
2001-03-02,127.25459896813061
2001-03-05,128.70319470196677
2001-03-06,130.06023542889827
2001-03-07,130.95687327322608
2001-03-08,130.34718029205897
2001-03-09,128.14439870676162
2001-03-12,123.63201418802402
2001-03-13,125.29949550476005
2001-03-14,123.14579685292111
2001-03-15,124.77408968386129
2001-03-16,123.49360046747428
2001-03-19,124.53433488509262
2001-03-20,122.65816747083448
2001-03-21,122.0018008386056
2001-03-22,121.27762071834071
2001-03-23,122.9866000808805
2001-03-26,125.35524900981372
2001-03-27,127.51593474111317
2001-03-28,126.40390625904368
2001-03-29,126.10868515756792
2001-03-30,126.62570398302358
2001-04-02,125.55126486050924
2001-04-03,121.77285126020776
2001-04-04,120.25695320480393
2001-04-05,125.01477652015136
2001-04-06,123.06079977085716
2001-04-09,123.36550407076618
2001-04-10,127.07146967379026
2001-04-11,127.99930918684045
2001-04-12,128.47283926032767
2001-04-13,128.4058142377254
2001-04-16,129.02425463942097
2001-04-17,129.8601945036526
2001-04-18,135.44234938339525
2001-04-19,135.0270646127815
2001-04-20,132.56428306873605
2001-04-23,131.41286028689728
