Date,WORLD ex EUROPE
1998-12-31,100.0
1999-01-29,107.24011193431784
1999-02-26,107.89748239004928
1999-03-31,116.00279869719186
1999-04-30,123.58266992338929
1999-05-31,121.47090880977716
1999-06-30,130.30800717522848
1999-07-30,124.43246047716205
1999-08-31,125.1104926202086
1999-09-30,122.74653441797376
1999-10-29,131.6792756788103
1999-11-30,141.36655202311087
1999-12-31,152.044808949549
2000-01-31,147.87575212459893
2000-02-29,147.1457175686319
2000-03-31,161.64024135479136
2000-04-28,162.68722883575919
2000-05-31,154.45972809896946
2000-06-30,155.32656852561766
2000-07-31,155.19863566456252
2000-08-31,170.4526740863567
2000-09-29,162.08980877976447
2000-10-31,165.2179248482364
2000-11-30,149.4991475425775
2000-12-29,137.39520677676816
2001-01-01,137.39520677676816
2001-01-02,133.20487773226915
2001-01-03,138.65852115379118
2001-01-04,137.5824025834004
2001-01-05,133.8065848279024
2001-01-08,133.73479996002212
2001-01-09,135.13816853711418
2001-01-10,135.85266302587917
2001-01-11,135.01292721773822
2001-01-12,134.60476004238592
2001-01-15,135.5800666384715
2001-01-16,137.00871538168252
2001-01-17,138.88500230482657
2001-01-18,138.54772533937248
2001-01-19,140.04707694474925
2001-01-22,140.00325725379602
2001-01-23,140.66496500248365
2001-01-24,143.35064557307672
2001-01-25,143.27203790042185
2001-01-26,142.63630943348844
2001-01-29,144.07942897321817
2001-01-30,144.0222781152031
2001-01-31,142.70201601633306
2001-02-01,141.95740133080795
2001-02-02,140.58631402355755
2001-02-05,139.67971843805944
2001-02-06,140.75510224217453
2001-02-07,139.50892963645217
2001-02-08,140.61574736024983
2001-02-09,138.0285442696943
2001-02-12,138.58398563588193
2001-02-13,138.8314464760122
2001-02-14,138.93444996027048
2001-02-15,142.31584313625075
2001-02-16,138.25595562996637
2001-02-19,137.24047197991402
2001-02-20,137.3029867329999
2001-02-21,134.46498791027022
2001-02-22,135.00586071480282
2001-02-23,134.5603259047526
2001-02-26,136.51489731625557
2001-02-27,134.2754950939573
2001-02-28,132.32404102807118
2001-03-01,130.6858658858959
2001-03-02,128.32268075527068
2001-03-05,129.81416289205598
2001-03-06,131.0206719002593
2001-03-07,132.17648064838892
2001-03-08,131.74687537946835
2001-03-09,129.20239303847998
2001-03-12,124.2446759588566
2001-03-13,126.91132402177625
2001-03-14,124.68465557048704
2001-03-15,126.26288232811943
2001-03-16,125.52633652506604
2001-03-19,127.2685483770296
2001-03-20,124.06569027131596
2001-03-21,124.06819122550118
2001-03-22,124.9062322946612
2001-03-23,126.1763401478429
2001-03-26,128.00833114866504
2001-03-27,130.1653901381871
2001-03-28,129.23577621829523
2001-03-29,128.75833907980368
2001-03-30,129.1762020556304
2001-04-02,127.89727135099022
2001-04-03,124.12786348377622
2001-04-04,121.91692596864772
2001-04-05,127.30089926118193
2001-04-06,124.8473032236704
2001-04-09,124.70291008047305
2001-04-10,128.76916915867886
2001-04-11,129.80881015294892
2001-04-12,130.4215272120875
2001-04-13,130.33039688550238
2001-04-16,131.16144285609096
2001-04-17,132.58689973993293
2001-04-18,138.87478773219652
2001-04-19,138.40117153095764
2001-04-20,135.4720289507805
2001-04-23,134.43796915945353
2001-04-24,133.45090277729443
2001-04-25,134.88947828299885
2001-04-26,134.97933035981882
2001-04-27,137.7264698084176
2001-04-30,138.46263369714646
2001-05-01,140.28021795670307
2001-05-02,140.68127954102943
2001-05-03,138.93216440463064
