Date,EUROPE ex UK
1998-12-31,99.99999999999999
1999-01-29,102.84597225253523
1999-02-26,101.56614318664809
1999-03-31,103.46390415607148
1999-04-30,108.26905596351922
1999-05-31,104.94971254881159
1999-06-30,108.62580108434962
1999-07-30,105.3543087309125
1999-08-31,108.54462269236122
1999-09-30,107.24714511036615
1999-10-29,113.04032653592397
1999-11-30,121.9586494602129
1999-12-31,137.47144038199426
2000-01-31,131.9750387430372
2000-02-29,145.50584622346244
2000-03-31,147.04641057266397
2000-04-28,147.43167650975153
2000-05-31,145.28784194979707
2000-06-30,144.3046960935824
2000-07-31,145.51488917705672
2000-08-31,148.443978285375
2000-09-29,141.28908154918275
2000-10-31,145.00603237018265
2000-11-30,136.9967032984621
2000-12-29,135.80411383658654
2001-01-01,135.80411383658654
2001-01-02,134.08620696487893
2001-01-03,132.73319024350204
2001-01-04,135.40613715056813
2001-01-05,134.6564219362373
2001-01-08,134.04222127982487
2001-01-09,132.88269848300433
2001-01-10,132.11058950539118
2001-01-11,133.94325183629
2001-01-12,135.2970815759683
2001-01-15,135.58083670120658
2001-01-16,134.02247308800722
2001-01-17,136.88920628367111
2001-01-18,136.51349478281819
2001-01-19,135.98405416918212
2001-01-22,136.16861036781086
2001-01-23,135.8415342588904
2001-01-24,136.93998338078165
2001-01-25,137.5140905419632
2001-01-26,136.97675513318896
2001-01-29,137.0772415988606
2001-01-30,136.96523707564495
2001-01-31,138.1546435655225
2001-02-01,136.39440628048575
2001-02-02,135.251245605118
2001-02-05,134.90401065083248
2001-02-06,135.9545767962035
2001-02-07,134.14639097601327
2001-02-08,134.3932660753819
2001-02-09,132.42491755874144
2001-02-12,133.26499967898425
2001-02-13,133.05566434855095
2001-02-14,130.93300443382043
2001-02-15,132.7170096130428
2001-02-16,130.27520048844443
2001-02-19,130.1482423776114
2001-02-20,129.40923446993494
2001-02-21,127.83779816405787
2001-02-22,126.46642761197634
2001-02-23,124.01363107433106
2001-02-26,125.92220032561723
2001-02-27,126.47278861955094
2001-02-28,126.18915769264622
2001-03-01,124.61993579349854
2001-03-02,124.58520516541131
2001-03-05,125.91779850450646
2001-03-06,127.69751077046216
2001-03-07,127.87421424202344
2001-03-08,126.76153054952984
2001-03-09,125.5050733369652
2001-03-12,122.22207275786667
2001-03-13,121.11116062125758
2001-03-14,119.15547003037724
2001-03-15,120.92703066722311
2001-03-16,118.1290160711302
2001-03-19,117.21926653175765
2001-03-20,119.03180415237408
2001-03-21,116.53989440395948
2001-03-22,111.46564169677329
2001-03-23,114.40054935989599
2001-03-26,118.26894187906174
2001-03-27,120.44482201620858
2001-03-28,118.82275820241215
2001-03-29,119.03390879690113
2001-03-30,119.8281021417201
2001-04-02,119.32048202247601
2001-04-03,115.50797332022464
2001-04-04,115.92375819408957
2001-04-05,118.9494740293053
2001-04-06,118.38185285121781
2001-04-09,119.93764124703408
2001-04-10,122.64938965949943
2001-04-11,123.26817934405352
2001-04-12,123.35516122507909
2001-04-13,123.35516122507909
2001-04-16,123.38251440390906
2001-04-17,122.57733302078411
2001-04-18,126.2057899076513
