Date,EAFE + CANADA
1998-12-31,100.0
1999-01-29,103.41869717557192
1999-02-26,104.2974617613198
1999-03-31,110.47510161993455
1999-04-30,117.56998447883846
1999-05-31,113.24726623074056
1999-06-30,118.99820645746301
1999-07-30,117.96244310497732
1999-08-31,119.86569310715363
1999-09-30,120.1700665573743
1999-10-29,126.46355863561647
1999-11-30,136.62493726830186
1999-12-31,149.8645874784108
2000-01-31,144.21188233369944
2000-02-29,150.70305931851829
2000-03-31,157.84745009621147
2000-04-28,157.157218059647
2000-05-31,150.67872039020884
2000-06-30,152.08296899199192
2000-07-31,151.31292286749158
2000-08-31,159.76351222898296
2000-09-29,152.61958257749725
2000-10-31,154.5636499896196
2000-11-30,144.4336556658093
2000-12-29,138.60716304224326
2001-01-01,138.60716304224326
2001-01-02,136.66754850810602
2001-01-03,135.88878436880586
2001-01-04,137.64033869283404
2001-01-05,136.8320278185164
2001-01-08,136.3943581275753
2001-01-09,135.43585832772638
2001-01-10,134.5668888354203
2001-01-11,134.35469830878736
2001-01-12,135.01882121936788
2001-01-15,135.68722431122305
2001-01-16,135.1690302112303
2001-01-17,138.1916140177365
2001-01-18,137.48320701819583
2001-01-19,138.3948764042686
2001-01-22,138.5117014292119
2001-01-23,138.0930959908989
2001-01-24,139.47517865321203
2001-01-25,140.09443342451587
2001-01-26,139.64640077526832
2001-01-29,140.35285756761178
2001-01-30,139.9962331883804
2001-01-31,140.1912430500928
2001-02-01,139.01961198656417
2001-02-02,138.34878835701804
2001-02-05,137.36145254495173
2001-02-06,138.170702098814
2001-02-07,136.7126706992565
2001-02-08,137.10274933925197
2001-02-09,135.42440184709133
2001-02-12,135.92305049082762
2001-02-13,136.35848260511474
2001-02-14,135.4496153100291
2001-02-15,137.60898289976063
2001-02-16,134.3266700435868
2001-02-19,133.43261647598445
2001-02-20,133.56719188108377
2001-02-21,132.03438976794254
2001-02-22,132.09635238267796
2001-02-23,130.90883676508184
2001-02-26,131.71784623648037
2001-02-27,131.23850264952907
2001-02-28,130.5414434059891
2001-03-01,128.8541661779044
2001-03-02,127.3945577697899
2001-03-05,128.77902657830745
2001-03-06,130.56445417954697
2001-03-07,130.86221783603963
2001-03-08,130.10934800571238
2001-03-09,129.0144695078
2001-03-12,125.94474778222549
2001-03-13,124.86212219417335
2001-03-14,123.34433047084576
2001-03-15,125.4598157113945
2001-03-16,123.63080663434798
2001-03-19,123.29512721200143
2001-03-20,124.07733036279387
2001-03-21,124.21110711667409
2001-03-22,120.70949948740764
2001-03-23,122.90097261773744
2001-03-26,126.72734490674995
2001-03-27,128.23179781223257
2001-03-28,127.80504140746118
2001-03-29,126.84127211269941
2001-03-30,126.59078265892465
2001-04-02,125.92424417268101
2001-04-03,123.59864349234094
2001-04-04,123.42367726402368
2001-04-05,126.22370832588068
2001-04-06,125.80757152502764
2001-04-09,125.80974766177783
2001-04-10,128.30110936475228
2001-04-11,129.55296394505032
2001-04-12,129.63841047607292
2001-04-13,129.51424150540782
2001-04-16,129.73470589949036
2001-04-17,129.4492844147998
2001-04-18,133.72370751370033
2001-04-19,133.34612674824942
2001-04-20,131.6037351939151
2001-04-23,131.06858217668756
2001-04-24,131.34786688956518
2001-04-25,131.29276377550562
2001-04-26,131.8861908662903
2001-04-27,133.6394058779375
2001-04-30,135.00854173124537
2001-05-01,135.9059563767467
2001-05-02,135.91656628867307
