Date,EUROPE
1998-12-31,100.00000000000001
1999-01-29,102.73321091528983
1999-02-26,103.58274270329888
1999-03-31,106.47351674699634
1999-04-30,111.88987780557235
1999-05-31,108.05832312702822
1999-06-30,111.11820138724286
1999-07-30,108.06350827100817
1999-08-31,110.60819076070315
1999-09-30,108.85889769062946
1999-10-29,114.35710005930613
1999-11-30,122.59065332846866
1999-12-31,135.76917012396294
2000-01-31,129.1925533269573
2000-02-29,138.13236951005587
2000-03-31,142.33308274522102
2000-04-28,142.86554796573841
2000-05-31,139.22975657432377
2000-06-30,137.5968630718184
2000-07-31,140.06725561829722
2000-08-31,144.26508341632683
2000-09-29,138.53925565056082
2000-10-31,143.14174303633183
2000-11-30,133.97913833061511
2000-12-29,132.78825620466978
2001-01-01,132.78825620466978
2001-01-02,130.99614105770965
2001-01-03,129.5104595290502
2001-01-04,131.9585095933274
2001-01-05,131.21376808048097
2001-01-08,130.64736427507432
2001-01-09,129.6544659049241
2001-01-10,128.9279374574104
2001-01-11,130.24029206434207
2001-01-12,131.10108210685195
2001-01-15,131.60999402493306
2001-01-16,129.8865641364923
2001-01-17,133.03071597211024
2001-01-18,132.33786188512977
2001-01-19,132.13592033596464
2001-01-22,132.19190212108754
2001-01-23,131.98149799095071
2001-01-24,133.37946369110745
2001-01-25,133.8873058409717
2001-01-26,133.6497719416311
2001-01-29,133.95448971986835
2001-01-30,133.7508174893935
2001-01-31,134.1204586232609
2001-02-01,132.7093784637091
2001-02-02,132.04707508593316
2001-02-05,131.78695036203803
2001-02-06,132.60259315340463
2001-02-07,130.96712610149953
2001-02-08,131.1459183643059
2001-02-09,129.2913303632611
2001-02-12,130.30649776204405
2001-02-13,130.44802211634484
2001-02-14,129.0399385314591
2001-02-15,130.72949354104716
2001-02-16,127.85339356638288
2001-02-19,127.4534526015381
2001-02-20,126.65791687066468
2001-02-21,125.52456773057268
2001-02-22,125.03119892139892
2001-02-23,122.99687224975744
2001-02-26,123.82901237074182
2001-02-27,124.00708850060364
2001-02-28,123.7231913425022
2001-03-01,122.54364350843336
2001-03-02,122.48556790796837
2001-03-05,123.9760984423802
2001-03-06,125.55803623399359
2001-03-07,125.62525390226641
2001-03-08,124.87740993347107
2001-03-09,123.50445225035143
2001-03-12,120.73314105089658
2001-03-13,119.58289425498378
2001-03-14,117.9188901431616
2001-03-15,119.93123021990131
2001-03-16,116.95885738746128
2001-03-19,116.1342686568953
2001-03-20,117.85934890776214
2001-03-21,115.73211107025375
2001-03-22,111.07519405294669
2001-03-23,113.48632233045102
2001-03-26,117.26528572265686
2001-03-27,119.76489207835493
2001-03-28,118.24779596949585
2001-03-29,118.63041582805441
2001-03-30,119.10570762041898
2001-04-02,118.695563961356
2001-04-03,115.04318590059198
2001-04-04,115.35073465703535
2001-04-05,118.07308406565193
2001-04-06,117.67970178525655
2001-04-09,119.36403220141429
2001-04-10,122.2959591096657
2001-04-11,122.70051529324634
2001-04-12,122.42219755668545
2001-04-13,122.42219755668545
2001-04-16,122.67041058643684
2001-04-17,122.14362727946596
2001-04-18,125.65923961329662
2001-04-19,125.05862242571637
2001-04-20,123.87289839304387
2001-04-23,122.94188425834399
2001-04-24,123.50043409184919
2001-04-25,123.23652412728842
2001-04-26,123.88924374323017
2001-04-27,125.8767423134195
2001-04-30,127.2028045024471
2001-05-01,126.80254381835381
2001-05-02,126.21365355157297
2001-05-03,123.71506511076598
2001-05-04,124.58829235742512
2001-05-07,125.42698363649619
2001-05-08,125.49762117547495
2001-05-09,124.75659222834102
2001-05-10,127.05260661788529
2001-05-11,126.56578221936142
2001-05-14,124.47522912756526
2001-05-15,125.78255205939004
2001-05-16,125.82079353725554
2001-05-17,127.07594473433224
2001-05-18,127.9614245525745
2001-05-21,128.7467073280626
2001-05-22,129.7699925165142
2001-05-23,128.81206920154966
2001-05-24,128.9919769589023
2001-05-25,128.33007071699606
2001-05-28,128.36098805832336
2001-05-29,127.73315860937944
2001-05-30,126.03250365844957
2001-05-31,126.56187169830672
2001-06-01,126.33090125292249
2001-06-04,126.78069565840919
2001-06-05,128.18664718950234
2001-06-06,127.31702387752493
2001-06-07,126.91840354457406
2001-06-08,126.74849601972699
2001-06-11,125.66106562052744
2001-06-12,123.08536626688031
2001-06-13,124.10922817840547
2001-06-14,122.52297760418313
2001-06-15,121.46412713993891
2001-06-18,120.43453461917461
2001-06-19,120.89821532209771
2001-06-20,120.50747055379954
2001-06-21,120.50574521665963
2001-06-22,120.95720800065439
2001-06-25,120.74180271893533
2001-06-26,118.89237393510321
2001-06-27,118.96399384735506
2001-06-28,120.74451689602856
2001-06-29,121.92852463931004
2001-07-02,123.70025336832533
2001-07-03,122.15363439645587
2001-07-04,121.364421610182
2001-07-05,120.64522471087233
2001-07-06,118.02254715005574
2001-07-09,117.86537022196417
2001-07-10,117.03703368087281
2001-07-11,115.43521320649688
2001-07-12,117.05810373976563
2001-07-13,117.79484098279585
2001-07-16,117.13333384203757
2001-07-17,116.14028583781518
2001-07-18,114.51516466820341
2001-07-19,116.33068996800203
2001-07-20,115.36968350389968
2001-07-23,115.86886090575105
2001-07-24,114.1561295145987
2001-07-25,112.62089341446335
2001-07-26,113.56106074705518
2001-07-27,115.73859246232541
2001-07-30,116.96978338951952
2001-07-31,118.26418275402919
2001-08-01,118.5901412067045
2001-08-02,118.6301929525325
2001-08-03,117.4861097571037
2001-08-06,117.55024937153391
2001-08-07,117.84172741012034
2001-08-08,116.42450105241252
2001-08-09,114.0919989331872
2001-08-10,113.17461146717774
2001-08-13,113.72895792213039
2001-08-14,115.14661312526577
2001-08-15,114.31612604852754
2001-08-16,113.08325186943684
2001-08-17,111.27204076704449
2001-08-20,111.37890544086451
2001-08-21,112.60146523943631
2001-08-22,112.18933499514793
2001-08-23,112.54948205695908
2001-08-24,114.23860140584028
2001-08-27,114.41693392410949
2001-08-28,113.09856331612951
2001-08-29,112.88245252194002
2001-08-30,110.7252056193743
2001-08-31,110.94973982669018
2001-09-03,109.78683002229324
2001-09-04,111.38511168012481
2001-09-05,109.90044092774063
2001-09-06,107.41410393964053
2001-09-07,104.75993685522054
2001-09-10,103.83883316957395
2001-09-11,97.47620657720984
2001-09-12,99.15694755896823
2001-09-13,100.1668627548099
2001-09-14,95.06791805496276
2001-09-17,97.52093000167369
2001-09-18,96.47203535238837
2001-09-19,94.25824108345451
2001-09-20,90.60072636046549
2001-09-21,88.32232050743355
2001-09-24,92.94452979688118
2001-09-25,93.9676732079988
2001-09-26,95.38012019569234
2001-09-27,96.59753464113186
2001-09-28,99.6198334922061
2001-10-01,97.53235310229248
2001-10-02,98.28853361757703
2001-10-03,98.61159543995329
2001-10-04,102.01121519122496
2001-10-05,101.39807604001975
2001-10-08,101.3567020015289
2001-10-09,101.12050145945247
2001-10-10,103.590845288001
2001-10-11,105.03475502235892
2001-10-12,104.44019759319764
2001-10-15,102.33667888665356
2001-10-16,103.24431462901538
2001-10-17,105.47228671396894
2001-10-18,103.97821379545034
2001-10-19,102.46971713354182
2001-10-22,103.9884057542541
2001-10-23,106.46192146956285
2001-10-24,106.68016277704024
2001-10-25,104.68019619449582
2001-10-26,107.1644601730174
2001-10-29,104.81432889682718
2001-10-30,102.26524571251588
2001-10-31,103.92813187611657
2001-11-01,104.492201206259
2001-11-02,104.92913178966033
2001-11-05,107.4503327257823
2001-11-06,107.45641529963505
2001-11-07,108.28451579196519
