Date,WORLD ex CANADA
1998-12-31,100.0
1999-01-29,105.53162611807633
1999-02-26,106.32065920922612
1999-03-31,112.5942367508826
1999-04-30,119.27465768586345
1999-05-31,116.54133102701664
1999-06-30,123.34436714774924
1999-07-30,118.45201577813924
1999-08-31,119.82786974427817
1999-09-30,117.59015922542831
1999-10-29,125.2848534400963
1999-11-30,134.40770254333216
1999-12-31,145.75215245097928
2000-01-31,140.56300869815115
2000-02-29,143.02377275002698
2000-03-31,153.75562982185525
2000-04-28,154.58963779088938
2000-05-31,148.0115005107331
2000-06-30,147.6810939860292
2000-07-31,148.21667947188314
2000-08-31,159.23901556064814
2000-09-29,152.10400932669813
2000-10-31,155.9974803515363
2000-11-30,142.7663321094718
2000-12-29,134.47066971483216
2001-01-01,134.47066971483216
2001-01-02,131.19107661122192
2001-01-03,134.16933882632335
2001-01-04,134.31503698827655
2001-01-05,131.66355212554308
2001-01-08,131.4072595883983
2001-01-09,132.00292449067723
2001-01-10,132.21927372385673
2001-01-11,132.07378024213435
2001-01-12,132.13684045686753
2001-01-15,132.93233647358417
2001-01-16,133.28178189855325
2001-01-17,135.55848518138598
2001-01-18,135.12903332737554
2001-01-19,135.9153285375521
2001-01-22,135.91601968101426
2001-01-23,136.23342935673605
2001-01-24,138.4517577324223
2001-01-25,138.61171002636695
2001-01-26,138.11409024483402
2001-01-29,139.09581383965238
2001-01-30,138.9850956734099
2001-01-31,138.2748009406918
2001-02-01,137.32184186638318
2001-02-02,136.1825123312636
2001-02-05,135.5061902124173
2001-02-06,136.48922439677446
2001-02-07,135.17130264208058
2001-02-08,135.94236957569382
2001-02-09,133.63949662568737
2001-02-12,134.38917733850136
2001-02-13,134.60212000186507
2001-02-14,134.1868944342242
2001-02-15,136.9536710730831
2001-02-16,133.5480326954802
2001-02-19,132.72897828739403
2001-02-20,132.53769202273625
2001-02-21,130.32770973565266
2001-02-22,130.46293827584475
2001-02-23,129.49889872634046
2001-02-26,131.03866225934493
2001-02-27,129.66173008378652
2001-02-28,128.25907031016965
2001-03-01,126.79470564839787
2001-03-02,125.27504414006349
2001-03-05,126.73334959365367
