Date,EAFE ex ISRAEL
2010-05-26,1000.0
2010-05-27,1023.6704757326003
2010-05-28,1023.867952982998
2010-05-31,1026.9451595475448
2010-06-01,1025.9562615815785
2010-06-02,1022.2816525842942
2010-06-03,1041.2082159733532
2010-06-04,1033.8489594714483
2010-06-07,1019.174834336754
2010-06-08,1014.5225592598586
2010-06-09,1021.4786470485574
2010-06-10,1035.069990802682
2010-06-11,1042.1785001551516
2010-06-14,1049.9855706744524
2010-06-15,1054.7220892893965
2010-06-16,1060.3332898206154
2010-06-17,1059.7112359209182
2010-06-18,1060.2858835010416
2010-06-21,1075.6554438441412
2010-06-22,1072.5952217157567
2010-06-23,1062.3703138048322
2010-06-24,1048.6747602588148
2010-06-25,1040.5355665303332
2010-06-28,1046.4702283564147
2010-06-29,1027.0205063238009
2010-06-30,1018.5168650319997
2010-07-01,994.1822660614259
2010-07-02,989.7448184160138
2010-07-05,990.2706105137406
2010-07-06,1010.1694647700325
2010-07-07,1018.1557137339074
2010-07-08,1029.804014891031
2010-07-09,1036.970529729601
2010-07-12,1040.5451907528766
2010-07-13,1051.3478146137477
2010-07-14,1055.8375497051966
2010-07-15,1040.829392758038
2010-07-16,1023.6678007082912
2010-07-19,1015.477707296033
2010-07-20,1017.10606788794
2010-07-21,1025.9411323124223
2010-07-22,1037.0952448727514
2010-07-23,1049.96530799129
2010-07-26,1052.0811124359072
2010-07-27,1052.492889612041
2010-07-28,1055.586832209448
2010-07-29,1052.3832408630346
2010-07-30,1049.30106969771
2010-08-02,1066.6923037780907
2010-08-03,1070.4828234531371
2010-08-04,1068.072962851352
2010-08-05,1069.9444470211852
2010-08-06,1062.4201129032058
2010-08-09,1071.2105728338781
2010-08-10,1066.6773141580918
2010-08-11,1051.343216643796
2010-08-12,1048.6795509032204
2010-08-13,1053.9611876706003
2010-08-16,1053.0853544242968
2010-08-17,1060.1997201347867
2010-08-18,1061.1788861599541
2010-08-19,1054.0547793253506
2010-08-20,1046.810987753659
2010-08-23,1052.8926889721126
2010-08-24,1039.9740154566846
2010-08-25,1029.7182009991677
2010-08-26,1035.3914388117207
2010-08-27,1042.3330015117092
2010-08-30,1048.6156816297173
2010-08-31,1041.721788509125
2010-09-01,1061.8724962639303
2010-09-02,1065.8420913852083
2010-09-03,1072.4615853322125
2010-09-06,1079.962429857219
2010-09-07,1081.5325056366075
2010-09-08,1082.9656993107358
2010-09-09,1094.684450426351
2010-09-10,1094.4136095931121
2010-09-13,1100.093624430852
2010-09-14,1098.5303922121116
2010-09-15,1092.7563255394166
2010-09-16,1082.6452076134813
2010-09-17,1084.9404799271076
2010-09-20,1094.635956326917
2010-09-21,1090.1528350873734
2010-09-22,1075.0138228239732
2010-09-23,1077.1566934379637
2010-09-24,1079.3018160259392
2010-09-27,1081.6799331337286
2010-09-28,1078.5009259303883
2010-09-29,1075.4566845593617
2010-09-30,1064.8351652563613
2010-10-01,1062.156462179938
2010-10-04,1059.0806504681066
2010-10-05,1067.6072061616235
2010-10-06,1076.5218750580123
2010-10-07,1077.2883296731286
2010-10-08,1076.922915475502
2010-10-11,1080.5754684418284
2010-10-12,1075.2435224128187
2010-10-13,1082.8476202335844
2010-10-14,1085.6990862127045
2010-10-15,1084.704196744775
2010-10-18,1088.7167777984212
2010-10-19,1087.3252781792012
2010-10-20,1085.1103037722257
2010-10-21,1086.2981617540456
2010-10-22,1086.6286908257828
2010-10-25,1091.2945297667595
2010-10-26,1088.3834915730151
2010-10-27,1081.3186529385066
2010-10-28,1084.0258076886246
2010-10-29,1084.0472245119724
2010-11-01,1085.5262178997305
2010-11-02,1086.1056575728499
2010-11-03,1083.1699524550395
2010-11-04,1098.4113195525201
2010-11-05,1111.1555518388109
2010-11-08,1117.1270060025074
2010-11-09,1120.755711235179
2010-11-10,1117.1560316045975
2010-11-11,1120.1879657885286
2010-11-12,1111.672427935954
2010-11-15,1119.6219434162122
2010-11-16,1100.4487831555707
2010-11-17,1104.5635321244863
2010-11-18,1118.1023597668227
2010-11-19,1111.6464694252218
2010-11-22,1109.934594542842
2010-11-23,1102.006763657121
2010-11-24,1107.5658850488624
2010-11-25,1112.1943627425094
2010-11-26,1109.4708917408693
2010-11-29,1103.024164044337
2010-11-30,1101.4518129249827
2010-12-01,1116.0649450284718
2010-12-02,1131.7524064209715
2010-12-03,1129.5041948299838
2010-12-06,1133.5687679684754
2010-12-07,1137.6191376974125
2010-12-08,1140.9424906718073
2010-12-09,1148.523539517268
2010-12-10,1147.1374548405336
2010-12-13,1148.9851726374034
2010-12-14,1153.3995418409695
2010-12-15,1148.6107411478292
2010-12-16,1153.981738360327
2010-12-17,1152.2122251099588
2010-12-20,1158.8684620148517
2010-12-21,1169.7287640872999
2010-12-22,1173.2737063776317
2010-12-23,1177.019824104773
2010-12-24,1173.5225066175271
2010-12-27,1167.309649557968
2010-12-28,1172.3872134236274
2010-12-29,1176.8291403960447
2010-12-30,1160.9329222062288
2010-12-31,1155.4180032375282
2011-01-03,1161.2619973176195
2011-01-04,1171.3284722764156
2011-01-05,1171.6672467622575
2011-01-06,1182.194343004683
2011-01-07,1184.094285159212
2011-01-10,1178.5040782194199
2011-01-11,1185.3717579331264
2011-01-12,1194.08770843889
2011-01-13,1186.4610174709856
2011-01-14,1181.637826313675
2011-01-17,1184.7336388706465
2011-01-18,1190.467333239979
2011-01-19,1181.83696297135
2011-01-20,1165.8180290451137
2011-01-21,1162.4193339636147
2011-01-24,1165.4512170095575
2011-01-25,1163.9633008370822
2011-01-26,1168.9706113567263
2011-01-27,1168.7586375529347
2011-01-28,1163.6284036359077
2011-01-31,1157.746088518145
2011-02-01,1170.5371086514888
2011-02-02,1177.2050975800746
2011-02-03,1183.0517636199306
2011-02-04,1190.2096302949478
2011-02-07,1197.8861742077993
2011-02-08,1196.5873933898536
2011-02-09,1189.5722716937416
2011-02-10,1188.437204575167
2011-02-11,1191.6402071799475
2011-02-14,1202.3717888261176
2011-02-15,1201.013540774335
2011-02-16,1205.8692073269638
2011-02-17,1210.0527460075098
2011-02-18,1208.4873266782874
2011-02-21,1196.9143343950775
2011-02-22,1184.833368745513
2011-02-23,1172.5655279241437
2011-02-24,1165.9683538603158
2011-02-25,1181.1421496617045
2011-02-28,1187.5877062258908
2011-03-01,1185.7918498225624
2011-03-02,1173.5263704557744
2011-03-03,1173.5323560734437
2011-03-04,1171.1140983713449
2011-03-07,1163.2824823447063
2011-03-08,1167.317355978113
2011-03-09,1166.0274994879699
2011-03-10,1153.2209015916287
2011-03-11,1143.9656182735719
2011-03-14,1114.0942824017427
2011-03-15,1073.4280841653633
2011-03-16,1079.8194079265975
2011-03-17,1091.0343803946055
2011-03-18,1090.077215093351
2011-03-21,1103.7710066354643
2011-03-22,1113.0035251069899
2011-03-23,1117.6216644928154
2011-03-24,1123.096190324923
2011-03-25,1127.2182117910122
2011-03-28,1126.7583858997414
2011-03-29,1127.144107851533
2011-03-30,1137.3353260569706
2011-03-31,1129.5476358745989
2011-04-01,1137.674010165023
2011-04-04,1137.7522682673612
2011-04-05,1135.7491770960135
2011-04-06,1131.598540857883
2011-04-07,1132.4336616067667
2011-04-08,1136.3628648201923
2011-04-11,1135.1757089604225
2011-04-12,1117.5192710748527
2011-04-13,1124.9381420702593
2011-04-14,1124.600073419788
2011-04-15,1125.8183150858492
2011-04-18,1119.391949627181
2011-04-19,1115.832633274809
2011-04-20,1130.130981791947
2011-04-21,1138.1904539587163
2011-04-22,1138.3284121898596
2011-04-25,1135.9582952543851
2011-04-26,1136.7189573446014
2011-04-27,1137.7062372175117
2011-04-28,1143.2374382135731
2011-04-29,1145.7564502863493
2011-05-02,1149.6310617741735
2011-05-03,1145.6700562261537
2011-05-04,1132.040501811996
2011-05-05,1138.0959993656697
2011-05-06,1147.4235328762354
2011-05-09,1150.6504073588026
2011-05-10,1156.4986753065414
2011-05-11,1160.7995628415176
2011-05-12,1153.2864628923762
2011-05-13,1148.1956502757962
2011-05-16,1142.049168369123
2011-05-17,1134.3109747836102
2011-05-18,1138.6261482975733
2011-05-19,1142.3948209953655
2011-05-20,1143.3072811405634
2011-05-23,1126.7903184448319
2011-05-24,1125.8945670974176
2011-05-25,1131.238671094941
2011-05-26,1136.9234544879223
2011-05-27,1140.08045651449
2011-05-30,1138.5441924725606
2011-05-31,1147.0558950814968
2011-06-01,1140.2533488608897
