Date,WORLD ex AUSTRALIA WITH USA GROSS
2001-09-28,1000.0
2001-10-01,989.9100362361693
2001-10-02,1000.4891037693886
2001-10-03,1007.1632149831116
2001-10-04,1024.5313440596772
2001-10-05,1019.2389060197622
2001-10-08,1014.57925554514
2001-10-09,1008.5996837626091
2001-10-10,1033.2567913686826
2001-10-11,1056.9090284730912
2001-10-12,1050.9677462019397
2001-10-15,1041.1381190471275
2001-10-16,1047.2557891483752
2001-10-17,1046.4656573932339
2001-10-18,1037.859987731187
2001-10-19,1040.1308899233968
2001-10-22,1058.1900009740382
2001-10-23,1067.910035111101
2001-10-24,1065.8106827923343
2001-10-25,1064.0884257008802
2001-10-26,1076.170619765628
2001-10-29,1042.8096634370638
2001-10-30,1020.1607077586771
2001-10-31,1029.5853052563548
2001-11-01,1040.7287719971573
2001-11-02,1045.1421455625243
2001-11-05,1067.5932706856017
2001-11-06,1078.1709687182952
2001-11-07,1073.5927555461383
2001-11-08,1090.2335587223813
2001-11-09,1086.0448718170237
2001-11-12,1075.0243810501931
2001-11-13,1105.9026914723631
2001-11-14,1106.5179721707045
2001-11-15,1113.2441465475358
2001-11-16,1110.2314312543242
2001-11-19,1128.1869935811926
2001-11-20,1115.6897852646455
2001-11-21,1118.1139913024126
2001-11-22,1118.1333461223026
2001-11-23,1125.4682236118442
2001-11-26,1128.9411658787035
2001-11-27,1117.7896262622023
2001-11-28,1096.454196707386
2001-11-29,1101.9900881613253
2001-11-30,1096.8512716603034
2001-12-03,1090.8546615700072
2001-12-04,1102.7145833281047
2001-12-05,1132.4386790354463
2001-12-06,1130.1218378874157
2001-12-07,1120.3296731281225
2001-12-10,1104.0206435682971
2001-12-11,1101.317026856608
2001-12-12,1095.5592160274502
2001-12-13,1074.985218311928
2001-12-14,1068.7203785102588
2001-12-17,1079.1265817105634
2001-12-18,1087.6028340372714
2001-12-19,1091.8326982875908
2001-12-20,1086.1617110093614
2001-12-21,1101.8763851781996
2001-12-24,1110.059967657219
2001-12-25,1109.7014310953077
2001-12-26,1111.2268142323098
2001-12-27,1114.9876647310432
2001-12-28,1125.8532109022349
2001-12-31,1109.9168304169195
2002-01-01,1109.9168304169195
2002-01-02,1096.6652548175718
2002-01-03,1113.4480684054615
2002-01-04,1126.7540115578681
2002-01-07,1121.7739617689047
2002-01-08,1114.8573059769576
2002-01-09,1113.0979673307372
2002-01-10,1104.7886879790085
2002-01-11,1102.4427676710043
2002-01-14,1087.9942755751345
2002-01-15,1096.4745654323972
2002-01-16,1089.2843554286553
2002-01-17,1102.2214630892145
2002-01-18,1092.6786790616327
2002-01-21,1091.1330406570569
2002-01-22,1084.044416987288
2002-01-23,1088.4290991064604
2002-01-24,1101.2208914774128
2002-01-25,1114.0051790279588
2002-01-28,1121.1842517606467
2002-01-29,1095.8270880265845
2002-01-30,1096.8573336773586
2002-01-31,1112.6660619440313
2002-02-01,1106.7064020126322
2002-02-04,1081.1723523886492
2002-02-05,1069.4406996873097
2002-02-06,1062.0907544408308
2002-02-07,1064.1533574287596
2002-02-08,1071.5382496558614
2002-02-11,1079.6713868936217
2002-02-12,1080.1283102571256
2002-02-13,1093.311116202492
2002-02-14,1098.7655344684026
2002-02-15,1085.0112502135712
2002-02-18,1086.0418420910605
2002-02-19,1061.7222832144196
2002-02-20,1069.4079666857335
2002-02-21,1066.4529207623418
2002-02-22,1063.0505743600165
2002-02-25,1083.6255749083714
2002-02-26,1087.5188194965804
2002-02-27,1099.7090428638785
2002-02-28,1097.6791172019107
2002-03-01,1117.6476680651438
2002-03-04,1140.8673898980787
2002-03-05,1134.8729063841704
2002-03-06,1140.6949019110207
2002-03-07,1139.2854933066292
2002-03-08,1149.3970119823462
2002-03-11,1151.5144060840144
2002-03-12,1146.4397173775176
2002-03-13,1135.0249493688932
2002-03-14,1129.924150230594
2002-03-15,1140.3840058403227
2002-03-18,1141.6050579745183
2002-03-19,1145.7791646531703
2002-03-20,1128.9292585236892
2002-03-21,1130.8023578524821
2002-03-22,1130.0783204617683
2002-03-25,1119.4478710221365
2002-03-26,1123.6305212673474
2002-03-27,1132.2382380942622
2002-03-28,1138.8654772380182
2002-03-29,1136.6496584884367
2002-04-01,1129.040022596815
2002-04-02,1120.896292355287
2002-04-03,1116.5666532879932
2002-04-04,1112.766425229679
2002-04-05,1113.8637969219562
2002-04-08,1114.0843691167468
2002-04-09,1107.4527768484888
2002-04-10,1115.5908165972567
2002-04-11,1088.9719216812102
2002-04-12,1096.8575792942872
2002-04-15,1094.7610135698876
2002-04-16,1114.936801931678
2002-04-17,1111.6287191252175
2002-04-18,1106.8435945090353
2002-04-19,1108.7747474685675
2002-04-22,1097.8250067027197
2002-04-23,1091.824192598423
2002-04-24,1084.133806862385
2002-04-25,1075.5538741150908
2002-04-26,1064.4547457147441
2002-04-29,1054.6109328693842
2002-04-30,1062.8150112113653
2002-05-01,1064.490399968527
2002-05-02,1065.7307616911232
2002-05-03,1049.42753674604
2002-05-06,1033.7760727564182
2002-05-07,1029.4063111629312
2002-05-08,1063.1144474156195
2002-05-09,1053.8851494714968
2002-05-10,1037.0535545398823
2002-05-13,1051.6407297488827
2002-05-14,1075.4728321067232
2002-05-15,1072.1369567853865
2002-05-16,1074.7228780521586
2002-05-17,1069.805223366686
2002-05-20,1060.4578395979145
2002-05-21,1056.3484342858294
2002-05-22,1049.2442212907988
2002-05-23,1060.29795569771
2002-05-24,1052.3528797022461
2002-05-27,1054.5276225573293
2002-05-28,1039.149880885116
2002-05-29,1031.0977768728005
2002-05-30,1021.4391470347581
2002-05-31,1026.0547276109726
2002-06-03,1006.8370291671191
2002-06-04,995.5259193622469
2002-06-05,1002.4673900119764
2002-06-06,983.756174253778
2002-06-07,977.5485790618321
2002-06-10,979.9041577117338
2002-06-11,973.629012098463
2002-06-12,967.6748570924397
2002-06-13,957.8274144288466
2002-06-14,946.0365311136637
2002-06-17,972.5034082924966
2002-06-18,969.2144762088192
2002-06-19,947.6236638680705
2002-06-20,928.6330111117109
2002-06-21,914.4575657590084
2002-06-24,904.817673013045
2002-06-25,907.1729292263047
2002-06-26,885.6300499542077
2002-06-27,902.8231464185881
2002-06-28,911.5751330006675
2002-07-01,900.662382773455
2002-07-02,882.2392740703191
2002-07-03,882.8649732197119
2002-07-04,888.1688050316019
2002-07-05,922.4118717583732
2002-07-08,906.2459394276643
2002-07-09,887.985887928074
2002-07-10,865.4607912929107
2002-07-11,857.2772168933028
2002-07-12,855.4652717930546
2002-07-15,828.7964153138572
2002-07-16,816.5974973683705
2002-07-17,829.7587906811158
2002-07-18,821.4850730113
2002-07-19,787.4268828677672
2002-07-22,764.4809644099975
2002-07-23,755.4148192008073
2002-07-24,774.993139552256
2002-07-25,774.347818173846
2002-07-26,788.4248192753125
2002-07-29,833.7048502101745
2002-07-30,831.2465319748918
2002-07-31,840.7924235764441
2002-08-01,814.3552949308786
2002-08-02,801.6000675599543
2002-08-05,777.6476312941617
2002-08-06,810.5857774782901
2002-08-07,816.2724116327679
2002-08-08,842.1485321735205
2002-08-09,847.2058498599217
2002-08-12,834.7456201800069
2002-08-13,826.4159098426477
2002-08-14,835.4680349672399
2002-08-15,853.3888834601831
2002-08-16,851.1467413638998
2002-08-19,872.7430749422923
2002-08-20,862.0034063137465
2002-08-21,868.3772171820235
2002-08-22,886.7842998212184
2002-08-23,871.2169087479615
2002-08-26,874.81673305153
2002-08-27,866.703179569317
2002-08-28,845.8091029420591
2002-08-29,838.6482258678593
2002-08-30,841.8543601632147
2002-09-02,834.5119484194553
2002-09-03,795.1304436388124
2002-09-04,804.1830485060545
2002-09-05,797.6116216460199
2002-09-06,815.6366918986921
2002-09-09,820.1192719759899
2002-09-10,834.3482326683222
2002-09-11,840.5344963240294
