Date,PACIFIC ex JAPAN
1998-12-31,100.0
1999-01-29,104.10736275926409
1999-02-26,106.5772615807523
1999-03-31,116.92876543267516
1999-04-30,139.02635608065407
1999-05-31,131.02103079027736
1999-06-30,143.41612316613973
1999-07-30,136.90424129645993
1999-08-31,135.53272607845653
1999-09-30,131.94250323035328
1999-10-29,136.14641334509872
1999-11-30,153.91012534587307
1999-12-31,167.03147428480798
2000-01-31,158.98356351918153
2000-02-29,161.038560241639
2000-03-31,163.40922014145994
2000-04-28,164.50765480469602
2000-05-31,146.60745943354328
2000-06-30,158.39335140356212
2000-07-31,163.05424866212076
2000-08-31,171.98862042212983
2000-09-29,161.8564103424226
2000-10-31,159.26838370321897
2000-11-30,154.3566449078127
2000-12-29,150.57304521250734
2001-01-01,150.57304521250734
2001-01-02,149.630289106451
2001-01-03,148.28504712199222
2001-01-04,153.5937086270692
2001-01-05,154.78624475002476
2001-01-08,152.7386256769365
2001-01-09,153.67733649160365
2001-01-10,152.53553012352194
2001-01-11,148.91526319660053
2001-01-12,150.33699671072873
2001-01-15,151.07296407986044
2001-01-16,151.13544907635423
2001-01-17,152.2173936195736
2001-01-18,151.58032517397754
2001-01-19,156.03901307010798
2001-01-22,156.7292662121623
2001-01-23,154.32974604508428
2001-01-24,155.88752945660198
2001-01-25,157.0150923421196
2001-01-26,156.3026835589995
2001-01-29,156.53113480464035
2001-01-30,155.60294204138071
2001-01-31,156.73978577179693
2001-02-01,156.781274116534
2001-02-02,156.63408116343908
2001-02-05,152.92859536229403
2001-02-06,154.6650709944812
2001-02-07,154.14151933804197
2001-02-08,155.7808972508415
2001-02-09,154.05337247138934
2001-02-12,153.9967797765955
2001-02-13,155.78033394138873
2001-02-14,155.5030656792783
2001-02-15,156.30278201582243
2001-02-16,154.99365490311092
2001-02-19,153.20125809555924
2001-02-20,154.77844842898065
2001-02-21,154.77522019782916
2001-02-22,153.98520596226587
2001-02-23,153.9849827203258
2001-02-26,154.7345487714544
2001-02-27,152.72633151618834
2001-02-28,153.0991871862853
2001-03-01,150.5751915865726
2001-03-02,149.41045194121943
2001-03-05,149.98902972277452
2001-03-06,149.97708026109686
2001-03-07,150.03992789246735
2001-03-08,148.61978418076802
2001-03-09,148.10598314970576
2001-03-12,145.63875681077698
2001-03-13,143.2924198287178
2001-03-14,143.34636885199947
2001-03-15,144.38685946616778
2001-03-16,145.3516062871837
2001-03-19,145.28131677389652
2001-03-20,143.80901297159113
2001-03-21,142.55502409424457
2001-03-22,141.4021165926842
2001-03-23,140.80603062742378
2001-03-26,142.53090600411937
2001-03-27,141.02065445955714
2001-03-28,141.9525819242147
2001-03-29,141.69692606584215
2001-03-30,141.13681563316723
2001-04-02,141.29095033056845
2001-04-03,140.14165059074662
2001-04-04,136.75485554114894
2001-04-05,138.9218161428126
2001-04-06,139.39914052928694
2001-04-09,136.55461817896423
2001-04-10,138.9662316801117
2001-04-11,143.33821608039278
2001-04-12,143.6856804378203
2001-04-13,143.6856804378203
2001-04-16,145.39754249154632
2001-04-17,143.53874359624496
2001-04-18,145.64137261652274
2001-04-19,148.51799672286998
2001-04-20,147.25715054113127
2001-04-23,146.2739349939948
2001-04-24,145.85903703894735
2001-04-25,144.8279758664943
2001-04-26,144.74736922253516
2001-04-27,146.37745494995025
2001-04-30,148.80716310703914
2001-05-01,148.92229617606466
2001-05-02,150.30404649045155
2001-05-03,150.6488282386653
2001-05-04,148.2564756800393
2001-05-07,149.80630480642287
2001-05-08,150.5186730961904
2001-05-09,150.89167056215769
2001-05-10,153.22995663071134
2001-05-11,154.381856063451
2001-05-14,152.50846254371416
2001-05-15,152.19464114388663
2001-05-16,151.46742801464202
2001-05-17,154.5844498405058
2001-05-18,153.82848242273695
2001-05-21,156.3961092383527
2001-05-22,157.6331387353741
2001-05-23,157.94786441566453
2001-05-24,157.7118979049681
2001-05-25,157.8187230132072
2001-05-28,157.2043630437633
2001-05-29,157.34504620761547
2001-05-30,155.17231507411688
2001-05-31,154.22016888739296
2001-06-01,154.88260062135242
2001-06-04,156.07729844540452
2001-06-05,157.12606544468062
2001-06-06,158.6163264660063
2001-06-07,159.70533796174027
2001-06-08,161.29354681250976
2001-06-11,161.10991723084345
2001-06-12,158.17305441324984
2001-06-13,157.57766760220804
2001-06-14,155.73823229196287
2001-06-15,154.77792242294672
2001-06-18,153.23726668571325
2001-06-19,153.6632042190479
2001-06-20,153.97021939995219
2001-06-21,153.68530976074075
2001-06-22,153.83435344394852
2001-06-25,151.7556578245909
2001-06-26,152.11152766320882
2001-06-27,151.4337103194167
2001-06-28,152.26017587228412
2001-06-29,154.38680942282
2001-07-02,153.4021947376121
2001-07-03,154.8173589440128
2001-07-04,155.699124583219
2001-07-05,154.6271067586473
2001-07-06,150.6431562231646
2001-07-09,148.4832284040601
2001-07-10,149.0230315467959
2001-07-11,147.6819160857132
2001-07-12,149.70739290393112
2001-07-13,149.81356323336735
2001-07-16,150.3077949944476
2001-07-17,149.4206632043765
2001-07-18,146.9947834491524
2001-07-19,146.81357595821262
2001-07-20,145.37671562865665
2001-07-23,146.07075292031135
2001-07-24,144.05487358766862
2001-07-25,142.62023075144322
2001-07-26,141.66891525402428
2001-07-27,142.31752093215658
2001-07-30,142.89073187823968
2001-07-31,145.18676409644345
2001-08-01,147.47363231821512
2001-08-02,147.8842317395694
2001-08-03,145.81962632399555
2001-08-06,146.17554130609173
2001-08-07,146.25077450532885
2001-08-08,145.58432512354887
2001-08-09,142.19570642539938
2001-08-10,141.87361218087787
2001-08-13,140.3784593681548
2001-08-14,141.27278860635678
2001-08-15,140.79892534059056
2001-08-16,139.59674386364048
2001-08-17,140.65122702270418
2001-08-20,139.37404381593484
2001-08-21,139.60089398109687
2001-08-22,138.6705347332103
2001-08-23,139.7870533296889
2001-08-24,139.71957069756493
2001-08-27,141.21047490572764
2001-08-28,140.6235650858668
2001-08-29,140.2496832325762
2001-08-30,139.5470817208494
2001-08-31,137.2591691217599
2001-09-03,137.43166834024322
2001-09-04,139.7303013953864
2001-09-05,139.5224494556281
2001-09-06,137.18623730403016
2001-09-07,132.70649026535605
2001-09-10,132.3535695818209
2001-09-11,132.51223382708702
2001-09-12,124.25034696599675
2001-09-13,124.5293330305389
2001-09-14,121.6532478743882
2001-09-17,114.79818620439588
2001-09-18,113.84843452022227
2001-09-19,114.00834666295573
2001-09-20,111.96972070850416
2001-09-21,108.96742240679295
2001-09-24,110.9132436052623
2001-09-25,111.39934958109625
2001-09-26,111.3356591487933
2001-09-27,113.02147386248014
2001-09-28,116.68436360962377
