Date,WORLD ex ISRAEL
2010-05-26,1000.0
2010-05-27,1026.5265066901393
2010-05-28,1016.902207393839
2010-05-31,1021.6382167572737
2010-06-01,1010.5183832888381
2010-06-02,1027.255121763559
2010-06-03,1038.2275387203363
2010-06-04,1023.0967076676334
2010-06-07,1013.8843141248688
2010-06-08,1016.4477117678306
2010-06-09,1012.0445179316707
2010-06-10,1031.9832049421827
2010-06-11,1038.3510600488132
2010-06-14,1032.875518176156
2010-06-15,1046.535090597318
2010-06-16,1048.4870975573479
2010-06-17,1046.8048777542085
2010-06-18,1046.7427010781187
2010-06-21,1051.9367906008174
2010-06-22,1045.8892764559705
2010-06-23,1040.6584637908666
2010-06-24,1021.5544562720742
2010-06-25,1020.8399340491756
2010-06-28,1020.4814711879673
2010-06-29,1000.4797847577618
2010-06-30,988.258615964798
2010-07-01,967.1122373047559
2010-07-02,956.4341769589039
2010-07-05,959.018174080976
2010-07-06,966.671955872655
2010-07-07,986.5969852335809
2010-07-08,995.0144348283231
2010-07-09,1004.8321372706777
2010-07-12,1008.5981218658154
2010-07-13,1018.0769566246769
2010-07-14,1017.0220479200802
2010-07-15,1004.0874470112473
2010-07-16,978.6128025228442
2010-07-19,977.0206935057066
2010-07-20,987.1708315224722
2010-07-21,987.5996524601519
2010-07-22,1000.40935457069
2010-07-23,1014.0835434678717
2010-07-26,1016.0889652354491
2010-07-27,1013.3091915032217
2010-07-28,1009.685605264959
2010-07-29,1003.4897113093554
2010-07-30,1004.8299551025173
2010-08-02,1017.0068608135153
2010-08-03,1014.9593875673812
2010-08-04,1020.8661861795902
2010-08-05,1020.4896177511632
2010-08-06,1009.3908739896733
2010-08-09,1018.156645053632
2010-08-10,1019.0299821171848
2010-08-11,1004.6943910195389
2010-08-12,1002.9622117529153
2010-08-13,1007.2665442693462
2010-08-16,1003.1894928081978
2010-08-17,1012.8154404221627
2010-08-18,1015.0069103957729
2010-08-19,1002.5042868951526
2010-08-20,1004.6929613072551
2010-08-23,1006.5371986286447
2010-08-24,991.4650501719562
2010-08-25,991.1473484960146
2010-08-26,985.6830953466003
2010-08-27,998.2909906200526
2010-08-30,995.7545235734017
2010-08-31,991.3224718123145
2010-09-01,1010.9312009903796
2010-09-02,1017.311007066308
2010-09-03,1025.824943658372
2010-09-06,1028.8530951207626
2010-09-07,1029.7178386971443
2010-09-08,1032.9389864926045
2010-09-09,1040.9809844045153
2010-09-10,1044.1051648367472
2010-09-13,1046.5982134315307
2010-09-14,1041.2958171648527
2010-09-15,1038.0340167684258
2010-09-16,1030.5455485953814
2010-09-17,1034.093872400307
2010-09-20,1044.8181088252586
2010-09-21,1039.0750963979626
2010-09-22,1018.4490023354617
2010-09-23,1018.112270634594
2010-09-24,1024.4178277895987
2010-09-27,1022.8097075479337
2010-09-28,1021.0467922456047
2010-09-29,1016.95411986084
2010-09-30,1008.9240157593474
2010-10-01,1006.2890447248736
2010-10-04,1003.5343672415001
2010-10-05,1012.0778013545216
2010-10-06,1014.0049095550994
2010-10-07,1011.1634137232841
2010-10-08,1014.6301175795459
2010-10-11,1018.0024274762989
2010-10-12,1020.2003987021919
2010-10-13,1022.9468163299284
2010-10-14,1017.2716721915851
2010-10-15,1020.4060828848189
2010-10-18,1027.370820322012
2010-10-19,1024.477746397279
2010-10-20,1022.352858748566
2010-10-21,1022.5013800051878
2010-10-22,1026.5790495092053
2010-10-25,1028.2578018025995
2010-10-26,1031.5050391884513
2010-10-27,1029.9025315247534
2010-10-28,1027.2267780420307
2010-10-29,1028.0908697800614
2010-11-01,1029.8280859645201
2010-11-02,1028.7254535269105
2010-11-03,1029.6538712705983
2010-11-04,1038.8488377103631
2010-11-05,1054.2373481566315
2010-11-08,1061.717603836508
2010-11-09,1058.7031782616018
2010-11-10,1068.2625876018915
2010-11-11,1068.6609227416445
2010-11-12,1056.2320450252153
2010-11-15,1063.6871900825915
2010-11-16,1047.2811892256927
2010-11-17,1050.2794644557705
2010-11-18,1062.4443180771586
2010-11-19,1058.8695162005465
2010-11-22,1059.6654157472533
2010-11-23,1055.4416950916302
2010-11-24,1068.5222548251993
2010-11-25,1071.7659923048013
2010-11-26,1072.7366953710512
2010-11-29,1074.7461329524065
2010-11-30,1073.9959739615604
2010-12-01,1091.1875015282412
2010-12-02,1100.892076150514
2010-12-03,1091.9470255949172
2010-12-06,1097.7457317513345
2010-12-07,1097.0120969076156
2010-12-08,1105.4694643047972
2010-12-09,1112.6830343158838
2010-12-10,1113.691847231012
2010-12-13,1107.5921983125475
2010-12-14,1110.0228665689274
2010-12-15,1107.5622046677304
2010-12-16,1119.2404038019731
2010-12-17,1121.0615322527221
2010-12-20,1127.1242656488832
2010-12-21,1134.636724904783
2010-12-22,1140.0554283774409
2010-12-23,1142.4673277857073
2010-12-24,1138.8188759038644
2010-12-27,1134.745633799438
2010-12-28,1138.7880207925677
2010-12-29,1141.6497139350392
2010-12-30,1127.024875674698
2010-12-31,1118.7718232541877
2011-01-03,1130.1843637416455
2011-01-04,1135.1435214762196
2011-01-05,1146.4634336446645
2011-01-06,1154.889082192144
2011-01-07,1157.5793136822797
2011-01-10,1156.1199104891548
2011-01-11,1162.6812628889772
2011-01-12,1165.950746483153
2011-01-13,1148.1406310853445
2011-01-14,1149.012021877459
2011-01-17,1154.0941921197225
2011-01-18,1152.887841661305
2011-01-19,1137.847737921839
2011-01-20,1132.7580095167339
2011-01-21,1124.8452761430574
2011-01-24,1125.7633888577893
2011-01-25,1124.844125164844
2011-01-26,1129.742817974196
2011-01-27,1128.9160981717573
2011-01-28,1121.3940173090198
2011-01-31,1119.673961401231
2011-02-01,1131.9399006418125
2011-02-02,1132.8154200986216
2011-02-03,1145.2631008066244
2011-02-04,1153.2985121236404
2011-02-07,1160.9550752811422
2011-02-08,1157.029374506176
2011-02-09,1150.126245800824
2011-02-10,1155.2738614482348
2011-02-11,1162.3345121869597
2011-02-14,1173.623864232722
2011-02-15,1168.615938601206
2011-02-16,1175.0428114774097
2011-02-17,1176.4314961640348
2011-02-18,1173.9883259730125
2011-02-21,1167.2795067870452
2011-02-22,1148.11191589407
2011-02-23,1135.5655419384884
2011-02-24,1131.161392655851
2011-02-25,1147.0196729296265
2011-02-28,1150.5460076830789
2011-03-01,1140.0382752614976
2011-03-02,1133.534508355995
2011-03-03,1140.7797441161645
2011-03-04,1133.662391483391
2011-03-07,1123.7618945559313
2011-03-08,1135.0454788709135
2011-03-09,1132.3111304889844
2011-03-10,1120.0443465245737
2011-03-11,1118.217544367754
2011-03-14,1095.8156515912885
2011-03-15,1071.5228281004356
2011-03-16,1065.3600664549228
2011-03-17,1074.201872767927
2011-03-18,1071.5133081503157
2011-03-21,1084.9104615750662
2011-03-22,1085.8819371823986
2011-03-23,1093.1933691032766
2011-03-24,1097.6610808507148
2011-03-25,1103.5684774806762
2011-03-28,1102.9405461726815
2011-03-29,1108.8599273529173
2011-03-30,1117.0771573824961
2011-03-31,1108.6373247417287
2011-04-01,1117.7230540530343
2011-04-04,1114.377393587962
2011-04-05,1115.0396980624362
2011-04-06,1108.5381261424045
2011-04-07,1109.973375419922
2011-04-08,1104.0275102024573
2011-04-11,1100.4336174368077
2011-04-12,1085.228520804809
2011-04-13,1088.7250595235507
2011-04-14,1090.3175126735064
2011-04-15,1094.7262735479824
2011-04-18,1093.8337732809352
2011-04-19,1091.8281985832568
2011-04-20,1098.161440442121
2011-04-21,1102.629395982684
2011-04-22,1102.6899176711152
2011-04-25,1100.6321025881944
2011-04-26,1103.319046762943
2011-04-27,1106.1490547463331
2011-04-28,1103.5626623389494
2011-04-29,1105.7488193791899
2011-05-02,1104.3910817234876
2011-05-03,1101.2793737835568
2011-05-04,1089.2832110731576
2011-05-05,1096.7915551397193
2011-05-06,1108.3332146418684
2011-05-09,1122.5991074288575
2011-05-10,1126.0350656705723
2011-05-11,1123.8192859493909
2011-05-12,1126.7191965147642
2011-05-13,1119.5063548462495
2011-05-16,1111.87807794721
2011-05-17,1111.2718849990758
2011-05-18,1115.5175873197584
2011-05-19,1118.5955412552864
2011-05-20,1118.9932193880359
2011-05-23,1110.3796999996334
2011-05-24,1105.7479850521236
2011-05-25,1112.2904852076394
2011-05-26,1115.7767428146683
