Date,FAR EAST
1998-12-31,100.0
1999-01-29,103.47655697287792
1999-02-26,105.0066790561455
1999-03-31,121.42912883607168
1999-04-30,131.6344630709208
1999-05-31,126.03231200267443
1999-06-30,139.81689517537623
1999-07-30,146.09528106478402
1999-08-31,147.21399888085563
1999-09-30,153.370476511764
1999-10-29,162.2047977584697
1999-11-30,177.69280856238223
1999-12-31,190.26775959760818
2000-01-31,185.4081714640689
2000-02-29,184.31961746220736
2000-03-31,199.48886527123358
2000-04-28,194.2056112858852
2000-05-31,179.42736941865462
2000-06-30,185.9945607441031
2000-07-31,173.4190128628263
2000-08-31,191.44981368934938
2000-09-29,182.59179150031954
2000-10-31,179.31741976258058
2000-11-30,167.5743204872004
2000-12-29,148.11602884415308
2001-01-01,148.11602884415308
2001-01-02,146.1621768898041
2001-01-03,146.19814789448102
2001-01-04,145.82695283262854
2001-01-05,145.59123347154056
2001-01-08,145.62092455113842
2001-01-09,144.6319909168384
2001-01-10,143.2126474367545
2001-01-11,138.03291623718113
2001-01-12,138.44533122919321
2001-01-15,139.39105328990078
2001-01-16,142.46320380304664
2001-01-17,145.18096695616504
2001-01-18,144.50426128075296
2001-01-19,147.53939256769294
2001-01-22,147.98750111715614
2001-01-23,146.67933224354854
2001-01-24,147.85526727139995
2001-01-25,149.09762485967764
2001-01-26,148.0214744999812
2001-01-29,149.37755799938589
2001-01-30,148.3729522641901
2001-01-31,148.3536705630361
2001-02-01,147.83797864220475
2001-02-02,147.00046332381433
2001-02-05,144.09011158441794
2001-02-06,144.70427439796472
2001-02-07,144.32482834202202
2001-02-08,145.12098542960211
2001-02-09,144.3876518681831
2001-02-12,143.51517106791823
2001-02-13,144.88983609495727
2001-02-14,145.4536418811024
2001-02-15,149.01050490537244
2001-02-16,146.25605603691002
2001-02-19,143.8299149958857
2001-02-20,147.24257958285682
2001-02-21,144.59090450621656
2001-02-22,146.03431914021476
2001-02-23,147.6136500290801
2001-02-26,148.05120548850888
2001-02-27,145.94937934991182
2001-02-28,143.6865581345151
2001-03-01,140.2750811702603
2001-03-02,134.84348149513715
2001-03-05,135.83648173886843
2001-03-06,138.48810605100888
2001-03-07,139.35252554946837
2001-03-08,138.9657385678194
2001-03-09,138.8688551210959
2001-03-12,134.71801220611113
2001-03-13,133.3964796367077
2001-03-14,132.30178079010653
2001-03-15,135.23452026297724
2001-03-16,136.35724669297787
2001-03-19,137.02585636745067
2001-03-20,135.64793926471216
2001-03-21,143.27695122933662
2001-03-22,141.82928633855093
2001-03-23,144.54846909609898
2001-03-26,149.11628212719398
2001-03-27,147.95717036799655
2001-03-28,151.4185860178683
2001-03-29,145.9910903420026
2001-03-30,143.23611851763997
2001-04-02,141.2492047000543
2001-04-03,143.47613940008122
2001-04-04,142.15936188664742
2001-04-05,145.18153767235918
2001-04-06,144.75513136994155
2001-04-09,139.36153071684606
2001-04-10,139.61070553478464
2001-04-11,143.4103819199695
2001-04-12,144.37632236698454
2001-04-13,143.83393393986992
2001-04-16,143.79029623058486
2001-04-17,144.04668891662058
2001-04-18,150.6780164051854
2001-04-19,150.5670770386483
2001-04-20,147.0335691567729
2001-04-23,148.26837331813522
2001-04-24,148.00218536569136
