Date,EAFE VOTING RIGHTS-ADJUSTED
2021-05-31,1268.1908667689486
2021-06-01,1274.294822294957
2021-06-02,1281.0022093567623
2021-06-03,1282.8118375014255
2021-06-04,1287.542048571898
2021-06-07,1289.5742035051287
2021-06-08,1289.8310363696842
2021-06-09,1288.0308831136128
2021-06-10,1289.6254162212845
2021-06-11,1296.4406797899212
2021-06-14,1298.4356256560247
2021-06-15,1302.614195240414
2021-06-16,1305.2350229838794
2021-06-17,1306.777385083927
2021-06-18,1292.7196198792662
2021-06-21,1286.7556099993963
2021-06-22,1299.0385262644697
2021-06-23,1290.5048081524935
2021-06-24,1298.0414717350181
2021-06-25,1301.9158317443676
2021-06-28,1297.371821426464
2021-06-29,1297.7915036206894
2021-06-30,1290.9280363321245
2021-07-01,1292.4162920679978
2021-07-02,1298.749820997043
2021-07-05,1301.6292369094588
2021-07-06,1299.3444164083298
2021-07-07,1304.627722123857
2021-07-08,1286.896380116119
2021-07-09,1294.695453571586
2021-07-12,1307.7188515170315
2021-07-13,1311.9137851048297
2021-07-14,1311.2206449663022
2021-07-15,1298.8393607786697
2021-07-16,1294.5097881482554
2021-07-19,1270.9215261579195
2021-07-20,1271.6988067314278
2021-07-21,1286.7691835956475
2021-07-22,1294.2283846403702
2021-07-23,1302.409374847247
2021-07-26,1303.776628551019
2021-07-27,1300.7720423299022
2021-07-28,1302.2708880907787
2021-07-29,1308.572348187888
2021-07-30,1299.4050736782885
2021-08-02,1312.9193687785069
2021-08-03,1314.8704759356576
2021-08-04,1317.5906943799664
2021-08-05,1322.1597696338301
2021-08-06,1323.9047643258666
2021-08-09,1325.8055775386383
2021-08-10,1330.234572890385
2021-08-11,1336.785714666028
2021-08-12,1338.3542548837734
2021-08-13,1340.4589572691395
2021-08-16,1331.8059411475122
2021-08-17,1330.6745166882529
2021-08-18,1331.76894496856
2021-08-19,1313.7794838127847
2021-08-20,1312.989799564705
2021-08-23,1324.0888971190277
2021-08-24,1327.8721976835427
2021-08-25,1327.832596209346
2021-08-26,1323.7836633183442
2021-08-27,1326.0432884298766
2021-08-30,1329.8968227901314
2021-08-31,1328.4043369800177
2021-09-01,1334.8838818813372
2021-09-02,1338.4513522628718
2021-09-03,1339.8322047800048
2021-09-06,1350.9615781933494
2021-09-07,1349.6063356583122
2021-09-08,1343.5514299935871
2021-09-09,1340.1098458430258
2021-09-10,1342.4646170039305
2021-09-13,1346.7267301914283
2021-09-14,1349.3171391682529
2021-09-15,1339.4058001518729
2021-09-16,1342.2006042232986
2021-09-17,1335.455865687896
2021-09-20,1319.7629346689814
2021-09-21,1324.5687375968992
2021-09-22,1328.7539405426655
2021-09-23,1336.108940650562
2021-09-24,1334.0711102713851
2021-09-27,1333.963982900555
2021-09-28,1313.3771384492027
2021-09-29,1313.2685565706313
2021-09-30,1316.0978289798975
2021-10-01,1305.014006338111
2021-10-04,1299.702125699285
2021-10-05,1304.5292586372711
2021-10-06,1296.5724840145783
2021-10-07,1309.9814888297497
2021-10-08,1310.4653343924263
2021-10-11,1313.8444341434613
2021-10-12,1310.9072620721176
2021-10-13,1314.5842298248251
2021-10-14,1326.6405125921583
2021-10-15,1338.2345868674813
2021-10-18,1332.7998010902274
2021-10-19,1336.8771956879286
2021-10-20,1341.3874584845005
2021-10-21,1336.6049237420696
2021-10-22,1341.418828756474
2021-10-25,1342.7440381653016
2021-10-26,1352.3091885847175
2021-10-27,1349.7950599693618
2021-10-28,1347.2741140548987
2021-10-29,1348.570323171615
2021-11-01,1361.6690432461617
2021-11-02,1360.2175384757475
2021-11-03,1362.561943584228
2021-11-04,1372.1947262380638
2021-11-05,1372.3460991669783
2021-11-08,1371.0622326987427
2021-11-09,1366.7217916776235
2021-11-10,1366.6608549326334
2021-11-11,1371.594612589575
2021-11-12,1380.2633955425122
2021-11-15,1387.5495259424995
2021-11-16,1389.806530359935
2021-11-17,1389.5725690540803
2021-11-18,1384.0382885304741
2021-11-19,1384.7172653299988
2021-11-22,1384.0720786427357
2021-11-23,1372.7730029874149
2021-11-24,1371.658435923035
2021-11-25,1376.0658597615206
2021-11-26,1333.9062322482084
2021-11-29,1333.338757128988
2021-11-30,1320.8164147607538
2021-12-01,1336.0033739002413
2021-12-02,1325.0876752618854
2021-12-03,1325.2527554026951
2021-12-06,1335.226725926025
2021-12-07,1365.3202058587283
2021-12-08,1360.0895087147942
2021-12-09,1359.8596032045339
2021-12-10,1353.4129384635132
2021-12-13,1350.073388294969
2021-12-14,1341.854941564832
2021-12-15,1345.5575274250864
2021-12-16,1359.7015338007534
2021-12-17,1350.908951969632
2021-12-20,1331.7245930514969
2021-12-21,1350.0090580112649
2021-12-22,1355.612176066304
2021-12-23,1369.0591578071185
2021-12-24,1367.316770238022
2021-12-27,1370.067500754391
2021-12-28,1381.4786756092474
2021-12-29,1377.6974789140008
2021-12-30,1377.967439432871
2021-12-31,1373.7058703809753
2022-01-03,1380.6529926407873
2022-01-04,1395.8817860054505
2022-01-05,1397.2477207236832
2022-01-06,1377.0765905012333
2022-01-07,1374.3400150650025
2022-01-10,1364.908644939988
2022-01-11,1368.3172413157606
2022-01-12,1380.3835822882843
2022-01-13,1380.2152553091516
2022-01-14,1368.0343116370457
2022-01-17,1374.4877210066074
2022-01-18,1367.6059755661252
2022-01-19,1359.3986563108479
2022-01-20,1369.7572896190457
2022-01-21,1349.6614776399304
2022-01-24,1316.3657412052764
2022-01-25,1315.8514036216027
2022-01-26,1328.5263590579902
2022-01-27,1324.9947009010223
2022-01-28,1322.0548418637695
2022-01-31,1328.7792486285807
2022-02-01,1340.5362181927537
2022-02-02,1350.6542674512475
2022-02-03,1328.0097217074097
2022-02-04,1317.6949523630265
2022-02-07,1324.385090418005
2022-02-08,1326.9234969471472
2022-02-09,1346.1094635983802
2022-02-10,1343.9517916124812
2022-02-11,1341.149255491373
2022-02-14,1323.913137099403
2022-02-15,1329.7690416244081
2022-02-16,1338.2671445894864
2022-02-17,1332.6407800776406
2022-02-18,1324.0480001920062
2022-02-21,1313.2513764934042
2022-02-22,1305.784806080952
2022-02-23,1304.8344957318063
2022-02-24,1274.9252593393494
2022-02-25,1301.2283409402996
2022-02-28,1303.4154112595309
2022-03-01,1290.2332433433387
2022-03-02,1292.368877900939
2022-03-03,1281.4895081082313
2022-03-04,1253.588646457429
2022-03-07,1234.152254330123
2022-03-08,1222.459657570552
2022-03-09,1251.8937110192712
2022-03-10,1254.4760252986
2022-03-11,1254.3022288452776
2022-03-14,1261.0430830890823
2022-03-15,1258.8167783884994
2022-03-16,1290.120155685561
2022-03-17,1302.4639425385126
2022-03-18,1313.4871877386959
