Date,EMU ex GERMANY
1998-12-31,100.00000000000001
1999-01-29,101.8885651085526
1999-02-26,101.68887146736016
1999-03-31,104.74127541309926
1999-04-30,108.44353453339724
1999-05-31,105.68645767272191
1999-06-30,108.72955527660453
1999-07-30,104.91737595757655
1999-08-31,108.76247732508088
1999-09-30,107.67157709104238
1999-10-29,113.12587670381578
1999-11-30,122.74385686880967
1999-12-31,138.52526002412404
2000-01-31,131.85580136835867
2000-02-29,145.30592318636394
2000-03-31,146.46993643001431
2000-04-28,148.25538496177526
2000-05-31,146.76429385393826
2000-06-30,147.43466655084035
2000-07-31,146.80433626612262
2000-08-31,150.29096819967762
2000-09-29,143.97618883299427
2000-10-31,147.14127992879557
2000-11-30,139.76340200797583
2000-12-29,137.87977580493757
2001-01-01,137.87977580493757
2001-01-02,136.03936109310936
2001-01-03,133.52388741426316
2001-01-04,137.08857070536865
2001-01-05,136.6066244990224
2001-01-08,135.79291887674387
2001-01-09,134.123846786383
2001-01-10,133.7121297002383
2001-01-11,135.63524613268456
2001-01-12,137.7545367076439
2001-01-15,137.89861817524226
2001-01-16,135.74314487678558
2001-01-17,138.53045834868627
2001-01-18,137.88316890192826
2001-01-19,137.1466802432327
2001-01-22,137.4230462307708
2001-01-23,136.79827071496302
2001-01-24,138.0884788411426
2001-01-25,138.3543373514933
2001-01-26,138.04436907050098
2001-01-29,137.5017116185187
2001-01-30,137.18107341964415
2001-01-31,138.68009519117194
2001-02-01,136.9510625996355
2001-02-02,135.57251472683063
2001-02-05,135.2501887436956
2001-02-06,136.14527207830326
2001-02-07,134.10783131630672
2001-02-08,134.5563306086365
2001-02-09,132.74628172953808
2001-02-12,133.99326237278524
2001-02-13,133.70660302081464
2001-02-14,131.3994473875207
2001-02-15,132.9526180486252
2001-02-16,130.7099803112142
2001-02-19,130.31376353668185
2001-02-20,129.3998740883711
2001-02-21,127.762546524892
2001-02-22,126.26802581828557
2001-02-23,123.91026442626121
2001-02-26,125.76175272569802
2001-02-27,126.3209070556201
2001-02-28,125.68409291955014
2001-03-01,124.56929099450937
2001-03-02,124.46687988700852
2001-03-05,125.78403279736109
2001-03-06,127.80235937210188
2001-03-07,128.02003790486117
2001-03-08,126.80244671280951
2001-03-09,125.61563954057902
2001-03-12,122.4673656896289
2001-03-13,121.8303925625163
2001-03-14,120.46398318027082
2001-03-15,122.19626421042206
2001-03-16,119.88488699737373
2001-03-19,119.32927893281065
2001-03-20,121.10254049464639
2001-03-21,118.64790826200047
2001-03-22,113.79868758479425
2001-03-23,116.78008624638413
2001-03-26,120.59182296915235
2001-03-27,122.63134124754707
2001-03-28,121.14801227364305
2001-03-29,121.17903835723274
2001-03-30,122.02368015496126
2001-04-02,122.37205866393431
2001-04-03,118.25443117520696
2001-04-04,119.13560415380816
2001-04-05,121.70646865050793
2001-04-06,121.46479114180542
2001-04-09,122.7843977651615
2001-04-10,125.70230730244138
2001-04-11,126.15250306701975
2001-04-12,126.22397477196282
2001-04-13,126.22397477196282
2001-04-16,126.22397477196283
2001-04-17,125.38637181707925
2001-04-18,129.0583664116676
2001-04-19,128.51102804828955
2001-04-20,127.6434236664322
2001-04-23,126.10733254760407
2001-04-24,127.09360861840472
2001-04-25,126.91866267379254
2001-04-26,128.29929154049626
2001-04-27,130.36051734275617
2001-04-30,131.94667241379753
2001-05-01,132.02716305855003
