Date,WORLD ex AUSTRALIA
1998-12-31,100.0
1999-01-29,105.59917937413056
1999-02-26,106.32153943509701
1999-03-31,112.59338294301503
1999-04-30,119.31434321303625
1999-05-31,116.68027168440693
1999-06-30,123.47452541232245
1999-07-30,118.59818661198692
1999-08-31,120.02879535711253
1999-09-30,117.85737133522353
1999-10-29,125.71856463961306
1999-11-30,134.86791196215387
1999-12-31,146.47039214237773
2000-01-31,141.41366985233142
2000-02-29,144.12187454502143
2000-03-31,155.14285438811982
2000-04-28,155.97975928717608
2000-05-31,149.3821155666672
2000-06-30,149.18102135225533
2000-07-31,150.02903979574873
2000-08-31,161.4761266553542
2000-09-29,153.99602631913126
2000-10-31,157.7143157675032
2000-11-30,144.07516622548093
2000-12-29,135.6968907624931
2001-01-01,135.6968907624931
2001-01-02,132.26529276813827
2001-01-03,135.3657393722004
2001-01-04,135.45372601198753
2001-01-05,132.6831488808214
2001-01-08,132.4691154217711
2001-01-09,133.0572818612614
2001-01-10,133.29454629269168
2001-01-11,133.2206900284971
2001-01-12,133.23851704148996
2001-01-15,134.05019383257505
2001-01-16,134.39564815643544
2001-01-17,136.7254248898223
2001-01-18,136.25271316865036
2001-01-19,137.1425686467783
2001-01-22,137.1364884936122
2001-01-23,137.53441540574667
2001-01-24,139.79873096312122
2001-01-25,139.9006139868566
2001-01-26,139.4046007627133
2001-01-29,140.46415306648873
2001-01-30,140.34909398494014
2001-01-31,139.59677091040768
2001-02-01,138.60088274663357
2001-02-02,137.4602273595616
2001-02-05,136.81559397090214
2001-02-06,137.7871387270621
2001-02-07,136.4109182396846
2001-02-08,137.194967175517
2001-02-09,134.8618426207885
2001-02-12,135.57111385993733
2001-02-13,135.7753165265174
2001-02-14,135.36052243936925
2001-02-15,138.1940943564432
2001-02-16,134.49804430643323
2001-02-19,133.7157603835921
2001-02-20,133.47694004855808
2001-02-21,131.1847853111343
2001-02-22,131.38351975363219
2001-02-23,130.3893135881665
2001-02-26,131.96988104329589
2001-02-27,130.5534031210526
2001-02-28,129.15053009708694
2001-03-01,127.64905913256597
2001-03-02,126.07036935372734
2001-03-05,127.58538581769494
2001-03-06,128.95879145875284
2001-03-07,129.74653497985577
2001-03-08,129.220677257483
2001-03-09,127.0580633338667
2001-03-12,122.80347124329933
2001-03-13,124.2094524972261
2001-03-14,122.15125602156344
2001-03-15,123.91126925177974
2001-03-16,122.36718059688063
2001-03-19,123.23751307181554
2001-03-20,121.71149956120934
2001-03-21,120.9873641312227
2001-03-22,119.92335174019281
2001-03-23,121.63645907486884
2001-03-26,124.14293647206036
2001-03-27,126.44757352857603
2001-03-28,125.29114049276063
2001-03-29,125.10267753206595
2001-03-30,125.577526303912
2001-04-02,124.57017217587055
2001-04-03,120.80968760528894
2001-04-04,119.4545829070639
2001-04-05,123.9534047485301
2001-04-06,122.16731795001212
2001-04-09,122.67118708218624
2001-04-10,126.35127406095437
2001-04-11,127.1263067878777
2001-04-12,127.42759732743994
2001-04-13,127.36699971991307
2001-04-16,127.98185068581023
2001-04-17,128.76442836683492
2001-04-18,134.17562751333662
2001-04-19,133.60832543696205
2001-04-20,131.2508132706911
2001-04-23,130.27052479934227
2001-04-24,129.8110318221558
2001-04-25,130.67871631070983
2001-04-26,130.95626844043653
2001-04-27,133.4624014693963
2001-04-30,134.37579400876734
