Date,EUROPE VOTING RIGHTS-ADJUSTED
2021-05-31,1294.7323787553557
2021-06-01,1304.1892743407689
2021-06-02,1308.554018253317
2021-06-03,1307.2284484854936
2021-06-04,1311.6912295390603
2021-06-07,1314.7239690404379
2021-06-08,1315.6378250764806
2021-06-09,1316.283522550696
2021-06-10,1317.0855263261233
2021-06-11,1326.0289107537428
2021-06-14,1328.7575789054479
2021-06-15,1331.3143431157555
2021-06-16,1334.074245496407
2021-06-17,1333.42754143804
2021-06-18,1311.0868734556286
2021-06-21,1320.4961557842507
2021-06-22,1324.250259558561
2021-06-23,1315.2392226706875
2021-06-24,1327.3203462207964
2021-06-25,1329.304443417732
2021-06-28,1320.2278085289995
2021-06-29,1324.1658273357507
2021-06-30,1313.7583597444143
2021-07-01,1321.8019409206688
2021-07-02,1324.7159889193247
2021-07-05,1329.154425297208
2021-07-06,1321.5125227689757
2021-07-07,1331.5800807852052
2021-07-08,1308.511436644482
2021-07-09,1326.5345387361263
2021-07-12,1335.4246252013736
2021-07-13,1335.8446582515148
2021-07-14,1334.9372125226944
2021-07-15,1321.7150685629392
2021-07-16,1317.023244412389
2021-07-19,1285.9786763717843
2021-07-20,1292.9119233861875
2021-07-21,1314.379238630322
2021-07-22,1321.5374764418023
2021-07-23,1336.1012078139504
2021-07-26,1335.594382302243
2021-07-27,1328.05048085685
2021-07-28,1336.452996799293
2021-07-29,1343.6494678070417
2021-07-30,1336.3926428939237
2021-08-02,1343.9912592192854
2021-08-03,1347.1267234230593
2021-08-04,1354.5141846040208
2021-08-05,1359.0366333011334
2021-08-06,1360.4743001209533
2021-08-09,1362.5423368733468
2021-08-10,1367.3369870673566
2021-08-11,1373.1099094699396
2021-08-12,1375.8673048746334
2021-08-13,1378.3828234519237
2021-08-16,1370.669817248451
2021-08-17,1371.6530300013599
2021-08-18,1372.818758190401
2021-08-19,1351.891456593129
2021-08-20,1356.40818222227
2021-08-23,1365.6009767253477
2021-08-24,1365.6933139601538
2021-08-25,1366.0567933891577
2021-08-26,1361.4658230318157
2021-08-27,1367.287447521368
2021-08-30,1368.1467889820256
2021-08-31,1362.6393981984074
2021-09-01,1369.480449076207
2021-09-02,1374.21531513971
2021-09-03,1366.1904295333024
2021-09-06,1375.6315437652875
2021-09-07,1369.5396717014314
2021-09-08,1355.759342836849
2021-09-09,1354.8646577648892
2021-09-10,1351.7095674626757
2021-09-13,1356.6612259391898
2021-09-14,1356.251099158027
2021-09-15,1345.838999930334
2021-09-16,1351.2923031209234
2021-09-17,1338.990915817256
2021-09-20,1316.8875074856523
2021-09-21,1331.0051803900583
2021-09-22,1344.5498533605287
2021-09-23,1356.754340564601
2021-09-24,1344.9893853923654
2021-09-27,1343.8426172552
2021-09-28,1316.4574264443982
2021-09-29,1324.6393496060955
2021-09-30,1323.6114414418237
2021-10-01,1317.7644639246778
2021-10-04,1312.2913657605466
2021-10-05,1328.2823268160923
2021-10-06,1314.4976664197923
2021-10-07,1335.3181276763855
2021-10-08,1332.027512661989
2021-10-11,1333.3058395338408
2021-10-12,1332.438484329888
2021-10-13,1340.3995086699013
2021-10-14,1356.433627078572
2021-10-15,1366.4504247992097
2021-10-18,1359.1335350840363
2021-10-19,1364.036604051238
2021-10-20,1369.008083679861
2021-10-21,1367.106561549848
2021-10-22,1373.151473517029
2021-10-25,1374.0613801935801
2021-10-26,1384.4402784056228
2021-10-27,1379.4513894704066
2021-10-28,1382.7532679168573
2021-10-29,1383.76211008768
2021-11-01,1393.8363253779312
2021-11-02,1395.1063636980111
2021-11-03,1399.7421174819474
2021-11-04,1404.029455535408
2021-11-05,1405.8375818680825
2021-11-08,1405.8588646339954
2021-11-09,1403.4123401751212
2021-11-10,1406.9261711515196
2021-11-11,1411.664602566819
2021-11-12,1415.287934895999
2021-11-15,1420.363017694321
2021-11-16,1422.7155194887928
2021-11-17,1425.1624896233172
2021-11-18,1418.7687897876096
2021-11-19,1412.866312959827
2021-11-22,1412.5634743808698
2021-11-23,1396.4598784074165
2021-11-24,1398.3066706136053
2021-11-25,1403.966659737607
2021-11-26,1350.4160658900157
2021-11-29,1359.7025297762095
2021-11-30,1346.8334248710462
2021-12-01,1370.0685408746917
2021-12-02,1354.975606935239
2021-12-03,1348.0666657516028
2021-12-06,1366.6700507155483
2021-12-07,1399.425643435879
2021-12-08,1390.586877346401
2021-12-09,1388.7007231755497
2021-12-10,1384.6733491070513
2021-12-13,1378.4746549544748
2021-12-14,1368.154541507258
2021-12-15,1370.9735255187707
2021-12-16,1388.1069619108696
2021-12-17,1379.9831010193582
2021-12-20,1362.9901152516022
2021-12-21,1382.6898827891303
2021-12-22,1394.729290876762
2021-12-23,1408.85275330536
2021-12-24,1407.2515186172782
2021-12-27,1415.1469014204056
2021-12-28,1423.7121576182592
2021-12-29,1421.9293189379375
2021-12-30,1423.6291836024684
2021-12-31,1420.9476648677603
2022-01-03,1428.6941559982324
2022-01-04,1442.9420431419474
2022-01-05,1443.7034988382707
2022-01-06,1426.3766156425738
2022-01-07,1422.1725393981935
2022-01-10,1402.7393906126067
2022-01-11,1414.7573157694496
2022-01-12,1424.5104111967814
2022-01-13,1425.590296514406
2022-01-14,1412.9057670807567
2022-01-17,1422.7787952577462
2022-01-18,1410.4812291923713
2022-01-19,1412.8112848113556
2022-01-20,1419.825244310349
2022-01-21,1394.37482107886
2022-01-24,1343.0606643425015
2022-01-25,1353.0214161618592
2022-01-26,1376.2740599171689
2022-01-27,1385.2724037101223
2022-01-28,1371.0139543810712
2022-01-31,1379.4844556287662
2022-02-01,1396.9055557154536
2022-02-02,1402.3512053797654
2022-02-03,1379.4443024377208
2022-02-04,1362.789960022805
2022-02-07,1372.3420752150928
2022-02-08,1372.70319703709
2022-02-09,1394.3047444923677
2022-02-10,1391.3061417595775
2022-02-11,1384.7817293688206
2022-02-14,1359.8664487655012
2022-02-15,1378.1894057914658
2022-02-16,1379.2230230031298
2022-02-17,1370.9374950346537
2022-02-18,1361.0685562192434
2022-02-21,1344.2268583215966
2022-02-22,1343.9706962267326
2022-02-23,1341.0017052708758
2022-02-24,1297.3417455349456
2022-02-25,1340.2372470620517
2022-02-28,1338.0592136688795
2022-03-01,1305.8659495295528
2022-03-02,1318.556364166937
2022-03-03,1292.080711574402
2022-03-04,1244.851360087725
2022-03-07,1231.2121180858537
2022-03-08,1225.7752499590372
2022-03-09,1282.8174295437077
2022-03-10,1261.8094293849354
2022-03-11,1273.5251977956873
2022-03-14,1287.750033920925
2022-03-15,1285.4623359690165
2022-03-16,1323.8170745927916
2022-03-17,1330.2189428263468
2022-03-18,1341.7098194996222
2022-03-21,1342.422307362954
2022-03-22,1354.8379701823092
2022-03-23,1341.0877439676738
2022-03-24,1338.7225053872894
2022-03-25,1340.3706567679446
2022-03-28,1341.94574988697
2022-03-29,1364.8077750361074
2022-03-30,1359.3547983983656
2022-03-31,1347.0176819153323
2022-04-01,1354.052252577538
2022-04-04,1364.267452985031
2022-04-05,1366.284754797598
2022-04-06,1345.9391334951395
2022-04-07,1342.6068315281354
2022-04-08,1361.6409355936748
2022-04-11,1354.3709299451095
2022-04-12,1350.5560324916516
2022-04-13,1350.7806186076286
2022-04-14,1360.2549106992774
2022-04-15,1360.2549106992772
2022-04-18,1358.0905091436591
2022-04-19,1352.063086681772
2022-04-20,1363.5336120661739
2022-04-21,1369.1244023647148
2022-04-22,1344.8153231745684
2022-04-25,1320.5479931907075
2022-04-26,1310.2168983933152
2022-04-27,1319.9386637025914
2022-04-28,1329.7172749656613
2022-04-29,1338.7999170858418
2022-05-02,1321.9861614296124
2022-05-03,1329.6493562097032
2022-05-04,1316.709306981647
2022-05-05,1308.3560606005374
2022-05-06,1284.651678541167
2022-05-09,1247.7830335892338
2022-05-10,1256.4939326120314
2022-05-11,1280.9531223032357
2022-05-12,1271.7729083594575
2022-05-13,1299.7168552699864
2022-05-16,1300.7930760678387
2022-05-17,1316.7123773387254
2022-05-18,1301.397782484707
2022-05-19,1283.5749119837424
2022-05-20,1292.9736167251133
2022-05-23,1310.9433253866578
2022-05-24,1296.2143941644385
2022-05-25,1304.9177343357678
2022-05-26,1315.6072327139
2022-05-27,1334.2750438329315
2022-05-30,1341.863721548581
2022-05-31,1332.4682088655734
2022-06-01,1319.27489669608
2022-06-02,1326.6370473646014
2022-06-03,1322.91530197332
2022-06-06,1335.334216698392
2022-06-07,1331.845735807796
2022-06-08,1323.8308363714036
2022-06-09,1306.2092909712019
2022-06-10,1271.4232986162656
2022-06-13,1241.6433255758272
2022-06-14,1226.8845537418836
2022-06-15,1244.0329478920007
2022-06-16,1213.552399362952
2022-06-17,1213.3912153998929
2022-06-20,1225.6542773136389
2022-06-21,1230.1698466504283
2022-06-22,1221.0498423029903
2022-06-23,1210.6680627709907
2022-06-24,1242.8693489112345
2022-06-27,1248.2553314856589
2022-06-28,1252.585162145707
2022-06-29,1244.7658637221691
2022-06-30,1225.6191058578652
2022-07-01,1225.3747352622445
2022-07-04,1232.9807205633713
2022-07-05,1206.014238690616
2022-07-06,1225.5378193695758
2022-07-07,1248.8949792071112
2022-07-08,1255.9799728804758
2022-07-11,1249.2363509039392
2022-07-12,1255.0718485950913
2022-07-13,1242.4237784048385
2022-07-14,1223.0330020489873
2022-07-15,1244.2954705505788
2022-07-18,1256.0421990110765
2022-07-19,1273.8554299650236
2022-07-20,1270.701169633939
2022-07-21,1275.6358316597707
2022-07-22,1279.3362118256236
2022-07-25,1281.834372185549
2022-07-26,1281.644458468808
2022-07-27,1288.61638017166
2022-07-28,1301.8928851392088
2022-07-29,1318.8718103962765
2022-08-01,1316.8172117397917
2022-08-02,1313.2202411142314
2022-08-03,1320.983985735938
2022-08-04,1323.344154585652
2022-08-05,1314.4891771308892
2022-08-08,1324.0866232443568
2022-08-09,1315.487865652577
2022-08-10,1325.475785803001
2022-08-11,1327.8797016979927
2022-08-12,1330.1239646805125
2022-08-15,1334.5974904354348
2022-08-16,1337.4097975396774
2022-08-17,1325.6263504637536
2022-08-18,1331.5604871712435
2022-08-19,1321.7446885525296
2022-08-22,1309.1438142765542
2022-08-23,1304.2279926706358
2022-08-24,1305.6937914625964
2022-08-25,1309.7753695497704
2022-08-26,1287.8457816558835
2022-08-29,1277.1769317322087
2022-08-30,1268.7935399998912
2022-08-31,1253.700351898177
2022-09-01,1232.336441076268
2022-09-02,1257.2956880087352
2022-09-05,1250.0671920227744
2022-09-06,1252.1259902953664
2022-09-07,1244.4391717704518
2022-09-08,1250.6150422397627
2022-09-09,1269.3453716678075
2022-09-12,1291.9973977527802
2022-09-13,1272.4851929151787
2022-09-14,1261.6971689512757
2022-09-15,1252.8705985861488
2022-09-16,1233.6484297181003
2022-09-19,1232.8935953443977
2022-09-20,1220.2067139888607
2022-09-21,1230.9367346288425
2022-09-22,1209.8263600716655
2022-09-23,1180.3859809645999
2022-09-26,1176.06337746432
2022-09-27,1174.3276003914161
2022-09-28,1176.6558634136984
2022-09-29,1158.6313154173713
2022-09-30,1172.8674775695915
2022-10-03,1181.8651402848977
2022-10-04,1218.8512613934513
2022-10-05,1207.0495629024228
2022-10-06,1198.3974792598349
2022-10-07,1185.1824868483088
2022-10-10,1180.7917702291893
2022-10-11,1173.5111606885305
2022-10-12,1167.3047403329379
2022-10-13,1177.5663489275712
2022-10-14,1183.2049783424761
2022-10-17,1204.8715991272106
2022-10-18,1208.6929440782335
2022-10-19,1203.9009638088364
2022-10-20,1207.4971579704004
2022-10-21,1200.542262894206
2022-10-24,1217.7078511488971
2022-10-25,1235.1863464349165
2022-10-26,1243.0290414496956
2022-10-27,1242.9381785184403
2022-10-28,1244.4883330355751
2022-10-31,1248.7017727695727
2022-11-01,1256.4132470592385
2022-11-02,1250.7243612132522
2022-11-03,1239.6207702666675
2022-11-04,1263.6650843031166
2022-11-07,1266.8661456635152
2022-11-08,1276.5025619899461
2022-11-09,1272.222711273469
2022-11-10,1307.1911430640905
2022-11-11,1308.0621791306621
2022-11-14,1310.9753125567781
2022-11-15,1316.402008749258
2022-11-16,1304.5025815100687
2022-11-17,1300.038394639205
2022-11-18,1315.1287025316915
2022-11-21,1314.0246632253863
2022-11-22,1324.406023401605
2022-11-23,1331.5556125372436
2022-11-24,1337.6340281545645
2022-11-25,1337.596700092068
2022-11-28,1328.6096954619145
2022-11-29,1327.5286006139286
2022-11-30,1336.9810736771217
2022-12-01,1348.2812322620314
2022-12-02,1345.840797079951
2022-12-05,1340.017943605484
2022-12-06,1332.9335621383561
2022-12-07,1324.5546424735207
2022-12-08,1321.8834254555138
2022-12-09,1332.254806408595
2022-12-12,1325.993382267563
2022-12-13,1342.296224626698
2022-12-14,1341.5655398971614
2022-12-15,1303.1510745910964
2022-12-16,1287.53654967495
2022-12-19,1291.2804281373462
2022-12-20,1286.6285938111203
2022-12-21,1309.3347188307564
2022-12-22,1296.9178571149257
2022-12-23,1297.082203415464
2022-12-26,1297.0822034154635
2022-12-27,1298.4789100046737
2022-12-28,1297.2699529113813
2022-12-29,1305.7260917086471
2022-12-30,1288.9093489984557
2023-01-02,1301.646865869208
2023-01-03,1318.280750997091
2023-01-04,1337.1224557019714
2023-01-05,1335.6734252233186
2023-01-06,1351.257078241362
2023-01-09,1363.085935087012
2023-01-10,1355.3882126379895
2023-01-11,1361.3279692881504
2023-01-12,1370.3335122222043
2023-01-13,1376.8928853789412
2023-01-16,1383.01107384312
2023-01-17,1388.9604530709828
2023-01-18,1392.202393362986
2023-01-19,1370.6522047081926
2023-01-20,1375.4251042750875
2023-01-23,1382.4633953577409
2023-01-24,1379.0714261422324
2023-01-25,1376.121257805395
2023-01-26,1381.850259410609
2023-01-27,1384.6736766671065
2023-01-30,1382.821789921676
2023-01-31,1379.8452266641525
2023-02-01,1379.3830232235225
2023-02-02,1397.256672555782
2023-02-03,1402.0598973125245
2023-02-06,1390.976070801177
2023-02-07,1393.7692617582757
