Date,NORDIC COUNTRIES
1998-12-31,100.0
1999-01-29,109.55219519111634
1999-02-26,107.90705793968608
1999-03-31,115.58680682060377
1999-04-30,122.6509194474643
1999-05-31,119.97765572248447
1999-06-30,132.8190923499011
1999-07-30,132.61732535026957
1999-08-31,132.98746671711936
1999-09-30,134.99838370309095
1999-10-29,152.53505855091947
1999-11-30,179.95245835667478
1999-12-31,219.07427519002619
2000-01-31,222.78237162935247
2000-02-29,256.54101763092604
2000-03-31,258.06249990349596
2000-04-28,269.9834057684134
2000-05-31,251.74445500046932
2000-06-30,240.88683909381982
2000-07-31,233.0723958385601
2000-08-31,241.58846959305814
2000-09-29,220.2723054080608
2000-10-31,220.38064810353353
2000-11-30,204.84092069683723
2000-12-29,198.93706850445744
2001-01-01,198.93706850445744
2001-01-02,194.94571028464003
2001-01-03,185.09598751317603
2001-01-04,199.60676203556926
2001-01-05,200.84554230417785
2001-01-08,197.66225095263454
2001-01-09,190.26812406422718
2001-01-10,189.01527575969234
2001-01-11,194.8289041013403
2001-01-12,198.26025448044734
2001-01-15,198.95078876068033
2001-01-16,192.33275176307956
2001-01-17,200.53857232671362
2001-01-18,201.06572476967412
2001-01-19,201.18163897374734
2001-01-22,198.82323736845737
2001-01-23,195.75851696289902
2001-01-24,198.97230069935682
2001-01-25,199.05332186422973
2001-01-26,194.54675161995536
2001-01-29,194.89005950799827
2001-01-30,192.92300347552288
2001-01-31,196.1110934057625
2001-02-01,191.39194574907728
2001-02-02,188.95497352564522
2001-02-05,185.11429209963862
2001-02-06,189.35744411514042
2001-02-07,184.44176201430705
2001-02-08,182.94861464091233
2001-02-09,174.63511307912165
2001-02-12,176.24276246718767
2001-02-13,175.64101347448664
2001-02-14,168.43884909450884
2001-02-15,177.2215726309875
2001-02-16,170.96000455391845
2001-02-19,169.40321356574918
2001-02-20,169.17514068158908
2001-02-21,165.62019758316933
2001-02-22,159.59727960172316
2001-02-23,154.86227512236908
2001-02-26,158.4388776218937
2001-02-27,160.5924564303632
2001-02-28,159.35279284463854
2001-03-01,155.8989527443079
2001-03-02,158.43272268902538
2001-03-05,163.35759609703126
2001-03-06,168.27520116056053
2001-03-07,167.108035834514
2001-03-08,163.56798763408437
2001-03-09,160.5524233358132
2001-03-12,149.9944705705027
2001-03-13,149.26356481474505
2001-03-14,147.32441383122728
2001-03-15,153.5533702310329
2001-03-16,148.56966268466041
2001-03-19,149.18004319140903
2001-03-20,153.560046135002
2001-03-21,148.99663254189952
2001-03-22,142.2674131740216
2001-03-23,148.66240105698412
2001-03-26,155.15278992918806
2001-03-27,154.71126600875343
2001-03-28,151.61671334499485
2001-03-29,146.38907933824828
2001-03-30,146.48772903570915
2001-04-02,145.06794525789923
2001-04-03,139.73734195002962
2001-04-04,138.05324061384238
2001-04-05,146.12352802631412
2001-04-06,144.9076017374103
2001-04-09,147.18338107632425
2001-04-10,152.72779504639578
2001-04-11,155.27359840439252
2001-04-12,153.8396597646725
2001-04-13,153.8396597646725
2001-04-16,154.12328185150022
2001-04-17,151.77977303719632
2001-04-18,162.4115815716501
2001-04-19,165.3152257738969
2001-04-20,163.0658255373533
2001-04-23,160.38501028086344
2001-04-24,160.17754125707324
2001-04-25,160.6174149704241
2001-04-26,162.32085100135902
2001-04-27,167.45623707267058
2001-04-30,172.75409767855703
2001-05-01,172.5852999036644
2001-05-02,172.28925456139024
2001-05-03,168.8526820768726
2001-05-04,169.52630309762645
2001-05-07,171.63105249250012
2001-05-08,170.0296087795072
2001-05-09,167.81563944719832
2001-05-10,172.6210790303202
2001-05-11,170.95222925142176
2001-05-14,168.02482699245823
2001-05-15,168.00899862997977
2001-05-16,167.13805605241433
2001-05-17,173.15581231141653
2001-05-18,177.45515538215352
2001-05-21,179.843663866253
2001-05-22,181.60940060461186
2001-05-23,178.3126022357682
2001-05-24,178.41317950962645
2001-05-25,176.53742672591804
2001-05-28,176.0213996618531
2001-05-29,174.5031897595591
2001-05-30,169.70515499350608
2001-05-31,168.82179476448394
2001-06-01,167.80619702950344
2001-06-04,167.7703202010071
2001-06-05,171.47549320010594
2001-06-06,171.37808910925935
2001-06-07,169.36649743242242
2001-06-08,167.97507061866108
2001-06-11,164.36046464076452
2001-06-12,150.9902265070765
2001-06-13,154.95035010322613
2001-06-14,149.62965467712115
2001-06-15,150.25880503895115
2001-06-18,150.05572775471413
2001-06-19,150.9301987464165
2001-06-20,148.20017635319152
2001-06-21,149.32971870291775
2001-06-22,149.51758133283695
2001-06-25,149.4998043274765
2001-06-26,147.25838499064662
2001-06-27,147.92740941943617
2001-06-28,150.2842454762074
2001-06-29,152.60831765430265
2001-07-02,154.47128837395925
2001-07-03,153.69158581819875
2001-07-04,151.3368968608378
2001-07-05,148.13091008568455
2001-07-06,142.55461904040638
2001-07-09,140.85291341393656
2001-07-10,140.65440909294307
2001-07-11,137.88107906103664
2001-07-12,141.27662006305272
2001-07-13,140.9025684137156
2001-07-16,140.34085158123975
2001-07-17,137.2265019395622
2001-07-18,135.94642705329045
2001-07-19,142.21315403376923
2001-07-20,139.29630768086986
2001-07-23,139.50267994956153
2001-07-24,138.87990593786324
2001-07-25,137.11742239290533
2001-07-26,138.65400649776925
2001-07-27,142.96055877883146
2001-07-30,145.93694089083831
2001-07-31,147.84454171829398
2001-08-01,147.16929569360298
2001-08-02,149.0835327540576
2001-08-03,147.7354826142004
2001-08-06,146.58147425172422
2001-08-07,147.26102236032855
2001-08-08,144.81860073480652
2001-08-09,139.79097450817534
2001-08-10,136.83403970807524
2001-08-13,138.08750318906317
2001-08-14,140.43470519815293
2001-08-15,138.4770598767818
2001-08-16,135.63817416811372
2001-08-17,132.75331422194816
2001-08-20,130.7126671276955
2001-08-21,132.38150145444703
2001-08-22,132.67426105045323
2001-08-23,134.40510515547228
2001-08-24,136.1792253220596
2001-08-27,135.59863672135202
2001-08-28,133.05385491333845
2001-08-29,130.6650075834146
2001-08-30,126.93149046694946
2001-08-31,127.29599010336189
2001-09-03,125.78182723937589
2001-09-04,125.12580278005785
2001-09-05,123.12043843676152
2001-09-06,121.3747293572353
2001-09-07,117.9735148825486
