Date,EURO
1998-12-31,1000.0
1999-01-29,1033.596420426071
1999-02-26,1016.7052533579437
1999-03-31,1038.0002365428982
1999-04-30,1087.652669540498
1999-05-31,1051.3388456119765
1999-06-30,1094.4786135056975
1999-07-30,1050.3066424249357
1999-08-31,1088.5351862623986
1999-09-30,1074.8313311362538
1999-10-29,1140.242297277993
1999-11-30,1242.7643625091778
1999-12-31,1426.5543598628358
2000-01-31,1370.5596558401896
2000-02-29,1527.4858441966564
2000-03-31,1530.803931044011
2000-04-28,1530.1268284413586
2000-05-31,1498.9771749963832
2000-06-30,1491.6313405457574
2000-07-31,1495.042474134531
2000-08-31,1519.696724392558
2000-09-29,1452.5040174788303
2000-10-31,1497.7996096852323
2000-11-30,1402.7025293345462
2000-12-29,1391.0565198281208
2001-01-01,1391.0565198281208
2001-01-02,1368.1497743133964
2001-01-03,1355.0682939257322
2001-01-04,1381.5620876261348
2001-01-05,1376.665611923108
2001-01-08,1370.0093368386267
2001-01-09,1356.0201372815663
2001-01-10,1348.7329608640516
2001-01-11,1372.8272386022256
2001-01-12,1390.8754821695236
2001-01-15,1393.6191297445566
2001-01-16,1374.6605200477934
2001-01-17,1404.40949843321
2001-01-18,1398.0132710574087
2001-01-19,1391.4659181870982
2001-01-22,1395.7364103969692
2001-01-23,1392.7764424032737
2001-01-24,1403.2063384698604
2001-01-25,1405.9199355563521
2001-01-26,1402.4586967665148
2001-01-29,1400.827055072391
2001-01-30,1396.5439709539892
2001-01-31,1410.553437869787
2001-02-01,1390.511992258557
2001-02-02,1376.4829509373726
2001-02-05,1373.573611897229
2001-02-06,1384.4134410563272
2001-02-07,1361.666068982387
2001-02-08,1367.6384632346137
2001-02-09,1345.454969378254
2001-02-12,1359.5225478325478
2001-02-13,1356.606214877798
2001-02-14,1333.1483928649104
2001-02-15,1350.2211131577376
2001-02-16,1324.1806136644475
2001-02-19,1322.2828191299004
2001-02-20,1312.9297373096051
2001-02-21,1293.937811007054
2001-02-22,1276.7557765462436
2001-02-23,1246.610102014127
2001-02-26,1269.0204381083333
2001-02-27,1275.036133883389
2001-02-28,1272.494565426764
2001-03-01,1259.0093596497072
2001-03-02,1260.367272624398
2001-03-05,1274.1354591228303
2001-03-06,1294.3259241005003
2001-03-07,1296.4713573640101
2001-03-08,1283.4463537081726
2001-03-09,1270.9015134889967
2001-03-12,1236.897821636181
2001-03-13,1228.1184581728462
2001-03-14,1209.6211550745188
2001-03-15,1229.6011324554258
2001-03-16,1202.2259604573044
2001-03-19,1193.7220372463964
2001-03-20,1215.9826694930393
2001-03-21,1188.7407020381604
2001-03-22,1138.994753736752
2001-03-23,1170.8892809826225
2001-03-26,1210.9778873843602
2001-03-27,1237.8867220039926
2001-03-28,1218.194756232599
2001-03-29,1221.060907086328
2001-03-30,1226.2592955033294
2001-04-02,1226.2215710194944
2001-04-03,1182.076957767099
2001-04-04,1192.5590569066271
2001-04-05,1222.321631135865
2001-04-06,1216.9045195384138
2001-04-09,1232.2795970161828
2001-04-10,1262.8795467219516
2001-04-11,1268.3189454040864
2001-04-12,1270.9893280330916
2001-04-13,1270.9893280330916
2001-04-16,1270.9893280330925
2001-04-17,1260.2132076438384
2001-04-18,1303.1527363756252
2001-04-19,1299.4373493610992
2001-04-20,1289.4865949052034
2001-04-23,1273.5631046460387
2001-04-24,1285.2396173447912
2001-04-25,1282.8969818042601
2001-04-26,1294.2502630273182
2001-04-27,1313.6657402412031
2001-04-30,1330.4531231421995
2001-05-01,1331.0419527424979
2001-05-02,1321.7336898661194
2001-05-03,1294.5520261581964
2001-05-04,1296.6792145828022
2001-05-07,1303.093692709446
2001-05-08,1301.7966434361995
2001-05-09,1293.5035618848915
2001-05-10,1320.7509665083862
2001-05-11,1311.6668210617777
2001-05-14,1298.188015272516
2001-05-15,1304.8723285571791
2001-05-16,1302.5762664565996
2001-05-17,1318.0918941182924
2001-05-18,1328.254107641804
2001-05-21,1332.0402596640618
2001-05-22,1341.4699948792397
2001-05-23,1329.6923604364256
2001-05-24,1335.9259188456967
2001-05-25,1319.9837218572688
2001-05-28,1324.475341507064
2001-05-29,1312.5489496029204
2001-05-30,1291.57763867697
2001-05-31,1296.2137814910236
2001-06-01,1292.1625318897434
2001-06-04,1296.466178697478
2001-06-05,1314.311142538827
2001-06-06,1308.4772818514443
2001-06-07,1303.13135473902
2001-06-08,1304.9864801451188
2001-06-11,1297.599005180667
2001-06-12,1261.8034610115665
2001-06-13,1274.3042604643235
2001-06-14,1257.2359984193338
2001-06-15,1242.5527888730614
2001-06-18,1227.631421879511
2001-06-19,1235.0363424058994
2001-06-20,1227.8665024415814
2001-06-21,1225.7421867465243
2001-06-22,1234.2527634000614
2001-06-25,1236.8551007292945
2001-06-26,1217.2252489538726
2001-06-27,1212.9294142635997
2001-06-28,1228.6458571813473
2001-06-29,1248.9792332527866
2001-07-02,1265.7606844051902
2001-07-03,1249.9590000078988
2001-07-04,1241.3440066980481
2001-07-05,1234.139491813395
2001-07-06,1203.0625673560596
2001-07-09,1204.5257471843609
2001-07-10,1193.7454320585923
2001-07-11,1178.5768029071833
2001-07-12,1189.3543412955096
2001-07-13,1197.8137229395386
2001-07-16,1190.1579889859972
2001-07-17,1182.6347673934451
2001-07-18,1160.8491394398422
2001-07-19,1183.3943927292858
2001-07-20,1171.5461224947705
2001-07-23,1180.186968312847
2001-07-24,1167.427316461633
2001-07-25,1147.0605615864008
2001-07-26,1161.2424581430723
2001-07-27,1182.1222667054305
2001-07-30,1198.5879556903894
2001-07-31,1211.5562549242195
2001-08-01,1213.2950664896825
2001-08-02,1207.2006150272612
2001-08-03,1195.6416190042878
2001-08-06,1200.7005163303609
2001-08-07,1201.4223826793288
2001-08-08,1183.4122024548296
2001-08-09,1160.0048046340407
2001-08-10,1145.5910938196148
2001-08-13,1158.2175750779425
2001-08-14,1171.8334391280428
2001-08-15,1163.0792130580633
2001-08-16,1150.6216047959233
2001-08-17,1126.2603146467532
2001-08-20,1126.1684332771235
2001-08-21,1134.0256567408026
2001-08-22,1133.6808646070826
2001-08-23,1140.485702885631
2001-08-24,1161.1680797541183
2001-08-27,1161.505068631282
2001-08-28,1141.9878004617801
2001-08-29,1144.1801469120524
2001-08-30,1116.6039614346282
2001-08-31,1116.4568741477974
2001-09-03,1100.8502808558876
2001-09-04,1113.3515106663822
2001-09-05,1086.9277309677846
2001-09-06,1058.8956154354464
2001-09-07,1035.4447201218318
2001-09-10,1028.2533976704005
2001-09-11,960.6302651356735
2001-09-12,969.8305872046618
2001-09-13,979.0205161660448
2001-09-14,921.5012889434785
2001-09-17,947.760087870713
2001-09-18,941.4784137794226
2001-09-19,917.3532502114617
2001-09-20,877.8242186228046
2001-09-21,854.5042741830403
2001-09-24,909.0767848034716
2001-09-25,918.2883187776465
2001-09-26,934.5400097399405
2001-09-27,946.7190972327837
2001-09-28,975.6953498029136
2001-10-01,953.2230257730904
2001-10-02,967.6707157584868
2001-10-03,970.2896185835232
2001-10-04,1006.0403999010265
2001-10-05,993.2131547742753
2001-10-08,995.3151482506618
2001-10-09,995.8231694484518
2001-10-10,1027.8240602558085
2001-10-11,1040.551861596371
2001-10-12,1034.099975716086
2001-10-15,1006.1765428801572
2001-10-16,1023.7919384437963
2001-10-17,1044.7722114333087
2001-10-18,1025.2645757769376
2001-10-19,1009.2379597849364
2001-10-22,1030.6407601699962
2001-10-23,1059.6889212279232
2001-10-24,1069.1292497243214
2001-10-25,1043.5602776211438
