Date,EAFE ex UK
1998-12-31,100.0
1999-01-29,103.28286066250482
1999-02-26,102.9360450669576
1999-03-31,109.35774045241074
1999-04-30,116.16477179077316
1999-05-31,111.91528457147805
1999-06-30,118.77795468919886
1999-07-30,118.32996551437732
1999-08-31,120.59019999578088
1999-09-30,121.64730496786136
1999-10-29,128.13720251228955
1999-11-30,139.17137602639627
1999-12-31,153.48112309699448
2000-01-31,148.30170027171948
2000-02-29,156.75152128728215
2000-03-31,162.52412274734414
2000-04-28,161.22113116214115
2000-05-31,154.92257846900335
2000-06-30,156.8820239076199
2000-07-31,153.58092113576126
2000-08-31,161.37695829616442
2000-09-29,153.77296476242998
2000-10-31,155.01635567833586
2000-11-30,146.15266372027298
2000-12-29,139.1676533203998
2001-01-01,139.1676533203998
2001-01-02,137.5148797650574
2001-01-03,136.64472492460658
2001-01-04,138.42215418146571
2001-01-05,137.8816468938177
2001-01-08,137.40422627256768
2001-01-09,136.33483369072187
2001-01-10,135.34502154196298
2001-01-11,134.88148815322242
2001-01-12,135.92757955142352
2001-01-15,136.4408768195321
2001-01-16,136.37508912669776
2001-01-17,139.1165389167799
2001-01-18,138.68184046161016
2001-01-19,139.36890997085345
2001-01-22,139.62083554396034
2001-01-23,138.91257480106634
2001-01-24,139.99984269662403
2001-01-25,140.81637044559432
2001-01-26,140.11258342047844
2001-01-29,140.60585822561382
2001-01-30,140.2444038451832
2001-01-31,141.0346353513069
2001-02-01,139.75385415379827
2001-02-02,138.74786273069398
2001-02-05,137.4915713130826
2001-02-06,138.44011945604308
2001-02-07,137.08543508451646
2001-02-08,137.52533519675785
2001-02-09,135.93304404548803
2001-02-12,136.253452781672
2001-02-13,136.56267855847065
2001-02-14,135.32024393752118
2001-02-15,137.57539261658326
2001-02-16,135.13381368767844
2001-02-19,134.22201617142267
2001-02-20,134.8002873527479
2001-02-21,132.99689420752296
2001-02-22,132.50974310871695
2001-02-23,131.3671112271461
2001-02-26,132.76741368895165
2001-02-27,132.4570405768756
2001-02-28,131.59501807266446
2001-03-01,129.5330906654889
2001-03-02,127.8131994442859
2001-03-05,128.9731020652317
2001-03-06,130.89219179745504
2001-03-07,131.2866830331677
2001-03-08,130.38681320518089
2001-03-09,129.52108116829382
2001-03-12,126.0947632960405
2001-03-13,124.86836509439793
2001-03-14,123.26228255720397
2001-03-15,125.28924715200414
2001-03-16,123.86967528713919
2001-03-19,123.48014691082511
2001-03-20,124.23893764113768
2001-03-21,124.91053659559138
2001-03-22,121.15224911009638
2001-03-23,123.82190480402615
2001-03-26,127.81389756293551
2001-03-27,128.87307292334228
2001-03-28,128.90239616616265
2001-03-29,127.39234151364467
2001-03-30,126.97749834510375
2001-04-02,126.07878514075722
2001-04-03,124.23144973358494
2001-04-04,124.07618963330931
2001-04-05,127.05270400376574
2001-04-06,126.60177923115127
2001-04-09,125.92694819316536
2001-04-10,127.89050591510599
2001-04-11,129.61542547509777
2001-04-12,129.9933755051572
2001-04-13,129.8271525104317
2001-04-16,129.89942536702154
2001-04-17,129.4021080727938
2001-04-18,133.78379806545965
2001-04-19,133.71130786216023
2001-04-20,131.86100747329195
2001-04-23,131.18152304209124
2001-04-24,131.78399878783696
2001-04-25,131.78619486213603
2001-04-26,132.5643500860716
2001-04-27,134.03129336217322
2001-04-30,135.64512316406203
2001-05-01,137.23897010376035
2001-05-02,137.31754241657228
2001-05-03,136.10435952071836
2001-05-04,136.01849237579654
2001-05-07,137.06823804610733
2001-05-08,136.27552593138682
2001-05-09,135.1957251175166
2001-05-10,136.48288624923083
2001-05-11,136.70763153435126
2001-05-14,135.25489683904806
2001-05-15,135.69021619512088
2001-05-16,134.45886394192095
2001-05-17,136.52869342158903
2001-05-18,136.97613079917247
2001-05-21,138.24123304870938
2001-05-22,139.33827829643397
2001-05-23,139.72191021859868
2001-05-24,140.0091022082654
2001-05-25,138.88647271483202
2001-05-28,138.42467400112542
2001-05-29,138.67136643378515
2001-05-30,136.26836052941653
2001-05-31,136.7878102285527
2001-06-01,136.57702120806482
2001-06-04,136.69398915762096
2001-06-05,137.38626630850914
2001-06-06,137.11838374328536
2001-06-07,136.90470016888486
2001-06-08,136.91277872747386
2001-06-11,136.05840371741138
2001-06-12,132.55009612443007
2001-06-13,133.13164677347672
2001-06-14,131.6279615576686
2001-06-15,130.20035729744487
2001-06-18,129.10132537143247
2001-06-19,129.4086195829277
2001-06-20,129.09291300502912
2001-06-21,129.49767416759485
2001-06-22,130.1593516596345
2001-06-25,129.51430586736683
2001-06-26,128.50639414370397
2001-06-27,127.96473764394538
2001-06-28,129.1074425174903
2001-06-29,131.10007363716224
2001-07-02,131.83197823459707
2001-07-03,131.1988468534508
2001-07-04,130.37329445244717
2001-07-05,129.7275131509667
2001-07-06,126.34533032883542
2001-07-09,125.84857369857909
2001-07-10,125.38959303501916
2001-07-11,123.83952923710282
2001-07-12,125.88286956985253
2001-07-13,125.98387649345102
2001-07-16,125.41689810016176
2001-07-17,124.4908300683174
2001-07-18,121.8691983821679
2001-07-19,123.42890893623577
2001-07-20,122.58675432122435
2001-07-23,121.96899259375988
2001-07-24,121.21516940629708
2001-07-25,120.1411576040709
2001-07-26,120.87498448021715
2001-07-27,122.14166050047675
2001-07-30,122.19717118610872
2001-07-31,123.86038823188696
2001-08-01,124.37257603264425
2001-08-02,125.2393753522484
2001-08-03,123.87929289105915
2001-08-06,124.30050363186439
2001-08-07,124.7461466231755
2001-08-08,123.73069638285244
2001-08-09,120.58037251563037
2001-08-10,119.5812167445453
2001-08-13,119.54401485206083
2001-08-14,121.62037188058103
2001-08-15,120.98579001853466
2001-08-16,119.41970678409187
2001-08-17,117.86243846813582
2001-08-20,117.25490370720101
2001-08-21,118.22624941673122
2001-08-22,118.04950558349778
2001-08-23,118.25036217166581
2001-08-24,119.36166397930644
2001-08-27,119.97580216588545
2001-08-28,118.53666846958455
2001-08-29,117.92107696517556
2001-08-30,115.82968200185803
2001-08-31,115.74467971972732
2001-09-03,113.96532937671347
2001-09-04,116.2585913947765
2001-09-05,114.3211425621701
2001-09-06,112.47951163855814
2001-09-07,110.21881990844354
2001-09-10,108.64878785408551
2001-09-11,104.92698843307542
2001-09-12,102.80225139368262
2001-09-13,103.6691431025561
2001-09-14,101.08233683585351
2001-09-17,100.6860805494153
2001-09-18,100.45585446519517
2001-09-19,99.78248881157066
2001-09-20,96.99961242867651
2001-09-21,94.50624968936155
2001-09-24,97.5976776121779
2001-09-25,98.4600329708083
2001-09-26,98.89093210116097
2001-09-27,99.43166430620016
2001-09-28,102.55517635289415
2001-10-01,101.5037669991851
2001-10-02,102.7993051765729
2001-10-03,101.97816205000771
2001-10-04,105.25030765790193
2001-10-05,104.52162308670545
2001-10-08,104.58352785334388
2001-10-09,103.90882210133499
2001-10-10,105.36523482606724
2001-10-11,107.73833846030111
2001-10-12,107.84641403386883
2001-10-15,106.13624279184901
2001-10-16,107.00479688020854
2001-10-17,108.77856453377247
2001-10-18,107.19754312118282
2001-10-19,106.52206426411878
2001-10-22,107.84365910983706
2001-10-23,110.22313580898246
2001-10-24,110.67649279339342
2001-10-25,109.3326436949937
2001-10-26,110.58974365014484
2001-10-29,108.04287221079247
2001-10-30,105.65133631743126
2001-10-31,106.55167317399693
2001-11-01,106.96813712460137
2001-11-02,106.91617817215348
2001-11-05,109.14083143309492
2001-11-06,109.61150902055721
2001-11-07,109.20281007976357
2001-11-08,111.62022317517024
2001-11-09,110.47477845650941
2001-11-12,108.61066024210035
2001-11-13,110.78038195095439
2001-11-14,111.00945700231304
2001-11-15,112.3013026835018
2001-11-16,112.70337389813045
2001-11-19,114.4177327269568
2001-11-20,113.38221158200055
2001-11-21,113.41059276313557
2001-11-22,113.85882628596387
2001-11-23,113.71956057253574
2001-11-26,114.15847549653984
2001-11-27,113.04985524987227
2001-11-28,111.18896740175518
2001-11-29,111.09492301454648
2001-11-30,111.63096362484293
2001-12-03,110.67748419725677
2001-12-04,111.56390044856866
2001-12-05,114.78336378003675
2001-12-06,114.93701449776299
2001-12-07,113.9010174421395
2001-12-10,111.91919921076008
2001-12-11,111.86245023995767
2001-12-12,111.56547842440263
2001-12-13,109.18301523295902
2001-12-14,107.87251332110512
2001-12-17,108.94038699048016
2001-12-18,109.19720691006052
2001-12-19,108.85528702016111
2001-12-20,108.77755162975804
2001-12-21,109.98675219239327
2001-12-24,110.2370952303415
2001-12-25,110.12241681553918
2001-12-26,109.74710956689141
2001-12-27,111.19849122168522
2001-12-28,112.57585563678268
2001-12-31,112.25690692514972
2002-01-01,112.25690692514972
2002-01-02,110.72803206339867
2002-01-03,112.27760271644267
2002-01-04,113.61507778298203
2002-01-07,113.08844459494284
2002-01-08,111.5391441251463
2002-01-09,111.63212663738842
2002-01-10,110.14664598222807
2002-01-11,110.59639806338951
2002-01-14,108.74934220469177
2002-01-15,108.80403488253259
2002-01-16,108.21262184704467
2002-01-17,109.3219768998103
2002-01-18,109.40808114328195
2002-01-21,108.84492776395129
2002-01-22,108.1411869590088
2002-01-23,108.28440328644021
2002-01-24,109.69026572183424
2002-01-25,110.34667737041322
2002-01-28,111.55799460283616
2002-01-29,110.05426411197747
2002-01-30,108.44028586274189
2002-01-31,109.50283333091011
2002-02-01,108.99653891926584
2002-02-04,107.68719706990916
2002-02-05,105.68592133432885
2002-02-06,104.80265150905939
2002-02-07,105.86132019801998
2002-02-08,105.82192507617452
2002-02-11,106.69411403899703
2002-02-12,107.32162540264235
2002-02-13,108.21783373398519
2002-02-14,109.43519777593045
2002-02-15,108.4320373340622
2002-02-18,108.20122219710116
2002-02-19,105.64935018851693
2002-02-20,105.26320486959071
2002-02-21,106.85172492000153
2002-02-22,105.85001394901782
2002-02-25,106.93801315740495
2002-02-26,107.2784634678584
2002-02-27,109.44484187099958
2002-02-28,110.19034060497292
2002-03-01,111.20155768235266
2002-03-04,114.81344094708163
2002-03-05,114.48619042505621
2002-03-06,114.63376849817718
2002-03-07,116.58380561695988
2002-03-08,117.34972997401188
2002-03-11,117.48319363733947
2002-03-12,115.86891114321104
2002-03-13,114.70883072363773
2002-03-14,115.17910500429909
2002-03-15,115.98930284053242
2002-03-18,115.8112318762786
2002-03-19,116.70267374743534
2002-03-20,115.50333761163768
2002-03-21,115.13246946514833
2002-03-22,114.91431238489287
2002-03-25,114.33999275922227
2002-03-26,114.42682118595596
2002-03-27,115.02951611702348
2002-03-28,116.16403046748218
2002-03-29,115.45475198436573
2002-04-01,114.80858490240138
2002-04-02,114.61177127539028
2002-04-03,115.13108562066257
2002-04-04,114.60772415095241
2002-04-05,114.59138285453056
2002-04-08,113.61698391154763
2002-04-09,113.32034451709174
2002-04-10,113.99598686037666
2002-04-11,112.38021698782065
2002-04-12,112.33029447275226
2002-04-15,113.2453293463768
2002-04-16,115.02148887828405
2002-04-17,115.56262188258067
2002-04-18,115.27940581000082
2002-04-19,115.13079823353425
2002-04-22,114.98368859236356
2002-04-23,114.90805100946616
2002-04-24,114.17546716785861
2002-04-25,113.30414950178066
2002-04-26,112.88160171261194
2002-04-29,112.34698658863134
2002-04-30,112.64660576863047
2002-05-01,112.86579730604579
2002-05-02,112.46600483168747
2002-05-03,111.65262423056011
2002-05-06,111.11096686019263
2002-05-07,110.21547648764165
2002-05-08,112.13233630850507
2002-05-09,112.16274419604683
2002-05-10,111.115468512149
2002-05-13,111.58346303248811
2002-05-14,112.73261123353012
2002-05-15,113.74937774907036
2002-05-16,113.8630945571519
2002-05-17,113.8573923092001
2002-05-20,113.59279644319665
2002-05-21,113.83515990712836
2002-05-22,112.96427769714796
2002-05-23,113.04650182500406
2002-05-24,113.23962083528026
2002-05-27,113.45233396619871
2002-05-28,112.67572523457955
2002-05-29,112.14619481479646
2002-05-30,111.00630523216803
2002-05-31,111.07199483127506
2002-06-03,110.72999836985876
2002-06-04,108.13762985231314
2002-06-05,108.22506358722215
2002-06-06,107.80722228870803
2002-06-07,106.37832608578991
2002-06-10,106.26074600260448
2002-06-11,106.96785172131648
2002-06-12,104.98139260568384
2002-06-13,103.89168786550302
2002-06-14,101.71399412554827
2002-06-17,103.10257497727437
2002-06-18,103.23316584271112
2002-06-19,101.08650857736853
2002-06-20,99.77348942862689
2002-06-21,99.08177504691537
2002-06-24,97.271402656483
2002-06-25,98.95248996666513
2002-06-26,96.4407944272182
2002-06-27,97.91531926174318
2002-06-28,100.98180622887111
2002-07-01,100.89862459591227
2002-07-02,99.03176636836801
2002-07-03,98.28073475972874
2002-07-04,99.25999974591738
2002-07-05,102.26811893081381
2002-07-08,101.76770325793406
2002-07-09,101.53663140134165
2002-07-10,99.18447209359948
2002-07-11,96.61896519165491
2002-07-12,96.96667596655095
2002-07-15,93.22422384635436
2002-07-16,92.20668364237966
2002-07-17,93.69811528029297
2002-07-18,94.64827329536216
2002-07-19,91.30169699548145
2002-07-22,88.70437400215003
2002-07-23,87.76101289690881
2002-07-24,86.45121139222145
2002-07-25,87.34981861478721
2002-07-26,86.76086266124939
2002-07-29,90.3204231130439
2002-07-30,90.55799692071014
2002-07-31,90.52430951395984
2002-08-01,88.52160244956691
2002-08-02,87.76026999694565
2002-08-05,85.65928731634492
2002-08-06,87.69861059939569
2002-08-07,88.27887530826172
2002-08-08,90.24184520701286
2002-08-09,91.64660948209873
2002-08-12,90.06558458590172
2002-08-13,90.46485855743828
2002-08-14,89.24165047487945
2002-08-15,91.14343344303329
2002-08-16,91.34806701294451
2002-08-19,92.57890792670163
2002-08-20,91.81445161167423
2002-08-21,92.59972438550943
2002-08-22,94.26177948056058
2002-08-23,93.57641523538199
2002-08-26,93.33196611482839
2002-08-27,94.1058391698308
2002-08-28,91.50279724564237
2002-08-29,89.87318380643143
2002-08-30,90.5716309325637
2002-09-02,89.06532644420693
2002-09-03,85.8757753589822
2002-09-04,85.50412813453941
2002-09-05,85.63345237927089
2002-09-06,87.1942531921455
2002-09-09,86.90996536498564
2002-09-10,88.27739947486336
2002-09-11,89.8113686593258
2002-09-12,87.76832672222784
2002-09-13,86.01996748818148
2002-09-16,85.66391782505558
2002-09-17,86.06291795795268
2002-09-18,84.00308003697356
2002-09-19,83.4083092384879
2002-09-20,82.11978900046942
2002-09-23,80.21463409667582
2002-09-24,79.40201137217183
2002-09-25,79.86699336700316
2002-09-26,82.65838346531426
2002-09-27,82.93471766721457
2002-09-30,80.0971197244023
2002-10-01,80.03863976771916
2002-10-02,81.0773732294147
2002-10-03,79.82104238794159
2002-10-04,79.07638980654019
2002-10-07,77.21447181852888
2002-10-08,76.71296598697397
2002-10-09,75.5459634597012
2002-10-10,76.5518482438362
2002-10-11,79.15710909127162
2002-10-14,78.65317210642583
2002-10-15,82.53472062799133
2002-10-16,82.12474477022046
2002-10-17,84.03131327282313
2002-10-18,84.21811338551879
2002-10-21,84.23117760166349
2002-10-22,82.78009868530872
2002-10-23,81.55519911444469
2002-10-24,82.68174601492471
2002-10-25,82.86324083832173
2002-10-28,83.55106093916612
