Date,PACIFIC
1998-12-31,100.0
1999-01-29,104.14055010133433
1999-02-26,105.62774936757722
1999-03-31,120.93700801815191
1999-04-30,131.65850820577523
1999-05-31,125.60284732032498
1999-06-30,138.6984183476682
1999-07-30,143.81574763282916
1999-08-31,144.2371050642409
1999-09-30,149.65485019547904
1999-10-29,157.49988185716361
1999-11-30,172.56194218455582
1999-12-31,184.668716843221
2000-01-31,180.0664851099266
2000-02-29,178.96797440065575
2000-03-31,192.55162513158317
2000-04-28,188.13862508659759
2000-05-31,174.11326701957495
2000-06-30,181.44775657075257
2000-07-31,169.83584670294502
2000-08-31,186.64428270892833
2000-09-29,178.1258286333816
2000-10-31,174.8024276800506
2000-11-30,164.28634869261612
2000-12-29,146.32360416024719
2001-01-01,146.32360416024719
2001-01-02,144.78481724080854
2001-01-03,144.82399867459537
2001-01-04,144.91541925851217
2001-01-05,144.7680756581122
2001-01-08,144.54722111606208
2001-01-09,143.6426570307644
2001-01-10,142.23466993764401
2001-01-11,137.4165368505767
2001-01-12,137.88522718637918
2001-01-15,138.83718661521664
2001-01-16,141.59984110191655
2001-01-17,144.11925334368746
2001-01-18,143.57032085477542
2001-01-19,146.56714498794247
2001-01-22,146.94818215761643
2001-01-23,145.51324079034256
2001-01-24,146.58539943002125
2001-01-25,147.86641639221116
2001-01-26,146.84289662821786
2001-01-29,148.08450113210696
2001-01-30,147.24753427782198
2001-01-31,147.28458555601887
2001-02-01,146.90671186465744
2001-02-02,146.15544496382566
2001-02-05,143.16695912727556
2001-02-06,143.92717021214102
2001-02-07,143.42561837824056
2001-02-08,144.23429271584058
2001-02-09,143.34682484884448
2001-02-12,142.682787062124
2001-02-13,143.97791434285926
2001-02-14,144.39917788530107
2001-02-15,147.56093159993972
2001-02-16,145.10626981098932
2001-02-19,142.69826957568813
2001-02-20,145.78293233568863
2001-02-21,143.52888005174776
2001-02-22,144.71940601325542
2001-02-23,146.0602613118852
2001-02-26,146.50299902257117
2001-02-27,144.555318494929
2001-02-28,142.58975040218166
2001-03-01,139.5806079101656
2001-03-02,134.65037259488858
2001-03-05,135.48867886063556
2001-03-06,137.68309124045234
2001-03-07,138.49339966722476
2001-03-08,137.99287378352037
2001-03-09,137.86467747585408
2001-03-12,134.1471937877771
2001-03-13,132.69458289134258
2001-03-14,131.74403404168348
2001-03-15,134.26747392871528
2001-03-16,135.4594614049245
2001-03-19,136.05633366750536
2001-03-20,134.81644685748824
2001-03-21,141.50459520648474
2001-03-22,140.2270219421582
2001-03-23,142.4073788500796
2001-03-26,146.65607902224025
2001-03-27,145.59143402929396
2001-03-28,148.77686302765403
2001-03-29,143.97084868562214
2001-03-30,141.2439725094809
2001-04-02,139.59525028761894
2001-04-03,141.48583603015618
2001-04-04,140.24110853109153
2001-04-05,143.13887204383911
2001-04-06,142.90810060337583
2001-04-09,137.97858420630442
2001-04-10,138.52597619503646
2001-04-11,142.36785780766218
2001-04-12,143.30206966981677
2001-04-13,142.81860554249693
2001-04-16,142.97674920180214
2001-04-17,143.06282277295824
2001-04-18,148.90065098283296
2001-04-19,149.17253516180605
2001-04-20,146.01477868877254
2001-04-23,146.8580543622026
2001-04-24,146.59348556604039
2001-04-25,146.92701642418862
2001-04-26,147.56143337187626
2001-04-27,148.56822276897435
2001-04-30,150.1075385142524
2001-05-01,154.75554049944327
2001-05-02,156.16840632832603
2001-05-03,156.9424346753748
2001-05-04,156.27075353708952
2001-05-07,157.63719582916352
2001-05-08,155.62308445248436
2001-05-09,154.06783417747445
2001-05-10,153.21197265322263
2001-05-11,154.7249323083841
2001-05-14,152.63477930419938
2001-05-15,152.66613686697718
2001-05-16,149.498205942117
2001-05-17,152.75140801354732
2001-05-18,152.17890539553994
2001-05-21,154.89634127657138
2001-05-22,156.36278868764688
2001-05-23,159.18204475761067
2001-05-24,159.1131809617441
2001-05-25,158.09874393695304
2001-05-28,156.23747212007726
2001-05-29,158.82581756713952
2001-05-30,155.2995250922354
2001-05-31,156.4181931933024
2001-06-01,156.41693460138887
2001-06-04,156.16363886545162
2001-06-05,155.11211559478966
2001-06-06,155.3658423433027
2001-06-07,155.74038682687763
2001-06-08,155.94393037970093
2001-06-11,155.00051900886027
2001-06-12,150.39588725971754
2001-06-13,149.91189951489065
2001-06-14,148.82579990652823
2001-06-15,146.84335564046012
2001-06-18,145.78912946106544
2001-06-19,145.9672687897437
2001-06-20,146.57090377192182
2001-06-21,148.01359287383923
2001-06-22,148.9126689174395
2001-06-25,146.80583215778967
2001-06-26,147.16288341328715
2001-06-27,146.41719645900716
2001-06-28,146.48819140171682
2001-06-29,149.11783579613362
2001-07-02,148.47646671014294
2001-07-03,148.98642664332002
2001-07-04,148.1456037500083
2001-07-05,147.84868160436193
2001-07-06,143.4170626111301
2001-07-09,141.9673395743275
2001-07-10,142.33372664393406
2001-07-11,140.42837933144102
2001-07-12,144.0236213011408
2001-07-13,143.00982887038555
2001-07-16,142.32562327842572
2001-07-17,141.19344020116262
2001-07-18,136.68038261385647
2001-07-19,137.127441002215
2001-07-20,136.79706265300405
2001-07-23,133.84010448240022
2001-07-24,134.18963708019862
2001-07-25,134.5504122496726
2001-07-26,134.61071836584063
2001-07-27,134.58598315931553
2001-07-30,132.11974932791162
2001-07-31,134.91217514075913
2001-08-01,135.84940025641242
2001-08-02,138.84386325390966
2001-08-03,136.8876820094899
2001-08-06,137.35882522518173
2001-08-07,138.5142221059188
2001-08-08,138.21584566306973
2001-08-09,133.32207383257924
2001-08-10,133.04896181731357
2001-08-13,130.7490039750038
2001-08-14,134.29080041474555
2001-08-15,133.85358711079283
2001-08-16,131.49665846513307
2001-08-17,130.75120635104122
2001-08-20,129.48211529091932
2001-08-21,130.57869764982905
2001-08-22,130.4715714830407
2001-08-23,130.0219115856257
2001-08-24,129.816344664685
2001-08-27,131.2496746891076
2001-08-28,130.43824929827576
2001-08-29,129.0382761976534
2001-08-30,127.40029588799386
2001-08-31,126.88044128480567
2001-09-03,124.68941825285931
2001-09-04,129.38404298350986
2001-09-05,127.42731442915164
2001-09-06,126.44364500345101
2001-09-07,124.20099815755594
2001-09-10,121.65812706642286
2001-09-11,122.86279640000204
2001-09-12,114.72593826823191
2001-09-13,115.74657567140771
2001-09-14,117.62870140084466
2001-09-17,112.20315182421909
2001-09-18,113.04508135395903
2001-09-19,114.69974331988902
2001-09-20,114.02026457109619
2001-09-21,111.42371395410116
2001-09-24,111.2253808932239
2001-09-25,111.42133273920739
2001-09-26,110.06974917505556
2001-09-27,109.59530468344867
2001-09-28,113.25808581526846
2001-10-01,113.8714342965494
2001-10-02,115.56503425466273
2001-10-03,113.3636625712861
2001-10-04,116.68932901383019
2001-10-05,116.46031865390863
2001-10-08,116.29615772712621
2001-10-09,114.25795991328394
2001-10-10,113.76741476956248
2001-10-11,117.48428138381072
2001-10-12,119.00445456282173
2001-10-15,118.11758506100918
2001-10-16,118.27356264826398
2001-10-17,119.95412089424903
2001-10-18,117.99429566548281
2001-10-19,118.5477013912079
2001-10-22,119.0351060494606
2001-10-23,121.2119680887937
2001-10-24,121.25278746301544
2001-10-25,121.38310085053828
2001-10-26,120.72844711851215
2001-10-29,117.66537155535251
2001-10-30,116.15395169486668
2001-10-31,115.72191778442057
2001-11-01,115.80947473751438
2001-11-02,115.93263793495282
2001-11-05,117.32942578312849
2001-11-06,119.06729742021707
2001-11-07,115.838544862015
2001-11-08,118.44328618304415
2001-11-09,117.82572175426353
2001-11-12,116.87298656191015
2001-11-13,116.66657885991458
2001-11-14,116.89562372207332
2001-11-15,119.50789989134641
2001-11-16,119.29569792722121
2001-11-19,121.41168315795241
2001-11-20,121.1571132685273
2001-11-21,121.93620867838699
2001-11-22,121.07745554281249
2001-11-23,121.15240528733784
2001-11-26,123.03955811665955
2001-11-27,122.54677429266954
2001-11-28,119.81675236446627
2001-11-29,119.46211828490999
2001-11-30,119.75247046327317
2001-12-03,117.72269383807463
2001-12-04,117.41503128118505
2001-12-05,120.20427360975314
2001-12-06,120.53276447950248
2001-12-07,119.03689365581513
2001-12-10,116.8716341880804
2001-12-11,116.10301906212685
2001-12-12,117.52107736074498
2001-12-13,114.57134249107621
2001-12-14,113.02886688199123
2001-12-17,110.91127294170116
2001-12-18,111.92144431786545
2001-12-19,112.69743170582582
2001-12-20,113.39298413311775
2001-12-21,113.35556625700428
2001-12-24,114.41531394032754
2001-12-25,114.08700554067762
2001-12-26,113.08687429964009
2001-12-27,113.64529258588922
2001-12-28,116.05596644557141
2001-12-31,115.0953595395909
2002-01-01,115.0953595395909
2002-01-02,112.79840855578007
2002-01-03,113.58383125377576
2002-01-04,117.2523486491909
2002-01-07,117.88836340480239
